  0:  142| [55] [√After Chapter5]
 59:  787| [45] [「ぎゃっ！！」]
 60:  795| [47] [渡瀬]
 61:  798| [45] [「わっ！？」]
 62:  839| [47] [洵]
 63:  842| [45] [「だ、誰！？　なにやってんの！」]
 64:  847| [45] [じたばたと暴れる洵に、渡瀬は慌てて答えた。]
 65:  855| [47] [渡瀬]
 66:  858| [45] [「落ち着けオレだ！　背中に怪我をしたお前を、手当てしようとしてたんだ！」]
 67:  906| [47] [洵]
 68:  909| [45] [「服を脱がして！？　隊長だからって越権行為だよ、この弩エロ！」]
 69:  917| [47] [渡瀬]
 70:  920| [45] [「弩エロだと！？　お前意外と元気だな、心配して損したぜ！」]
 71:  946| [47] [洵]
 72:  949| [45] [「なに勝手なこと言ってんだよ！　だいたい服脱がさなくても、傷のとこだけハサミで切って開けばいいじゃん！」]
 73:  957| [47] [渡瀬]
 74:  960| [45] [「む……それもそうだな」]
 75: 1003| [45] [室内の机を調べると、ハサミはすぐに見つかった。]
 76: 1011| [47] [渡瀬]
 77: 1014| [45] [「あったぞ、守部。こっちに背中を向けてくれ」]
 78: 1077| [47] [洵]
 79: 1080| [45] [「余計なところ切るんじゃないよ」]
 80: 1085| [45] [レスキュー服にハサミを入れると、直径２センチほどの傷口があらわになった。]
 81: 1090| [45] [そこにカイローンを塗りこむと、洵がびくんと身を震わせた。]
 82: 1151| [47] [洵]
 83: 1154| [45] [「ふぁっ」]
 84: 1162| [47] [渡瀬]
 85: 1165| [45] [「ちょっと動くなって！」]
 86: 1191| [47] [洵]
 87: 1194| [45] [「で、でも……くすぐったくて……」]
 88: 1202| [47] [渡瀬]
 89: 1205| [45] [「優しくしてるんじゃないかよ。とにかくもう少し我慢しろ」]
 90: 1210| [45] [カイローンを半分使い、ようやく洵の傷はふさがった。]
 91: 1263| [47] [渡瀬]
 92: 1266| [45] [「ふぅ……これで、ひとまず安心だな」]
 93: 1292| [47] [洵]
 94: 1295| [45] [「……」]
 95: 1300| [45] [だが手当てが終わったと言うのに、洵は暗い表情を浮かべていた。]
 96: 1308| [47] [渡瀬]
 97: 1311| [45] [「どうしたんだ守部、そんな顔して？　傷が痛むか？」]
 98: 1337| [47] [洵]
 99: 1340| [45] [「ううん、そうじゃないけど……」]
100: 1345| [45] [洵はそう呟いてから、室内を見回して続けた。]
101: 1371| [47] [洵]
102: 1374| [45] [「ところで隊長、宇喜多さんは？」]
103: 1382| [47] [渡瀬]
104: 1385| [45] [「オレが手当てをしている間に捜索を進めるというから、先に行かせたよ」]
105: 1411| [47] [洵]
106: 1414| [45] [「え……１人で？」]
107: 1419| [45] [その言葉に、洵の表情が険しくなった。]
108: 1427| [47] [洵]
109: 1430| [45] [「なにやってんの隊長？　素人を単独行動させるなんて、危険でしょ？」]
110: 1438| [47] [渡瀬]
111: 1441| [45] [「オレもそう言ったんだが、聞かなくてな」]
112: 1467| [47] [洵]
113: 1470| [45] [「だったら隊長も早く追いなよ。あたしも行くから」]
114: 1502| [45] [そう言って立ち上がろうとする洵だったが、その脚はふらついていた。]
115: 1510| [47] [渡瀬]
116: 1513| [45] [「いや、お前は頭を打ったばかりだ。ここで少し休んでからにしろ」]
117: 1536| [47] [洵]
118: 1537| [45] [「……」]
119: 1542| [45] [洵は一瞬ためらったが、すぐにうなずいた。]
120: 1550| [47] [渡瀬]
121: 1553| [45] [「オレは第２エリア方面に向かう。回復したら追ってきてくれ」]
122: 1579| [47] [洵]
123: 1582| [45] [「了解」]
124: 1590| [47] [渡瀬]
125: 1593| [45] [「あ、それと守部……」]
126: 1601| [47] [洵]
127: 1604| [45] [「なに？」]
128: 1612| [47] [渡瀬]
129: 1615| [45] [「さっきは助けてくれて、ありがとな」]
130: 1620| [45] [その言葉に、洵はようやく微笑んだ。]
131: 1646| [47] [洵]
132: 1649| [45] [「んーん、気にしないで」]
133: 1654| [45] [渡瀬はその言葉に笑みを返し、研究室を後にした。]
134: 1751| [45] [――渡瀬は宇喜多を探し、第１エリア内を一回りした。]
135: 1756| [45] [だが、宇喜多の姿はない。]
136: 1764| [47] [渡瀬]
137: 1767| [45] [「おっさん！　いるか！？」]
138: 1772| [45] [そう声を張り上げても、答えはない。]
139: 1777| [47] [渡瀬]
140: 1778| [45] [（先に行ったのか……）]
141: 1826| [45] [渡瀬はそう思い、宇喜多を追って第２エリアに向かった。]
