  0:  126| [55] [√After Chapter2]
 63: 1392| [45] [渡瀬の体は炎を突き抜けて、ゲート前に着地した。]
 64: 1463| [47] [風見]
 65: 1466| [45] [「隊長、なんという事を！」]
 66: 1471| [45] [背後で風見が悲鳴を上げた。だが振り返っている暇はない。]
 67: 1526| [47] [渡瀬]
 68: 1527| [45] [（熱ィッ！）]
 69: 1532| [45] [炎に熱せられた空気が滞留する、灼熱の世界に渡瀬はいた。]
 70: 1537| [45] [息を止めろ。肺を焼かれるな。]
 71: 1542| [45] [危険を察知した脳が、鋭い警告を発してくる。]
 72: 1569| [47] [渡瀬]
 73: 1570| [45] [（大丈夫だ！　このくらい耐えられる！）]
 74: 1575| [45] [渡瀬は自分にそう言い聞かせると、素早くセキュリティカードを取り出した。]
 75: 1580| [45] [息はゲートを開放した後に、第３エリアで吸えばいい。]
 76: 1585| [45] [あとはエンジンルームに駆け込んで消火システムを復旧させれば、ラボ内の火災は全て収まるはずだった。]
 77: 1590| [47] [渡瀬]
 78: 1591| [45] [（――行ける！）]
 79: 1596| [45] [渡瀬はそう確信し、端末のスロットにカードを滑らせた。]
 80: 1601| [45] [だが、ゲートは何の反応も示さない。]
 81: 1606| [45] [とたんに渡瀬の背筋が、灼熱の中で、奇妙なほどに冷たくなった。]
 82: 1611| [47] [渡瀬]
 83: 1612| [45] [（まさか、そんなッ！？　じょ、冗談だろッ！？）]
 84: 1617| [45] [渡瀬は震える手で、もう一度スロットにカードを通してみた。]
 85: 1622| [45] [だが、やはり反応がない。]
 86: 1627| [47] [渡瀬]
 87: 1628| [45] [（駄目だッ！！　完全に端末が壊れてやがるッ！！）]
 88: 1633| [45] [渡瀬は愕然とし、そして後ろを振り向いた。]
 89: 1765| [45] [退路を塞ぐ炎の海……。]
 90: 1770| [45] [そのとき渡瀬は我を忘れ、思わず空気を吸っていた。]
 91: 1838| [47] [渡瀬]
 92: 1841| [45] [「――がはァっ！」]
 93: 1846| [45] [肺が焼けた。]
 94: 1869| [47] [渡瀬]
 95: 1872| [45] [「が、ぐぎぎ、か……かはっ！　が、がはっ！」]
 96: 1877| [45] [咳とも呼べない咳をする度に、肺は焼けただれていった。]
 97: 1882| [47] [渡瀬]
 98: 1883| [45] [（苦しい……い、息が…………）]
 99: 1926| [47] [風見]
100: 1929| [45] [「…………っ！」]
101: 1934| [45] [通路に倒れた渡瀬に向かって、風見が必死に叫んでいる。]
102: 1939| [45] [だが渡瀬はもう、それを聞き取ることさえできなくなっていた。]
103: 1944| [45] [目が霞み、やがて何も見えなくなる。]
104: 2097| [47] [恵那]
105: 2100| [45] [「そうね、考えられる方法は――『通路を塞いでいる火災をなんとか消す』かしら」]
106: 2126| [47] [風見]
107: 2129| [45] [「いえ、それは火勢が激しくて危険です」]
108: 2207| [47] [渡瀬]
109: 2208| [45] [（くそ……あのとき、橘の言うことを聞いてりゃよかったのに……）]
110: 2213| [45] [そのとき放水が、渡瀬の身体に降り注ぐ。]
111: 2218| [45] [風見が消火ホースを手に、炎の中に飛び込んで来たのだろう。]
112: 2223| [45] [薄れ行く意識の中で渡瀬は思った。]
113: 2228| [47] [渡瀬]
114: 2229| [45] [（いいんだ、橘……）]
115: 2234| [47] [渡瀬]
116: 2235| [45] [（オレのことはいいから、お前はもうみんなの所へ行ってくれ……）]
117: 2240| [45] [そして、愚かな自分を助けようとする風見の身を案じながら――]
118: 2245| [45] [渡瀬は苦しみの果てにある、暗い闇へと落ちていった。]
119: 2381| [85] [　%N　%N　%N]
120: 2384| [45] [√A バッドエンド4【道を誤りし者】]
121: 2387| [85] [　]
122: 2390| [45] [採用すべき意見の判断を誤った場合の結末。]
123: 2393| [85] [　]
124: 2396| [45] [このエンディング直前に入力できるセンシズで、恵那よりも風見を高く設定したら、この結末は回避できたかもしれない。]
