  0:   43| [55] [√After Chapter 6]
 52:  635| [45] ["I'm sorry, Teach..."]
 53:  643| [47] [Watase]
 54:  646| [45] ["I... I killed two of your students..."]
 55:  690| [45] [Watase had no clue where he'd eventually ended up.]
 56:  695| [45] [He was clutching the gun from Area N for some reason.]
 57:  700| [47] [Watase]
 58:  701| [45] [(...? Why in the world did I take this with me...?)]
 59:  706| [47] [Watase]
 60:  707| [45] [(Was I... planning to blow my brains out with this thing...?)]
 61:  712| [45] [It wasn't implausible.]
 62:  717| [45] [The guilt of having murdered someone had cast dark clouds over Watase's thoughts.]
 63:  722| [45] [Just then--]
 64:  731| [47] [Ukita]
 65:  734| [45] ["Well well, if it isn't Captain Kasasagi? What are you doing all the way out here?"]
 66:  748| [47] [Watase]
 67:  751| [45] ["!!"]
 68:  907| [45] [He turned around and found Ukita standing there.]
 69:  912| [45] [With a warped smile on his face and a gun in his hands.]
 70:  917| [45] [Watase saw him and started muttering in what almost sounded like delirium.]
 71:  925| [47] [Watase]
 72:  928| [45] ["Old man... what's with that gun...?"]
 73:  936| [47] [Ukita]
 74:  939| [45] ["Oh, this? Is it not obvious? It's the instrument that I plan to use to bring you to justice."]
 75:  947| [47] [Watase]
 76:  950| [45] ["Bring me... to justice?"]
 77:  955| [45] [The word "justice" tugged at Watase's recently born guilt and tormented him.]
 78:  960| [47] [Watase]
 79:  961| [45] [(Then does that mean the old man saw me kill Salyu...?)]
 80:  966| [47] [Watase]
 81:  967| [45] [(Is that why he's come to pass judgment on me...?)]
 82:  972| [45] [That thought crossed Watase's hazy mind for a moment--]
 83:  977| [47] [Watase]
 84:  978| [45] [(... No, wait, that all went down in Area N. There's no way the old man could have seen it-- he doesn't have a Level N card.)]
 85:  983| [47] [Watase]
 86:  984| [45] [(And now that I think about it, doesn't the old man only have the gun itself and nothing else...?)]
 87:  989| [47] [Watase]
 88:  990| [45] [(So how's he planning to pass judgment on me without any bullets...?)]
 89:  995| [45] [Ukita started talking in a gleeful voice just as Watase pondered that thought.]
 90: 1003| [47] [Ukita]
 91: 1006| [45] ["Whoa now, I wouldn't move if I were you."]
 92: 1014| [47] [Ukita]
 93: 1017| [45] ["This gun's all loaded and ready to go. I wouldn't recommend trying to pull any stunts."]
 94: 1025| [47] [Watase]
 95: 1028| [45] ["Loaded and ready...? What are you talking about?"]
 96: 1036| [47] [Watase]
 97: 1039| [45] ["I mean, we gave the gun's 'bullets' and 'magazine' to Moribe and Teach each so that wo--"]
 98: 1044| [45] [But just as he said that,]
 99: 1106| [45] [the sight of Ena's dead body flashed through Watase's mind.]
100: 1169| [47] [Watase]
101: 1172| [45] ["I see... so it was you..."]
102: 1180| [47] [Watase]
103: 1183| [45] ["You're the one who killed Teach...!"]
104: 1191| [47] [Ukita]
105: 1194| [45] ["Hmph, so what if I did?"]
106: 1202| [47] [Ukita]
107: 1205| [45] ["You guys crushed my hopes. So it's only fair that you receive retribution for that, wouldn't you agree?"]
108: 1213| [47] [Watase]
109: 1216| [45] ["Re... retribution...?"]
110: 1224| [47] [Watase]
111: 1227| [45] ["Then you deserve retribution just as much as I...!"]
112: 1232| [45] [Watase muttered that as he slowly raised the gun in his hands up.]
113: 1240| [47] [Ukita]
114: 1243| [45] ["I told you not to move!"]
115: 1320| [47] [Watase]
116: 1323| [45] ["!!"]
117: 1328| [45] [Ukita's shot grazed Watase's face.]
118: 1333| [45] [Watase felt a hot stream roll down his cheek.]
119: 1338| [45] [Blood was slowly seeping out of the wound.]
120: 1343| [45] [But Watase ignored it and fixed his aim on Ukita.]
121: 1391| [47] [Ukita]
122: 1394| [45] ["Wha... Wha...!?"]
123: 1402| [47] [Watase]
124: 1405| [45] ["... This is for Teach...!"]
125: 1410| [45] [And with that low growl, Watase pulled the trigger.]
126: 1468| [47] [Ukita]
127: 1471| [45] ["E-EEEEK!"]
128: 1476| [45] [Ukita screamed as he curled into a ball.]
129: 1521| [45] [--Watase had missed.]
130: 1526| [45] [Watase gritted his teeth and got ready to shoot Ukita again--]
131: 1534| [47] [Ukita]
132: 1537| [45] ["EEEEEEEEEEEEK!"]
133: 1542| [45] [Ukita fired blindly at Watase as he frantically ran about in an attempt to escape.]
134: 1553| [45] [The second shot veered past Watase's right.]
135: 1558| [45] [But the third shot hit him right in his left flank--!]
136: 1587| [47] [Watase]
137: 1590| [45] ["Ghh!"]
138: 1595| [45] [Watase grunted from the impact of the bullet. However--]
139: 1600| [47] [Watase]
140: 1601| [45] [(I don't give a damn if I die here...!)]
141: 1649| [45] [Watase ignored the pain and shot at Ukita again.]
142: 1675| [45] [He could never forgive Ukita for killing Ena.]
143: 1701| [45] [That rage spurred Watase on to pull the trigger again.]
144: 1727| [45] [But he couldn't hit Ukita no matter how hard he tried.]
145: 1735| [47] [Ukita]
146: 1738| [45] ["Aaaah, eeek, eeeeeeeeeeeeeeeek!"]
147: 1749| [45] [Watase kept mercilessly shooting at Ukita's back as the latter ran away pathetically.]
148: 1822| [45] [However--]
149: 1871| [45] [He failed to land a single shot on Ukita, and by the time Watase was out of ammo and came to his senses, Ukita was long gone.]
150: 1879| [47] [Watase]
151: 1882| [45] ["Goddammit..."]
152: 1890| [47] [Watase]
153: 1893| [45] ["--GODDAMMIT!"]
154: 1898| [45] [Watase angrily tossed his unloaded pistol onto the floor.]
155: 1909| [45] [Even at the very end, he couldn't do anything.]
156: 1914| [45] [Not even take Ukita's life--]
157: 1919| [47] [Watase]
158: 1920| [45] [(... Why...?)]
159: 1925| [47] [Watase]
160: 1926| [45] [(I've already killed Salyu, haven't I?)]
161: 1931| [47] [Watase]
162: 1932| [45] [(Then what difference is another murder or two...!?)]
163: 1940| [47] [Watase]
164: 1943| [45] ["So... why couldn't I..."]
165: 1948| [45] [Even now, he was still as utterly pathetic and useless as he'd been at the start, despite everything he'd been through.]
166: 1956| [47] [Watase]
167: 1959| [45] ["You have to do it, Watase Kasasagi...! That bastard killed Teach...!"]
168: 1967| [47] [Watase]
169: 1970| [45] ["Killing someone as pathetic as him should be cinch for even you now, right...?"]
170: 1975| [45] [Watase steeled his resolve and tried to pursue Ukita.]
171: 1987| [45] [But just then, he heard footsteps echoing from right behind him.]
172: 1992| [45] [--And a second later...]
173: 2070| [45] [A dull pain ran through the back of his head.]
174: 2075| [45] [Sparks flashed in his eyes.]
175: 2083| [47] [Watase]
176: 2086| [45] ["Ga... agh...!"]
177: 2091| [45] [He felt all the strength in his body give way right after that.]
178: 2096| [45] [His face was closing in on the floor second by second.]
179: 2101| [45] [He tried to place his hands on the ground.]
180: 2106| [45] [But his body wouldn't move.]
181: 2111| [45] [--Too late.]
182: 2123| [45] [Watase crashed onto the floor cheek-first.]
183: 2212| [47] [Watase]
184: 2213| [45] [(Ugh...)]
185: 2218| [47] [Watase]
186: 2219| [45] [(Wh... who hit me...?)]
187: 2224| [45] [It couldn't have been Ukita.]
188: 2229| [45] [There was no way he could have had enough time to circle around Watase.]
189: 2234| [45] [He then heard a voice calling to him from above.]
190: 2260| [47] [???]
191: 2263| [45] ["Sorry, Captain... I didn't want to get so rough with you..."]
192: 2268| [47] [Watase]
193: 2269| [45] [(I-isn't that... Moribe's voice...!?)]
194: 2277| [47] [Jun]
195: 2280| [45] ["But it'd be best if you slept this one out... A bullet in the side ain't the most pleasant thing, after all...."]
196: 2288| [47] [Jun]
197: 2291| [45] ["So just leave Mr. Ukita to me..."]
198: 2296| [45] [--Wait.]
199: 2301| [45] [Watase tried to say that, but his voice wouldn't come out.]
200: 2309| [47] [Jun]
201: 2312| [45] ["I'm real sorry 'bout everything, Captain... I had it all wrong..."]
202: 2320| [47] [Jun]
203: 2323| [45] ["It was all that bastard's fault... and yet I doubted you like you were a criminal..."]
204: 2331| [47] [Jun]
205: 2334| [45] ["So don't worry... I'll make sure you don't have to stain your hands in this..."]
206: 2342| [47] [Jun]
207: 2345| [45] ["It pains me to do this..."]
208: 2353| [47] [Jun]
209: 2356| [45] ["... but I'll be sure to kill Mr. Ukita..."]
210: 2395| [45] [Jun then stopped talking and walked away, the sound of her footsteps gradually growing fainter and fainter.]
211: 2400| [45] [Watase desperately tried to call out to her.]
212: 2405| [45] [--Wait. You don't have to do that, Moribe.]
213: 2410| [45] [--My hands have already been stained.]
214: 2415| [45] [--So you don't have to kill the old man.]
215: 2420| [45] [But he couldn't put those thoughts into speech.]
216: 2432| [45] [Watase rapidly blacked out as he heard that unpleasant sound--]
217: 2437| [45] [--...]
218: 2442| [45] [--...]
