  0:  102| [55] [√After Chapter2]
 53:  902| [45] [「で、でも、副隊長はどうするの！？」]
 54:  907| [45] [洵が尋ねると、風見は渡瀬たちに手に握っていたものを突きつけた。]
 55:  933| [47] [風見]
 56:  936| [45] [「これを使います」]
 57:  941| [45] [――それは先ほど堂島の遺体のそばに落ちていた、容器が破損したＡＤだった。]
 58:  946| [45] [しかし中身の液体は漏れ出し、半分ほどしか残っていない。]
 59:  954| [47] [渡瀬]
 60:  957| [45] [「ば、バカな……そんな中途半端な量で、体を保護しきれるのか！？」]
 61:  965| [47] [風見]
 62:  968| [45] [「どうでしょう、宇喜多さん？」]
 63:  996| [47] [宇喜多]
 64:  999| [45] [「ど、どうだろうか……薬剤の量が半減すれば、効果も半減しそうなものだが……」]
 65: 1025| [47] [宇喜多]
 66: 1028| [45] [「あるいは有効時間が半分になるのか……正直、僕にもわからない」]
 67: 1054| [47] [風見]
 68: 1057| [45] [「しかしこの量でも、使わないより使ったほうがいいのですね？」]
 69: 1083| [47] [宇喜多]
 70: 1086| [45] [「あぁ、それはそうだが――」]
 71: 1112| [47] [洵]
 72: 1115| [45] [「ちょ、ちょっと待ってよ！　いくらなんでも危険過ぎるよ！」]
 73: 1120| [45] [洵はプロキオンを、風見に見せて言う。]
 74: 1146| [47] [洵]
 75: 1149| [45] [「プロキオンの数値は現在『２０３５ｍＳｖ』！　今でも命に関わる線量の上、さらに上昇してるんだよ！？」]
 76: 1157| [47] [渡瀬]
 77: 1160| [45] [「そうだ！　もしそのＡＤの効果がちゃんと発揮されなかったら、お前は被曝して――」]
 78: 1186| [47] [風見]
 79: 1189| [45] [「ではどうすればいいのですか？　事実としてＡＤは足りないのです」]
 80: 1197| [47] [風見]
 81: 1200| [45] [「あなた方がどう言おうと、私はこの破損したＡＤを投与します」]
 82: 1226| [47] [洵]
 83: 1229| [45] [「でも……」]
 84: 1255| [47] [風見]
 85: 1258| [45] [「口答えするな、守部！」]
 86: 1365| [47] [洵]
 87: 1368| [45] [「っ！」]
 88: 1373| [45] [洵の声を遮るように、風見の怒声が響き渡った。]
 89: 1381| [47] [風見]
 90: 1384| [45] [「これは命令です！　つべこべ言ってる時間が惜しい！」]
 91: 1392| [47] [風見]
 92: 1395| [45] [「今この瞬間にも、我々は被曝しているのです！」]
 93: 1403| [47] [風見]
 94: 1406| [45] [「私を心配するのなら、ただちにＡＤを投与し、捜索を続行して下さい！」]
 95: 1423| [47] [渡瀬]
 96: 1426| [45] [「っ……！」]
 97: 1431| [45] [風見の表情には、決意が滲んでいる。]
 98: 1436| [45] [それを見た渡瀬たちは、説得が不可能だと悟った。]
 99: 1444| [47] [渡瀬]
100: 1447| [45] [「守部……橘の言う通りにしよう」]
101: 1473| [47] [洵]
102: 1476| [45] [「う、うん……！」]
103: 1566| [45] [渡瀬たちは慌てて、それぞれＡＤを投与した。]
104: 1577| [45] [さらに風見も、破損したＡＤを投与し――]
105: 1582| [45] [それから宇喜多たちに言う。]
106: 1590| [45] [その剣幕に気おされかけたが――渡瀬はそれでも反論した。]
107: 1598| [47] [渡瀬]
108: 1601| [45] [「いや待て、そのハンパなＡＤはオレが投与する！」]
109: 1609| [47] [渡瀬]
110: 1612| [45] [「女にそんな無茶をさせられるか！」]
111: 1684| [47] [風見]
112: 1687| [45] [「女！？　私を女と呼びましたか！？　だから気遣っているとでも！？」]
113: 1695| [47] [風見]
114: 1698| [45] [「生意気言わないで下さい！　あなたは出発するとき、私の指揮下に入ると言ったはずでしょう！？」]
115: 1706| [47] [風見]
116: 1709| [45] [「ならば粛々と命令に従いなさい！」]
117: 1714| [45] [風見が渡瀬を睨みつける。]
118: 1726| [45] [だが渡瀬はなおも引き下がらない。]
119: 1804| [47] [渡瀬]
120: 1807| [45] [「いいからよこせ！」]
121: 1833| [47] [風見]
122: 1836| [45] [「あっ！」]
123: 1847| [45] [渡瀬は風見の手から、破損したＡＤを奪い、自分に投与した。]
124: 1873| [47] [風見]
125: 1876| [45] [「な……何をするんですか！」]
126: 1884| [47] [渡瀬]
127: 1887| [45] [「これ以上話し合っていても、ラチが明かないからだ」]
128: 1892| [45] [渡瀬は破損していないＡＤを風見に渡し、言う。]
129: 1900| [47] [渡瀬]
130: 1903| [45] [「ほら、早くこれを投与しろ。時間が惜しいと言ったのはお前だぞ」]
131: 1929| [47] [風見]
132: 1932| [45] [「……っ！」]
133: 1958| [47] [風見]
134: 1961| [45] [「わかりましたよ！」]
135: 1973| [45] [風見は諦めたように、ＡＤを投与した。]
136: 2020| [45] [洵もすぐにそれに続く。]
137: 2078| [45] [風見はため息をつき、それから宇喜多たちに言った。]
138: 2087| [47] [渡瀬]
139: 2088| [45] [（くっ……説得は無理か！？）]
140: 2093| [45] [そう思う渡瀬に、洵が囁く。]
141: 2119| [47] [洵]
142: 2122| [45] [「隊長……副隊長の言う通りにしよう。指揮系統を覆しちゃダメだよ」]
143: 2130| [47] [渡瀬]
144: 2133| [45] [「あ、ああ……！」]
145: 2138| [45] [渡瀬たちは止むを得ず、それぞれＡＤを投与した。]
146: 2228| [45] [風見は安心したように息をつき、宇喜多たちに言う。]
147: 2254| [47] [風見]
148: 2257| [45] [「……お騒がせしました。これでＡＤの投与が済みましたね」]
149: 2341| [47] [宇喜多]
150: 2344| [45] [「あ、あぁ……！」]
151: 2352| [47] [恵那]
152: 2355| [45] [「そ、そうね」]
153: 2360| [47] [ユウリ]
154: 2361| [45] [「……」]
155: 2366| [45] [渡瀬たちのやり取りを目の当たりにし、毒気を抜かれたのだろう。]
156: 2371| [45] [さきほどまでの口論が嘘のように、宇喜多たちは大人しくなっていた。]
157: 2475| [47] [風見]
158: 2478| [45] [「では、大きなトラブルがありましたが……今後の事を話しましょう」]
159: 2483| [45] [同僚の死も、ＡＤ不足も、それにより生まれた不安も一切表に出さず、風見は静かな声で言った。]
160: 2509| [47] [風見]
161: 2512| [45] [「まず、第３エリアはおよそ捜索が終了しましたが、Ｂ１の外周棟だけは未捜索です」]
162: 2520| [47] [風見]
163: 2523| [45] [「しかしセキュリティスロットが壊れていて入れません」]
164: 2549| [47] [風見]
165: 2552| [45] [「そこで、第４エリアに進もうと思うのですが……要救助者の方々、大丈夫でしょうか？」]
166: 2579| [47] [宇喜多]
167: 2582| [45] [「だ、大丈夫とは何がだね？」]
168: 2608| [47] [風見]
169: 2611| [45] [「遺体を見た直後で、捜索を続行するという事について……精神的に、大丈夫かという事です」]
170: 2653| [47] [ユウリ]
171: 2656| [45] [「……！」]
172: 2661| [45] [宇喜多とユウリはその言葉に、息を呑んだが――代わりに恵那が、押し殺した声で答えた。]
173: 2687| [47] [恵那]
174: 2690| [45] [「決まってるわよ、続行するわ」]
175: 2698| [47] [渡瀬]
176: 2701| [45] [「そうか、だったら一緒に行こう」]
177: 2727| [47] [宇喜多]
178: 2730| [45] [「し、しかし……やはり、犯人がうろついてる可能性が……！」]
179: 2756| [47] [恵那]
180: 2759| [45] [「まだ言っているの、宇喜多さん！？」]
181: 2785| [47] [恵那]
182: 2788| [45] [「『動くのは危険』だというのはわかるし、ここでのんびりしているのは勝手よ」]
183: 2814| [47] [恵那]
184: 2817| [45] [「でも動かなければ、死を待つだけかもしれないわよ？」]
185: 2843| [47] [宇喜多]
186: 2846| [45] [「っ……」]
187: 2854| [47] [渡瀬]
188: 2857| [45] [「そう、それにＡＤも現状０本だ……正直、捜索の手は１人でも多い方がいい」]
189: 2885| [47] [恵那]
190: 2888| [45] [「……副隊長さんの身の事もあるしね。自分たちのＡＤを確保するためにも、捜索を手伝うべきじゃないかしら」]
191: 2897| [47] [恵那]
192: 2900| [45] [「……隊長さんの身の事もあるしね。自分たちのＡＤを確保するためにも、捜索を手伝うべきじゃないかしら」]
193: 2926| [47] [宇喜多]
194: 2929| [45] [「た、確かにな……」]
195: 2934| [45] [頑迷だった宇喜多も、状況の厳しさを悟ったらしく、渋々うなずいた。]
196: 3053| [47] [洵]
197: 3056| [45] [「ユウリちゃんは、どうする……？」]
198: 3061| [47] [ユウリ]
199: 3062| [45] [「……」]
200: 3088| [47] [ユウリ]
201: 3091| [45] [「……わ、わたしも一緒に行きます……」]
202: 3119| [47] [風見]
203: 3122| [45] [「確かに、その方が何かと安全でしょう。我々の目の届くところに、全員いた方がいいです」]
204: 3127| [45] [風見はそう言って、視線を移した。]
205: 3132| [45] [その視線の先には、第４エリアに続く連絡通路がある。]
206: 3140| [47] [風見]
207: 3143| [45] [「では次のエリアに進みましょう。幸い、あちらのセキュリティ端末は無事なようですので」]
208: 3151| [47] [渡瀬]
209: 3154| [45] [「……あぁ」]
210: 3159| [45] [その低い声と共に、渡瀬たちはまた歩き出した。]
