  0:  172| [55] [√Before Chapter7]
202: 3447| [45] [そう思いつつ、夏彦は爆発が起きた場所を探す。]
203: 3452| [45] [爆発音は、さきほど降りてきた階段の方から聞こえて――]
204: 3460| [47] [夏彦]
205: 3463| [45] [「――まさか！？」]
206: 3468| [45] [夏彦ははっとして、階段室に駆け込んだ。]
207: 3517| [45] [しかし、]
208: 3615| [47] [夏彦]
209: 3618| [45] [「……くそ！！」]
210: 3623| [45] [そこにあったのは、崩れた階段の残骸だった。]
211: 3631| [47] [ましろ]
212: 3634| [45] [「階段が壊されたの！？」]
213: 3642| [47] [サリュ]
214: 3645| [45] [「誰もいなかったのに、なぜ……！？」]
215: 3653| [47] [夏彦]
216: 3656| [45] [「ちくしょう、全部奴らの仕業だ！」]
217: 3661| [45] [超心研の時と同じ手口に違いない。]
218: 3666| [45] [内通者が時限爆弾を運び込み、施設内にセットしておいたのだ――それも恐らく、かなり多数。]
219: 3671| [47] [夏彦]
220: 3672| [45] [（逃げ道が潰された……！　地下に閉じ込められた！）]
221: 3680| [47] [サリュ]
222: 3683| [45] [「まさかここまでの状況になるなんて……」]
223: 3785| [47] [ましろ]
224: 3788| [45] [「どうするの、夏彦！？」]
225: 4000| [45] [夏彦は歯噛みし、腕時計を見た。]
226: 4005| [45] [自分たちに残された時間は、どのくらいあるのだろうかと思ったのだが――]
227: 4013| [47] [夏彦]
228: 4016| [45] [「あ……」]
229: 4021| [45] [時計はいつの間にか壊れていた。]
230: 4026| [45] [最初の爆発で倒れた時に、床にぶつけてしまったらしい。]
231: 4031| [45] [日付表示は『９月１６日』、針は『６時１９分』で止まっている。]
232: 4036| [45] [生涯忘れられない時刻になりそうだった。]
233: 4089| [47] [夏彦]
234: 4090| [45] [（あとほんの少し、早く来ていれば……！）]
235: 4095| [45] [だがそれでも、ここに来た事は意味がある。]
236: 4208| [45] [夏彦がよろよろと歩き出そうとすると、ましろが手を掴んだ。]
237: 4216| [47] [ましろ]
238: 4219| [45] [「待ってよ夏彦！　そんな状態でどこに行くつもり！？」]
239: 4227| [47] [夏彦]
240: 4230| [45] [「奴らを、探しに……！」]
241: 4256| [47] [サリュ]
242: 4259| [45] [「――って、まさか夏彦！？」]
243: 4267| [47] [夏彦]
244: 4270| [45] [「……奴らの計画を阻止するんだ。今からでも、ぼくにできる事を――」]
245: 4311| [47] [ましろ]
246: 4314| [45] [「それはダメ！　夏彦、頭を冷やして！」]
247: 4322| [47] [夏彦]
248: 4325| [45] [「どうして！？　ましろだってぼくがここに来ることには、同意してくれたじゃないか！」]
249: 4351| [47] [ましろ]
250: 4354| [45] [「さっきまでとは状況が違うじゃない！　もう遅いんだよ！」]
251: 4362| [47] [夏彦]
252: 4365| [45] [「遅くない！　きっとまだ間に合う！」]
253: 4391| [47] [夏彦]
254: 4394| [45] [「それにどこに逃げても同じだ！　だったら――」]
255: 4464| [45] [そう叫んだ瞬間、頬に痛みが走った。]
256: 4471| [45] [ましろが夏彦の頬を張ったのだ。]
257: 4479| [47] [夏彦]
258: 4482| [45] [「……！」]
259: 4490| [47] [ましろ]
260: 4493| [45] [「また、失いたいの……！？」]
261: 4498| [45] [その言葉が、夏彦の胸をえぐる。]
262: 4588| [45] [――その時、またも轟音が響いた。]
263: 4596| [47] [夏彦]
264: 4599| [45] [「ッ！？」]
265: 4625| [47] [サリュ]
266: 4628| [45] [「爆発……今度はどこで……」]
267: 4654| [47] [ましろ]
268: 4657| [45] [「お願い夏彦、早く逃げよう！」]
269: 4662| [45] [懇願するましろの声が、夏彦の心を揺らす。]
270: 4667| [45] [――９年前の事故をなぞるように、今また事態が進行している。]
271: 4672| [45] [夏彦はもう、あの時の過ちを繰り返したくはないと思っていた。]
272: 4677| [45] [２度と自分のせいで、大切な人を苦しめたくはないと――。]
273: 4682| [45] [そう思った彼は、搾り出すように言う。]
274: 4690| [47] [夏彦]
275: 4693| [45] [「……わかった。まずは出口を探そう……！」]
276: 4731| [45] [その言葉に、ましろたちは安堵の表情を浮かべた。]
277: 4739| [47] [夏彦]
278: 4742| [45] [「ぼくが先頭に立つ。サリュは１番後ろについてくれ」]
279: 4750| [47] [夏彦]
280: 4753| [45] [「……テロリストにでくわすことを想定しておこう」]
281: 4779| [47] [サリュ]
282: 4782| [45] [「了解」]
283: 4808| [47] [ましろ]
284: 4811| [45] [「う、うん」]
285: 5011| [45] [３人は緊張した面持ちで駆け出した。]
286: 5092| [45] [走りながら、壊れた腕時計をちらりと見る。]
287: 5097| [45] [母からもらった、唯一のプレゼントを。]
288: 5102| [47] [夏彦]
289: 5103| [45] [（……逃げる前に、しなくちゃならない事がある）]
290: 5108| [45] [母は恐らく、まだ研究所の中にいる。]
291: 5113| [47] [夏彦]
292: 5114| [45] [（テロの阻止には間に合わなかったけど、せめてましろとサリュと……）]
293: 5119| [45] [そして母くらいは、逃がしてやりたい。]
294: 5124| [45] [夏彦はそう思っていた。]
295: 5235| [47] [夏彦]
296: 5238| [45] [「別の階段を探そう！　どこかに無事な階段があるはずだ！」]
297: 5264| [47] [ましろ]
298: 5267| [45] [「施設内の構造はわかる！？」]
299: 5275| [47] [夏彦]
300: 5278| [45] [「いや、さすがに細かく覚えては――」]
301: 5304| [47] [サリュ]
302: 5307| [45] [「なら先に調べるべき。闇雲に逃げるのは危険」]
303: 5312| [45] [サリュはそう言って、手近な部屋に駆け込んだ。]
304: 5574| [45] [そこは誰もいない研究室だった。]
305: 5674| [45] [サリュは電源が入ったままのＰＣを探し、そこにアリスを接続する。]
306: 5682| [47] [夏彦]
307: 5685| [45] [「サリュ、何をしてるんだ！？」]
308: 5778| [47] [サリュ]
309: 5781| [45] [「今、この施設内の地図を検索する。あるかどうかわからないけど」]
310: 5808| [47] [サリュ]
311: 5811| [45] [「アリス、以下命令」]
312: 5819| [47] [サリュ]
313: 5822| [45] [「全ネットワークからファイル名検索」]
314: 5830| [47] [サリュ]
315: 5833| [45] [「検索優先度高『地図』『マップ』『ＭＡＰ』、検索優先度低『施設』『ラボ』『ＬＡＢ』」]
316: 5841| [47] [サリュ]
317: 5844| [45] [「パスワード付きのファイル及びフォルダは、パスワードを照合の後アクセス」]
318: 5852| [47] [サリュ]
319: 5855| [45] [「当該ファイルは全てダウンロード。以上命令」]
320: 5878| [47] [アリス]
321: 5881| [45] [「きゅう！」]
322: 5886| [45] [アリスの背中が開き、液晶が露出する。]
323: 5891| [45] [そこに次々とダウンロードされた画像が表示され、それをサリュが指先で選別する。]
324: 5917| [47] [ましろ]
325: 5920| [45] [「お願い、あって……！」]
326: 5925| [45] [ましろが祈るように言った直後、サリュが目を見開いた。]
327: 5952| [47] [サリュ]
328: 5955| [45] [「――あった。多分これ」]
329: 5960| [45] [夏彦たちが液晶を覗き込むと、そこに六角形の地図が表示されていた。]
330: 6175| [47] [夏彦]
331: 6178| [45] [「あぁ……間違いないな！」]
332: 6183| [45] [地上部分と同じく、地下も六角形――６つのエリアに分かれているらしい。]
333: 6196| [45] [サリュは地図の上部を指差して言う。]
334: 6204| [47] [サリュ]
335: 6207| [45] [「エントランスの位置から察するに、私たちの現在地はこの『第１エリア外周棟・地下１階』」]
336: 6250| [47] [サリュ]
337: 6253| [45] [「先ほど崩れたのは、外周棟の非常階段だと思う」]
338: 6269| [47] [ましろ]
339: 6272| [45] [「隣の『内周棟』にも、非常階段があるみたいだね……」]
340: 6277| [45] [ましろの言う通り、各棟に１つずつ、非常階段とエレベーターがあるらしい。]
341: 6396| [47] [夏彦]
342: 6399| [45] [「よし、じゃあまずはそこに行こう！」]
343: 6404| [45] [夏彦たちはうなずきあい、部屋を飛び出した。]
344: 6453| [45] [連絡通路を渡り、内周棟に向かう。]
345: 6458| [45] [通路の途中には警備員の言っていた『セキュリティゲート』らしきものがあったが、開きっ放しになっていた。]
346: 6463| [45] [だが、内周棟に行くと――]
347: 6771| [45] [そこは火に包まれていた。]
348: 6779| [47] [夏彦]
349: 6782| [45] [「火！？　なんでこんなに早く火災が！？」]
350: 6790| [47] [ましろ]
351: 6793| [45] [「爆発の影響で……！？」]
352: 6801| [47] [サリュ]
353: 6804| [45] [「いや、いくらなんでも早すぎる。燃焼剤入りの爆弾もあるのかもしれない」]
354: 6812| [47] [ましろ]
355: 6815| [45] [「まさか、施設内の人たちを逃がさないようにしているの……？」]
356: 6823| [47] [夏彦]
357: 6826| [45] [「くっ……ここは危険だ！　別の道を探そう！」]
358: 6831| [45] [夏彦はましろたちの手を引き、通路を引き返した。]
359: 6946| [45] [――逃げ道が早くも潰されつつある。]
360: 6954| [47] [夏彦]
361: 6957| [45] [「ましろ、サリュ！　地図にはエレベーターも載っていた！　一応使えるか試してみてくれ！」]
362: 6965| [47] [ましろ]
363: 6968| [45] [「夏彦は！？」]
364: 6976| [47] [夏彦]
365: 6979| [45] [「ぼくは隣の『第２エリア』に続く道が無事か、確認してくる！」]
366: 7005| [47] [サリュ]
367: 7008| [45] [「了解、気をつけて！」]
368: 7116| [45] [夏彦たちは一時的に二手に分れた。]
369: 7185| [47] [夏彦]
370: 7186| [45] [（まずは避難経路の確保だ。向こうの非常階段が無事なら、ましろたちを逃がす事ができる！）]
371: 7191| [45] [夏彦はそう思い、第２エリアに続く連絡通路に足を踏み入れ――]
372: 7261| [45] [そして、目を疑った。]
373: 7271| [47] [夏彦]
374: 7274| [45] [「えっ……！」]
375: 7358| [45] [そこには、彼女がいたのだ。]
376: 7363| [45] [家で帰りを待っているはずの悠里が。]
377: 7584| [47] [夏彦]
378: 7587| [45] [「――悠里！？」]
379: 7690| [45] [かすれた声が口から漏れる。]
380: 7785| [45] [目に映っているものが、夏彦には信じられなかった。]
381: 7790| [47] [夏彦]
382: 7791| [45] [（家から一歩も出られないはずなのに……！？）]
383: 7796| [45] [驚愕とともに夏彦が、彼女の姿を見据えると――]
384: 7822| [47] [悠里]
385: 7825| [45] [「……ひこりん……」]
386: 7851| [47] [悠里]
387: 7854| [45] [「どうして来てしまったの……！？」]
388: 7859| [45] [悲しげにそう呟いた。]
389: 7867| [47] [夏彦]
390: 7870| [45] [「悠里こそ、どうしてここに！？」]
391: 7878| [47] [夏彦]
392: 7881| [45] [「家から出られたのか！？」]
393: 7886| [45] [夏彦が問いかけた直後、なぜか――]
394: 8230| [45] [不意にここ数日の記憶が、脳裏をよぎった。]
395: 8576| [47] [夏彦]
396: 8579| [45] [「！？」]
397: 8923| [45] [まるで走馬灯のように、９月１０日から今日までの映像が早回しのように見え――]
398: 9267| [45] [そして、消えた。]
399: 9351| [47] [夏彦]
400: 9352| [45] [（な……なんだ！？）]
401: 9357| [45] [何が起こったのかわからなかった。]
402: 9362| [45] [戸惑う夏彦を、悠里が見つめる。]
403: 9388| [47] [悠里]
404: 9391| [45] [「……そういう事だったの……」]
405: 9396| [45] [表情はどこか悲しげで、しかし吹っ切れたような微笑だった。]
406: 9401| [47] [夏彦]
407: 9402| [45] [（そういう事って、何が……！？）]
408: 9407| [45] [今のやりとりは、明らかにおかしかった。]
409: 9412| [45] [まるで悠里が夏彦の心を読んだようだった。]
410: 9417| [45] [数日前にもそんな場面があった。]
411: 9422| [47] [夏彦]
412: 9423| [45] [（もしかして悠里は、やっぱり――）]
413: 9502| [45] [だがそう思った時、２人の傍らで閃光が瞬いた。]
414: 9623| [47] [夏彦]
415: 9626| [45] [「ッ！　悠里！」]
416: 9709| [45] [とっさに夏彦は悠里に飛びつく。同時に爆風が２人を襲った。]
417: 9717| [47] [夏彦]
418: 9720| [45] [「あ！！」]
419: 9725| [45] [夏彦は悠里と共に、吹き飛ばされた。]
420: 9771| [45] [床に叩きつけられるまでのほんの刹那。]
421: 9776| [45] [あの朝の情景が脳裏に浮かんだ。]
422: 10045| [47] [今日から６日前。２０３０年、９月１０日。]
423: 10147| [47] [まだ何もかもが平穏だったあの日の記憶が――]
424: 10304| [47] [悠里]
425: 10307| [45] [「……恐ろしい出来事は、テレビの向こうでしか起きないわけじゃないの」]
426: 10388| [47] [ましろ]
427: 10391| [45] [「夏彦、さっきのって……ＢＣ？」]
428: 10468| [47] [宇喜多]
429: 10471| [45] [「杞憂ならいい。いや……きっと杞憂になるはずだ」]
430: 10565| [47] [夏彦]
431: 10568| [45] [「やっぱり平穏が１番だよ。自分から危険に踏み込む事はないって」]
432: 10681| [45] [――その記憶の果て、９月１０日の終わりに。]
433: 10686| [45] [悠里は夏彦を見つめて言った。]
434: 10846| [47] [悠里]
435: 10849| [45] [「……これからひこりんの身には、色んな出来事が起こると思う」]
436: 10857| [47] [悠里]
437: 10860| [45] [「楽しい事も、辛い事も……勇気なくしては、乗り越えられない事も」]
438: 10868| [47] [悠里]
439: 10871| [45] [「だけどきっと、そのどれもが、避けちゃいけない事なんだよ……」]
440: 10876| [45] [――その事を思い出しながら―――]
441: 10881| [45] [夏彦は、気を失った。]
