  0:   86| [55] [√After Chapter 1]
 76:  822| [47] [Watase]
 77:  825| [45] ["T-Telepathy...!?"]
 78:  830| [45] [Watase's eyes widened at that totally out-of-place word.]
 79:  838| [47] [Watase]
 80:  841| [45] ["Teach, how can you joke at a time like this?"]
 81:  867| [47] [Ena]
 82:  870| [45] ["Oh my, I didn't realize your amnesia was -that- bad... So you forgot about that stuff too?"]
 83:  878| [47] [Ena]
 84:  881| [45] ["People capable of using telepathy are not that uncommon these days."]
 85:  889| [47] [Watase]
 86:  892| [45] ["Wha... Are you serious!?"]
 87:  897| [45] [Watase looked at the others in total shock.]
 88:  902| [45] [But he was the only surprised one there.]
 89:  910| [47] [Watase]
 90:  913| [45] ["H-hey, Tachibana, is what she's saying true?"]
 91:  939| [47] [Kazami]
 92:  942| [45] ["Yes, it is."]
 93:  950| [47] [Kazami]
 94:  953| [45] ["The 'telepathy' she's talking about is the ability to send your voice to people in a distant place."]
 95:  979| [47] [Kazami]
 96:  982| [45] ["It's true that we'd probably be able to get in touch with people on the outside if we could use it--"]
 97: 1008| [47] [Jun]
 98: 1011| [45] ["But though she said it's not rare, the rate of people who can use it is still only 1 in 500."]
 99: 1037| [47] [Jun]
100: 1040| [45] ["And though a lot of BC users are kids for some reason, adult BC users are as rare as a hen's teeth."]
101: 1048| [47] [Jun]
102: 1051| [45] ["Naturally, that goes for you and the rest of our squad."]
103: 1077| [47] [Ukita]
104: 1080| [45] ["You've probably guessed, but I can't use it either. What about you, Yuuri?"]
105: 1106| [47] [Yuuri]
106: 1109| [45] ["I-I... can't do it. I'm bad at BC..."]
107: 1114| [45] [Everyone had answered with a serious look on their faces.]
108: 1119| [45] [It was still hard for him to believe, but after seeing their reactions, it seemed Watase had no choice but to accept it as the truth.]
109: 1127| [47] [Watase]
110: 1130| [45] ["You're all serious...? Then are there people who can use other superpowers?"]
111: 1138| [47] [Watase]
112: 1141| [45] ["Like, uh, you know, teleportation, telekinesis... stuff like that?"]
113: 1167| [47] [Ena]
114: 1170| [45] ["Of course not. That stuff's purely in the realm of the occult."]
115: 1178| [47] [Watase]
116: 1181| [45] ["And telepathy isn't?"]
117: 1207| [47] [Ena]
118: 1210| [45] ["BC is a 'power' that's been scientifically proven. There's nothing 'super' about it."]
119: 1236| [47] [Ena]
120: 1239| [45] ["BC stands for 'Beyond Communication-- a form of communication that doesn't use language as an intermediary."]
121: 1247| [47] [Ena]
122: 1250| [45] ["It is essentially the ability to mutually communicate your ideas to people far away.%NNothing more, and nothing less."]
123: 1255| [45] [It appeared that this "BC" had very limited uses.]
124: 1260| [45] [But even if what she said was true--]
125: 1268| [47] [Watase]
126: 1271| [45] ["Well, yeah, it probably would be better if we could use telepathy or whatever..."]
127: 1279| [47] [Watase]
128: 1282| [45] ["But I doubt we'd be so lucky to have anyone here who won the lottery on that whole%N'1 out of 500' deal."]
129: 1308| [47] [Ena]
130: 1311| [45] ["But those kids -can- use telepathy."]
131: 1319| [47] [Watase]
132: 1322| [45] ["Huh!? Then we could contact the surface if they were here!?"]
133: 1348| [47] [Ena]
134: 1351| [45] ["-If- they were here, that is... Ah geez, this is pathetic. Things would be so much easier if I could use it myself."]
135: 1356| [45] [Just then, Ena's words...]
136: 1368| [45] [... were cut off by the sudden sound of a voice and white noise echoing through the room.]
137: 1452| [47] [???]
138: 1455| [45] ["--his is Sirius Commander Murakami."]
139: 1460| [47] [???]
140: 1463| [45] ["Tachibana, do you read me? Over."]
141: 1471| [47] [Watase]
142: 1474| [45] ["What!?"]
143: 1609| [47] [Kazami]
144: 1612| [45] ["The radio! It looks like it's finally getting transmissions from the surface again!"]
145: 1617| [45] [Kazami took out her PDA and spoke directly into it.]
146: 1643| [47] [Kazami]
147: 1646| [45] ["Loud and clear. This is Lieutenant Tachibana of Sirius Team A."]
148: 1651| [47] [Commander]
149: 1654| [45] ["Tachibana! Looks like we finally got the radio up and running again!"]
150: 1680| [47] [Kazami]
151: 1683| [45] ["But the reception's still extremely unstable. It could cut off at any moment for all we know."]
152: 1688| [47] [Commander]
153: 1691| [45] ["Then make your report as short as possible. Give me an update on your status."]
154: 1717| [47] [Kazami]
155: 1720| [45] ["Roger. At the present, we are--"]
156: 1725| [45] [Kazami then told Commander Murakami everything that'd transpired up until that point.]
157: 1730| [45] [About how they'd reunited with Watase and then saved Yuuri, Ena, and Ukita.]
158: 1735| [45] [It appeared she was keeping Watase's amnesia a secret for now.]
159: 1740| [45] [Once Kazami had finished her report, Commander Murakami paused, then spoke again in a defeated voice.]
160: 1745| [47] [Commander]
161: 1748| [45] ["I see... so everyone in Team A really did go down to the basement."]
162: 1756| [47] [Kazami]
163: 1759| [45] ["Then you're saying that neither Dojima nor Hiyama made it to the surface?"]
164: 1764| [47] [Commander]
165: 1767| [45] ["No. It appears that the surface and basement have become completely separated."]
166: 1772| [45] [Kazami listened calmly to Commander Murakami's solemn voice before speaking again.]
167: 1798| [47] [Kazami]
168: 1801| [45] ["Incidentally, would you happen to know why the bulkheads have been lowered, sir?"]
169: 1806| [47] [Commander]
170: 1809| [45] ["Truth is, there are still a lot of things we're unclear about ourselves up here... but I have to tell you something first."]
171: 1814| [47] [Commander]
172: 1817| [45] ["The nuclear reactor in the basement has undergone a meltdown. We know this for a fact."]
173: 1825| [47] [Kazami]
174: 1828| [45] ["I knew it...!"]
175: 1834| [47] [Commander]
176: 1837| [45] ["Right after the explosions occurred at 6:19 AM, LABO's engineers began working on initiating an emergency shutdown of the reactor from the remote control room located in the surface floors."]
177: 1842| [47] [Commander]
178: 1845| [45] ["But after that, pretty much everything that could have gone wrong, did."]
179: 1850| [47] [Commander]
180: 1853| [45] ["The short-term coolant suffered a circulation malfunction, the water pressure regulators broke down, the ventilation control system went offline, and so on."]
181: 1858| [47] [Commander]
182: 1861| [45] ["The engineers did all they could to prevent a meltdown--"]
183: 1866| [47] [Commander]
184: 1869| [45] ["But unfortunately, their desperate efforts were in vain..."]
185: 1874| [47] [Kazami]
186: 1875| [45] ["..."]
187: 1880| [47] [Commander]
188: 1883| [45] ["That's also what caused the bulkheads to lock."]
189: 1889| [47] [Commander]
190: 1892| [45] ["The radiation leakage prevention system activated when the meltdown occurred."]
191: 1918| [47] [Kazami]
192: 1921| [45] ["The radiation leakage prevention system...!"]
193: 1926| [47] [Commander]
194: 1929| [45] ["Yeah, it's used to prevent the spread of radioactive material."]
195: 1955| [47] [Kazami]
196: 1958| [45] ["Then can't you simply open the bulkheads for just a few seconds?"]
197: 1963| [45] [Expectation filled the group's faces when they heard Kazami's suggestion.]
198: 1968| [45] [However--]
199: 1973| [47] [Commander]
200: 1976| [45] ["It pains me to say this..."]
201: 1981| [47] [Commander]
202: 1984| [45] ["But at the present, that's impossible...!"]
203: 2010| [47] [Kazami]
204: 2013| [45] ["Impossible!? Why is that!?"]
205: 2018| [47] [Commander]
206: 2021| [45] ["It seems that due to the meltdown, there's still a huge fire going on in Area N, which is where the reactor is located--"]
207: 2026| [47] [Commander]
208: 2029| [45] ["The security's system's gone haywire thanks to that, which means that we can no longer access it externally in theory."]
209: 2034| [47] [Commander]
210: 2037| [45] ["It seems the system will stop going haywire if the fire quells down, but since Area N's automatic sprinkler system is already broken, we can't expect that the fire will be extinguished."]
211: 2042| [47] [Commander]
212: 2045| [45] ["So LABO's staffers are currently doing everything in their power to restore the system, but..."]
213: 2071| [47] [Kazami]
214: 2074| [45] ["How long do they think that will take!?"]
215: 2079| [47] [Commander]
216: 2082| [45] ["... About..."]
217: 2087| [47] [Commander]
218: 2090| [45] ["Another nine hours."]
219: 2179| [47] [All]
220: 2182| [45] ["--!"]
221: 2187| [45] [Everyone gasped at the words "nine hours".]
222: 2213| [47] [Kazami]
223: 2216| [45] ["D... don't joke like that! Please destroy the bulkhead or open an escape route for us!"]
224: 2221| [47] [Commander]
225: 2224| [45] ["I'm really sorry, Tachibana, but I can't do that!"]
226: 2232| [47] [Kazami]
227: 2235| [45] ["Why not!? C4 should be enough to get the job done, right!?"]
228: 2240| [47] [Commander]
229: 2243| [45] ["The floors and bulkheads dividing the surface and basement are made of 8-layered thick anti-heat and shock composite steel plates! C4 won't be enough for something like that!"]
230: 2248| [47] [Commander]
231: 2251| [45] ["Those plates are designed to withstand steam and hydrogen explosions. We don't have anything nearly powerful enough..."]
232: 2277| [47] [Kazami]
233: 2280| [45] ["N-no way..."]
234: 2285| [45] [The normally composed Kazami was in total shock.]
235: 2311| [47] [Kazami]
236: 2314| [45] ["We've got multiple survivors down with us... Are you sure there's nothing you can do...!?"]
237: 2319| [47] [Commander]
238: 2322| [45] ["We're doing all we can too, but it-- ... take some ti--... o wait."]
239: 2327| [45] [Suddenly, his voice started only coming through in bursts.]
240: 2335| [47] [Kazami]
241: 2338| [45] ["Commander!? I didn't catch all of that!"]
242: 2343| [47] [Commander]
243: 2346| [45] ["...ception's unstable! --o time, I have message from LABO's staff to you!"]
244: 2351| [45] [The commander apparently realized that the transmission was reaching its limits, as he started talking much faster without pausing.]
245: 2356| [47] [Commander]
246: 2359| [45] ["--re's AD lying all around the facility for cases like this!"]
247: 2364| [47] [Commander]
248: 2367| [45] ["Keep administering it to yourselves! And stay away from contaminated zones!"]
249: 2372| [47] [Commander]
250: 2375| [45] ["--st keep doing that and you'll make it for sure!"]
251: 2380| [45] [His voice was full of grief and pain.]
252: 2385| [45] [Kazami quietly listened to him with a bitter look on her face.]
253: 2390| [47] [Commander]
254: 2393| [45] ["...--...ounting on you, Tachibana. Support Kasasagi and Moribe as m--"]
255: 2419| [47] [Kazami]
256: 2422| [45] ["Commander!? You're breaking up again!"]
257: 2427| [47] [Commander]
258: 2430| [45] ["... hear me!? The reception's going--"]
259: 2438| [47] [Kazami]
260: 2441| [45] ["Commander! Commander!"]
261: 2446| [45] [Kazami desperately called out to him--]
262: 2457| [45] [But the only reply she got was the cruel hiss of static from the radio.]
