  0:  368| [55] [√After Chapter0]
186: 5013| [45] [――彼は、『怪物』に出会った。]
187: 5086| [47] [隊長]
188: 5089| [45] [「――なッ！？」]
189: 5094| [45] [怪物が男の手首を掴む。]
190: 5099| [47] [？？]
191: 5102| [45] [「……はっ」]
192: 5107| [45] [怪物は彼を見て、笑っていた。]
193: 5112| [45] [壊れた腕時計が、視界の端に映る。]
194: 5117| [45] [言い知れない恐怖が、彼の背筋を凍りつかせた瞬間――]
195: 5122| [47] [隊長]
196: 5125| [45] [「ッ！！」]
197: 5199| [45] [脳を握りつぶされるような激痛が、彼を襲った。]
198: 5204| [47] [隊長]
199: 5207| [45] [「がぁあああッ！！」]
200: 5212| [45] [体験した事の無い痛みに、男は絶叫した。]
201: 5217| [45] [痛みの正体が掴めず、男は激しく混乱する。]
202: 5222| [47] [隊長]
203: 5225| [45] [「い、今のは……！？」]
204: 5230| [47] [隊長]
205: 5233| [45] [「まさか、お前も……頭の中を！！」]
206: 5238| [45] [鍛え上げた肉体も、その力の前ではまるで無力だった。]
207: 5243| [47] [隊長]
208: 5244| [45] [（ば……化物め！）]
209: 5249| [45] [それでも彼が己の任務を貫こうと、それに挑もうとした時――]
210: 5323| [47] [隊長]
211: 5326| [45] [「ッ！！！」]
212: 5331| [45] [再び頭痛が走り抜け、彼の信念は砕かれた。]
213: 5336| [47] [隊長]
214: 5339| [45] [「あ……あ……」]
215: 5344| [45] [彼は頭を押さえ、後ずさる。]
216: 5349| [45] [怪物の表情が禍々しく歪み、その視線が彼を貫いた。]
217: 5354| [47] [隊長]
218: 5357| [45] [「うあああああっ！」]
219: 5411| [45] [彼はわき目も振らず逃げ出した。]
220: 5416| [45] [逃げなければ殺される。自分が消滅してしまう。]
221: 5421| [45] [痛む頭を抱え、彼は必死で逃げた。]
222: 5469| [47] [隊長]
223: 5470| [45] [（逃げるんだ……少しでも遠くへ！）]
224: 5525| [45] [怪物の力の及ばないところまで。]
225: 5574| [45] [だが、それも虚しく――]
226: 5626| [45] [弾けるような痛みと共に、目の前に閃光が瞬いた。]
227: 5631| [47] [隊長]
228: 5634| [45] [「が……はッ……！」]
229: 5689| [45] [――それが彼の最後の知覚だった。]
230: 5694| [45] [パチンとスイッチを落とすように、]
231: 5699| [45] [彼の意識は闇に消えた。]
232: 5704| [45] [――――――]
233: 5709| [45] [――――]
234: 5714| [45] [――]
235: 5833| [45] [――やがて、静止した時の彼方で――]
236: 5838| [45] [目覚めよ、と呼ぶ声が聞こえた。]
237: 5843| [45] [あるいはそんな記憶があった。]
238: 5848| [45] [白く塗られた墓の下で、彼はその声を聞き……]
239: 5853| [45] [そして時が、動き出した。]
