  0:   78| [55] [√After Chapter 3]
 76: 1631| [45] [Ena readily accepted Watase's proposal.]
 77: 1636| [45] [She probably didn't want to waste time talking.]
 78: 1680| [47] [Watase]
 79: 1683| [45] ["Tachibana, do you think it's okay with just me and Teach on our own?"]
 80: 1691| [47] [Kazami]
 81: 1694| [45] ["... Good question. Well, your instincts seem to have more or less come back to you, so it should be all right."]
 82: 1702| [47] [Watase]
 83: 1705| [45] ["Good, then let's start the search, people."]
 84: 1710| [45] [With Watase's command as the trigger, the group split up into their teams.]
 85: 1818| [47] [Watase]
 86: 1821| [45] ["... Yuuri, will you join me?"]
 87: 1847| [47] [Yuuri]
 88: 1850| [45] ["Huh...!?"]
 89: 1894| [47] [Jun]
 90: 1897| [45] ["Whoa there, Captain, that'd be a really unbalanced team."]
 91: 1905| [47] [Watase]
 92: 1908| [45] ["Oh, really? I thought it was a good idea..."]
 93: 1936| [47] [Kazami]
 94: 1939| [45] ["Is this really the time to be stalling over who goes to what team? Fine, I'll decide.%NMoribe, you're with the captain. There."]
 95: 1965| [47] [Jun]
 96: 1968| [45] ["Roger. C'mon Captain, that inner ring ain't gonna search itself!"]
 97: 1976| [47] [Watase]
 98: 1979| [45] ["Y-yeah, okay."]
 99: 1984| [45] [With Watase and Jun walking off as the trigger, the group split into their teams.]
100: 2092| [47] [Watase]
101: 2095| [45] ["... Hey old man, will you join me?"]
102: 2121| [47] [Ukita]
103: 2124| [45] ["Huh? O-oh... I don't particularly mind, but--"]
104: 2129| [45] [Ena cut in before Ukita could finish that thought.]
105: 2173| [47] [Ena]
106: 2176| [45] ["Hold on. I'll team up with Captain Kasasagi."]
107: 2202| [47] [Ukita]
108: 2205| [45] ["What?"]
109: 2231| [47] [Ena]
110: 2234| [45] ["Well? You don't mind, right, Captain Kasasagi?"]
111: 2242| [47] [Watase]
112: 2245| [45] ["N-not at all... you okay with that, old man?"]
113: 2271| [47] [Ukita]
114: 2274| [45] ["Sure, I'm good either way..."]
115: 2300| [47] [Ena]
116: 2303| [45] ["Then it's decided, isn't it?"]
117: 2331| [47] [Watase]
118: 2334| [45] ["Tachibana, do you think it's okay with just me and Teach on our own?"]
119: 2342| [47] [Kazami]
120: 2345| [45] ["... Good question. Well, your instincts seem to have more or less come back to you, so it should be all right."]
121: 2353| [47] [Watase]
122: 2356| [45] ["Good, then let's start the search, people."]
123: 2361| [45] [With Watase's command as the trigger, the group split up into their teams.]
124: 2421| [45] [--But in the end, he still couldn't make up his mind.]
125: 2447| [47] [Jun]
126: 2450| [45] ["Uh, Captain? 'Really should be hurrying up now."]
127: 2478| [47] [Ena]
128: 2481| [45] ["She's right. Don't you get that there's no time?"]
129: 2489| [47] [Watase]
130: 2492| [45] ["Y-yeah, but..."]
131: 2518| [47] [Kazami]
132: 2521| [45] ["Haah... If you can't make up your mind, then I have no choice."]
133: 2547| [47] [Kazami]
134: 2550| [45] ["Captain, you're with me. I take it you have no objections to that?"]
135: 2558| [47] [Watase]
136: 2561| [45] ["N-no, I don't..."]
137: 2587| [47] [Kazami]
138: 2590| [45] ["Then let's commence the search. Moribe, please head the search of the factory."]
139: 2616| [47] [Jun]
140: 2619| [45] ["Roger."]
141: 2624| [45] [And with a bad taste left in their mouths, the group split into their teams at Kazami's order.]
