  0:   46| [55] [√After Chapter 3]
102: 1787| [47] [Watase]
103: 1790| [45] ["You know, uh, the one we saw earlier... that 'Sannomiya' girl."]
104: 1798| [47] [Ena]
105: 1801| [45] ["Oh, her? Honestly, there's a lot I don't know about her myself."]
106: 1809| [47] [Watase]
107: 1812| [45] ["Why's that?"]
108: 1820| [47] [Ena]
109: 1823| [45] ["You see, the thing is, she only transferred into Rokumei Academy about a week ago."]
110: 1831| [47] [Ena]
111: 1834| [45] ["Though it looks like she became fast friends with Mr. Tenkawa and Ms. Toba."]
112: 1842| [47] [Watase]
113: 1845| [45] ["I see..."]
114: 1850| [45] [But why had she run away from the rescue squad as soon as she saw them?]
115: 1855| [45] [It made even less sense when one considered that her own teacher had been with them too.]
116: 1860| [47] [Watase]
117: 1861| [45] [(So if even Teach doesn't know the answer to that...)]
118: 1882| [47] [Watase]
119: 1885| [45] ["... Then I'd like to meet her in person and ask her what kind of girl she is."]
120: 1911| [47] [Ena]
121: 1914| [45] ["Good idea... I'd like her to keep attending school with everyone in the future as well."]
122: 1940| [47] [Jun]
123: 1943| [45] ["Alrighty, then why don't we do away with the chatter and make do with the searching?"]
124: 1951| [47] [Watase]
125: 1954| [45] ["Damn straight."]
126: 1959| [45] [The group then picked up the pace.]
127: 1966| [45] [Just then, a sudden thought crossed Watase's mind.]
128: 1974| [47] [Watase]
129: 1977| [45] ["... Come to think of it, she ran away as soon as I asked her about AD."]
130: 2003| [47] [Ena]
131: 2006| [45] ["Huh?"]
132: 2014| [47] [Watase]
133: 2017| [45] ["Yeah, don't you remember? I told her something like, 'This is a contaminated zone! Have you taken any AD!?'."]
134: 2043| [47] [Ena]
135: 2046| [45] ["That's true... but what of it?"]
136: 2054| [47] [Watase]
137: 2057| [45] ["What I'm trying to say is... what if that girl got the wrong idea and thought we were trying to take away her AD?"]
138: 2083| [47] [Ena]
139: 2086| [45] ["Huh!? You think that's the reason?"]
140: 2112| [47] [Ena]
141: 2115| [45] ["Would that be enough to make her distrust her own teacher and a rescue squad so much?"]
142: 2123| [47] [Watase]
143: 2126| [45] ["Well, I dunno. AD's important to everyone here... so it's only natural for people stuck in a situation like this to jump at shadows."]
144: 2152| [47] [Ena]
145: 2155| [45] ["..."]
146: 2160| [45] [An unpleasant silence followed. Jun quickly chuckled.]
147: 2186| [47] [Jun]
148: 2189| [45] ["What're you talking about, Captain? Louise isn't that kind of girl. Not at all."]
149: 2215| [47] [Jun]
150: 2218| [45] ["Anyway, let's get back to the search. Time's a wastin', chop-chop."]
151: 2226| [47] [Watase]
152: 2229| [45] ["Yeah... yeah, you're right."]
153: 2234| [45] [Watase dismissed his suspicions and picked up the pace.]
154: 2332| [45] [They checked all the rooms in the inner ring.]
155: 2381| [45] [Though this was the Senior Fellows' laboratory division, the rooms didn't look much different from the labs and offices they'd seen in the other areas.]
156: 2430| [45] [They didn't find any survivors or AD.]
157: 2479| [45] [But the last room they visited-- was clearly different from every other room in the facility.]
158: 2527| [47] [Watase]
159: 2530| [45] ["Huh? Isn't this... an infirmary?"]
160: 2592| [47] [Ena]
161: 2595| [45] ["Seems like the place they might keep AD, don't you think?"]
162: 2622| [47] [Jun]
163: 2625| [45] ["And even if they don't, we might find something useful in here. Search the place."]
164: 2633| [47] [Watase]
165: 2636| [45] ["Right!"]
166: 2695| [45] [The group fired themselves up and began looking through the room.]
167: 2754| [45] [As expected, there were multiple medical devices lying around.]
168: 2759| [45] [There was a medical bed, a small oxygen tank and respirator, and a blood transfusion kit.]
169: 2764| [45] [There was also something that looked like a giant closet.]
170: 2776| [47] [Watase]
171: 2777| [45] [(Hmm, could it be...?)]
172: 2782| [45] [Watase reached out for the closet and opened it.]
173: 2793| [45] [A cold wave blew out of it when he did.]
174: 2798| [45] [It seemed it was not a closet, but rather a refrigerator.]
175: 2803| [45] [Inside were bags with red liquids, each bag labeled either "A", "B", "O", or "AB".]
176: 2808| [47] [Watase]
177: 2809| [45] [(Blood packets...?)]
178: 2814| [45] [The fridge was apparently used to store blood until it was needed for a transfusion.]
179: 2819| [47] [Watase]
180: 2820| [45] [(So this is basically your run of the mill doctor's office... like one you'd find in a hospital.)]
181: 2825| [45] [But that was it-- there wasn't any AD in it at all.]
182: 2830| [45] [Watase gave up and closed the fridge.]
183: 2859| [47] [Jun]
184: 2862| [45] ["Find anything, Captain?"]
185: 2870| [47] [Watase]
186: 2873| [45] ["Nope, nothing."]
187: 2881| [47] [Watase]
188: 2884| [45] ["We've got a respirator set up and a transfusion kit if we ever need it, but nothing we can use right now."]
189: 2910| [47] [Jun]
190: 2913| [45] ["Same here. There's a ton of empty AD ampules... but not a single full one."]
191: 2918| [45] [Jun held out an empty ampule and medical box.]
192: 2923| [45] [The researchers and other staff had most likely taken them and run during the evacuation.]
193: 2931| [47] [Watase]
194: 2934| [45] ["Great, all that looking for nothing!"]
195: 2960| [47] [Jun]
196: 2963| [45] ["Well, Natsuhiko and gang might've taken the AD that was here. If so, then this is a good sign."]
197: 2971| [47] [Watase]
198: 2974| [45] ["No, we can't be optimistic. That doesn't necessarily mean they found enough."]
199: 2979| [45] [Just then, Ena spoke up.]
200: 3006| [47] [Ena]
201: 3009| [45] ["Oh, speaking of which, it's not AD, but I did find something good."]
202: 3017| [47] [Watase]
203: 3020| [45] ["Hmm?"]
204: 3047| [47] [Ena]
205: 3050| [45] ["See? Got some Chiron here."]
206: 3148| [45] [Ena showed them a tube full of medicine.]
207: 3153| [45] [The label read "Styptic  Chiron".]
208: 3158| [45] [Underneath was the name of the manufacturer, "Betelgeuse New Treatments".]
209: 3182| [47] [Watase]
210: 3185| [45] ["Umm, what's that?"]
211: 3215| [47] [Jun]
212: 3218| [45] ["Pretty much the god of all ointments. It closes small wounds so well it's like they're glued shut."]
213: 3226| [47] [Watase]
214: 3229| [45] ["Wow, sounds useful."]
215: 3255| [47] [Ena]
216: 3258| [45] ["Indeed. Let's all take one each."]
217: 3263| [45] [Ena said that, then distributed the Chiron amongst the three of them.]
218: 3271| [47] [Watase]
219: 3274| [45] ["But it looks like that's the only thing we found here..."]
220: 3300| [47] [Jun]
221: 3303| [45] ["Well, that's just luck for you. Anyway, let's get back to the outer ring pronto."]
222: 3329| [47] [Ena]
223: 3332| [45] ["Yes, let's."]
224: 3337| [45] [The group then left the infirmary.]
