  0:  111| [55] [√After Chapter4]
 70: 1597| [45] [「そうなんですか……なのに隊長さんは、わたしのために飛び込んできてくれた……」]
 71: 1605| [47] [渡瀬]
 72: 1608| [45] [「……ユウリ？」]
 73: 1613| [45] [戸惑う渡瀬を、ユウリは見据えて言う。]
 74: 1621| [47] [ユウリ]
 75: 1624| [45] [「いつもそうやって、心配してくれるんですね……」]
 76: 1650| [47] [ユウリ]
 77: 1653| [45] [「でも、だったらどうして……」]
 78: 1679| [47] [ユウリ]
 79: 1682| [45] [「どうして、あの時、あんなひどい事をしたんですか……！？」]
 80: 1690| [47] [渡瀬]
 81: 1693| [45] [「なに！？」]
 82: 1698| [45] [身に覚えのない事を言われ、渡瀬は息を呑む。]
 83: 1706| [47] [渡瀬]
 84: 1709| [45] [「ひ、ひどい事って……！？」]
 85: 1735| [47] [ユウリ]
 86: 1738| [45] [「本当に忘れてしまったんですか……？」]
 87: 1743| [45] [彼女の声に、奇妙な感情が滲む。]
 88: 1769| [47] [ユウリ]
 89: 1772| [45] [「わたしは、もう少しで、死んでしまうところでした……」]
 90: 1777| [45] [困惑と恐怖が入り混じった感情。]
 91: 1803| [47] [ユウリ]
 92: 1806| [45] [「火の中に置き去りにされて……本当に、怖かった……」]
 93: 1811| [45] [その言葉に、渡瀬の感情も揺さぶられる。]
 94: 1837| [47] [ユウリ]
 95: 1840| [45] [「なのに、わたしを助けたのも隊長さんだった……」]
 96: 1845| [45] [渡瀬の胸に生まれたのは――]
 97: 1853| [47] [ユウリ]
 98: 1856| [45] [「どういうつもりなんですか……？」]
 99: 1861| [45] [――途方もない不安だった。]
100: 1869| [47] [渡瀬]
101: 1872| [45] [「ゆ、ユウリ……何を言っているんだ……？」]
102: 1877| [45] [何かユウリが、恐ろしい事を言う予感がした。]
103: 1882| [45] [渡瀬の知らない何かを。知るべきではない事を。]
104: 1887| [45] [だがユウリは首を振る。]
105: 1913| [47] [ユウリ]
106: 1916| [45] [「あなたにわからないんだったら、わたしにもわかりません……」]
107: 1924| [47] [ユウリ]
108: 1927| [45] [「わたしには、もう、何もわからないんです……！」]
109: 1943| [47] [渡瀬]
110: 1946| [45] [「……っ」]
111: 1951| [45] [ユウリが静かに歩み寄ってくる。]
112: 1959| [47] [ユウリ]
113: 1962| [45] [「だから……お願いです、隊長さん」]
114: 1970| [47] [ユウリ]
115: 1973| [45] [「教えてください、あなたの心を……！」]
116: 1978| [45] [そう言ってユウリが、渡瀬に手のひらを向けた瞬間――]
117: 1983| [45] [脳裏に奇怪な映像がよぎった。]
118: 2100| [47] [渡瀬]
119: 2103| [45] [「――なッ！？」]
120: 2108| [45] [それはいつとも知れない記憶。]
121: 2113| [45] [何者かが渡瀬の手首を掴む。]
122: 2121| [47] [？？]
123: 2124| [45] [「……はっ」]
124: 2129| [45] [それは禍々しく笑っていた。]
125: 2134| [45] [壊れた腕時計が、視界の端に映る。]
126: 2139| [45] [そして次の瞬間、]
127: 2147| [47] [渡瀬]
128: 2150| [45] [「ッ！！」]
129: 2224| [45] [脳を握りつぶされるような激痛が――！]
130: 2294| [47] [渡瀬]
131: 2297| [45] [「あ、あ……」]
132: 2302| [45] [その映像と共に湧き上がってきたものは、紛れもない『恐怖』。]
133: 2307| [45] [そしてそれと同じ感情を、渡瀬は目の前の少女に抱いた。]
134: 2364| [47] [渡瀬]
135: 2367| [45] [「う、うわああああっ！」]
136: 2372| [45] [渡瀬はとっさにエレベーターホールを飛び出した。]
137: 2433| [45] [扉を閉めてから、はっとして我に返る。]
138: 2438| [47] [渡瀬]
139: 2439| [45] [（し、しまった……！　オレは何を！？）]
140: 2444| [47] [渡瀬]
141: 2445| [45] [（なんでユウリから逃げる必要がある！？）]
142: 2450| [47] [渡瀬]
143: 2451| [45] [（あれはユウリだ――あの『怪物』なんかじゃない！）]
144: 2456| [45] [そう思った瞬間、]
145: 2533| [47] [渡瀬]
146: 2536| [45] [「ぐっ！」]
147: 2541| [45] [渡瀬の頭に、鋭い痛みが走った。]
148: 2549| [47] [渡瀬]
149: 2552| [45] [「ぐ、あ……」]
150: 2560| [47] [渡瀬]
151: 2563| [45] [「があああああっ！」]
152: 2568| [45] [頭を押さえ、渡瀬は絶叫した。]
153: 2573| [45] [頭蓋にその声が反響する。思考が混乱する。]
154: 2578| [47] [渡瀬]
155: 2579| [45] [（なんだこれは……！　今までの）]
156: 2584| [45] [感覚とは全然]
157: 2589| [47] [渡瀬]
158: 2590| [45] [（違う！　これが放射線障害）]
159: 2595| [45] [なのか！？]
160: 2606| [47] [渡瀬]
161: 2607| [45] [（何度も汚染区域に入ったからか！？）]
162: 2613| [45] [激痛。頭脳を何かが突き抜け、かきまぜていくような感覚。痛みが全身に行き渡り、胃が引き絞られた。]
163: 2667| [47] [渡瀬]
164: 2670| [45] [「――ぐっ、がはッ！」]
165: 2675| [45] [渡瀬は嘔吐した。胃の中には何もなかった。血の混じった胃液のみ。それが通路に撒き散らされる。]
166: 2680| [45] [意識が急速に薄れていく。]
167: 2729| [45] [（あの時は）記憶が壊（れて過）去のオレの]
168: 2734| [45] [記憶――俺の]
169: 2739| [45] [――]
170: 2744| [45] […。]
171: 2822| [47] [渡瀬]
172: 2825| [45] [「――ぁあああッ！」]
173: 2875| [45] [渡瀬はもう一度叫び、無理やり意識を繋いだ。]
174: 2880| [45] [あまりの頭痛に、記憶は混濁していた。見れば足元に赤い吐瀉物がある。]
175: 2885| [47] [渡瀬]
176: 2886| [45] [（今、オレに何が起きた！？　何をしていたんだ！？）]
177: 2891| [45] [記憶を探る。すぐに思い出す。ユウリを探していたのだと。]
178: 2896| [47] [渡瀬]
179: 2897| [45] [（くそ……！　放射線によるダメージが、これほどだとしたら……ユウリが危ない！）]
180: 2902| [45] [あのか弱い女の子を、こんな危険な場所にいさせるわけにはいかない。]
181: 2907| [45] [渡瀬の胸には、彼女を心配する気持ちしかなかった。]
182: 2912| [45] [何かユウリについて抱いた、別の感情があった気がしたが――それはもう、吹き飛んでいた。]
183: 2917| [45] [唾液と共に、口中の不快感を吐き出す。]
184: 2965| [45] [そして再び、エレベーターホールに駆け込んだ。]
185: 3017| [47] [渡瀬]
186: 3020| [45] [「！？」]
187: 3079| [45] [だがユウリの姿は、もうそこにはなかった。]
188: 3084| [45] [逃げ場はなかったはずなのに。]
189: 3099| [47] [渡瀬]
190: 3102| [45] [「――ハシゴを伝って、地下１階に行ったのか！」]
191: 3107| [45] [そう思い、渡瀬はエレベーターの扉を開けた。]
192: 3161| [45] [例によってエレベーターの籠は、地上階に上がっているようだ。]
193: 3166| [45] [暗闇の中、ハシゴを登る。]
194: 3257| [45] [地下１階に着いても、ユウリの姿は見えなかった。]
195: 3311| [45] [渡瀬はその棟を駆け回る。]
196: 3355| [45] [――だが全ての部屋を探しても、ユウリは見つからなかった。]
197: 3360| [47] [渡瀬]
198: 3361| [45] [（なぜ……どこにいったんだ！？）]
199: 3373| [45] [だがいない理由を考えても仕方がない。とにかく探さなければ。]
200: 3427| [45] [一瞬、渡瀬の胸に違和感がよぎった。]
201: 3432| [47] [渡瀬]
202: 3433| [45] [（エレベーターシャフトを降りるとき、ユウリはあんなに怖がっていた……）]
203: 3438| [47] [渡瀬]
204: 3439| [45] [（なのに登るのは平気なのか？　しかもオレが追いつけないほど早く登るなんて……？）]
205: 3456| [45] [だがそんな瑣末な事を考えても仕方がない。とにかく探さなければ。]
206: 3464| [47] [渡瀬]
207: 3467| [45] [「ユウリ！　どこにいるんだ、ユウリ！」]
208: 3472| [45] [そう叫びながら、外周棟に向かう。]
209: 3551| [45] [そして連絡通路に差し掛かると、風見と洵の姿が見えた。]
210: 3559| [47] [渡瀬]
211: 3562| [45] [「橘！　守部！」]
212: 3639| [47] [風見]
213: 3642| [45] [「隊長！？」]
214: 3647| [45] [声をかけると、２人は駆け寄ってきた。]
215: 3655| [47] [洵]
216: 3658| [45] [「ユウリちゃんいた！？」]
217: 3666| [47] [渡瀬]
218: 3669| [45] [「ついさっき内周棟で見かけたが、見失った……！」]
219: 3695| [47] [風見]
220: 3698| [45] [「こっちもです。第４エリア側に行かないように、ゲート周辺を固めていたのですが……」]
221: 3724| [47] [洵]
222: 3727| [45] [「どこにも、いない……！？」]
223: 3732| [45] [渡瀬たちは、顔を見合わせた。]
224: 3740| [47] [渡瀬]
225: 3743| [45] [「消えた……？　なぜだ？」]
226: 3769| [47] [風見]
227: 3772| [45] [「入れ違いになったのでしょうか？」]
228: 3798| [47] [洵]
229: 3801| [45] [「変だね……それにどうしてユウリちゃんはさっき、この第５エリアに入れたんだろう？」]
230: 3809| [47] [渡瀬]
231: 3812| [45] [「あぁ、それも妙だ」]
232: 3817| [45] [――言うまでもなく、第５エリアに続くセキュリティゲートを開けるには、レベル５以上のカードが必要だ。]
233: 3822| [45] [だが渡瀬たちが今まで手に入れたカードは、全て渡瀬・風見・洵が分けて持っている。]
234: 3827| [45] [それ以外のカードは無いはずなのに――]
235: 3853| [47] [洵]
236: 3856| [45] [「ユウリちゃん、カードを隠し持っていたの……？」]
237: 3864| [47] [渡瀬]
238: 3867| [45] [「どうもそうとしか思えないな……」]
239: 3875| [47] [渡瀬]
240: 3878| [45] [「でもどうしてユウリは、その事について隠していたんだろう」]
241: 3883| [45] [ユウリの思惑が、不意にわからなくなった。]
242: 3888| [45] [またしても沈黙が訪れる。]
243: 3893| [45] [やがて風見は、ため息をついて言った。]
244: 3919| [47] [風見]
245: 3922| [45] [「……ここで議論していても答えは出ませんね。ひとまず脳科学実験室に行きましょう」]
246: 3930| [47] [風見]
247: 3933| [45] [「そろそろ約束の集合時間ですから」]
248: 3941| [47] [渡瀬]
249: 3944| [45] [「なに、もうか？」]
250: 3949| [45] [渡瀬は腕時計を見た。]
251: 3960| [45] [１２時３５分。確かにそろそろ約束の時間だ。]
252: 3965| [47] [渡瀬]
253: 3966| [45] [（思いのほか、捜索に時間がかかってたのか……？）]
254: 3971| [45] [渡瀬はかすかに釈然としないものを感じながら、風見たちと歩き出した。]
255: 4074| [45] [歩きながら渡瀬は、風見に言う。]
256: 4082| [47] [渡瀬]
257: 4085| [45] [「橘、内周棟は汚染されていた……ユウリの身が心配だ」]
258: 4149| [47] [風見]
259: 4152| [45] [「え……？」]
260: 4160| [47] [渡瀬]
261: 4163| [45] [「汚染区域になっているって事は、ユウリにも伝えたが……それでもあいつは逃げたんだ」]
262: 4189| [47] [風見]
263: 4192| [45] [「そんな、どうして？」]
264: 4200| [47] [渡瀬]
265: 4203| [45] [「……オレにもわからん。以前にもこうして逃げた事があったが……」]
266: 4226| [47] [風見]
267: 4227| [45] [「……」]
268: 4232| [45] [渡瀬がそう言うと、風見は俯いた。]
269: 4240| [47] [渡瀬]
270: 4243| [45] [「ＡＤの効果はまだ１時間近くある。それまでに探さなきゃまずい」]
271: 4251| [47] [風見]
272: 4254| [45] [「……えぇ……」]
273: 4262| [47] [渡瀬]
274: 4265| [45] [「もっともユウリは、カードを隠し持っていたように、ＡＤも隠し持っている可能性は０ではないが……」]
275: 4270| [47] [風見]
276: 4271| [45] [「……」]
277: 4279| [47] [渡瀬]
278: 4282| [45] [「……橘？」]
279: 4287| [47] [風見]
280: 4288| [45] [「……」]
281: 4293| [45] [風見は渡瀬の声が聞こえているのかいないのか、黙り込んでいる。]
282: 4298| [45] [その唇がかすかに動き、声が漏れる。]
283: 4356| [47] [風見]
284: 4359| [45] [「お願い、無事でいて……！」]
285: 4379| [45] [風見はそう言うや、足を速めた。]
286: 4387| [47] [渡瀬]
287: 4390| [45] [「あ、おい？」]
288: 4395| [45] [声をかけても、振り返りもしない。]
289: 4422| [45] [渡瀬はかすかに異様なものを感じ、振り返って洵に尋ねた。]
290: 4430| [47] [渡瀬]
291: 4433| [45] [「な、なぁ守部……」]
292: 4465| [47] [洵]
293: 4468| [45] [「ん？」]
294: 4476| [47] [渡瀬]
295: 4479| [45] [「さっきから橘の奴……ちょっと変じゃないか？」]
296: 4487| [47] [渡瀬]
297: 4490| [45] [「搬出リフトのところで少女の遺体を見つけた時も、『ナギサ』がどうとかって言ってたけど……」]
298: 4495| [45] [その言葉に、洵の表情が強張った。]
299: 4521| [47] [洵]
300: 4524| [45] [「……また、凪沙の名前呟いてた？」]
301: 4532| [47] [渡瀬]
302: 4535| [45] [「いや……でもあの時と同じ感じになってる」]
303: 4543| [47] [渡瀬]
304: 4546| [45] [「『ナギサ』ってなんなんだ？　なんでいつも冷静な橘が、あんな風に……？」]
305: 4551| [45] [渡瀬の問いに、洵は深いため息をつき――]
306: 4577| [47] [洵]
307: 4580| [45] [「あたしもあまりこの事については、話したくはないんだけど……教えといた方が良さそうだから、話すよ」]
308: 4585| [45] [そう、ぽつりと答えた。]
309: 4611| [47] [洵]
310: 4614| [45] [「凪沙ってのは、副隊長の妹の名前なんだ」]
311: 4622| [47] [渡瀬]
312: 4625| [45] [「妹……？」]
313: 4633| [47] [洵]
314: 4636| [45] [「そう。もう１０年近くも前に亡くなった、最愛の妹」]
315: 4644| [47] [渡瀬]
316: 4647| [45] [「……っ」]
317: 4652| [45] [その答えに、渡瀬は息を呑んだ。]
318: 4660| [47] [渡瀬]
319: 4663| [45] [「その子は、どうして……？」]
320: 4671| [47] [洵]
321: 4674| [45] [「副隊長が家を空けている間に、ガス爆発事故が起きて……」]
322: 4679| [47] [渡瀬]
323: 4680| [45] [「……」]
324: 4688| [47] [洵]
325: 4691| [45] [「凪沙が生きていれば、ちょうどユウリちゃんや、リフトのところで死んでいたあの子くらいの年になる」]
326: 4717| [47] [洵]
327: 4720| [45] [「常に冷静で完全無欠な副隊長の、唯一の瑕がそれなんだよ」]
328: 4728| [47] [洵]
329: 4731| [45] [「あの年頃の子が危険にさらされたり、傷ついているのを見ると、冷静じゃいられなくなるんだ」]
330: 4739| [47] [渡瀬]
331: 4742| [45] [「だから、さっきみたいに……？」]
332: 4768| [47] [洵]
333: 4771| [45] [「うん……副隊長はきっと今でも、家を留守にした自分を責めているんだと思う」]
334: 4779| [47] [洵]
335: 4782| [45] [「……副隊長は、何も悪くないのに……」]
336: 4859| [45] [渡瀬ははっとして、風見の方を見た。]
337: 4864| [45] [少し前を歩く風見の背には、重い過去が圧し掛かっている気がした。]
338: 4890| [47] [風見]
339: 4893| [45] [「……？」]
340: 4901| [47] [風見]
341: 4904| [45] [「何をしているのですか２人とも。早く行きますよ」]
342: 4909| [45] [そういう風見の表情は、もういつも通りに戻っていて――だから渡瀬たちも、いつも通りに答える。]
343: 4917| [47] [渡瀬]
344: 4920| [45] [「ああ、すまない」]
345: 4989| [47] [洵]
346: 4992| [45] [「了解、急ごう隊長」]
347: 4997| [45] [渡瀬たちはそう答え、風見を追った。]
348: 5002| [45] [辛い過去にさいなまれる仲間の支えに、少しでもなりたいと思いながら……。]
