  0:  147| [55] [√After Chapter 6]
128: 1660| [45] [But Watase had figured she'd have a hard time believing that. So he handed her his Level N card.]
129: 1668| [47] [Watase]
130: 1671| [45] ["You'll understand better if you see it for yourself. Go ahead."]
131: 1697| [47] [Kazami]
132: 1700| [45] ["..."]
133: 1720| [45] [Kazami nodded dubiously, then took the card and ran towards Area N.]
134: 1726| [45] [--About thirty seconds later-]
135: 1737| [45] [Kazami came back quickly and immediately started talking.]
136: 1771| [47] [Kazami]
137: 1774| [45] ["I don't believe it... how is this even...!?"]
138: 1780| [45] [Watase nodded as he took the Level N card back from her.]
139: 1788| [47] [Watase]
140: 1791| [45] ["Yeah... it looks like we were being duped by someone from the start."]
141: 1817| [47] [Kazami]
142: 1820| [45] ["B-but that machine... It's probably something other than a nuclear reactor..."]
143: 1825| [45] [It appeared Kazami also believed that the giant machine in Area N was no reactor.]
144: 1830| [45] [However--]
145: 1838| [47] [Watase]
146: 1841| [45] ["... Tachibana, let's save the explanations and discussions for later."]
147: 1849| [47] [Watase]
148: 1852| [45] ["We need to treat Natsuhiko as soon as possible before it's too late."]
149: 1857| [45] [Kazami looked at Natsuhiko and nodded.]
150: 1883| [47] [Kazami]
151: 1886| [45] ["You're right, he's bleeding very badly...! It looks like he'll need a blood transfusion."]
152: 1894| [47] [Watase]
153: 1897| [45] ["Then let's head on over to the infirmary. They've got blood packs and a transfusion kit there."]
154: 1923| [47] [Kazami]
155: 1926| [45] ["Roger that. Then I'll carry one of the children."]
156: 1934| [47] [Watase]
157: 1937| [45] ["Can you do it with that leg of y--"]
158: 1963| [47] [Kazami]
159: 1966| [45] ["I've recovered quite a bit. I think I can manage."]
160: 1971| [45] [Kazami pressed against the wound in her leg and carried Salyu.]
161: 1997| [47] [Kazami]
162: 2000| [45] ["But if this facility doesn't have a nuclear reactor... then what in the world is this place...?"]
163: 2008| [47] [Watase]
164: 2011| [45] ["... I don't know. I don't have the slightest clue...!"]
165: 2016| [45] [Those words came straight from the bottom of Watase's heart.]
