  0:   85| [55] [√After Chapter 3]
 69:  712| [47] [Kazami]
 70:  715| [45] ["Now commencing cutting procedure!"]
 71:  736| [45] [The two rescue workers then began removing the debris--]
 72:  741| [47] [Watase]
 73:  742| [45] [(Ghh... g-goddammit...!)]
 74:  747| [45] [But the strength in Watase's arms was fading quickly.]
 75:  752| [45] [It wouldn't surprise him if the weight of the debris won out any second now.]
 76:  757| [47] [Watase]
 77:  758| [45] [(I-I would have ordered Tachibana and Moribe right away back then if I'd known... this was going... to happen...)]
 78:  763| [45] [Those lost ten seconds had cost him everything.]
 79:  777| [47] [Yuuri]
 80:  780| [45] ["C-Captain Kasasagi...!"]
 81:  785| [45] [Yuuri looked anxious.]
 82:  790| [45] [But Watase no longer had the composure to say anything comforting to her.]
 83:  795| [45] [The debris was sinking further and further into his back.]
 84:  800| [45] [That was merely an illusion, but one that felt more than real enough.]
 85:  805| [47] [Watase]
 86:  806| [45] [(Moribe... please hurry up...!)]
 87:  811| [45] [That one second felt-------- so long.]
 88:  816| [45] [The vibrations of the engine cutter were like poison to Watase now.]
 89:  821| [45] [And at the end of what felt like an eternity of agony--]
 90:  874| [45] [Part of the debris was removed, and a light shone in on Yuuri's face.]
 91:  879| [45] [But at that moment--]
 92:  884| [45] [Watase hit his limit.]
 93:  889| [45] [He could tell that the muscle fibers in his arms were starting to burst.]
 94:  894| [45] [He really didn't have any more time.]
 95:  899| [47] [Watase]
 96:  900| [45] [(Sh... shit... I've got to make sure... that at least Yuuri... gets out...!)]
 97:  905| [45] [With Yuuri's small body, it was probably possible for her to escape through the hole that'd been opened just now.]
 98:  913| [47] [Kazami]
 99:  916| [45] ["Captain, put up with it for a little longer! We're getting the air jack rea--"]
100:  921| [45] [Watase forced his voice out in order to interrupt her.]
101:  929| [47] [Watase]
102:  932| [45] ["Tachibana...! Pull Yuuri out right now...!"]
103:  940| [47] [Yuuri]
104:  943| [45] ["Huh...?"]
105:  951| [47] [Kazami]
106:  954| [45] ["C-Captain?"]
107:  962| [47] [Watase]
108:  965| [45] ["--Tachibana, hurry! This is an order!"]
109:  970| [45] [It was practically a miracle that he'd managed to shout that.]
110:  978| [47] [Kazami]
111:  981| [45] ["Y-yes!"]
112:  986| [45] [Kazami took Yuuri's hand and quickly pulled her outside.]
113: 1035| [45] [The strength in Watase's arms then gave way then and there.]
114: 1113| [45] [His body was pulverized by the debris.]
115: 1118| [45] [--UGYAAAAAAAAAAAGH!]
116: 1123| [45] [That horrific scream burst out of his mouth.]
117: 1131| [47] [Kazami]
118: 1134| [45] ["CAPTAIN--!"]
119: 1142| [47] [Yuuri]
120: 1145| [45] ["NOOOOOOOOOOO!"]
121: 1150| [45] [Bones all throughout his body broke and pierced his lungs.]
122: 1155| [45] [He nearly passed out from the sheer pain of it all.]
123: 1160| [45] [A thought crossed Watase's mind amidst all that.]
124: 1165| [45] ["I'm glad I saved Yuuri."]
125: 1170| [45] [But another thought simultaneously hit him.]
126: 1175| [45] ["But were my actions just now really 'my actions'?"]
127: 1180| [45] [--Or maybe--]
128: 1281| [85] [{Don't stop! Save her!}]
129: 1282| [86] [Auditory Hallucination]
130: 1283| [86] [{Don't stop! Save her!}]
131: 1354| [45] [--if I'd never heard that voice--]
132: 1359| [45] [At that moment, it felt as if everything he'd been up until that point hadn't really been him.]
133: 1364| [45] [And just as Watase's conviction faded from his body...]
134: 1369| [45] [... his mind fell into darkness.]
135: 1457| [85] [　%N　%N　%N]
136: 1460| [45] [√A Bad Ending #7 [The Egoless]]
137: 1463| [85] [　]
138: 1466| [45] [The result of underestimating the danger and not giving urgent orders quickly enough.]
139: 1469| [85] [　]
140: 1472| [45] [You may be able to avert this fate by setting Watase and Yuuri's Senses very high at the SSS input just before this ending.]
