  0:   46| [55] [√After Chapter 3]
105: 1399| [45] ["Tachibana, Moribe... can I have a minute?"]
106: 1425| [47] [Kazami]
107: 1428| [45] ["Huh?"]
108: 1454| [47] [Jun]
109: 1457| [45] ["...?"]
110: 1462| [45] [The two of them walked over to Watase with forlorn footsteps.]
111: 1467| [45] [Watase looked Kazami dead in the eye and spoke.]
112: 1475| [47] [Watase]
113: 1478| [45] ["We're changing leaders. I'll lead the group from this point onwards."]
114: 1504| [47] [Jun]
115: 1507| [45] ["C-Captain...?"]
116: 1512| [45] [Kazami and Jun couldn't hide their bewilderment.]
117: 1520| [47] [Watase]
118: 1523| [45] ["Oh come on, I'm just restoring the status quo, that's all."]
119: 1531| [47] [Watase]
120: 1534| [45] ["I'll be the leader for now until you've both calmed down. Let me shoulder all the weight you've been carrying so far."]
121: 1542| [47] [Watase]
122: 1545| [45] ["Anyway, just rely on me for a while. Especially you, Tachibana-- you've been carrying far too heavy a burden up until now."]
123: 1568| [47] [Kazami]
124: 1569| [45] ["..."]
125: 1574| [45] [Kazami fell quiet in what appeared to be hesitation.]
126: 1582| [47] [Watase]
127: 1585| [45] ["Didn't you hear me? Then let me make it an order-- as Sirius' captain."]
128: 1610| [45] [Watase clicked his heels and spoke in a sharp voice.]
129: 1618| [47] [Watase]
130: 1621| [45] ["As of this point onwards, Lieutenant Kazami Tachibana and Ensign Jun Moribe will hereby defer to Captain Watase Kasasagi's command!"]
131: 1626| [45] [Those words came very naturally out of Watase's mouth.]
132: 1664| [47] [Kazami & Jun]
133: 1667| [45] ["!!"]
134: 1672| [45] [Kazami and Jun's bodies trembled.]
135: 1680| [47] [Watase]
136: 1683| [45] ["Now let me hear you say it!"]
137: 1688| [45] [And like that, strength instantly returned to Kazami and Jun's eyes.]
138: 1705| [45] [They both clicked their heels and replied.]
139: 1731| [47] [Kazami]
140: 1734| [45] ["Sir! Lieutenant Kazami Tachibana deferring to Captain Watase Kasasagi's command, sir!"]
141: 1760| [47] [Jun]
142: 1763| [45] ["E-Ensign Jun Moribe deferring to Captain's command, sir!"]
143: 1771| [47] [Watase]
144: 1774| [45] ["Good!"]
145: 1814| [45] [Watase smiled and gave them both a pat on the shoulder.]
146: 1822| [47] [Watase]
147: 1825| [45] ["... And there you have it. Well, that was mainly for formality's sake-- I'm still counting on you both to basically keep things running the way they've been so far."]
148: 1833| [47] [Watase]
149: 1836| [45] ["I still have amnesia, like it or not."]
150: 1844| [47] [Watase]
151: 1847| [45] ["But my strength and spirit are the same that they've always been. So let's work ourselves to the bone without worrying about the chain of command."]
152: 1852| [45] [He said that in the friendliest voice he could muster in an attempt to relieve their tension.]
153: 1857| [45] [But Kazami responded meekly.]
154: 1883| [47] [Kazami]
155: 1886| [45] ["Y-yes... please."]
156: 1894| [47] [Watase]
157: 1897| [45] ["Good. Then now that we've finally got our hands on a Level 6 card, let's use it to press onwards."]
158: 1951| [47] [Watase]
159: 1954| [45] ["... Hiyama left that card for us. We can't let it go to waste."]
160: 1959| [45] [Jun quietly nodded at that.]
161: 1985| [47] [Jun]
162: 1988| [45] ["You're right... we can't keep staying down in the dumps forever."]
163: 1993| [45] [Jun turned to the others and spoke in a voice brimming with bravado.]
164: 2001| [47] [Jun]
165: 2004| [45] ["The fires are out and we've got a card, so now we can now go all the way to Area 6.%NWe have nothing to fear!"]
166: 2020| [47] [Watase]
167: 2023| [45] ["Yeah, that's the spirit!"]
168: 2031| [47] [Watase]
169: 2034| [45] ["And besides, isn't your catchphrase--"]
170: 2060| [47] [Jun]
171: 2063| [45] ["--'Jun's the name, and rescue's my game'. Sheesh, I can't believe I almost forgot that."]
172: 2089| [47] [Jun]
173: 2092| [45] ["Thanks, Captain!"]
174: 2097| [45] [Jun's eyes had regained their natural spark.]
175: 2105| [47] [Watase]
176: 2108| [45] ["Don't sweat it. Keeping his subordinates' spirits up is a captain's job."]
177: 2113| [45] [Watase said that with a smile, then turned back to Ukita and the others.]
178: 2124| [47] [Watase]
179: 2127| [45] ["There, that's the spirit."]
180: 2132| [45] [Watase said that, then turned back to Ukita and the others.]
181: 2190| [47] [Watase]
182: 2193| [45] ["Really sorry to keep you all waiting. Think you can still keep going?"]
183: 2201| [47] [Ena]
184: 2204| [45] ["Yes, I'll be fine... ready when you are."]
185: 2212| [47] [Ukita]
186: 2215| [45] ["No problems here."]
187: 2223| [47] [Yuuri]
188: 2226| [45] ["... Yes."]
189: 2231| [45] [Watase nodded when he heard their answers.]
190: 2236| [45] [Kazami then gently placed a hand on his shoulder--]
191: 2317| [47] [Kazami]
192: 2320| [45] ["... Thank you so much, Captain."]
193: 2325| [45] [And said that with a wide smile.]
194: 2330| [45] [One that seemed sad, yet mixed with a small hint of joy...]
195: 2427| [45] [--They decided to leave Hiyama's body where it was.]
196: 2432| [45] [They set his axe against the door as a gravestone of sorts.]
197: 2437| [45] [And with that, the elevator hall had become his temporary tomb...]
