  0:  119| [55] [√After Chapter 7]
275: 3715| [45] [and spotted Kazami in the passageway, fire extinguisher still in hand.]
276: 3720| [47] [Watase]
277: 3721| [45] [(!!)]
278: 3726| [45] [Her glare pierced Watase.]
279: 3731| [45] [And then--]
280: 3767| [45] [She made a mad dash straight for Watase!]
281: 3824| [47] [Watase]
282: 3827| [45] ["C'mon, close! Hurry up!"]
283: 3832| [45] [The gate started to slowly shut. But it wouldn't be fast enough.]
284: 3839| [45] [Kazami ran through the open gate,]
285: 3898| [45] [and swung her fire extinguisher down at Watase's head.]
286: 3927| [47] [Watase]
287: 3930| [45] ["Gagh!!"]
288: 3935| [45] [Sparks filled Watase's vision.]
289: 3959| [45] [His body shook left and right as he lost all sense of balance.]
290: 4004| [47] [Watase]
291: 4005| [45] [(Sh-she's gonna kill me if I don't do something...!)]
292: 4010| [47] [Watase]
293: 4011| [45] [(And if I die now... then Natsuhiko will also be in danger!)]
294: 4016| [45] [Those thoughts held Watase's splintering consciousness in place.]
295: 4021| [45] [He then mustered the last of his strength--]
296: 4038| [47] [Watase]
297: 4041| [45] ["AAAAAAAAAH!"]
298: 4067| [45] [And pushed Kazami right out of Area N.]
299: 4118| [47] [Kazami]
300: 4121| [45] ["Ghh!"]
301: 4132| [45] [Kazami grunted at almost the exact same moment that the gate finished shutting.]
302: 4180| [45] [Watase could hear her voice on the other side.]
303: 4188| [47] [Kazami]
304: 4191| [45] ["Watase! Wataseee!"]
305: 4199| [47] [Kazami]
306: 4202| [45] ["OPEN THE GATE, WATASE!"]
307: 4212| [45] [Her voice grew distant.]
308: 4217| [45] [Watase's headache and convulsions were growing more and more intense.]
309: 4222| [47] [Watase]
310: 4223| [45] [(--Did the AD wear off!?)]
311: 4228| [45] [All strength left him the moment he thought that.]
312: 4305| [47] [Watase]
313: 4308| [45] ["!"]
314: 4313| [45] [He suddenly felt faint.]
315: 4318| [45] [Watase tried to fight off that feeling--]
316: 4369| [45] [--But failed.]
317: 4374| [45] [The floor was growing closer and closer.]
318: 4379| [45] [Crap-- I'm falling!]
319: 4403| [45] [Watase felt Natsuhiko's weight vanish from his back at the same time he fell.]
320: 4408| [45] [It seemed the force had flung him to the side.]
321: 4413| [45] [But there was no longer anything Watase could do about that.]
