  0:   65| [55] [√After Chapter 6]
175: 2166| [45] ["That's... but..."]
176: 2171| [45] [Bewilderment filled her face.]
177: 2176| [45] [But just as quickly as it'd appeared--]
178: 2307| [45] [--it transformed into anger.]
179: 2315| [47] [Jun]
180: 2318| [45] ["... DON'T SCREW WITH ME!!"]
181: 2326| [47] [Jun]
182: 2329| [45] ["You think I'm doing this because I like it!? Don't group me in with you guys!"]
183: 2337| [47] [Jun]
184: 2340| [45] ["This is all your fault, you bastards! Your fault, your fault, YOUR FAULT!"]
185: 2395| [45] [Jun raised the engine cutter overhead in rage.]
186: 2400| [45] [Watase was still holding Ena.]
187: 2405| [45] [--He couldn't run away.]
188: 2410| [45] [And then,]
189: 2418| [47] [Watase]
190: 2421| [45] ["St--"]
191: 2426| [45] [before he could even say "stop",]
192: 2431| [45] [Jun mercilessly swung the engine cutter down on him.]
193: 2443| [45] [The blade came into contact with Watase's skull.]
194: 2448| [45] [His scalp split open, and his bones were smashed.]
195: 2453| [45] [Memories of Jun flickered by at that moment.]
196: 2533| [47] [Jun]
197: 2536| [45] ["And I'm 'Jun Moribe', Firefighter, 20 years old! I only just joined Sirus this year, so I'm whatcha'd call the team's 'new blood'!"]
198: 2562| [47] [Jun]
199: 2565| [45] ["My nickname's 'Sirius' Lady Suicide Squad Chief'! My catchphrase is 'Jun's my name, rescue's my game!' Let's get along, okay!?"]
200: 2624| [45] [--The last thing he ever heard was a mysterious sound--]
201: 2640| [47] [Watase]
202: 2643| [45] ["----!"]
203: 2650| [45] [Watase's agony was soundless.]
204: 2655| [45] [And as his gray matter splattered on top of the now dead Ena--]
205: 2712| [45] [--death finally came silently for Watase from beyond the darkness.]
206: 2800| [85] [　%N　%N　%N]
207: 2803| [45] [√A Bad Ending #11 [The Despised]]
208: 2806| [85] [　]
209: 2809| [45] [The result of Jun's trust being too low and her harboring a death wish against Watase.]
210: 2812| [85] [　]
211: 2815| [45] [You may be able to avert this fate by either raising favor towards Jun leading up to this point]
212: 2818| [45] [or by setting Kazami and Jun's Senses higher than Watase's at the SSS input just before this ending.]
