  0:   49| [55] [√Current Chapter2]
104: 1805| [45] [「君たちは要救助者だね？」]
105: 1983| [47] [夏彦]
106: 1986| [45] [「え、ええ……偶然ここにいて、巻き込まれてしまったんです」]
107: 2099| [45] [――そのイメージを、夏彦は強く念じた。]
108: 2104| [45] [それが渡瀬の脳内にも植え付けられるように、テレパシーを送るとき以上に集中して。]
109: 2109| [47] [夏彦]
110: 2110| [45] [（……届いたか……！？）]
111: 2233| [45] [そう思った瞬間、渡瀬の記憶群の中に、新たな情景が浮かび上がった。]
112: 2238| [47] [夏彦]
113: 2239| [45] [（できるぞ！　ＢＣで記憶を作り上げる事は可能なんだ！）]
114: 2244| [47] [夏彦]
115: 2245| [45] [（渡瀬の視点はもう充分体験してきたんだから、その記憶を応用すれば、新しい記憶を作れるはずだ！）]
116: 2250| [47] [夏彦]
117: 2251| [45] [（あとは渡瀬の仲間も、ちゃんとしたレスキュー隊員としてイメージできればいいんだけど――）]
118: 2256| [45] [――夏彦は、再び意識を集中させた。]
119: 2404| [47] [テロリスト１]
120: 2407| [45] [「我々はラボから要請を受け、救助活動に来たレスキュー隊だ」]
121: 2514| [47] [夏彦]
122: 2515| [45] [（１人はこの感じでいいとして。もう１人の方は……）]
123: 2603| [47] [テロリスト２]
124: 2606| [45] [「……気づかなきゃいいものを……！」]
125: 2611| [47] [テロリスト２]
126: 2614| [45] [「あの時、もう少し痛めつけておけばよかった……仏心を出したのがまずかったな」]
127: 2721| [47] [夏彦]
128: 2722| [45] [（よし……でもぼくの記憶のままじゃ、まんまテロリストの口調だから……）]
129: 2727| [45] [夏彦は自分の聞いた声を元に、イメージの中で２人に別の台詞を喋らせた。]
130: 2875| [47] [テロリスト２]
131: 2878| [45] [「――隊長、地下に要救助者が――」]
132: 2883| [47] [テロリスト１]
133: 2886| [45] [「すぐに来てくれ！」]
134: 2993| [47] [夏彦]
135: 2994| [45] [（違う……）]
136: 3142| [47] [――――――]
137: 3145| [45] [「――隊長、地下に要救助者が――」]
138: 3150| [47] [――――――]
139: 3153| [45] [「すぐに来てくれ！」]
140: 3260| [47] [夏彦]
141: 3261| [45] [（もう少し……！）]
142: 3409| [47] [隊員２]
143: 3412| [45] [「――隊長、地下に要救助者が――」]
144: 3417| [47] [隊員１]
145: 3420| [45] [「すぐに来てくれ！」]
146: 3527| [47] [夏彦]
147: 3528| [45] [（よし！　このイメージなら――！）]
148: 3533| [45] [そして夏彦は一気に、レスキュー活動をする彼らの姿を想像した。]
149: 3619| [45] [――６時４２分。渡瀬は部下からの無線を受け、地下に降りた。]
150: 3624| [45] [その数分後にはすでに、２人の部下と共に、ラボの地下を走っていた。]
151: 3629| [45] [渡瀬は防護服を着込んでいる。部下たちも同じく防護服を着ている。]
152: 3707| [47] [隊員２]
153: 3710| [45] [「隊長、こっちだ！」]
154: 3715| [47] [隊員１]
155: 3718| [45] [「こっちで足音が聞こえたんだ！」]
156: 3765| [45] [そして彼らはやがて――少年たちに遭遇した。]
157: 3875| [47] [少年]
158: 3878| [45] [「通報を受けて救助に来たんだよ、きっと！」]
159: 3904| [47] [少女]
160: 3907| [45] [「た……助かったぁ！」]
161: 3952| [47] [少女]
162: 3955| [45] [「おーいおーい、助けて下さーい！」]
163: 3963| [47] [渡瀬]
164: 3966| [45] [「要救助者だ！」]
165: 4079| [45] [そんな情景が、渡瀬の記憶群の中に浮かび上がる。]
166: 4084| [47] [夏彦]
167: 4085| [45] [（よし！　今度のはいけそうだ！）]
168: 4090| [47] [夏彦]
169: 4091| [45] [（でも、このままじゃ信憑性が薄いから――）]
170: 4218| [47] [渡瀬]
171: 4221| [45] [「名前は？」]
172: 4247| [47] [ましろ]
173: 4250| [45] [「夏彦とましろ、それからこっちはサリュです」]
174: 4258| [47] [渡瀬]
175: 4261| [45] [「サリュ？」]
176: 4287| [47] [サリュ]
177: 4290| [45] [「それはあだ名。三ノ宮・ルイーズ・優衣を縮めた」]
178: 4298| [47] [渡瀬]
179: 4301| [45] [「そうか……」]
180: 4353| [45] [渡瀬はそう言って腕時計に目をやる。針は『６時５２分』を指していた。]
181: 4459| [45] [するとその記憶も、渡瀬の中に追加され――]
182: 4464| [47] [夏彦]
183: 4465| [45] [（『サリュ』の由来は先生も知らないはずだから、これでどうにか信じてもらえればいいんだけど……）]
184: 4470| [47] [夏彦]
185: 4471| [45] [（――って、あれ？）]
186: 4476| [45] [そのとき夏彦は、自分の作り上げた記憶に奇妙な点がある事に気付いた。]
187: 4481| [47] [夏彦]
188: 4482| [45] [（渡瀬がしている時計が、ぼくの時計に変わってる？）]
189: 4487| [47] [夏彦]
190: 4488| [45] [（でも、何でそんなことに……？）]
191: 4493| [47] [夏彦]
192: 4494| [45] [（他人の記憶を変えると、ぼく自身の記憶の影響も、出てしまうものなのか……？）]
193: 4499| [45] [考えてはみたものの、その理由がよくわからない。]
194: 4504| [47] [夏彦]
195: 4505| [45] [（気になるけど……仕方ない、先に進めよう）]
196: 4510| [47] [夏彦]
197: 4511| [45] [（もしかすると、サリュのあだ名だけじゃ証明として弱いかもな。先生に気付かれなかったら終わりだし）]
198: 4516| [47] [夏彦]
199: 4517| [45] [（みんなに間違いなく信用してもらえるような、記憶をもう１つ加えないと……）]
200: 4522| [45] [そう考えた時――]
201: 4527| [45] [夏彦は、ちょうどいい『証明材料』がある事に気付いた。]
202: 4596| [47] [夏彦]
203: 4597| [45] [（そう言えば、数時間前……）]
204: 4602| [45] [――ましろと一緒に、第５エリアに閉じ込められた夏彦は――]
205: 4607| [45] [セキュリティカードを探して、天川美夜子研究室に入った。]
206: 4651| [45] [そして母の机の引き出しの中に、『薬品のアンプル剤が入った鉄製の箱』を大量に発見したのだった。]
207: 4656| [47] [夏彦]
208: 4657| [45] [（あの時は気付かなかったけど、あれはＡＤだったんじゃないか？）]
209: 4666| [45] [渡瀬たちもその後に、天川美夜子研究室でＡＤを５本発見したが、机の引き出しに入っているものまでは見つけていなかった。]
210: 4735| [47] [夏彦]
211: 4736| [45] [（だったらあのＡＤの記憶を、渡瀬に与えてやれば――！）]
212: 4857| [47] [渡瀬]
213: 4860| [45] [「これは……こんなところに、ＡＤが？」]
214: 4907| [47] [渡瀬]
215: 4910| [45] [「施設内にも、こんな大量に保管されていたのか……」]
216: 4915| [45] [その記憶を与え、夏彦は現実に帰った。]
217: 5095| [45] [現実に帰った途端、渡瀬の絶叫が聞こえた。]
218: 5103| [47] [渡瀬]
219: 5106| [45] [「――ぁああああっ！」]
220: 5114| [47] [風見]
221: 5117| [45] [「隊長！　落ち着いてください、隊長！」]
222: 5125| [47] [洵]
223: 5128| [45] [「だ、大丈夫！？」]
224: 5136| [47] [渡瀬]
225: 5139| [45] [「……あ、ああ……大丈夫だ」]
226: 5147| [47] [渡瀬]
227: 5150| [45] [「そ、それより……思い出した」]
228: 5176| [47] [風見]
229: 5179| [45] [「……え？」]
230: 5205| [47] [洵]
231: 5208| [45] [「思い出したって、まさか！？」]
232: 5216| [47] [渡瀬]
233: 5219| [45] [「……記憶が、戻ったんだ」]
234: 5262| [45] [――そして夏彦が与えた記憶によって、渡瀬は疑惑をかわすことに成功した。]
