  0:  105| [55] [√Before Chapter6]
 53:  607| [45] [夏彦は短く叫び、そして廃工場に駆け込んだ。]
 54:  660| [47] [夏彦]
 55:  663| [45] [「はぁっ、はぁっ……！」]
 56:  696| [47] [ましろ]
 57:  699| [45] [「ふぅぅ……っ！」]
 58:  732| [47] [サリュ]
 59:  735| [45] [「……！」]
 60:  740| [45] [声が漏れないよう、呼吸を整える。]
 61:  776| [45] [そしてそのまま忍び足で、物陰に隠れた。]
 62:  781| [45] [そこで息を殺していると、ましろのテレパシーが聞こえた。]
 63:  856| [85] [《……ここで隠れてれば、大丈夫かな……》]
 64:  857| [86] [ましろ]
 65:  858| [86] [《……ここで隠れてれば、大丈夫かな……》]
 66:  886| [45] [夏彦たちはそれに、小声で答えた。]
 67:  894| [47] [夏彦]
 68:  897| [45] [「……わからない。このままこの廃工場に気づかず、通り過ぎてくれれば……」]
 69:  923| [47] [サリュ]
 70:  926| [45] [「楽観はできない。もし奴が来たら――」]
 71:  952| [47] [サリュ]
 72:  955| [45] [「先手を打って、奇襲する」]
 73:  960| [45] [その言葉に、ましろが小さく息を呑んだ。]
 74: 1035| [85] [《奇襲？　あんな大きな男の人を？》]
 75: 1036| [86] [ましろ]
 76: 1037| [86] [《奇襲？　あんな大きな男の人を？》]
 77: 1068| [47] [サリュ]
 78: 1071| [45] [「相手が格闘技術を持っていなければ、問題ない」]
 79: 1097| [47] [サリュ]
 80: 1100| [45] [「また、格闘技術や武器を持っていたとしても、不意をつけばなんとかなる」]
 81: 1108| [47] [夏彦]
 82: 1111| [45] [「……大丈夫なのか？」]
 83: 1137| [47] [サリュ]
 84: 1140| [45] [「大丈夫……相手が１人だったらだけど」]
 85: 1145| [47] [夏彦]
 86: 1146| [45] [（じゃあもし、あの男に仲間がいたら！？）]
 87: 1157| [45] [そう思った時、工場の外で足音が聞こえた。]
 88: 1183| [47] [夏彦]
 89: 1186| [45] [「！」]
 90: 1191| [45] [夏彦は身を縮め、呼吸を殺した。]
 91: 1196| [45] [足音が、ゆっくりと、工場の中に入ってくる。]
 92: 1201| [45] [その足音の数は――]
 93: 1206| [45] [１つだった。]
 94: 1281| [85] [《相手は１人……なんとかなる？》]
 95: 1282| [86] [ましろ]
 96: 1283| [86] [《相手は１人……なんとかなる？》]
 97: 1329| [45] [サリュが無言でうなずいた。]
 98: 1386| [85] [《私たちも手伝った方がいい？》]
 99: 1387| [86] [ましろ]
100: 1388| [86] [《私たちも手伝った方がいい？》]
101: 1434| [45] [サリュは無言で首を振った。]
102: 1509| [85] [《１人でやれるの……？》]
103: 1510| [86] [ましろ]
104: 1511| [86] [《１人でやれるの……？》]
105: 1557| [45] [サリュはうなずき、そして微笑んだ。安心しろというように。]
106: 1586| [45] [……足音が近づいてくる。]
107: 1591| [45] [男の息遣いさえ感じ取れるほどに。]
108: 1596| [45] [やがてサリュは、頃合を見計らい――]
109: 1625| [45] [物陰から飛び出した。]
110: 1673| [47] [男]
111: 1676| [45] [「ッ！？」]
112: 1895| [45] [薄闇の中に、サリュの影が躍る。]
113: 1900| [45] [男が息を呑むのがわかった。]
114: 1918| [47] [サリュ]
115: 1921| [45] [「シッ！！」]
116: 1926| [45] [サリュは男が身構えるより早く――]
117: 1997| [45] [その側頭部に、飛び回し蹴りを叩き込んでいた。]
118: 2142| [47] [男]
119: 2145| [45] [「……！」]
120: 2150| [45] [男が声もなく、床に倒れこむ。]
121: 2158| [47] [夏彦]
122: 2161| [45] [「や、やった！」]
123: 2169| [47] [ましろ]
124: 2172| [45] [「すごい、さすがサリュ！」]
125: 2177| [45] [夏彦とましろは声を上げ、サリュは照れ臭そうに目を逸らした。]
126: 2185| [47] [サリュ]
127: 2188| [45] [「……それよりこの男、何者だろう」]
128: 2196| [47] [夏彦]
129: 2199| [45] [「状況から察するに、テロリストっぽいけど……」]
130: 2207| [47] [サリュ]
131: 2210| [45] [「気絶から覚めるのを待って、聞いてみる？」]
132: 2218| [47] [夏彦]
133: 2221| [45] [「いや……それは危険な気がする」]
134: 2229| [47] [夏彦]
135: 2232| [45] [「ましろ、エンパシーでこの男の心を読めるか？」]
136: 2240| [47] [ましろ]
137: 2243| [45] [「え、どうだろ……気絶した人の心なんて、読んだ事ないから」]
138: 2251| [47] [ましろ]
139: 2254| [45] [「でも、ちょっとやってみるよ」]
140: 2262| [47] [夏彦]
141: 2265| [45] [「あぁ、ぼくも試してみよう」]
142: 2270| [45] [夏彦たちはそう言って、額に指を当てた。]
143: 2275| [45] [そのまま倒れている男に意識を集中し、その心を読もうと強く念じる。]
144: 2280| [47] [夏彦]
145: 2281| [45] [（教えろ……お前は何者だ）]
146: 2286| [47] [夏彦]
147: 2287| [45] [（本当に、テロリストなのか！？）]
148: 2292| [45] [それは心の底からの念だった。]
149: 2298| [45] [集中が深度を増し、やがて五感が消えていく。]
150: 2413| [47] [夏彦]
151: 2414| [45] [（……よし、この感覚だ……エンパシーが発動するぞ！）]
152: 2419| [45] [そう思った瞬間、失われた聴覚の代わりに――]
153: 2424| [45] [奇妙な声が聞こえてきた。]
154: 2638| [85] [《―…―…ッ…――…ぅ―…――》]
155: 2639| [86] [男]
156: 2640| [86] [《―…―…ッ…――…ぅ―…――》]
157: 2668| [45] [だがそれは意味をなさない、思考の残滓だった。]
158: 2725| [85] [《…――……―…ィ―…―…―》]
159: 2726| [86] [男]
160: 2727| [86] [《…――……―…ィ―…―…―》]
161: 2755| [45] [ノイズのようなものが断片的に聞こえるだけだ。]
162: 2760| [45] [注意深く探ってみても、結果は同じだった。]
163: 2765| [47] [夏彦]
164: 2766| [45] [（くそ、これじゃ何もわからない……）]
165: 2771| [47] [夏彦]
166: 2772| [45] [（やっぱりダメか、気絶してても『心を開いてる』って事にはならないんだ）]
167: 2890| [45] [夏彦は集中を解き、ましろに言う。]
168: 2898| [47] [夏彦]
169: 2901| [45] [「ましろ、そっちは――」]
170: 2906| [45] [そう言いかけて、息を呑んだ。]
171: 2911| [45] [ましろが目を見開いて、立ち尽くしている。]
172: 2952| [47] [ましろ]
173: 2955| [45] [「な、夏彦……！」]
174: 2963| [47] [夏彦]
175: 2966| [45] [「！？」]
176: 2971| [45] [はっとして、ましろの視線の先を追うと――]
177: 3103| [45] [いつのまにか暗がりの中に、男が２人立っていた。]
178: 3111| [47] [夏彦]
179: 3114| [45] [「なっ……！」]
180: 3119| [45] [夏彦はその時、初めて気づいた。]
181: 3165| [45] [サリュがその男たちの、足元に倒れている事に。]
182: 3210| [45] [そして左側の男の手には、銃が握られている。]
183: 3215| [45] [疑う余地もない――そこにいるのは、間違いなく、テロリストだった。]
184: 3260| [47] [夏彦]
185: 3261| [45] [（しまった、やっぱり仲間がいたのか……！）]
186: 3266| [45] [夏彦は己のうかつさを呪った。]
187: 3271| [45] [夏彦はＢＣを発動しようとすると、五感が消失する。]
188: 3276| [45] [つまり自分の周囲で何が起きているのかさえ、まるでわからなくなるのだ。]
189: 3281| [47] [夏彦]
190: 3282| [45] [（後から入ってきたこいつらに、サリュはやられちまったのか……！）]
191: 3287| [45] [血も出ていないところを見ると、気絶させられただけらしい。]
192: 3292| [45] [だがこの３人の中で、唯一戦闘技術を持っている彼女が倒された以上――反撃のしようがなくなってしまった。]
193: 3300| [47] [ましろ]
194: 3303| [45] [「さ、サリュ……」]
195: 3308| [45] [ましろが震える声で呟き、サリュに歩み寄ろうとすると、]
196: 3313| [47] [男２]
197: 3316| [45] [「動くな」]
198: 3321| [45] [そんな声が返ってきた。]
199: 3326| [47] [男２]
200: 3329| [45] [「動いた瞬間、撃つ」]
201: 3337| [47] [夏彦]
202: 3340| [45] [「……！」]
203: 3345| [45] [そう言われて夏彦は、とっさにましろを庇うように立った。]
204: 3350| [45] [するともう１人の男が言う。]
205: 3358| [47] [男３]
206: 3361| [45] [「天川夏彦と、鳥羽ましろだな」]
207: 3369| [47] [夏彦]
208: 3372| [45] [「……！」]
209: 3380| [47] [夏彦]
210: 3383| [45] [「どうして、ぼくらの名前を……！？」]
211: 3391| [47] [男３]
212: 3394| [45] [「調べさせてもらったよ。俺たちの計画について、嗅ぎまわっている子供がいると聞いたものでな」]
213: 3402| [47] [夏彦]
214: 3405| [45] [「ッ……！」]
215: 3410| [45] [夏彦の背筋に冷たいものが走った。]
216: 3415| [45] [まさかこれほど早く相手に感づかれるとは、思いもしなかったからだ。]
217: 3420| [47] [夏彦]
218: 3421| [45] [（こいつら……ぼくらが思っていたより、ずっと巨大な組織なのか……！？）]
219: 3426| [45] [言葉を失う夏彦に、男は続けて言う。]
220: 3434| [47] [男３]
221: 3437| [45] [「……正義感も行き過ぎると、身を滅ぼす事になる」]
222: 3445| [47] [男３]
223: 3448| [45] [「悪いが処理させてもらうぞ」]
224: 3456| [47] [夏彦]
225: 3459| [45] [「こ……殺すのか？」]
226: 3464| [45] [その問いに、もう１人の男が簡潔に答える。]
227: 3469| [47] [男２]
228: 3472| [45] [「ああ、殺すよ」]
229: 3480| [47] [ましろ]
230: 3483| [45] [「ひッ……！」]
231: 3491| [47] [男３]
232: 3494| [45] [「待て、死体が出たら目立つだろう」]
233: 3499| [47] [男２]
234: 3502| [45] [「だが計画の前には、わずかな不安要素もあってはならない。違うか？」]
235: 3510| [47] [男３]
236: 3513| [45] [「もちろんだ、だから――」]
237: 3521| [47] [男３]
238: 3524| [45] [「ひとまず眠っていてもらおう」]
239: 3563| [45] [男はそう言うや否や、ましろに駆け寄った。]
240: 3612| [45] [そして手刀をましろの首に叩きつける。]
241: 3670| [47] [ましろ]
242: 3673| [45] [「あっ……！」]
243: 3693| [45] [ましろは一声短く叫ぶと、その場に倒れ込んだ。]
244: 3701| [47] [夏彦]
245: 3704| [45] [「な、何をする！」]
246: 3712| [47] [男３]
247: 3715| [45] [「眠っててもらうといったはずだ」]
248: 3723| [47] [夏彦]
249: 3726| [45] [「お前……よくも！　よくもましろを！」]
250: 3791| [45] [夏彦は怒りに任せて、男に殴りかかった。]
251: 3796| [45] [だがあっさりとかわされ、背後に回りこまれる。]
252: 3822| [45] [そして次の瞬間には、男の太い腕が、夏彦の首に巻きついていた。]
253: 3830| [47] [夏彦]
254: 3833| [45] [「ぐっ……が、はっ……！」]
255: 3838| [45] [呼吸が止まり、うめき声が喉から絞り出された。]
256: 3846| [47] [夏彦]
257: 3849| [45] [「く、そ……」]
258: 3857| [47] [夏彦]
259: 3860| [45] [「離、せ……！」]
260: 3865| [45] [だが力の限りもがいても、びくともしない。]
261: 3870| [45] [絶望的なまでの力の差が、男の腕を通じて伝わってくる。]
262: 3880| [45] [すぐに意識が遠のき始めた。]
263: 3885| [47] [夏彦]
264: 3886| [45] [（ち、畜生……！）]
265: 3891| [47] [夏彦]
266: 3892| [45] [（こんなところで終わるのか……！？）]
267: 3897| [45] [夏彦にできる事は、もう残されていなかった。]
268: 3902| [45] [己の無力さを知ると同時に、内なる怒りが高まる。]
269: 3907| [47] [夏彦]
270: 3908| [45] [（せめて……）]
271: 3913| [47] [夏彦]
272: 3914| [45] [（せめてこいつらの計画の、詳細を……！）]
273: 3919| [45] [このままでは終われないと心が叫ぶ。]
274: 3924| [45] [怒りの濁流が夏彦の中を流れる。]
275: 3929| [47] [夏彦]
276: 3930| [45] [（エンパシーでもなんでもいい！）]
277: 3935| [47] [夏彦]
278: 3936| [45] [（こいつらの心を――！）]
279: 3941| [45] [――そう思った瞬間――]
280: 4054| [45] [夏彦の視界が暗転し、]
281: 4212| [45] [脳裏に、奇妙な映像が浮かんだ。]
282: 4217| [47] [夏彦]
283: 4218| [45] [（！？）]
284: 4276| [45] [それは見覚えのない部屋の光景だった。]
285: 4281| [45] [どこかすぐそばから、誰かの声が響く。]
286: 4364| [47] [？？]
287: 4367| [45] [「――口を塞ぐのか」]
288: 4372| [45] [すると別の誰かが、それに答えた。]
289: 4380| [47] [？？]
290: 4383| [45] [「止むを得ないだろう……」]
291: 4391| [47] [？？]
292: 4394| [45] [「俺たちに、子どもを殺せと？」]
293: 4402| [47] [？？]
294: 4405| [45] [「そこまではするな。脅しをかけ、縛り上げればいい」]
295: 4413| [47] [？？]
296: 4416| [45] [「保安課も動いている。睨まれるとまずいし、ラボの警戒レベルを上げるわけにもいかん」]
297: 4424| [47] [？？]
298: 4427| [45] [「決行は明日なのだから――」]
299: 4432| [45] [そこまで聞こえたところで、声は急速に小さくなり――]
300: 4533| [45] [そして映像も消えた。]
301: 4580| [47] [夏彦]
302: 4581| [45] [（な……！）]
303: 4586| [45] [夏彦は息を呑んだ。]
304: 4591| [45] [いま何が起きたのだろうか。エンパシーとも少し違う気がする。]
305: 4596| [45] [だが、確実にわかる事がある。]
306: 4601| [47] [夏彦]
307: 4602| [45] [（やっぱり……こいつらが狙っているのは、ラボ……！）]
308: 4607| [47] [夏彦]
309: 4608| [45] [（決行は、明朝……！？）]
310: 4613| [47] [夏彦]
311: 4614| [45] [（止……め……）]
312: 4733| [45] [だがそれを誰にも伝えることさえできず、夏彦の意識は消えていった。]
313: 4738| [45] [視覚が闇に落ち、聴覚も失われていく。]
314: 4743| [45] [なのになぜか――]
315: 4754| [45] [腕時計の秒針の音だけが、やけに大きく聞こえた。]
316: 4759| [45] [それに混じって、かすかな声が響く。]
317: 4969| [85] [《……りん》]
318: 4970| [86] [悠里]
319: 4971| [86] [《……りん》]
320: 4999| [45] [それは悠里の声だった。]
321: 5004| [47] [夏彦]
322: 5005| [45] [（……悠里？）]
323: 5010| [45] [その声はなぜか寂しげに言う。]
324: 5067| [85] [《……ひこりんは、辿り着いちゃったんだね》]
325: 5068| [86] [悠里]
326: 5069| [86] [《……ひこりんは、辿り着いちゃったんだね》]
327: 5097| [47] [夏彦]
328: 5098| [45] [（え？）]
329: 5155| [85] [《あれがコミュニケーターの行き着くところ……》]
330: 5156| [86] [悠里]
331: 5157| [86] [《あれがコミュニケーターの行き着くところ……》]
332: 5172| [85] [《エンパシーの先にある能力。心と心をつなぐ力》]
333: 5173| [86] [悠里]
334: 5174| [86] [《エンパシーの先にある能力。心と心をつなぐ力》]
335: 5227| [85] [《だけどそれはもう、使わない方がいいよ……]
336: 5229| [85] [知らなくてもいい事を、知ってしまうかもしれないから》]
337: 5230| [86] [悠里]
338: 5231| [86] [《だけどそれはもう、使わない方がいいよ……知らなくてもいい事を、知ってしまうかもしれないから》]
339: 5259| [47] [夏彦]
340: 5260| [45] [（そんな……知らなくてもいいなんて事、あるもんか！）]
341: 5265| [45] [夏彦は声にならない叫び声を上げた。]
342: 5270| [47] [夏彦]
343: 5271| [45] [（奴らの目的がわかったんだ！　ぼくらの推察は当たっていた！）]
344: 5276| [47] [夏彦]
345: 5277| [45] [（だから、なんとかしなきゃ！）]
346: 5282| [45] [だがわかった時にはもう遅く、夏彦の意識は途切れようとしている。]
347: 5287| [45] [悠里は短い沈黙の末――ほんの少しだけ、嬉しそうにいった。]
348: 5380| [85] [《……そうだよね。ひこりんなら、そう思うよね……》]
349: 5381| [86] [悠里]
350: 5382| [86] [《……そうだよね。ひこりんなら、そう思うよね……》]
351: 5433| [85] [《だったら、諦めちゃだめだよ……》]
352: 5434| [86] [悠里]
353: 5435| [86] [《だったら、諦めちゃだめだよ……》]
354: 5450| [85] [《もう真実は、すぐそこにあるんだから》]
355: 5451| [86] [悠里]
356: 5452| [86] [《もう真実は、すぐそこにあるんだから》]
357: 5467| [85] [《ひこりんなら、必ずたどり着けるから》]
358: 5468| [86] [悠里]
359: 5469| [86] [《ひこりんなら、必ずたどり着けるから》]
360: 5561| [45] [その声も遠くなっていく。]
361: 5567| [45] [やがて腕時計の秒針の音も消えていき――]
362: 5572| [45] [そして、止まった。]
