  0:   65| [55] [√After Chapter 3]
 36:  633| [45] [This document contains a compilation of the problems hinted at by this incident.]
 37:  636| [45] [The cause of the fire--[text too blurred to make out]--of Senior Fellow S.]
 38:  639| [45] [S had been appointed as an administrator of--[text too blurred to make out]--]
 39:  642| [45] [As a result, he had quite a great number of opportunities to come into contact with the research results--[text too blurred to make out]--]
 40:  646| [45] [And about three months later, S co--[text too blurred to make out]--]
 41:  649| [45] [He took the power generator gasoline stored--[text too blurred to make out]--]
 42:  652| [45] [--[text too blurred to make out]--set them all on fire and intentionally caused the--[text too blurred to make out]--]
 43:  655| [45] [He also un--[text too blurred to make out]--ro.]
 44:  658| [45] [--[text too blurred to make out]--]
 45:  661| [45] [--[text too blurred to make out]--this is nothing more than a guess, seeing--[text too blurred to make out]--is quite high.]
 46:  664| [45] [Furthermore, these research results--[text too blurred to make out]--designated as "N" amongst--[text too blurred to make out]--]
 47:  668| [45] [Also, while this is not directly--[text too blurred to make out]--%Ntwo children infiltrated the facility on the day of the incident at a most unfortunate time.]
 48:  671| [45] [--[text too blurred to make out]--for children to have found and exploited a hole in our security.]
 49:  674| [45] [This is quite frankly the epitome of carelessness for our security systems.]
 50:  677| [45] [And two lives were lost as a result.]
 51:  680| [45] [We must all learn a lesson from this incident.]
 52:  683| [45] [Strengthening--[text too blurred to make out]--y alone doesn't guarantee us any safety whatsoever.]
 53:  686| [45] [There is an urgent need to have the specifications of a Case N reviewed and for the security systems to be enhanced.]
 54:  689| [45] [Otherwise, we may foresee yet another repeat of this tragedy.]
 55:  692| [85] [　]
 56:  695| [45] [--[text too blurred to make out]--mic and Biological Organization Security Chief Isao Kawada--]
 57:  721| [45] [--It appeared to be a record regarding a fire that'd happened in this facility in the past.]
 58:  747| [47] [Jun]
 59:  750| [45] ["2021..."]
 60:  755| [45] [Jun muttered that in a grim voice.]
 61:  763| [47] [Watase]
 62:  766| [45] ["Yeah... if I'm not mistaken, it's 2030 now, right?"]
 63:  792| [47] [Jun]
 64:  795| [45] ["Yeah. That was nine years ago, huh?"]
 65:  803| [47] [Watase]
 66:  806| [45] ["Do you remember that fire at all?"]
 67:  832| [47] [Jun]
 68:  835| [45] ["Well, I was in elementary school at the time... but yeah, I vaguely remember hearing about it."]
 69:  843| [47] [Jun]
 70:  846| [45] ["I think a kid died. But it was the uproar that happened -after- the fire rather than the fire itself that was more memorable."]
 71:  854| [47] [Watase]
 72:  857| [45] ["What do you mean?"]
 73:  883| [47] [Jun]
 74:  886| [45] ["That kid was taken to the hospital afterwards and died... but there were all these scandalous stories about it at first."]
 75:  894| [47] [Jun]
 76:  897| [45] ["Stuff like 'the kid died of radiation exposure' or 'the fire caused a radiation leak'."]
 77:  905| [47] [Watase]
 78:  908| [45] ["What...!?"]
 79:  934| [47] [Jun]
 80:  937| [45] ["Well, it was only a few people who made such a big fuss out of it, and the stories were soon dismissed as rumors... but the part about the kid dying is true."]
 81:  945| [47] [Watase]
 82:  948| [45] ["... That sure isn't easy to think about..."]
 83:  974| [47] [Jun]
 84:  977| [45] ["Yeah... 2021 was a real bad year."]
 85:  982| [45] [Jun looked back at the report.]
 86: 1008| [47] [Jun]
 87: 1011| [45] ["The fact that they said 'the worst possible outcome was averted' means that a Case N probably didn't happen back then..."]
 88: 1019| [47] [Watase]
 89: 1022| [45] ["The 'disaster' did end up repeating itself anyway...!"]
 90: 1027| [45] [Watase and Jun's voices were tinged with bitterness.]
 91: 1032| [45] [The security systems must never have been enhanced.]
 92: 1040| [47] [Watase]
 93: 1043| [45] ["Tch... then let's make sure that there's at least no more victims this time around."]
 94: 1069| [47] [Jun]
 95: 1072| [45] ["Damn straight. We'll save everyone and get the hell out of here."]
 96: 1077| [45] [Watase and Jun nodded at each other and left the room.]
