  0:   66| [55] [√After Chapter 6]
117: 1114| [45] ["... That's why I..."]
118: 1254| [47] [Jun]
119: 1257| [45] ["... can't do what you say!"]
120: 1265| [47] [Watase]
121: 1268| [45] ["!!"]
122: 1273| [45] [Watase's eyes widened]
123: 1359| [45] [just as Jun pushed him away from her.]
124: 1367| [47] [Watase]
125: 1370| [45] ["Ghh!!"]
126: 1375| [45] [Watase was taken by surprise and fell to the floor.]
127: 1380| [47] [Watase]
128: 1381| [45] [(Shit! Is she really gonna kill me!?)]
129: 1386| [45] [Watase looked up in shock.]
130: 1434| [45] [But Jun's next attack never came.]
131: 1439| [45] [She just took a step back and looked at Watase.]
132: 1501| [47] [Jun]
133: 1504| [45] ["... You're right. A rescue worker's job -is- to save lives."]
134: 1512| [47] [Jun]
135: 1515| [45] ["But that's exactly why I've gotta do this."]
136: 1523| [47] [Watase]
137: 1526| [45] ["Huh...?"]
138: 1534| [47] [Jun]
139: 1537| [45] ["... It's okay if you don't understand."]
140: 1563| [47] [Jun]
141: 1566| [45] ["You and the Lieutenant better get going now. I don't want to talk about this, you know..."]
142: 1571| [45] [Those words shook the foundation of Watase's beliefs.]
143: 1576| [45] [She talked like Watase wasn't her target.]
144: 1584| [47] [Watase]
145: 1587| [45] ["Mo... Moribe!? Just what are you after!?"]
146: 1595| [47] [Jun]
147: 1598| [45] ["... I can't tell you. You're the one person I don't want knowing about what I'm about to do."]
148: 1606| [47] [Watase]
149: 1609| [45] ["...!?"]
150: 1635| [47] [Jun]
151: 1638| [45] ["But I'll just say this:"]
152: 1646| [47] [Jun]
153: 1649| [45] ["... You and I are no longer buddies."]
154: 1688| [45] [Jun then turned around and broke off into a run down the connecting passageway.]
155: 1745| [47] [Watase]
156: 1748| [45] ["M-Moribe, wait!"]
157: 1756| [47] [Watase]
158: 1759| [45] ["Please tell me what you're doing--!"]
159: 1921| [45] [But Jun refused to answer that question--]
160: 1926| [45] [--and disappeared behind the security gate.]
161: 1938| [45] [Watase soon heard the sound of Kazami running up to him.]
162: 2003| [47] [Kazami]
163: 2006| [45] ["Captain! Are you all right!?"]
164: 2011| [45] [Watase didn't answer her. He just stared at the shut security gate.]
165: 2019| [47] [Watase]
166: 2022| [45] ["Wha... what the hell just happened...!?"]
167: 2048| [47] [Kazami]
168: 2051| [45] ["... I don't know. However..."]
169: 2059| [47] [Kazami]
170: 2062| [45] ["She's gone back to the way she was just a few minutes ago. I never dreamed she would ever act this way...!"]
171: 2067| [45] [Lament filled Kazami's face.]
172: 2072| [45] [Watase wrapped his arms around her shoulders and spoke.]
173: 2080| [47] [Watase]
174: 2083| [45] ["I'm sorry... I totally failed to persuade her."]
175: 2091| [47] [Watase]
176: 2094| [45] ["Old man Ukita might have heard the ruckus and be on his way over now... We need to get away from here for now."]
177: 2120| [47] [Kazami]
178: 2123| [45] ["Yes..."]
179: 2177| [45] [--Watase and Kazami carried Natsuhiko and Salyu on their backs again and ran down the passageway.]
180: 2182| [45] [They looked around for a place to hide without stopping.]
181: 2195| [45] [They fled into the Area 3 connecting passageway and closed the gate before Kazami chose to speak up in a frightened voice.]
182: 2257| [47] [Kazami]
183: 2260| [45] ["But... where do you think we should run?"]
184: 2268| [47] [Kazami]
185: 2271| [45] ["Is there even a single safe place in this facility...?"]
186: 2276| [47] [Watase]
187: 2277| [45] ["..."]
188: 2282| [45] [While they didn't know what Jun's motive was, they couldn't let their guard down so long as she had her engine cutter.]
189: 2287| [45] [If her target happened to be Natsuhiko or Salyu-- then they'd be screwed no matter what room they hid in. She'd just break down the door.]
190: 2295| [47] [Watase]
191: 2298| [45] ["... But if we keep running around with these kids on our backs, we're gonna get caught eventually...!"]
