  0:   76| [55] [√After Chapter 5]
106: 1348| [45] [What in the world was happening outside...?]
107: 1398| [45] [--Two hours passed.]
108: 1403| [45] [Watase had already thrown up twice, likely due to the effects of radiation exposure.]
109: 1409| [45] [Yet his nausea just wouldn't go away, and his headaches and the numbness in his skin only grew worse with time.]
110: 1414| [47] [Watase]
111: 1415| [45] [(Dammit... enough is enough...)]
112: 1421| [45] [Without the willpower to speak, Watase had to settle for cursing in his head--]
113: 1440| [45] [Watase felt goosebumps spread all over his body at that sound.]
114: 1451| [47] [Watase]
115: 1452| [45] [(Were those-- gunshots!?)]
116: 1457| [47] [Watase]
117: 1458| [45] [(What happened!? What's going on out there!?)]
118: 1463| [45] [Anxiety swiftly filled Watase's heart.]
119: 1471| [47] [Watase]
120: 1474| [45] ["Hey, is anyone around!? Get me out of here, please!"]
121: 1479| [45] [Watase started shouting outside as his panic grew worse and worse.]
122: 1484| [45] [Soon enough--]
123: 1537| [45] [--Jun opened the door.]
124: 1563| [47] [Jun]
125: 1566| [45] ["Captain..."]
126: 1571| [45] [She staggered into the room on unsteady feet.]
127: 1579| [47] [Watase]
128: 1582| [45] ["Moribe, what happened!? I thought I heard gunshots!"]
129: 1648| [47] [Jun]
130: 1649| [45] ["..."]
131: 1660| [45] [But Jun cut Watase's bonds with her army knife without another word.]
132: 1665| [45] [Her face was unbelievably pale.]
133: 1670| [45] [Her pained breaths made it even clearer that she wasn't her normal self.]
134: 1678| [47] [Watase]
135: 1681| [45] ["M-Moribe...?"]
136: 1686| [45] [Watase called out to her in worry--]
137: 1712| [47] [Jun]
138: 1715| [45] ["Ugh..."]
139: 1766| [45] [--only for Jun to pitch forward. Watase immediately caught her.]
140: 1774| [47] [Watase]
141: 1777| [45] ["H-hey!"]
142: 1782| [45] [His palms were damp with something sticky.]
143: 1858| [45] [It was blood-- lots and lots of blood.]
144: 1863| [45] [Watase then noticed that Jun's back was being stained red by a large cut that was ripping right through it.]
145: 1875| [47] [Watase]
146: 1878| [45] ["Moribe... how...!?"]
147: 1886| [47] [Jun]
148: 1889| [45] ["... Cap... tain... run... for it..."]
149: 1897| [47] [Jun]
150: 1900| [45] ["... She... she's..."]
151: 1905| [45] [Jun wheezed out a breath before she could say any more.]
152: 1910| [45] [And with that, she stopped moving altogether.]
153: 1918| [47] [Watase]
154: 1921| [45] ["M-Moribe...?"]
155: 1926| [45] [She didn't respond to him.]
156: 1931| [45] [He could tell Jun's body was losing heat and fast.]
157: 1939| [47] [Watase]
158: 1942| [45] ["Moribe! Hang in there, you hear me!? Moribe!"]
159: 1947| [45] [But Jun didn't move.]
160: 1955| [47] [Watase]
161: 1958| [45] ["N-no way... If this is a bad joke, then cut it out!"]
162: 1963| [45] [Watase silently prayed as he checked Jun's Vital Checker.]
163: 2060| [45] [--All red.]
164: 2065| [45] [That signified "death".]
165: 2089| [47] [Watase]
166: 2092| [45] ["Moribe... no..."]
167: 2100| [47] [Watase]
168: 2103| [45] ["Why...?"]
169: 2111| [47] [Watase]
170: 2114| [45] ["Why did this happen...?"]
171: 2122| [47] [Watase]
172: 2125| [45] ["Moribe..."]
173: 2130| [47] [Watase]
174: 2131| [45] ["..."]
175: 2136| [47] [Watase]
176: 2137| [45] ["..."]
177: 2142| [47] [Watase]
178: 2143| [45] ["..."]
179: 2151| [47] [Watase]
180: 2154| [45] ["... Dammit..."]
181: 2162| [47] [Watase]
182: 2165| [45] ["--DAMMIT! Who the hell did this to Moribe!?"]
183: 2216| [45] [Watase ran out the room, desperate for answers.]
184: 2221| [47] [Watase]
185: 2222| [45] [(--What happened here!?)]
186: 2227| [47] [Watase]
187: 2228| [45] [(What in the world has been happening in LABO while I've been locked up!?)]
188: 2277| [45] [He then randomly ran around and eventually ended up in a connecting passageway--]
189: 2282| [45] [Only to find Ukita sitting against the well.]
190: 2287| [45] [Watase had a bad feeling about the situation.]
191: 2292| [45] [He could see a pool of blood spreading in front of Ukita.]
192: 2300| [47] [Watase]
193: 2303| [45] ["--Old man!"]
194: 2308| [45] [Watase ran up to Ukita and touched his shoulder.]
195: 2313| [45] [When he did, Ukita's body fell to the ground sideways without offering the slightest resistance--]
196: 2324| [45] [There was a giant, deep cut stretching from his right shoulder all the way to his heart.]
197: 2332| [47] [Watase]
198: 2335| [45] ["Old man! Hey! Hang in there!"]
199: 2340| [45] [But Ukita didn't answer--]
200: 2345| [45] [Watase just then noticed that there was something in Ukita's hand.]
201: 2445| [47] [Watase]
202: 2448| [45] ["Wha!? What was the old man doing with something like this!?"]
203: 2453| [45] [The pistol in Ukita's hand was a totally different model from the one Ena had given him.]
204: 2474| [45] [Watase looked around to find there were bullet marks in the nearby walls and floor.]
205: 2482| [47] [Watase]
206: 2485| [45] ["Then that gunfire I heard was--!?"]
207: 2490| [45] [Ukita had probably been trying to fight off someone with that pistol.]
208: 2495| [45] [But he had been no match for them.]
209: 2500| [45] [He had been slain in one mere strike.]
210: 2505| [45] [And his wound looked identical to the one on Jun's back.]
211: 2510| [47] [Watase]
212: 2511| [45] [(Which means that the old man fought their attacker here to give Jun time to escape!?)]
213: 2516| [47] [Watase]
214: 2517| [45] [(But even though he was no expert with guns, who could have avoided all the old man's shots and killed him like this...!?)]
215: 2522| [47] [Watase]
216: 2523| [45] [(--No way!)]
217: 2528| [45] [Several scenes of all the death Watase had seen in this place went through his head.]
218: 2816| [47] [Watase]
219: 2817| [45] [(Is the one who killed those five now on the move!?)]
220: 2822| [45] [Then the fact that the same killer had murdered Ukita and Jun meant--]
221: 2827| [47] [Watase]
222: 2828| [45] [(Shit! Are they trying to kill us all!?)]
223: 2833| [45] [Watase then gasped as it finally hit him.]
224: 2841| [47] [Watase]
225: 2844| [45] ["--Then that means Tachibana and Teach are in trouble!"]
226: 2849| [45] [Watase left Ukita's corpse behind and ran through the connecting passageway.]
227: 2904| [45] [But what he found waiting for him was--]
228: 2914| [47] [Watase]
229: 2917| [45] ["Wha...!?"]
230: 2922| [45] [Watase was immediately rendered speechless when he arrived at the inner ring.]
231: 2966| [45] [The whole floor was covered in spreading blood-- .]
232: 2971| [45] [Kazami was lying face up right in the middle of it.]
233: 2989| [47] [Watase]
234: 2992| [45] ["--Tachibana!?"]
235: 2997| [45] [Watase ran up to her and held her in his arms.]
236: 3002| [45] [There was a large vertical cut across Kazami's chest.]
237: 3007| [45] [The same kind of cut that Jun and Ukita had.]
238: 3012| [45] [Rivets of still warm blood poured out of it.]
239: 3145| [47] [Kazami]
240: 3148| [45] ["... Wa... Watase...?"]
241: 3153| [45] [Kazami was still breathing faintly.]
242: 3161| [47] [Watase]
243: 3164| [45] ["Tachibana! Just hold on, I'll treat you right away!"]
244: 3169| [45] [But Kazami kept talking deliriously as if she didn't hear a word Watase said.]
245: 3177| [47] [Kazami]
246: 3180| [45] ["Wata... se... I'm... sorry..."]
247: 3188| [47] [Kazami]
248: 3191| [45] ["If only... I'd... trusted... you... more..."]
249: 3196| [45] [Kazami's life grew fainter with each word.]
250: 3204| [47] [Watase]
251: 3207| [45] ["Tachibana, that's enough! It's okay, just save your breath!"]
252: 3215| [47] [Kazami]
253: 3218| [45] ["Aah... I can't see..."]
254: 3226| [47] [Kazami]
255: 3229| [45] ["Hey... where are you...?"]
256: 3237| [47] [Kazami]
257: 3240| [45] ["N-no... I don't... want to be alone... any... more..."]
258: 3245| [45] [It seemed Kazami's eyesight was rapidly failing.]
259: 3253| [47] [Watase]
260: 3256| [45] ["Tachibana! I'm here! I'm right here!"]
261: 3261| [45] [Watase looked into Kazami's eyes as he desperately called out to her.]
262: 3306| [45] [But she just looked up at the ceiling meaninglessly--]
263: 3311| [45] [And then, all of a sudden, something shined in her eyes.]
264: 3316| [47] [Watase]
265: 3317| [45] [(Is that something silver...?)]
266: 3322| [45] [At the very moment Watase realized that...]
267: 3491| [47] [Watase]
268: 3494| [45] ["!!!???"]
269: 3499| [45] [Something smashed right into the top of Watase's head, making his entire world shake.]
270: 3504| [45] [--A second later, his brain went haywire.]
271: 3509| [47] [Watase]
272: 3510| [45] [(Split  head's been)]
273: 3515| [45] [Split]
274: 3520| [45] [(brain's been) brain's been]
275: 3525| [45] [BRAIN's been]
276: 3530| [45] [--sPLiT!]
277: 3538| [47] [Watase]
278: 3541| [45] ["AGH, AAAAGH, GAAAAAAGHHHHHHH..."]
279: 3546| [45] [Strange sounds came out of his mouth.]
280: 3551| [45] [Just then, something was ripped out of his brain and let out a sound as it hit the ground.]
281: 3556| [45] [At that moment--]
282: 3748| [85] [　%N　%N　%N　%N　%N]
283: 3749| [47] [--Fought? I-- a child-- ... high schooler?]
284: 3781| [85] [　%N　%N　%N　%N　%N]
285: 3782| [85] [--Fought? I-- a child-- ... high schooler?]
286: 3811| [45] [A memory forgotten flew right past him.]
287: 4003| [85] [　%N　%N　%N　%N　%N]
288: 4004| [47] [--Shot... at-- ... (her) him...-- with a gun-- ...?]
289: 4036| [85] [　%N　%N　%N　%N　%N]
290: 4037| [85] [--Shot... at-- ... (her) him...-- with a gun-- ...?]
291: 4066| [45] [He didn't know when it was from.]
292: 4258| [85] [　%N　%N　%N　%N　%N]
293: 4259| [47] [...-- That bastard...-- fried...-- brain!]
294: 4291| [85] [　%N　%N　%N　%N　%N]
295: 4292| [85] [...-- That bastard...-- fried...-- brain!]
296: 4321| [45] [Watase miraculously regained his ability to think soundly just then.]
297: 4326| [47] [Watase]
298: 4327| [45] [(--Tachibana will be killed too if I don't do something!)]
299: 4332| [45] [Watase then held on to Kazami with all his might in order to protect her--]
300: 4448| [45] [And with one final blow to the head, his consciousness was blown to smithereens.]
301: 4574| [85] [　%N　%N　%N]
302: 4577| [45] [√A Bad Ending #9 [The Doubted]]
303: 4580| [85] [　]
304: 4583| [45] [The result of Kazami's trust being too low and not being cleared of suspicion.]
305: 4586| [85] [　]
306: 4589| [45] [You may be able to avert this fate by either raising favor towards Kazami leading up to this point]
307: 4592| [45] [or by setting Kazami and Jun's Senses higher than Watase's at the SSS input just before this ending.]
