  0:   49| [55] [√Current Chapter2]
 27:  316| [45] [※被験体Ｙ　→　ユ号（２０３０／０９／１０）]
 28:  349| [47] [夏彦]
 29:  350| [45] [（……なんだこれ？）]
 30:  355| [47] [夏彦]
 31:  356| [45] [（被験体？　ＩＧＦ２Ｒ遺伝子？　監視対象？）]
 32:  361| [47] [夏彦]
 33:  362| [45] [（いや、そんな事より――）]
 34:  367| [45] [『　被験体Ｙ　→　ユ号（２０３０／０９／１０）　』]
 35:  372| [47] [夏彦]
 36:  373| [45] [（――９月１０日って言ったら、ぼくの日常が変わり始めた日じゃないか！？）]
 37:  378| [47] [夏彦]
 38:  379| [45] [（何だよこのファイル？　いったい何を意味してるんだ？）]
 39:  384| [45] [どこかこの記述に、薄気味悪さを感じた時、]
 40:  432| [45] [不意に渡瀬の脳裏に、奇妙な情景が明滅した。]
 41:  486| [86] [？？]
 42:  487| [86] [「要はあの人たち、怖いんだと思うよ」]
 43:  488| [85] [「要はあの人たち、怖いんだと思うよ」]
 44:  550| [86] [？？]
 45:  551| [86] [「件の事件の前からも、彼女はその能力ゆえに人々に疎まれ続けてきた」]
 46:  552| [85] [「件の事件の前からも、彼女はその能力ゆえに人々に疎まれ続けてきた」]
 47:  614| [86] [？？]
 48:  615| [86] [「これは……いったい何なんだ！？」]
 49:  616| [85] [「これは……いったい何なんだ！？」]
 50:  678| [86] [？？]
 51:  679| [86] [「ぇけけけけけけ」]
 52:  680| [85] [「ぇけけけけけけ」]
 53:  769| [47] [夏彦]
 54:  770| [45] [（なっ――また記憶が！？）]
 55:  775| [47] [夏彦]
 56:  776| [45] [（でも、どうして！？　何をきっかけに、渡瀬は記憶を甦らせたんだ！？）]
 57:  781| [45] [その出来事に、夏彦が驚愕した一瞬後――渡瀬は逃げ出すように、その部屋を後にした。]
 58:  830| [47] [夏彦]
 59:  831| [45] [（なっ！？　ど、どうしたんだこいつ！？）]
 60:  836| [45] [なぜか彼は激しく狼狽していた。心には不快感と怒りが渦巻いている。]
 61:  841| [45] [そして脳裏に、再び過去の記憶が――]
 62:  921| [47] [ユウリ]
 63:  924| [45] [「どうして、あの時、あんなひどい事をしたんですか……！？」]
 64:  983| [47] [夏彦]
 65:  984| [45] [（ッ！　今のは、ぼくが消した記憶のはずじゃ……！）]
 66:  989| [45] [だが堰を切ったように、その時の記憶が甦ってくる。]
 67: 1071| [47] [ユウリ]
 68: 1074| [45] [「だから……お願いです、隊長さん」]
 69: 1082| [47] [ユウリ]
 70: 1085| [45] [「教えてください、あなたの心を……！」]
 71: 1194| [47] [渡瀬]
 72: 1197| [45] [「があああああっ！」]
 73: 1266| [47] [渡瀬]
 74: 1269| [45] [「あ、あ……」]
 75: 1277| [47] [渡瀬]
 76: 1280| [45] [「う、うわああああっ！」]
 77: 1342| [47] [渡瀬]
 78: 1345| [45] [「え……え……！？」]
 79: 1353| [47] [渡瀬]
 80: 1356| [45] [「な、なんでオレは……！？」]
 81: 1361| [45] [渡瀬が戸惑いつつ、ふらふらと階段室の外に出る。]
 82: 1405| [45] [――その直後。]
 83: 1443| [85] [　%N　%N　%N　%N　%N]
 84: 1447| [47] [――被＊＊＊＊＊＊＊だ――]
 85: 1524| [85] [　%N　%N　%N　%N　%N]
 86: 1528| [47] [――被＊体＊＊は＊＊だ――]
 87: 1605| [85] [　%N　%N　%N　%N　%N]
 88: 1609| [47] [――被験体＊＊は危＊だ――]
 89: 1686| [85] [　%N　%N　%N　%N　%N]
 90: 1690| [47] [――被験体たちは危険だ――]
 91: 1796| [47] [夏彦]
 92: 1797| [45] [（ッ！？）]
 93: 1802| [47] [夏彦]
 94: 1803| [45] [（『被験体たちは危険だ』って……こいつ、急に何のことを……！？）]
 95: 1808| [45] [渡瀬の中に浮かび上がってきたその思念に、夏彦は困惑したが――]
 96: 1813| [47] [夏彦]
 97: 1814| [45] [（もしかして――！）]
 98: 1880| [47] [夏彦]
 99: 1881| [45] [（『被験体』っていうのは、彼女の事なのか！？）]
100: 1886| [47] [夏彦]
101: 1887| [45] [（だからさっきの資料を見た時、渡瀬の記憶が触発されて――！？）]
102: 1892| [45] [夏彦は慌てて、渡瀬の心の中に潜りこんだ。]
103: 1994| [85] [《被験体たちは危険だ……！]
104: 1996| [85] [　被験体たちは危険だ……！]
105: 1998| [85] [　　被験体たちは危険だ……！》]
106: 1999| [86] [渡瀬]
107: 2000| [86] [《被験体たちは危険だ……！　被験体たちは危険だ……！　被験体たちは危険だ……！》]
108: 2017| [85] [《な……なんの事だ！？　なんなんだこの言葉は！？》]
109: 2018| [86] [渡瀬]
110: 2019| [86] [《な……なんの事だ！？　なんなんだこの言葉は！？》]
111: 2034| [85] [《オレは知らん！　そんな言葉は知らねぇ！！》]
112: 2035| [86] [渡瀬]
113: 2036| [86] [《オレは知らん！　そんな言葉は知らねぇ！！》]
114: 2064| [47] [夏彦]
115: 2065| [45] [（これは……！）]
116: 2070| [45] [心の奥からわき上がる憎悪に対し、渡瀬が激しく抵抗しているのがわかる。]
117: 2075| [45] [だが恐怖は徐々に変質し、ドス黒い憎悪に塗り替えられて行く。]
118: 2080| [45] [憎悪はさらに変容し、殺意にさえ変わっていく。]
119: 2085| [47] [夏彦]
120: 2086| [45] [（このままだと、またあの時の渡瀬に逆戻りだ！　早く渡瀬の記憶を何とかしないと！）]
121: 2091| [47] [夏彦]
122: 2092| [45] [（……いや、でも……！）]
123: 2097| [45] [記憶消去が渡瀬に与えるダメージを考えれば、これ以上の記憶消去は、おそらく渡瀬の生命に関わるだろう。]
124: 2102| [45] [そして渡瀬の死は、すなわち夏彦の消滅をも意味するのだ。]
125: 2107| [47] [夏彦]
126: 2108| [45] [（じゃあどうする！？　どうすれば渡瀬の憎悪を、封じこめる事ができるんだ！？）]
127: 2113| [47] [夏彦]
128: 2114| [45] [（考えろ！　きっと何か方法があるはずだ！）]
129: 2119| [45] [――渡瀬はユウリを、なぜか恐怖している。憎悪と殺意を抱いている。]
130: 2124| [45] [普段は彼女を心配し、常に護ろうとしていたのに。]
131: 2129| [45] [記憶を取り戻しかけるたび、その恐怖・憎悪・殺意が蘇るのだ。]
132: 2134| [47] [夏彦]
133: 2135| [45] [（だったら、いっその事……）]
134: 2140| [47] [夏彦]
135: 2141| [45] [（渡瀬に『彼女が死んだ』と誤認させればいいんじゃないか？）]
136: 2146| [47] [夏彦]
137: 2147| [45] [（そうすれば彼女への恐怖は消えるだろうし、必然的に憎悪や殺意だって……！）]
138: 2152| [45] [うまくいくかどうかはわからない。]
139: 2157| [45] [だがこのままでは本当に、渡瀬が記憶を取り戻しかねない。]
140: 2162| [45] [止むなく夏彦は、その方法に賭けてみることにした。]
141: 2170| [47] [夏彦]
142: 2173| [45] [《渡瀬の記憶の中に、『ユウリの死』のイメージを――！》]
143: 2294| [45] [――そうして夏彦は、渡瀬の記憶をまた改竄した。]
144: 2405| [45] [それから時間にして５分――。]
145: 2410| [45] [渡瀬はまるで死んだかのように、その場で放心し続けた。]
146: 2415| [47] [夏彦]
147: 2416| [45] [（おい……まさか、ずっとこのままなんじゃないだろうな……！）]
148: 2421| [45] [不安感に駆られ、夏彦は渡瀬に呼びかけた。]
149: 2429| [47] [夏彦]
150: 2432| [45] [《――おいお前、しっかりしろ！》]
151: 2440| [47] [夏彦]
152: 2443| [45] [《いつまで呆然としてるんだ！　早くみんなのところに行け！》]
153: 2460| [47] [渡瀬]
154: 2463| [45] [「！！」]
155: 2468| [45] [夏彦の声に揺り動かされ、渡瀬が意識を取り戻す。]
156: 2473| [45] [そしておぼつかない足取りで、他の皆がいるファクトリーへと向かった。]
157: 2478| [47] [夏彦]
158: 2479| [45] [（……渡瀬の記憶をいじるのは、これ以上はやめた方が良さそうだな）]
159: 2484| [47] [夏彦]
160: 2485| [45] [（頼むから、もう記憶を取り戻したりしないでくれよ……！）]
161: 2490| [45] [夏彦はそう祈る。]
162: 2533| [45] [――だが夏彦の行為が生んだひずみは、すぐに露呈した。]
