  0:   60| [55] [√After Chapter 5]
141: 1263| [45] ["Huh...?"]
142: 1268| [45] [Watase's heart leapt at those words.]
143: 1273| [45] [A small blush crossed Jun's face.]
144: 1321| [47] [Jun]
145: 1324| [45] ["Hey... maybe you'll get mad at me for saying something like this right now..."]
146: 1332| [47] [Jun]
147: 1335| [45] ["But I like the you of today."]
148: 1343| [47] [Jun]
149: 1346| [45] ["Much more than I do the normal you..."]
150: 1351| [45] [Watase gulped loudly.]
151: 1356| [45] [To receive such honest affection from a girl twelve years younger than him-- there was no way he wasn't happy about that.]
152: 1361| [45] [But any more than that left him at a loss.]
153: 1369| [47] [Watase]
154: 1372| [45] ["Wh... what are you talking about? I'm 32 years old. I'm an old fart compared to you, you know?"]
155: 1380| [47] [Watase]
156: 1383| [45] ["I'm sure there's someone much more suitable for a young girl like you--"]
157: 1391| [47] [Jun]
158: 1394| [45] ["You dummy, that's not what I meant. I meant that I'm happy to be teamed up with you as your buddy."]
159: 1402| [47] [Watase]
160: 1405| [45] ["Ph-phew... don't startle me like that."]
161: 1453| [47] [Jun]
162: 1456| [45] ["Ohhhh? Why so flustered?"]
163: 1464| [47] [Jun]
164: 1467| [45] ["Did looking at my bare skin fill your head with dirty thoughts? Is that why you interpreted what I said that way?"]
165: 1475| [47] [Watase]
166: 1478| [45] ["Hey, I'm still a guy. I can't help it, right?"]
167: 1483| [45] [Watase and Jun shared a laugh.]
168: 1488| [45] [Laughs filled with such peaceful emotions that almost didn't match the life-or-death situation they were stuck in--]
169: 1531| [45] [With her treatment completed, Jun put her clothes back on.]
170: 1593| [47] [Jun]
171: 1596| [45] ["... Honestly, I wish you could stay this way forever..."]
172: 1604| [47] [Watase]
173: 1607| [45] ["Huh? But I'm me. That fact will never change."]
174: 1633| [47] [Jun]
175: 1636| [45] ["Well, yeah, but... it's just..."]
176: 1644| [47] [Jun]
177: 1647| [45] ["I worry that once you get your memories back, the you I'm looking at right now will be gone forever..."]
178: 1655| [47] [Watase]
179: 1658| [45] ["...!"]
180: 1663| [45] [--The words Jun blurted out held an ominous ring to Watase.]
181: 1668| [45] [But he quickly shook it off.]
182: 1676| [47] [Watase]
183: 1679| [45] ["... Don't talk nonsense. I'll never go away."]
184: 1687| [47] [Watase]
185: 1690| [45] ["Not without your permission, that is..."]
186: 1716| [47] [Jun]
187: 1719| [45] ["Yeah... I'd appreciate that."]
188: 1724| [45] [Watase gave Jun a reassuring nod to drive away her fears.]
189: 1729| [45] [They then looked at the time to find that they'd been in this room for quite a while.]
190: 1737| [47] [Watase]
191: 1740| [45] ["Oh crap... this isn't good, old man Ukita went on ahead to keep on searching."]
192: 1766| [47] [Jun]
193: 1769| [45] ["Huh? By himself?"]
194: 1777| [47] [Watase]
195: 1780| [45] ["We promised that we'd meet up in Area 2. I need to get a move on fast."]
196: 1806| [47] [Jun]
197: 1809| [45] ["Then I'll come with--"]
198: 1841| [45] [Jun then tried to stand up, but she staggered on her feet.]
199: 1849| [47] [Watase]
200: 1852| [45] ["No, you just got hit on the head. Just rest here for the time being."]
201: 1860| [47] [Watase]
202: 1863| [45] ["I'm heading in the direction of Area 2. Catch up to me once you recover."]
203: 1889| [47] [Jun]
204: 1892| [45] ["Mmm... okay, I'll do what you say."]
205: 1900| [47] [Watase]
206: 1903| [45] ["Yeah, see you later."]
207: 1908| [45] [Watase waved to Jun and left the laboratory.]
208: 1957| [45] [He ran over to Area 2 as fast as he could to make up for the lost time he'd spent treating Jun.]
