  0:  145| [55] [√Before Chapter6]
141: 1715| [45] [「博士、何を考えていた？」]
142: 1723| [47] [夏彦]
143: 1726| [45] [「……いや、普通の事を考えていたよ。腹立つとか悲しいとか」]
144: 1731| [45] [なんとなくバツが悪くて、夏彦はごまかした。]
145: 1792| [45] [母の心の声が、脳裏に蘇る。]
146: 1797| [45] [――『やはり私は、この子に嫌われている』『仕事が全て終わるまで、いっそ会わない方が』――。]
147: 1802| [47] [夏彦]
148: 1803| [45] [（母さん、あんなこと考えてたのか……？）]
149: 1808| [45] [かなり意外な内心だった。]
150: 1813| [45] [もっともあれが錯覚などではなく、本当にエンパシーだったとしたらだが。]
151: 1850| [47] [夏彦]
152: 1853| [45] [「……そうだよ、錯覚かもしれない」]
153: 1879| [47] [ましろ]
154: 1882| [45] [「え？」]
155: 1890| [47] [夏彦]
156: 1893| [45] [「ましろの言う通り、こんなに早くエンパシーが使えるようになるわけがないもんな」]
157: 1901| [47] [夏彦]
158: 1904| [45] [「声が聞こえた気がしただけかも」]
159: 1912| [47] [夏彦]
160: 1915| [45] [「母さんの固有脳波形を、探ったりもしなかったしさ」]
161: 1941| [47] [ましろ]
162: 1944| [45] [「そ、そうかな……それならそれでも、いいんだけど」]
163: 1949| [45] [ましろは他に気になる事があるという様子だった。]
164: 1954| [47] [夏彦]
165: 1955| [45] [（……こんな話しているような状況じゃないか）]
166: 1960| [45] [捜索を開始したとたん、保安課に捕まりかけたのだ。]
167: 1965| [45] [しかも一番最初に音を上げかけたましろとしては、それなりに堪えているだろう。]
168: 1971| [45] [夏彦は、何か明るい話でもしてやろうと考え、何気なく切り出した。]
169: 1985| [47] [夏彦]
170: 1988| [45] [「……それにしてもさ、ましろ。思い出すな、ここに来ると」]
171: 2014| [47] [ましろ]
172: 2017| [45] [「え……なにを？」]
173: 2025| [47] [夏彦]
174: 2028| [45] [「昔の事だよ。子供の頃は、みんなよくここに集まってたもんな」]
175: 2054| [47] [ましろ]
176: 2057| [45] [「あ、うん。そうだねぇ、懐かしいね……」]
177: 2062| [45] [ましろが遠い目をして、廃工場を見渡す。]
178: 2067| [45] [その目には過去の映像が浮かんでいるのかもしれない。]
179: 2093| [47] [サリュ]
180: 2096| [45] [「また、２人の昔話？」]
181: 2122| [47] [ましろ]
182: 2125| [45] [「あ、ごめん、退屈かな？」]
183: 2151| [47] [サリュ]
184: 2154| [45] [「そんな事はない。私も聞きたい」]
185: 2162| [47] [夏彦]
186: 2165| [45] [「いや、大した話じゃないんだけどさ……」]
187: 2170| [45] [夏彦はそう前置きして、話し始めた。]
188: 2178| [47] [夏彦]
189: 2181| [45] [「――当時ぼくらはよくここに集まって、『鹿鳴市の七不思議』の謎を解こうって盛り上がってたんだよ」]
190: 2207| [47] [サリュ]
191: 2210| [45] [「ナナフシギ？」]
192: 2236| [47] [ましろ]
193: 2239| [45] [「この街に伝わる、７つの不思議な噂のコト」]
194: 2265| [47] [サリュ]
195: 2268| [45] [「例えばどんなものがあるの？」]
196: 2276| [47] [夏彦]
197: 2279| [45] [「そうだな……えーっと、どんなんだったっけ」]
198: 2284| [45] [夏彦は考え、それから思い出した。]
199: 2292| [47] [夏彦]
200: 2295| [45] [「えーとまず、その１。『ラボはただの原子力研究所じゃない。兵器の製造など、もっと国家的で危険な研究を行っている』」]
201: 2321| [47] [サリュ]
202: 2324| [45] [「え……そんなバカな！？　博士はそんな研究を！？」]
203: 2350| [47] [ましろ]
204: 2353| [45] [「あーいや、あくまで噂だよ。根も葉もないやつ」]
205: 2397| [47] [サリュ]
206: 2400| [45] [「……安堵した」]
207: 2408| [47] [夏彦]
208: 2411| [45] [「でも当時は信じてたんだよなぁ、こんな荒唐無稽な話をさ」]
209: 2416| [45] [夏彦は苦笑しながら、続ける。]
210: 2424| [47] [夏彦]
211: 2427| [45] [「その２。『旧鹿鳴市立病院の焼け跡には、火災で死んだ人の幽霊が出る』」]
212: 2453| [47] [サリュ]
213: 2456| [45] [「……幽霊なんて、いない」]
214: 2464| [47] [ましろ]
215: 2467| [45] [「その３。『街中の監視カメラは防犯のためじゃなくて、一般市民を監視するために作られた』」]
216: 2493| [47] [サリュ]
217: 2496| [45] [「……それは今日に限っては、荒唐無稽とは言いがたい」]
218: 2504| [47] [夏彦]
219: 2507| [45] [「その４。『ＢＣを悪用する悪のコミュニケーターと戦う、正義の組織が存在する』」]
220: 2515| [47] [夏彦]
221: 2518| [45] [「『通称ＢＣ警察。彼らの正体は謎に包まれているが、その本部は鹿鳴市にある』」]
222: 2544| [47] [サリュ]
223: 2547| [45] [「……それは現実ではなく、アニメの話では？」]
224: 2591| [47] [ましろ]
225: 2594| [45] [「まーまー、いま考えるとただのジョークみたいなもんだからね」]
226: 2602| [47] [夏彦]
227: 2605| [45] [「ほかには何があったっけ？」]
228: 2631| [47] [ましろ]
229: 2634| [45] [「そうだねぇ、とっておきのがあるよ」]
230: 2639| [45] [ましろはにやりと笑って、サリュに言った。]
231: 2647| [47] [ましろ]
232: 2650| [45] [「その５。『正しいやり方を知らずにＢＣを使っていると、そのコミュニケーターはやがて、心が壊れた怪物になってしまう』」]
233: 2658| [47] [夏彦]
234: 2661| [45] [「そうだ、それだ！」]
235: 2666| [45] [この５番目の不思議は、他の噂とは一線を画する、不気味なものだった。]
236: 2671| [45] [サリュもそれを聞いて、表情を曇らせる。]
237: 2697| [47] [サリュ]
238: 2700| [45] [「……怪物？」]
239: 2726| [47] [サリュ]
240: 2729| [45] [「怪物になるって、どういう事？」]
241: 2755| [47] [ましろ]
242: 2758| [45] [「実はねぇ……これはいまだ根強く支持されている噂なんだけど」]
243: 2766| [47] [ましろ]
244: 2769| [45] [「ＢＣにはまだわかってない、未知の部分がたくさんあるって言うのは知ってるよね？」]
245: 2795| [47] [サリュ]
246: 2798| [45] [「うん」]
247: 2824| [47] [ましろ]
248: 2827| [45] [「そりゃ当然だよねぇ。なにしろ脳のしくみ自体が、そもそもよくわかっていないんだもの」]
249: 2853| [47] [ましろ]
250: 2856| [45] [「なのに独学でＢＣを学んで、間違ったやり方で訓練をしたりしてると……」]
251: 2882| [47] [ましろ]
252: 2885| [45] [「脳におかしな負荷がかかって、それが蓄積して……」]
253: 2911| [47] [ましろ]
254: 2914| [45] [「やがてその人は、心が壊れてしまうらしいんだよ……！」]
255: 2940| [47] [サリュ]
256: 2943| [45] [「……っ」]
257: 2948| [45] [サリュの表情が、明らかに強張った。]
258: 2953| [45] [ましろはさらに、おどろおどろしい口調で続ける。]
259: 2961| [47] [ましろ]
260: 2964| [45] [「で、心が壊れてしまったコミュニケーターは……」]
261: 2972| [47] [ましろ]
262: 2975| [45] [「常軌を逸したＢＣ能力や、呪いに満ちたテレパシーを使って、周囲の人に狂気を振りまく『怪物』になる……」]
263: 2983| [47] [ましろ]
264: 2986| [45] [「だからそれを防ぐためにも、鹿鳴学園のようなコミュニケーター専用学校が作られたんだよぉぉぉ……！」]
265: 3027| [47] [サリュ]
266: 3030| [45] [「――っ！」]
267: 3035| [45] [サリュが怯えたように後ずさった。]
268: 3040| [45] [どうやら幽霊は怖くなくても、こんな微妙にリアリティのある話は怖いらしい。]
269: 3048| [47] [夏彦]
270: 3051| [45] [「まぁ、あながち嘘とは言えないかもな」]
271: 3059| [47] [夏彦]
272: 3062| [45] [「その予防か知らないけど、うちの学校でも脳波検査や適性度検査、健康診断はしょっちゅうやってるし」]
273: 3097| [47] [サリュ]
274: 3100| [45] [「な、ならばその怪物の出現記録が残るはず。それはあるの？」]
275: 3108| [47] [夏彦]
276: 3111| [45] [「ないよ。誰も見たことがない」]
277: 3137| [47] [サリュ]
278: 3140| [45] [「そら見たことか。ではそれもしょせん、噂に過ぎない――」]
279: 3148| [47] [夏彦]
280: 3151| [45] [「いや、それを補完するのが、次の噂なんだな」]
281: 3177| [47] [サリュ]
282: 3180| [45] [「え……」]
283: 3185| [45] [きょとんとするサリュに、夏彦は指を突きつけて言う。]
284: 3193| [47] [夏彦]
285: 3196| [45] [「その６。『怪物化した人は、鹿鳴市保安課の隠蔽部隊によって捕まえられて、市役所の地下に幽閉される』」]
286: 3204| [47] [夏彦]
287: 3207| [45] [「つまり怪物を誰も見たことないのは、保安課が全てを隠しているからってわけさ」]
288: 3233| [47] [サリュ]
289: 3236| [45] [「……そんな」]
290: 3241| [45] [サリュはもはや顔面蒼白で、声にも力がなかった。]
291: 3246| [45] [夏彦はさらに畳み掛ける。]
292: 3254| [47] [夏彦]
293: 3257| [45] [「で、七不思議の『その７』が……」]
294: 3262| [45] [そう言いかけたが、しかしその先が思い出せなかった。]
295: 3270| [47] [夏彦]
296: 3273| [45] [「……あれ？　ましろ、その７ってなんだっけ？」]
297: 3299| [47] [ましろ]
298: 3302| [45] [「あーそれも『その５』の補足みたいな奴だよ。つまり――」]
299: 3363| [47] [サリュ]
300: 3366| [45] [「も、もういい！　６つもあれば充分！」]
301: 3371| [45] [サリュが慌てて声を上げる。]
302: 3376| [45] [どうやら本当に、この手の話が苦手らしい。]
303: 3402| [47] [ましろ]
304: 3405| [45] [「あらら、怖がりだねサリュ～？」]
305: 3431| [47] [サリュ]
306: 3434| [45] [「う、うるさいましろ」]
307: 3442| [47] [夏彦]
308: 3445| [45] [「まぁまぁ、子供らしくていいじゃないか」]
309: 3486| [47] [サリュ]
310: 3489| [45] [「うるさい夏彦。いい加減にするべき」]
311: 3515| [45] [サリュが夏彦とましろをぺしぺし叩く。]
312: 3622| [47] [ましろ]
313: 3625| [45] [「あたたっ、ごめんごめんサリュ！」]
314: 3633| [47] [夏彦]
315: 3636| [45] [「悪かった、脅かしすぎた！　冗談だよ冗談！」]
316: 3644| [47] [ましろ]
317: 3647| [45] [「そうそう、こんなのただの噂だって！」]
318: 3732| [47] [サリュ]
319: 3735| [45] [「……ならいい。でも今度また同じ話をしたら、本気で怒る」]
320: 3743| [47] [夏彦]
321: 3746| [45] [「ははっ、わかったわかった」]
322: 3772| [47] [ましろ]
323: 3775| [45] [「いやぁ私たちも大人気なかったわ」]
324: 3780| [45] [そう言いながら、夏彦たちは笑い合った。]
325: 3785| [45] [そうしているうち、いつの間にか重苦しい空気は、どこかに消えていた。]
326: 3868| [47] [夏彦]
327: 3869| [45] [（……タフだな、ましろは。もう元気になってる……）]
328: 3874| [45] [そう言えば彼女は昔から、そういうところがあった。]
329: 3879| [45] [追い詰められてもメゲないところや、ピンチを楽しんでみせるような芯の強さが。]
330: 3884| [47] [夏彦]
331: 3885| [45] [（そう言えば……あの時もそうだったか）]
332: 3890| [45] [そう思うと、また子供の頃の記憶が想起された。]
333: 3903| [55] [√Before Chapter6]
334: 3986| [47] [夏彦]
335: 3987| [45] [（……懐かしいな）]
336: 3992| [45] [思えばあの時も、この廃工場に隠れたのだった。]
337: 3997| [45] [そんな想い出が、ましろに元気を与えているのかもしれない。]
338: 4023| [47] [ましろ]
339: 4026| [45] [「――それにしてもあの頃、サリュもいたらよかったのに」]
340: 4034| [47] [ましろ]
341: 4037| [45] [「そしたら一緒に遊んだり、いま思い出話もできたのにね？」]
342: 4063| [47] [サリュ]
343: 4066| [45] [「……無念」]
344: 4071| [45] [ましろとサリュは楽しげに、そんな事を話している。]
345: 4076| [47] [夏彦]
346: 4077| [45] [（『仲間がもっと必要』か……少なくとも１人は増えたな）]
347: 4082| [45] [だが、３人もいれば充分だ。]
348: 4087| [45] [夏彦もそう思い、明るく声をあげる。]
349: 4095| [47] [夏彦]
350: 4098| [45] [「さて、昔話はこのへんで。捜索の続きについて考えようか」]
351: 4106| [45] [そろそろいいか――夏彦はそう思い、２人に言う。]
352: 4114| [47] [夏彦]
353: 4117| [45] [「……さて、昔話はこのへんで。捜索の続きについて考えようか」]
354: 4163| [45] [するとその言葉に、ましろとサリュの顔が引き締まった。]
355: 4171| [47] [ましろ]
356: 4174| [45] [「そうだね、そろそろほとぼりも冷めてる頃だろうし」]
357: 4182| [47] [夏彦]
358: 4185| [45] [「いや、それは甘いだろう。多分奴らは、この辺をうろうろしてると思うよ」]
359: 4193| [47] [サリュ]
360: 4196| [45] [「ここなら大丈夫だけど、開けたところに出れば、監視カメラもある。このままでは移動もできない」]
361: 4222| [47] [ましろ]
362: 4225| [45] [「そっか、困ったね……どうする？」]
363: 4230| [45] [夏彦はその問いに、少し考えて答えた。]
364: 4238| [47] [夏彦]
365: 4241| [45] [「……そうだな。これからは移動は、全てタクシーを使おう」]
366: 4267| [47] [ましろ]
367: 4270| [45] [「え！？」]
368: 4279| [47] [夏彦]
369: 4282| [45] [「街道まではなんとか出て、そこで有人タクシーを拾うんだ。そしてそのまま１日貸し切りにしてしまうのさ」]
370: 4290| [47] [夏彦]
371: 4293| [45] [「保安課も、ぼくらがそこまでするとは読んでいないだろ」]
372: 4319| [47] [ましろ]
373: 4322| [45] [「そ、そりゃ豪快でいいけど……」]
374: 4348| [47] [サリュ]
375: 4351| [45] [「お金がかかるのでは？」]
376: 4359| [47] [夏彦]
377: 4362| [45] [「ぼくだって多少は貯金がある。今がその使い時だよ」]
378: 4403| [47] [ましろ]
379: 4406| [45] [「そんな、いいの！？」]
380: 4414| [47] [夏彦]
381: 4417| [45] [「いいんだって。どうせ使い道もないんだから」]
382: 4422| [45] [それは夏彦が小学生の頃から、小遣いやお年玉をコツコツ貯めたお金だった。]
383: 4427| [45] [無趣味な彼は、お金の使い道も特になく、おかげで無闇に貯金が貯まってしまったのだ。]
384: 4435| [47] [夏彦]
385: 4438| [45] [「たしか２０万円くらいあるはずだ。さすがにそれだけあれば、タクシーの貸切くらいできるだろ」]
386: 4464| [47] [ましろ]
387: 4467| [45] [「おぉ……なんか夏彦がかっこよく見える」]
388: 4493| [47] [サリュ]
389: 4496| [45] [「でも、確かにそれは安全」]
390: 4504| [47] [夏彦]
391: 4507| [45] [「よし、だったら決まりだな！」]
392: 4512| [45] [タクシーの貸切などはしたことがないが、なりふり構っている場合ではない。]
393: 4584| [47] [サリュ]
394: 4587| [45] [「ではうまくタクシーを捕まえられたら、次はどこへ？」]
395: 4595| [47] [夏彦]
396: 4598| [45] [「そうだな、母さんは頼れないし、宇喜多のおじさんはいないし……」]
397: 4624| [47] [ましろ]
398: 4627| [45] [「じゃあ、やっぱりここは恵那先生？」]
399: 4635| [47] [サリュ]
400: 4638| [45] [「あるいは当初の予定通り、超心研に行くのもいい」]
401: 4643| [45] [どちらにすべきか――夏彦は一瞬考え、すぐに答えを出した。]
402: 4659| [47] [夏彦]
403: 4662| [45] [「……いや、超心研は保安課の連中が張っている可能性がある」]
404: 4670| [47] [夏彦]
405: 4673| [45] [「先に先生のところに行こう」]
406: 4699| [47] [サリュ]
407: 4702| [45] [「でも、恵那の家はわかる？」]
408: 4728| [47] [ましろ]
409: 4731| [45] [「わからないけど、もしかしたら、学校に行ったら会えるかも……」]
410: 4736| [45] [恵那はあれでなかなかマジメな教師なので、休日出勤している可能性がある。]
411: 4744| [47] [夏彦]
412: 4747| [45] [「よし、それじゃ決まりだな！　タクシー拾って、まず学校だ！」]
413: 4773| [47] [サリュ]
414: 4776| [45] [「異議なし」]
415: 4802| [47] [ましろ]
416: 4805| [45] [「うん、行こう２人とも！」]
417: 4810| [45] [夏彦たちはそう言葉を交わし、廃工場を飛び出した。]
418: 4823| [47] [夏彦]
419: 4826| [45] [「ここはサリュの判断に従おう。超心研に行くべきだ」]
420: 4852| [47] [ましろ]
421: 4855| [45] [「あ、でも大丈夫かな？　お巡りさんたちの話じゃ、市内の重要施設は警察と保安課が固めてるって話だけど」]
422: 4863| [47] [夏彦]
423: 4866| [45] [「でも一刻も早く、あの警備員をとっちめてやりたいだろ？　なぁサリュ？」]
424: 4892| [47] [サリュ]
425: 4895| [45] [「同意。事と次第によっては、もう１度投げ飛ばす腹積もり」]
426: 4921| [47] [ましろ]
427: 4924| [45] [「それは余計にこじれそうな……」]
428: 4932| [47] [夏彦]
429: 4935| [45] [「まぁいい、とにかくタクシー拾って超心研に行こう！」]
430: 4940| [45] [夏彦たちはそう言葉を交わし、廃工場を飛び出した。]
431: 4998| [45] [――物陰から物陰に渡り歩き、なんとか街道沿いのコンビニまでたどり着いた。]
432: 5003| [45] [ひとまず貯金総額の半分、１０万円を下ろす。]
433: 5008| [45] [これで当座の行動費用は用意できたが、コンビニの監視カメラに写ってしまっただろう。]
434: 5013| [45] [顔は手で隠していたからすぐにはバレないとは思うが、キャッシュカードの使用履歴から足取りを追われる可能性もある。]
435: 5018| [47] [夏彦]
436: 5019| [45] [（一刻の猶予もないな……保安課が来る前に逃げなくちゃ！）]
437: 5024| [45] [夏彦はそう思いつつ、コンビニを飛び出した。]
438: 5098| [47] [夏彦]
439: 5101| [45] [「ましろ、サリュ、お金下ろしてきたぞ！」]
440: 5145| [45] [夏彦がそう言うと街道脇にいたましろとサリュが振り返った。ちょうどタクシーを止めたところらしい。]
441: 5171| [47] [ましろ]
442: 5174| [45] [「ありがと夏彦！」]
443: 5197| [47] [サリュ]
444: 5200| [45] [「さぁ、早くこっちに」]
445: 5205| [45] [そう声を上げる２人にうなずき、夏彦はタクシーに駆け寄った。]
446: 5255| [47] [運転手]
447: 5258| [45] [「はい、どちらまで？」]
448: 5263| [45] [ドアを開けて言う運転手に、夏彦は問いを返した。]
449: 5271| [47] [夏彦]
450: 5274| [45] [「あの、すみません！　１日貸切ってできますか！？」]
451: 5279| [47] [運転手]
452: 5282| [45] [「え、貸切？　珍しいな……こっちとしては嬉しいけど」]
453: 5290| [47] [ましろ]
454: 5293| [45] [「いくらですか！？」]
455: 5298| [47] [運転手]
456: 5301| [45] [「８時間で４５０００円だね」]
457: 5309| [47] [夏彦]
458: 5312| [45] [「くっ……た、高いな！」]
459: 5320| [47] [サリュ]
460: 5323| [45] [「でも迷っているヒマはない。早く乗り込もう夏彦」]
461: 5331| [47] [夏彦]
462: 5334| [45] [「あ、ああ！」]
463: 5345| [45] [夏彦たちはそう言って、車内に転がり込んだ。]
464: 5393| [45] [運転手が、先ほどまでとは打って変わって丁寧に言う。]
465: 5398| [47] [運転手]
466: 5401| [45] [「ご利用ありがとうございます。それではまずどちらへ？」]
467: 5411| [47] [夏彦]
468: 5414| [45] [「超心研まで！」]
469: 5419| [47] [運転手]
470: 5422| [45] [「かしこまりました」]
471: 5427| [47] [運転手]
472: 5430| [45] [「――音声入力。目的地『超心理学研究所』。ドライブモード『自動』『通常』。走行開始」]
473: 5435| [45] [運転手が自動運転装置にそう命じると、タクシーは軽快に走り出した。]
474: 5509| [45] [――しかし、超心研に着くと――]
475: 5514| [45] [建物の周囲に、ぱらぱらと警官の姿が見えた。]
476: 5612| [47] [ましろ]
477: 5615| [45] [「うわ……やっぱ警備固められてるね」]
478: 5620| [45] [ましろが運転手に聞こえないように、夏彦たちに囁く。]
479: 5628| [47] [夏彦]
480: 5631| [45] [「保安課員もいるかもな……これじゃ中に入って警備員をどうこうするのは難しそうだな……」]
481: 5657| [47] [サリュ]
482: 5660| [45] [「……判断ミス」]
483: 5668| [47] [夏彦]
484: 5671| [45] [「しかたない、先に先生のところに行こう」]
485: 5704| [45] [恵那の家はわからないが、学校に行けば会えるかもしれない。]
486: 5709| [45] [彼女はあれでなかなかマジメな教師なので、休日出勤している可能性もある。]
487: 5714| [45] [そう思った時、運転手が声を上げた。]
488: 5719| [47] [運転手]
489: 5722| [45] [「お客さん、着きましたけど降りないんですか？」]
490: 5730| [47] [夏彦]
491: 5733| [45] [「あ、すみません運転手さん、このまま学校に行って下さい」]
492: 5738| [47] [運転手]
493: 5741| [45] [「え？　えぇ、もちろんいいですけど」]
494: 5752| [45] [運転手が戸惑いながら、再び車を出す。]
495: 5805| [47] [夏彦]
496: 5808| [45] [「鹿鳴学園まで！」]
497: 5813| [47] [運転手]
498: 5816| [45] [「かしこまりました」]
499: 5821| [47] [運転手]
500: 5824| [45] [「――音声入力。目的地『鹿鳴学園』。ドライブモード『自動』『通常』。走行開始」]
501: 5836| [45] [運転手が自動運転装置にそう命じると、タクシーは軽快に走り出した。]
