  0:   46| [55] [√After Chapter 3]
171: 3002| [45] [--Watase and Yuuri headed towards the outer ring stairwell with the rest of the group,%NEna  already out of sight.]
172: 3007| [45] [The room was pitch black.]
173: 3058| [45] [He couldn't see Ena anymore. She must have already gone downstairs.]
174: 3066| [47] [Watase]
175: 3069| [45] ["... Hey, why's it so dark in here?"]
176: 3102| [47] [Kazami]
177: 3105| [45] ["It appears the fluorescent lights are dead. Please watch your step, people."]
178: 3144| [45] [The group obeyed and slowly descended the staircase.]
179: 3149| [45] [But when he'd made it just halfway...]
180: 3182| [47] [Watase]
181: 3185| [45] ["What's that...?"]
182: 3190| [45] [... Watase felt a tremor at his feet and instinctively came to a halt.]
183: 3195| [45] [And right after that--]
184: 3254| [47] [Yuuri]
185: 3257| [45] ["Kyah!"]
186: 3343| [47] [Ukita]
187: 3346| [45] ["Wh-what's happening!?"]
188: 3388| [47] [Jun]
189: 3391| [45] ["--The staircase is starting to lean!?"]
190: 3465| [47] [Kazami]
191: 3468| [45] ["Everyone, turn back! The staircase is collapsing!"]
192: 3482| [47] [All]
193: 3485| [45] ["!?"]
194: 3503| [47] [Kazami]
195: 3506| [45] ["Run! Hurry!"]
196: 3573| [45] [But Ena flashed through Watase's mind at that moment.]
197: 3578| [45] [She didn't have a Procyon. Would she be all right all on her own--!?]
198: 3612| [47] [Kazami]
199: 3615| [45] ["What are you doing, Captain!?"]
200: 3628| [45] [But Watase's feelings persevered.]
201: 3633| [47] [Watase]
202: 3634| [45] [(--I can't leave Teach all by herself!)]
203: 3639| [45] [Watase turned back downstairs, guided by that thought.]
204: 3652| [47] [Watase]
205: 3655| [45] ["S-sorry!"]
206: 3702| [45] [Watase and the others ran up the stairs.]
207: 3707| [45] [And just when they'd all made it to the top--]
208: 3773| [45] [The staircase tore apart with a thunderous roar.]
