  0:   65| [55] [√After Chapter 5]
 71:  665| [45] ["A dangerous person who everyone else had given up on as a lost cause."]
 72:  691| [47] [Ena]
 73:  694| [45] ["But my father still made a serious effort to take care of him and reform his charge."]
 74:  720| [47] [Ena]
 75:  723| [45] ["... But it didn't work out. My father got way too empathetic and let his guard down..."]
 76:  749| [47] [Ena]
 77:  752| [45] ["And then that very same person he'd opened his heart to stabbed him one night...!"]
 78:  757| [45] [Ena kept looking bitterly at the ground as she gritted her teeth.]
 79:  762| [45] [Watase only barely managed to speak, and even then, his voice was faint.]
 80:  770| [47] [Watase]
 81:  773| [45] ["... What happened to the murderer...?"]
 82:  799| [47] [Ena]
 83:  802| [45] ["The arrest and sentence were made ages ago... Perhaps... my father died for nothing."]
 84:  807| [45] [Ena looked up and stared straight at Watase.]
 85:  833| [47] [Ena]
 86:  836| [45] ["I respect the way my father lived his life and I still love him to this day."]
 87:  844| [47] [Ena]
 88:  847| [45] ["It may not be the same as what he did, but a 'teacher' is still a job that contributes to society."]
 89:  873| [47] [Ena]
 90:  876| [45] ["But I can't unconditionally trust people the way my father did... It just seems way too dangerous."]
 91:  902| [47] [Ena]
 92:  905| [45] ["... So that's why I don't want you to..."]
 93:  910| [45] [A somewhat different expression rose to Ena's face when she said that.]
 94:  915| [45] [One that was as hard as steel and yet as brittle as stone-- Watase looked straight into that face and answered in a quiet voice.]
 95:  923| [47] [Watase]
 96:  926| [45] ["... I know what you're saying... but I still want to trust everyone, even the old man."]
 97:  934| [47] [Watase]
 98:  937| [45] ["He's still struggled with us all this way. That makes him one of us."]
 99:  942| [45] [After taking Ena's feelings into consideration, Watase wondered if he perhaps should have left that unsaid.]
100:  947| [45] [But Ena instead just replied with a faint yet sad tone in her voice.]
101:  973| [47] [Ena]
102:  976| [45] ["... I see. Well, to each his own, I suppose."]
103: 1002| [47] [Ena]
104: 1005| [45] ["And I'm sorry to tell you such an ominous story... even though you and my father are not the same."]
105: 1013| [47] [Watase]
106: 1016| [45] ["No... it's okay. Thanks for telling me about that."]
107: 1039| [45] [Ena laughed somewhat awkwardly in response.]
108: 1044| [45] [Her face had already returned to that of a calm teacher.]
109: 1070| [47] [Ena]
110: 1073| [45] ["All right then, I think it's about time we got back to searching, you?"]
111: 1081| [47] [Watase]
112: 1084| [45] ["Yeah, I'm feeling better now. We need to hurry and find those kids."]
113: 1110| [47] [Ena]
114: 1113| [45] ["Yes... that's for sure."]
115: 1118| [45] [Watase and Ena ran off towards Area 1 to find Ukita.]
