  0:   46| [55] [√After Chapter 3]
 82: 1589| [45] [Therefore, all staff should evacuate through the inner ring, but if a situation arises where that becomes too difficult, please evacuate through the "cargo lift".]
 83: 1593| [85] [ %N]
 84: 1596| [45] [<Regarding usage of cargo lift for evacuation>]
 85: 1599| [85] [　]
 86: 1602| [45] [Unlike the normal elevators, the cargo lift is extremely sturdy.]
 87: 1605| [45] [In theory, it should be able to resist even Magnitude 7 earthquakes and have very little risk of stopping.]
 88: 1608| [45] [Therefore, all staff members are granted temporary permission to use the lift to evacuate during a crisis.]
 89: 1611| [45] [Please use it to promptly evacuate to the surface.]
 90: 1614| [45] [The same rights will also be granted in the event of a Case N.]
 91: 1617| [45] [Should evacuation of the facility become impossible due to the bulkhead lockdown, the cargo lift can be used to evacuate to a safe zone in the surface floors.]
 92: 1646| [47] [Watase]
 93: 1649| [45] ["A cargo lift...!?"]
 94: 1654| [45] [The two of them started trembling when they read that passage.]
 95: 1680| [47] [Jun]
 96: 1683| [45] ["'Evacuate to a safe zone'... does that mean...!?"]
 97: 1691| [47] [Watase]
 98: 1694| [45] ["That there's a way for us to escape to the surface-- even in this situation!?"]
 99: 1717| [45] [Watase and Jun looked at each other. They were both grinning from ear to ear.]
100: 1722| [45] [After being trapped in the basement all this time-- they'd finally found the clue they needed about the one escape route that still worked!]
101: 1748| [47] [Jun]
102: 1751| [45] ["But where the heck is it!?"]
103: 1759| [47] [Watase]
104: 1762| [45] ["It might be somewhere in that burnt to hell factory... though I didn't notice anything earlier..."]
105: 1770| [47] [Watase]
106: 1773| [45] ["But we need to look for the survivors first! Locating an escape route means nothing if we don't find them!"]
107: 1799| [47] [Jun]
108: 1802| [45] ["Damn right!"]
109: 1807| [45] [Watase shoved the manual into his pocket and ran out of the room.]
110: 1850| [45] [However-- in the end, they went through all the rooms, yet found no hide nor hair of the survivors or any AD.]
111: 1913| [47] [Watase]
112: 1916| [45] ["Let's check the connecting passageway. We can't leave any stone unturned."]
113: 1959| [45] [The two of them headed for the connecting passageway that led to the factory.]
114: 2004| [45] [But the passageway was blocked by debris further in, so they couldn't travel past that.]
115: 2009| [45] [The only thing up ahead was the factory, meaning that they'd completed their search of the inner ring.]
116: 2068| [45] [Jun frowned in puzzlement as they turned around.]
117: 2076| [47] [Jun]
118: 2079| [45] ["That's odd... we didn't find Natsuhiko or anybody else here."]
119: 2087| [47] [Watase]
120: 2090| [45] ["Yeah, I agree. But maybe they're in the factory."]
121: 2116| [47] [Jun]
122: 2119| [45] ["Then let's go back and help the other team with their search!"]
123: 2127| [47] [Watase]
124: 2130| [45] ["Yeah. Or maybe they--"]
125: 2135| [45] [But before Watase could say any more,]
126: 2162| [45] [he suddenly heard a sound at his feet.]
127: 2188| [47] [Jun]
128: 2191| [45] ["!?"]
129: 2199| [47] [Watase]
130: 2202| [45] ["What was that!?"]
131: 2242| [45] [Both of them looked down in surprise-- and found that there were cracks where Jun was standing.]
132: 2247| [47] [Watase]
133: 2248| [45] [(The floor's giving way!)]
134: 2273| [45] [Just as Watase thought that-- time slowed down for him.]
135: 2298| [45] [He was seeing everything in slow motion.]
136: 2325| [45] [Jun tried to jump back at once.]
137: 2330| [45] [But-- the floor at her feet collapsed right then.]
138: 2451| [47] [Jun]
139: 2454| [45] ["Hyaah!"]
140: 2474| [47] [Watase]
141: 2477| [45] ["Moribe!"]
142: 2482| [45] [Watase shot his hand out as fast as lightning and grabbed Jun's arm.]
143: 2494| [45] [Pain ran through his cracked ribs instantly.]
144: 2499| [47] [Watase]
145: 2500| [45] [(Ghh!!)]
146: 2505| [45] [But he put up with it and grasped Jun's arm tightly.]
147: 2510| [45] [Dust blew up from the crumbled floor, but it soon began to clear up--]
148: 2584| [45] [Revealing Jun's face on the other side.]
149: 2592| [47] [Watase]
150: 2595| [45] ["Phew..."]
151: 2603| [47] [Watase]
152: 2606| [45] ["That sure was a close call, wasn't it?"]
153: 2614| [47] [Jun]
154: 2617| [45] ["Captain...! Incredible! It all happened so fast that I couldn't react, but you...!"]
155: 2625| [47] [Watase]
156: 2628| [45] ["Well... I thought it looked dangerous, that's all."]
157: 2636| [47] [Jun]
158: 2639| [45] ["Still, I nearly had a heart attack there... I didn't think the floor would just collapse so suddenly like that."]
159: 2647| [47] [Watase]
160: 2650| [45] ["Yeah, that was scary. It must have been your weight that broke the passageway."]
161: 2698| [47] [Jun]
162: 2701| [45] ["Hey, were you born with no manners at all!? That's not something you tell a lady!"]
163: 2709| [47] [Watase]
164: 2712| [45] ["Ha ha ha, I'm just kidding. I'm gonna pull you up now, so give me your hand."]
165: 2720| [47] [Jun]
166: 2723| [45] ["Roger-dodger."]
167: 2728| [45] [Watase grabbed Jun's other hand and pulled her up.]
168: 2790| [47] [Watase]
169: 2793| [45] ["... You're not hurt, are you?"]
170: 2819| [47] [Jun]
171: 2822| [45] ["Nope... not physically. But my heart's been horribly wounded, no thanks to someone."]
172: 2830| [47] [Watase]
173: 2833| [45] ["That's good. But still--"]
174: 2838| [45] [Watase looked at the now partially collapsed passageway.]
175: 2846| [47] [Watase]
176: 2849| [45] ["I guess Area 6 got damaged really badly by that fire..."]
177: 2875| [47] [Jun]
178: 2878| [45] ["Yeah... I hope the others are okay."]
179: 2886| [47] [Watase]
180: 2889| [45] ["Let's get back to them and make sure."]
181: 2894| [45] [The two of them nodded at each other, then ran through the passageway together.]
