  0:   43| [55] [√Double Chapter 7]
119: 1776| [45] [But when one's malice spreads to others, it amplifies, then stagnates and decays.]
120: 1781| [45] [Sometimes it decays enough for the people in on the whole problem to not even notice it...]
121: 1838| [47] [Jun]
122: 1841| [45] ["... But still, if there are problems, someone's gotta fix them, right?"]
123: 1867| [47] [Ukita]
124: 1870| [45] ["Indeed. But even if you know of a problem, it is difficult to build the courage to correct it."]
125: 1878| [47] [Watase]
126: 1881| [45] ["And sometimes, even those with that courage go about correcting the problems in decisively illegal ways."]
127: 1904| [45] [The old man and I exchange wry smiles.]
128: 1909| [45] [Kazami mutters sadly.]
129: 1935| [47] [Kazami]
130: 1938| [45] ["... If it takes the loss of others for people to finally realize that..."]
131: 1946| [47] [Kazami]
132: 1949| [45] ["Then will we be forced to keep losing all sorts of things in the future?"]
133: 1972| [47] [Watase]
134: 1973| [45] ["..."]
135: 1999| [47] [Kazami]
136: 2002| [45] ["If so, then does that mean... Nagisa's death was an inevitable part of that process?"]
137: 2010| [47] [Watase]
138: 2013| [45] ["No chance in hell."]
139: 2018| [45] [I instantly answer Kazami's question.]
140: 2026| [47] [Watase]
141: 2029| [45] ["We must never assume it's 'inevitable' for there to be victims... Never."]
142: 2037| [47] [Watase]
143: 2040| [45] ["There are those who can't be forgiven. Every problem in this world has its own root cause. That's a fact."]
144: 2048| [47] [Watase]
145: 2051| [45] ["If many people are involved, then they should all take responsibility."]
146: 2077| [47] [Ena]
147: 2080| [45] ["Oh my, you're sounding rather full of yourself there."]
148: 2106| [47] [Jun]
149: 2109| [45] ["You've got no right to talk, Mr. Ex-Terrorist~"]
150: 2117| [47] [Watase]
151: 2120| [45] ["Yeah, I was a terrorist-- the worst son of a bitch there was. If you just look at the incident last year by itself, then I deserve more blame for it than anyone else."]
152: 2128| [47] [Watase]
153: 2131| [45] ["Property damage, assembling with dangerous weapons, assault, violating the Swords and Firearms Control Law-- all of that and more is on me. It's a miracle a scoundrel like me got released in just a year."]
154: 2139| [47] [Watase]
155: 2142| [45] ["... But I've atoned for my sins."]
156: 2150| [47] [Watase]
157: 2153| [45] ["So I figured that now that I'm out of prison, I'll work to make this world a better place. This time without taking up arms."]
158: 2161| [47] [Watase]
159: 2164| [45] ["I'm in no position to face the world... but at the very least, my intentions are true."]
160: 2169| [45] [After I finish giving that rather self-indulgent speech, I expect to find everyone staring at me oddly, but--]
161: 2195| [47] [Kazami]
162: 2198| [45] ["... Well, that's just the kind of person you always were..."]
163: 2224| [47] [Jun]
164: 2227| [45] ["Well, you -have- gotten the resolve to bear those sins, right?"]
165: 2253| [47] [Ena]
166: 2256| [45] ["Besides, without the opportunity to start things over, there would be nobody left to take responsibility."]
167: 2282| [47] [Ukita]
168: 2285| [45] ["... I have no right to be saying anything, but I agree with you for now, Captain Kasasagi."]
169: 2290| [45] [The four of them accept me with wry smiles.]
170: 2295| [45] [I mentally breathe a sigh of relief. Kazami then speaks up.]
171: 2321| [47] [Kazami]
172: 2324| [45] ["But that aside... I hope others can change just like you have."]
173: 2332| [47] [Kazami]
174: 2335| [45] ["If they don't, then Nagisa and the others will truly never rest in peace."]
175: 2361| [47] [Jun]
176: 2364| [45] ["... Sis... I'm sure they can change this time."]
177: 2372| [47] [Jun]
178: 2375| [45] ["When you look back on history, things like this have happened over and over again."]
179: 2401| [47] [Jun]
180: 2404| [45] ["Like with the Chernobyl power plant disaster or the incident at LABO last year. Both may have been dark chapters in history..."]
181: 2430| [47] [Jun]
182: 2433| [45] ["But each time, people learn, people regret... and people reconsider their actions little by little. That's what I believe."]
183: 2438| [45] [Teach suddenly speaks up when she hears that.]
184: 2465| [47] [Ena]
185: 2468| [45] ["--You're talking about 'Before Crime * After Days', aren't you?"]
186: 2476| [47] [Watase]
187: 2479| [45] ["Huh?"]
188: 2505| [47] [Ena]
189: 2508| [45] ["You've never heard of it? It's a proposal this sociologist made about the phenomenon of drastic transitions in society."]
190: 2516| [47] [Ena]
191: 2519| [45] ["It refers to when there's a sudden change in society's value systems when you compare them before a 'crime' is exposed and in the days after."]
192: 2545| [47] [Ena]
193: 2548| [45] ["That's exactly how it is in this case. Society changes after something once thought 'normal' becomes deemed as 'strange' and 'criminal'."]
194: 2574| [47] [Ena]
195: 2577| [45] ["We have to fix what's wrong and we have to change ourselves too."]
196: 2585| [47] [Ena]
197: 2588| [45] ["If we don't, then our society will just get crazier and crazier... That's what almost everyone thinks."]
198: 2596| [47] [Watase]
199: 2599| [45] ["I see..."]
200: 2744| [45] [That's certainly the case with me personally.]
201: 2749| [45] [I changed greatly "before committing that crime" and in "the days after".]
202: 2754| [45] [I don't mean to advocate crime at all, but I definitely thought that things needed to change.]
203: 2759| [45] [Both in this world and in myself...]
204: 2767| [47] [Watase]
205: 2770| [45] ["... We've been able to live 'in the days after' we came face to face with that major incident."]
206: 2778| [47] [Watase]
207: 2781| [45] ["So we mustn't waste those days."]
208: 2804| [45] [I look at Kazami after I say that.]
209: 2812| [47] [Watase]
210: 2815| [45] ["Hey, Kazami. I swear I'll make this society as good of a place as I can."]
211: 2823| [47] [Watase]
212: 2826| [45] ["If we can change, then our surroundings should be able to change little by little too."]
213: 2831| [45] [No-- they have to change.]
214: 2836| [45] [Even if that's a naive ideal of mine, I can't do anything unless I believe that.]
215: 2841| [45] [My true atonement is to devote the rest of my life to ensure that change.]
216: 2864| [45] [Kazami then finally smiles as if she can tell what I'm thinking.]
217: 2872| [47] [Kazami]
218: 2875| [45] ["... That's right."]
219: 2901| [47] [Kazami]
220: 2904| [45] ["Malice may spread from person to person..."]
221: 2930| [47] [Kazami]
222: 2933| [45] ["But that's because good will does as well."]
223: 2941| [47] [Watase]
224: 2944| [45] ["Yeah, exactly."]
225: 2949| [45] [A thought crosses my mind when I hear that.]
226: 2982| [45] [Indeed-- when people come in contact, they definitely have some sort of mutual effect on each other.]
227: 2987| [45] [They then respond to that change, and their relationship starts to change too.]
228: 2992| [45] [If there is good will and the will to understand one another in there, then their relationship will surely turn out good.]
229: 2997| [45] [Much like how our relationships changed greatly in those nine hours.]
230: 3002| [45] [When I think about that, I suddenly start to wonder how "he" is doing.]
231: 3010| [47] [Watase]
232: 3013| [45] ["Hey, Teach... about the brat..."]
233: 3039| [47] [Ena]
234: 3042| [45] ["Hmm?"]
235: 3050| [47] [Watase]
236: 3053| [45] ["Is he doing well? You would know, wouldn't you?"]
237: 3079| [47] [Ena]
238: 3082| [45] ["Oh my, are you actually worried about him?"]
239: 3090| [47] [Watase]
240: 3093| [45] ["Well, a little..."]
241: 3119| [47] [Jun]
242: 3122| [45] ["Oh brother, you sure ain't honest."]
243: 3148| [47] [Ukita]
244: 3151| [45] ["Well, this is just what things are like between two men."]
245: 3177| [47] [Kazami]
246: 3180| [45] ["I thought you'd become a bit calmer recently, but I guess that part of you hasn't changed a bit, has it?"]
247: 3185| [45] [I break out into a wry smile from Kazami and the others' comments.]
248: 3248| [45] [I then look to the skies and think.]
249: 3253| [45] [--Of course I'm worried. How could I not be? We nearly fought to the death once.]
250: 3258| [45] [That's why I offer a silent prayer for his sake.]
251: 3263| [45] [I pray that he's living his life peacefully in those "days after".]
252: 3456| [45] [--Everyone here surely feels the same way.]
253: 3461| [45] [They all must be praying for peaceful days for the partners they fought side-by-side with on that fateful day.]
254: 3519| [45] [... And, around that time...]
