  0:  119| [55] [√After Chapter7]
161: 1859| [47] [風見]
162: 1862| [45] [「だけど……それも、もうできません」]
163: 1871| [47] [渡瀬]
164: 1874| [45] [「た、橘……？」]
165: 1879| [45] [そう問いかけた瞬間――風見の表情と、口調が変わった。]
166: 1905| [47] [風見]
167: 1908| [45] [「……できないのよ、渡瀬」]
168: 1916| [47] [風見]
169: 1919| [45] [「さっきの三ノ宮さんの話が本当だとしたら、何もかも辻褄が合ってしまうの」]
170: 1927| [47] [風見]
171: 1930| [45] [「この施設の正体、以前のあなた……それを考えると、答えは１つなのよ」]
172: 1938| [47] [渡瀬]
173: 1941| [45] [「橘、何を言っている！？」]
174: 1967| [47] [風見]
175: 1970| [45] [「……あなたが殺したのなら……」]
176: 1978| [47] [風見]
177: 1981| [45] [「せめて、あなたの名誉のために……！」]
178: 2016| [45] [風見は非常階段に備え付けられた消火器に手を伸ばした。]
179: 2024| [47] [渡瀬]
180: 2027| [45] [「たっ……橘、そんなもので何をするつもりだ……？」]
181: 2032| [45] [風見は答えない。]
182: 2037| [45] [代わりに悲しげに呟く。]
183: 2063| [47] [風見]
184: 2066| [45] [「渡瀬、あなたは道を違えてしまった……」]
185: 2074| [47] [風見]
186: 2077| [45] [「……その報いを、受ける時が来たの」]
187: 2082| [45] [そして次の瞬間、]
188: 2091| [47] [渡瀬]
189: 2094| [45] [「っ！？」]
190: 2207| [45] [風見が消火器を、横薙ぎに振るった。]
191: 2236| [47] [渡瀬]
192: 2239| [45] [「ぐあっ！！」]
193: 2268| [45] [渡瀬はとっさに、それを腕でガードする。]
194: 2273| [45] [全く手加減の無い一撃に、腕の骨が軋んだ。]
195: 2342| [47] [渡瀬]
196: 2345| [45] [「よ、よせ橘！　なぜこんな事を！？」]
197: 2371| [47] [風見]
198: 2374| [45] [「渡瀬……ごめんなさい、渡瀬……」]
199: 2400| [47] [風見]
200: 2403| [45] [「私にはもう、こうするしか……できる事がないの……」]
201: 2470| [45] [そう謝る風見の眼には、殺意の色が――！]
202: 2509| [47] [渡瀬]
203: 2510| [45] [（どうして橘まで！？）]
204: 2515| [45] [渡瀬は戦慄し、とっさに風見を突き飛ばした。]
205: 2606| [47] [風見]
206: 2609| [45] [「きゃっ！」]
207: 2614| [45] [消火器を持ったまま、風見が階段に倒れ込む。]
208: 2668| [45] [渡瀬はその隙に、地下２階まで駆け降り、階段室から飛び出した。]
209: 2718| [45] [夏彦を背負ったまま、渡瀬は走った。]
210: 2723| [45] [階段室に置いてきた、サリュのことも気になる。]
211: 2728| [45] [だが渡瀬には、夏彦を安全な場所へ連れて行くので精一杯だった。]
212: 2736| [47] [渡瀬]
213: 2739| [45] [「くそっ！　どうなってやがるんだ！」]
214: 2744| [45] [ついさっきまで、風見とは心が通っていたはずなのに。]
215: 2749| [45] [確かに信頼し合っていたはずなのに――！]
216: 2754| [47] [渡瀬]
217: 2755| [45] [（全部がオレの錯覚だったっていうのか！？）]
218: 2760| [45] [だが風見に殴られた腕の痛みは、紛れもない現実だった。]
219: 2765| [45] [地を蹴る振動が伝わる度に、酷く痛む。]
220: 2770| [45] [辛い現実を思い知らせるように。]
221: 2819| [45] [闇雲に逃げるうち、連絡通路に出た。]
222: 2824| [45] [だが通路の向こう側から、足音が聞こえてくる。]
223: 2829| [47] [渡瀬]
224: 2830| [45] [（誰だ！？）]
225: 2835| [45] [そう思うと同時に、通路の向こうから洵が姿を現した。]
226: 2909| [47] [洵]
227: 2912| [45] [「隊長……！」]
228: 2917| [45] [その手には今も、エンジンカッターが握られていて――]
229: 2975| [47] [渡瀬]
230: 2978| [45] [「ッ！！」]
231: 2983| [45] [渡瀬は踵を返し、逃げ出した。]
232: 3033| [45] [どこかわからないエリアを、夏彦を背負って逃げ惑う。]
233: 3038| [45] [息が上がる。全身が痛む。]
234: 3043| [45] [もう走れない――そう思った時。]
235: 3058| [45] [乾いた音が響いた。]
236: 3097| [47] [渡瀬]
237: 3100| [45] [「がっ！」]
238: 3105| [45] [渡瀬はその場に転倒した。]
239: 3110| [45] [腹が熱い。その熱がすぐに激痛に変わる。]
240: 3115| [45] [脇腹を撃たれたのだ。]
241: 3123| [47] [渡瀬]
242: 3126| [45] [「……！」]
243: 3131| [45] [腹を押さえながら周囲を伺う。]
244: 3136| [45] [姿は見えないが、どこからか声が聞こえてきた。]
245: 3164| [47] [宇喜多]
246: 3167| [45] [「今度は当たったな、隊長さん」]
247: 3175| [47] [渡瀬]
248: 3178| [45] [「お……おっさん……！？」]
249: 3186| [47] [宇喜多]
250: 3189| [45] [「苦しそうだね。では最後の情けだ、すぐ楽にしてやろう」]
251: 3194| [45] [その声を聞き終える前に、渡瀬は立ち上がった。]
252: 3248| [45] [夏彦を抱え、また走り出す。]
253: 3253| [45] [脇腹から血を流しながら。]
254: 3258| [45] [幸い銃弾は、内臓を避けてくれたようだ。]
255: 3263| [45] [しかし撃たれた傷はずきずきと痛み、血も止まらない。]
256: 3271| [47] [渡瀬]
257: 3274| [45] [「畜生……畜生……！」]
258: 3279| [45] [安全な場所を探し、渡瀬は走った。]
259: 3284| [45] [やがて彼の眼に――それが見えてきた。]
260: 3329| [45] [Ｎエリアへ続く連絡通路。]
261: 3334| [45] [そこに続く扉を開けられるのは、渡瀬の持っている『Ｌｖ．Ｎ』のカードしかない！]
262: 3352| [47] [渡瀬]
263: 3355| [45] [「う……うぉおおお！」]
264: 3360| [45] [渡瀬は叫び、自分を奮い立たせる。]
265: 3365| [45] [そしてＮエリアに向けて駆け出した。]
266: 3453| [45] [ゲートを開け、その向こうに転がり込む。]
267: 3527| [45] [例のＷＸ粒子とやらの影響か、奇怪な感覚が走り抜け、指先が痙攣する。]
268: 3532| [45] [だが、渡瀬はそれに耐えた。]
269: 3537| [47] [渡瀬]
270: 3538| [45] [（レベルＮのカードを持っているのは、オレだけだ……）]
271: 3543| [47] [渡瀬]
272: 3544| [45] [（このゲートが閉まってしまえば、あいつらの追跡を阻止できる！）]
273: 3549| [45] [そう思った時、]
274: 3554| [45] [まだ開いたままのゲートの向こうに、]
275: 3715| [45] [消火器を持った、風見が現れた。]
276: 3720| [47] [渡瀬]
277: 3721| [45] [（！！）]
278: 3726| [45] [彼女の視線が、渡瀬を射抜く。]
279: 3731| [45] [そして風見は――]
280: 3767| [45] [渡瀬めがけ、猛然と駆け寄ってきた！]
281: 3824| [47] [渡瀬]
282: 3827| [45] [「閉まれ！　早く！」]
283: 3832| [45] [ゆっくりとゲートが閉まり始める。だがそれが間に合わない。]
284: 3839| [45] [風見はゲートを潜り抜け、]
285: 3898| [45] [そして消火器を、渡瀬の頭に振り下ろした。]
286: 3927| [47] [渡瀬]
287: 3930| [45] [「がっ！！」]
288: 3935| [45] [渡瀬の眼の中で火花が散った。]
289: 3959| [45] [平衡感覚を失い、身体が横にぐらりと傾ぐ。]
290: 4004| [47] [渡瀬]
291: 4005| [45] [（こ、このままじゃ殺される……！）]
292: 4010| [47] [渡瀬]
293: 4011| [45] [（いまオレがここで殺されたら……夏彦もやばい！）]
294: 4016| [45] [その想いが、渡瀬の断裂しかけた意識を繋ぎ止める。]
295: 4021| [45] [そして渡瀬は、最後の力を振り絞り――]
296: 4038| [47] [渡瀬]
297: 4041| [45] [「ああああぁっ！」]
298: 4067| [45] [風見を、Ｎエリアの外に突き飛ばした。]
299: 4118| [47] [風見]
300: 4121| [45] [「ぎっ！」]
301: 4132| [45] [風見のうめきが聞こえるのと、ゲートが閉まり切るのは、ほぼ同時だった。]
302: 4180| [45] [ゲートの向こうから声が聞こえる。]
303: 4188| [47] [風見]
304: 4191| [45] [「渡瀬ッ！　渡瀬ぇええッ！」]
305: 4199| [47] [風見]
306: 4202| [45] [「開けなさい渡瀬ぇえええッ！！」]
307: 4212| [45] [その声も遠のいていく。]
308: 4217| [45] [頭痛と体の痙攣が、急速に激しさを増す。]
309: 4222| [47] [渡瀬]
310: 4223| [45] [（――ＡＤが切れたのか！？）]
311: 4228| [45] [そう思った瞬間、全身の力が抜けた。]
312: 4305| [47] [渡瀬]
313: 4308| [45] [「っ！」]
314: 4313| [45] [急速な失墜感。]
315: 4318| [45] [渡瀬はそれに抗おうとしたが――]
316: 4369| [45] [――耐えられない。]
317: 4374| [45] [床が迫る。]
318: 4379| [45] [ダメだ――倒れる！]
319: 4403| [45] [倒れると同時に、渡瀬の背中から、夏彦の重さが消えた。]
320: 4408| [45] [どうやら横に投げ出してしまったらしい。]
321: 4413| [45] [だが渡瀬には、もうどうすることもできなかった。]
