  0:  105| [55] [√After Chapter 4]
 93: 1037| [45] ["2: 'look for an escape route while searching for all the survivors, including Ms. Yuuri, and AD'."]
 94: 1045| [47] [Kazami]
 95: 1048| [45] ["3: 'look for the damaged portions of the gates and repair them in order to suppress the rate of contamination'."]
 96: 1056| [47] [Kazami]
 97: 1059| [45] ["4: 'look for everything: an escape route, AD, the damaged gates, and the survivors, including Ms. Yuuri'."]
 98: 1085| [47] [Kazami]
 99: 1088| [45] ["By choosing which path to take... we may be deciding our own doom."]
100: 1093| [45] [Everyone gulped. Watase then answered in a low voice.]
101: 1101| [47] [Watase]
102: 1104| [45] ["First of all, #4's plan of 'searching for everything' is unrealistic...%NI feel like it wouldn't yield any results, what with everything we'd have to do."]
103: 1130| [47] [Ukita]
104: 1133| [45] ["Indeed... and #3, the idea to 'repair the damaged parts of the gates to suppress the rate of contamination' is also out of the question."]
105: 1141| [47] [Ukita]
106: 1144| [45] ["I've stated this before, but I do not believe that emergency repairs would be enough to hold back the contamination."]
107: 1170| [47] [Kazami]
108: 1173| [45] ["Then that leaves #1 and #2. Should we put priority on 'finding an escape route' or%N'searching for an escape route while looking for the survivors and AD'...?"]
109: 1199| [47] [Ena]
110: 1202| [45] ["Isn't that obvious!? We go with #2!"]
111: 1210| [47] [Ena]
112: 1213| [45] ["We don't know if another escape route actually exists, but Mr. Tenkawa and the others are definitely down here!"]
113: 1239| [47] [Jun]
114: 1242| [45] ["I'm with you on that one. There's just too big of a risk in searching only for an escape route."]
115: 1250| [47] [Watase]
116: 1253| [45] ["I agree. And besides--"]
117: 1261| [47] [Watase]
118: 1264| [45] ["Yuuri shouldn't have any AD on her, so we need to find her as soon as possible."]
119: 1269| [45] [Everyone nodded gravely at that suggestion.]
120: 1295| [47] [Kazami]
121: 1298| [45] ["... Then we've decided to 'look for an escape route as we search for Ms. Yuuri, the other survivors, and AD' by process of elimination. Is everyone all right with that?"]
122: 1336| [47] [All]
123: 1339| [45] ["I'm good with that."]
124: 1344| [45] [And with that, everyone was on the same page.]
125: 1349| [45] [Watase quickly moved on to the next agenda.]
126: 1357| [47] [Watase]
127: 1360| [45] ["Then let's search through LABO one more time. Leave no stone unturned."]
128: 1386| [47] [Ukita]
129: 1389| [45] ["Should we search in the same direction as last time? Or would it be better to go the other way around?"]
130: 1397| [47] [Ena]
131: 1400| [45] ["But that wouldn't be effective, and besides, there's a chance we'll just miss each other again."]
132: 1408| [47] [Watase]
133: 1411| [45] ["Then let's split into two teams- one that searches the areas clockwise, and one other that searches them counterclockwise. How's that sound?"]
134: 1437| [47] [Jun]
135: 1440| [45] ["I see... now we can split up into smaller teams without anything to worry 'bout now that the fires are out. That also lowers our chances of missing the survivors."]
136: 1448| [47] [Watase]
137: 1451| [45] ["Oh yeah, now that I think about it, we found another Procyon in Area 6. We can use this to split up into three teams, but is that feasible...?"]
138: 1656| [47] [Kazami]
139: 1659| [45] ["Three teams, huh... But that would mean someone would have to search by themselves if we did that."]
140: 1667| [47] [Kazami]
141: 1670| [45] ["We cannot risk the danger of one of us getting lost. We should stick with two teams."]
142: 1675| [45] [Watase mulled over the situation once he heard Kazami's reasoning.]
143: 1680| [47] [Watase]
144: 1681| [45] [(Then how should we split up the teams...?)]
145: 1701| [45] [He then quickly came to a conclusion.]
146: 1768| [47] [Watase]
147: 1771| [45] ["Tachibana, old man... you good with teaming up with me?"]
148: 1779| [47] [Ukita]
149: 1782| [45] ["Sure... I don't particularly have anything against it."]
150: 1787| [45] [Though he didn't let it show on his face, Watase was relieved to hear that.]
151: 1792| [45] [--Ukita is dangerous.]
152: 1797| [45] [It seemed he currently viewed Watase as someone not to be trusted, but there was no guarantee he wouldn't shift his hostility to others.]
153: 1802| [47] [Watase]
154: 1803| [45] [(It just feels too dangerous to let Moribe and Teach team up with him...!)]
155: 1808| [45] [Though Jun was a rescue worker, she was still very young and was a bit mentally unstable in some ways.]
156: 1813| [45] [And Ena was just a civilian.]
157: 1818| [45] [Due to that, he reasoned that he and Kazami combined would have no trouble dealing with Ukita if he were to cause any trouble.]
158: 1823| [45] [Kazami gave Watase a slight nod. Perhaps she'd figured out what he was thinking.]
159: 1849| [47] [Kazami]
160: 1852| [45] ["Roger. Now then, as for how we'll go about searching--"]
161: 1862| [45] [He then quickly came to a conclusion.]
162: 1929| [47] [Watase]
163: 1932| [45] ["Moribe, old man... you good with teaming up with me?"]
164: 1940| [47] [Ukita]
165: 1943| [45] ["Sure... I don't particularly have anything against it."]
166: 1948| [45] [There was a discerning look in Ukita's eyes as he said that.]
167: 1953| [47] [Watase]
168: 1954| [45] [(I knew it... the old man really does still doubt me...)]
169: 1959| [45] [He'd been hoping that Jun's cheerfulness would have a positive influence on Ukita, but it didn't look that way.]
170: 1985| [47] [Jun]
171: 1988| [45] ["Let's work hard together, Mr. Ukita."]
172: 2014| [47] [Ukita]
173: 2017| [45] ["Yes, looking forward to working with you."]
174: 2022| [45] [It seemed there were no problems between Jun and Ukita for the time being.]
175: 2116| [47] [Ena]
176: 2119| [45] ["Then that means me and Ms. Tachibana will be on the other team. How're we going to go about searching?"]
177: 2127| [47] [Kazami]
178: 2130| [45] ["I have an idea about that."]
179: 2140| [45] [He then quickly came to a conclusion.]
180: 2217| [47] [Watase]
181: 2220| [45] ["Teach, you good with teaming up with me?"]
182: 2246| [47] [Ena]
183: 2249| [45] ["Sure, I'm fine with it."]
184: 2276| [47] [Ukita]
185: 2279| [45] ["Then I'll be joining your team as well."]
186: 2305| [47] [Ena]
187: 2308| [45] ["Huh...?"]
188: 2334| [47] [Ukita]
189: 2337| [45] ["What's wrong... Is there a problem with that?"]
190: 2342| [45] [Ukita glared at the surprised Ena.]
191: 2347| [47] [Watase]
192: 2348| [45] [(Is the old man still sore about what happened a few minutes ago...?)]
193: 2353| [45] [Watase spoke up before a similar crisis could repeat itself.]
194: 2361| [47] [Watase]
195: 2364| [45] ["Okay then, you're with us, old man. You fine with that, Teach?"]
196: 2390| [47] [Ena]
197: 2393| [45] ["Y-yes..."]
198: 2401| [47] [Watase]
199: 2404| [45] ["Okay then-- now that we've determined the team distribution, how'll we go about searching?"]
200: 2498| [47] [Kazami]
201: 2501| [45] ["I have an idea about that."]
202: 2547| [45] [Watase hesitated to make a choice.]
203: 2552| [45] [After the incident just a few minutes ago, he was having trouble deciding who to team up with.]
204: 2717| [47] [Watase]
205: 2718| [45] [(... Dammit, what should I do?)]
206: 2723| [47] [Watase]
207: 2724| [45] [(Which one of these people can I trust the most...!?)]
208: 2762| [47] [Kazami & Jun]
209: 2763| [45] ["..."]
210: 2801| [47] [Ena & Ukita]
211: 2802| [45] ["..."]
212: 2879| [45] [Watase then finished thinking it over and finally gave his answer.]
213: 2946| [47] [Watase]
214: 2949| [45] ["Tachibana, old man... you good with teaming up with me?"]
215: 2957| [47] [Ukita]
216: 2960| [45] ["Sure... I don't particularly have anything against it."]
217: 2965| [45] [Though he didn't let it show on his face, Watase was relieved to hear that.]
218: 2970| [45] [--Ukita is dangerous.]
219: 2975| [45] [It seemed he currently viewed Watase as someone not to be trusted, but there was no guarantee he wouldn't shift his hostility to others.]
220: 2980| [47] [Watase]
221: 2981| [45] [(It just feels too dangerous to let Moribe and Teach team up with him...!)]
222: 2986| [45] [Though Jun was a rescue worker, she was still very young and was a bit mentally unstable in some ways.]
223: 2991| [45] [And Ena was just a civilian.]
224: 2996| [45] [Due to that, he reasoned that he and Kazami combined would have no trouble dealing with Ukita if he were to cause any trouble.]
225: 3001| [45] [Kazami gave Watase a slight nod. Perhaps she'd figured out what he was thinking.]
226: 3027| [47] [Kazami]
227: 3030| [45] ["Roger. Now then, as for how we'll go about searching--"]
228: 3040| [45] [Watase then finished thinking it over and finally gave his answer.]
229: 3107| [47] [Watase]
230: 3110| [45] ["Moribe, old man... you good with teaming up with me?"]
231: 3118| [47] [Ukita]
232: 3121| [45] ["Sure... I don't particularly have anything against it."]
233: 3126| [45] [There was a discerning look in Ukita's eyes as he said that.]
234: 3131| [47] [Watase]
235: 3132| [45] [(I knew it... the old man really does still doubt me...)]
236: 3137| [45] [He'd been hoping that Jun's cheerfulness would have a positive influence on Ukita, but it didn't look that way.]
237: 3163| [47] [Jun]
238: 3166| [45] ["Let's work hard together, Mr. Ukita."]
239: 3192| [47] [Ukita]
240: 3195| [45] ["Yes, looking forward to working with you."]
241: 3200| [45] [It seemed there were no problems between Jun and Ukita for the time being.]
242: 3294| [47] [Ena]
243: 3297| [45] ["Then that means me and Ms. Tachibana will be on the other team. How're we going to go about searching?"]
244: 3305| [47] [Kazami]
245: 3308| [45] ["I have an idea about that."]
246: 3318| [45] [Watase then finished thinking it over and finally gave his answer.]
247: 3395| [47] [Watase]
248: 3398| [45] ["Teach, you good with teaming up with me?"]
249: 3424| [47] [Ena]
250: 3427| [45] ["Sure, I'm fine with it."]
251: 3454| [47] [Ukita]
252: 3457| [45] ["Then I'll be joining your team as well."]
253: 3483| [47] [Ena]
254: 3486| [45] ["Huh...?"]
255: 3512| [47] [Ukita]
256: 3515| [45] ["What's wrong... Is there a problem with that?"]
257: 3520| [45] [Ukita glared at the surprised Ena.]
258: 3525| [47] [Watase]
259: 3526| [45] [(Is the old man still sore about what happened a few minutes ago...?)]
260: 3531| [45] [Watase spoke up before a similar crisis could repeat itself.]
261: 3539| [47] [Watase]
262: 3542| [45] ["Okay then, you're with us, old man. You fine with that, Teach?"]
263: 3568| [47] [Ena]
264: 3571| [45] ["Y-yes..."]
265: 3579| [47] [Watase]
266: 3582| [45] ["Okay then-- now that we've determined the team distribution, how'll we go about searching?"]
267: 3676| [47] [Kazami]
268: 3679| [45] ["I have an idea about that."]
269: 3727| [47] [Kazami & Jun]
270: 3728| [45] ["..."]
271: 3766| [47] [Ena & Ukita]
272: 3767| [45] ["..."]
273: 3845| [47] [Kazami]
274: 3848| [45] ["... Captain, how long do you plan to keep us waiting?"]
275: 3856| [47] [Watase]
276: 3859| [45] ["Oh, sorry... I was just wondering what we should do."]
277: 3886| [47] [Jun]
278: 3889| [45] ["Quit waffling around! You're supposed to make a choice right away...!"]
279: 3915| [47] [Kazami]
280: 3918| [45] ["If he can't make a prompt decision, then I'll go with the Captain."]
281: 3926| [47] [Kazami]
282: 3929| [45] ["Mr. Ukita, will you join our team as well?"]
283: 3955| [47] [Ukita]
284: 3958| [45] ["Sure... I don't particularly have anything against it."]
285: 3963| [45] [Though he didn't let it show on his face, Watase was relieved to hear that.]
286: 3968| [45] [--Ukita is dangerous.]
287: 3973| [45] [It seemed he currently viewed Watase as someone not to be trusted, but there was no guarantee he wouldn't shift his hostility to others.]
288: 3978| [45] [That'd been something he'd also been worrying about when thinking about who to pair with.]
289: 3983| [45] [Though Jun was a rescue worker, she was still very young and was a bit mentally unstable in some ways. And Ena was just a civilian.]
290: 3988| [45] [Due to that, he reasoned that he and Kazami combined would have no trouble dealing with Ukita if he were to cause any trouble.]
291: 4014| [47] [Ena]
292: 4017| [45] ["Then that means me and Ms. Moribe will be on the other team. How will we go about searching?"]
293: 4025| [47] [Kazami]
294: 4028| [45] ["I have an idea about that."]
295: 4033| [45] [Kazami took out her PDA and began explaining.]
296: 4081| [47] [Kazami]
297: 4084| [45] ["We're currently in Area 5, so one team will head in the direction of Area 4 while the other will head in the direction of Area 6."]
298: 4092| [47] [Watase]
299: 4095| [45] ["Then where will we rendezvous?"]
300: 4103| [47] [Kazami]
301: 4106| [45] ["There's a chance we'll miss each other, so why don't we use this laboratory as the meeting point?"]
302: 4154| [47] [Kazami]
303: 4157| [45] ["I believe that we should set off again if we lap around the facility and still haven't found the survivors."]
304: 4165| [47] [Kazami]
305: 4168| [45] ["If something unexpected happens or if you yield no results after having searched for a whole hour, come back here for the time being."]
306: 4176| [47] [Watase]
307: 4179| [45] ["Sounds good. That way we won't have to worry about getting separated."]
308: 4258| [47] [Jun]
309: 4261| [45] ["What about the AD? Should we take it all with us?"]
310: 4266| [45] [Jun was talking about the 30 AD they'd just found.]
311: 4274| [47] [Watase]
312: 4277| [45] ["No... it'd be best to leave them here. We'll be in real trouble if any of them break for whatever reason, after all..."]
313: 4285| [47] [Watase]
314: 4288| [45] ["And there's also a chance the survivors will come here. Then they can get some AD at the very least."]
315: 4314| [47] [Kazami]
316: 4317| [45] ["Then let's have everyone carry two ampules each for two hours worth."]
317: 4322| [45] [Kazami said that, then gave the rest of the group two AD for each member.]
318: 4350| [47] [Ena]
319: 4353| [45] ["... Oh, while we're on it, I have another idea, if you don't mind."]
320: 4358| [45] [Ena took a pen and paper lying around in the room, then started writing on it.]
321: 4435| [45] [--Dear Mr. Tenkawa, Ms. Toba, and Ms. Sannomiya--]
322: 4438| [85] [　]
323: 4441| [45] [Looks like we all got caught up in the same disaster today, huh?]
324: 4444| [45] [I've been looking for you guys this whole time, but we haven't been having any luck.]
325: 4447| [45] [So if you happen to find this note, I ask that you please stay right where you are.]
326: 4450| [45] [What you see here is a radiation exposure inhibitor known as "AD".]
327: 4453| [45] [It's a drug we've been using to protect ourselves from the radiation.]
328: 4456| [45] [(*It'll protect you for an hour so long as you inject it into a vein.)]
329: 4459| [45] [Keep injecting yourselves with it and wait in this room for help to come, okay?]
330: 4462| [45] [I'm looking forward to seeing you all alive and well.]
331: 4465| [85] [                      ]
332: 4466| [45] [From,%N                                                                  Ms. Ena]
333: 4496| [45] [--She wrote that charming little letter in cute handwriting.]
334: 4522| [47] [Ena]
335: 4525| [45] ["... Well? It'll lower our chances of just missing them if we post this on the door."]
336: 4533| [47] [Watase]
337: 4536| [45] ["Yeah, that's a great idea."]
338: 4562| [47] [Jun]
339: 4565| [45] ["Okay then, now let's get on with splitting up the equipment."]
340: 4608| [45] [The group nodded, then split up the gear they'd acquired so far.]
341: 4613| [45] [First, there were the security cards--]
342: 4618| [45] [Watase held on to the Level N card they'd found a short while ago.]
343: 4623| [45] [Kazami, Jun, Ena, and Ukita each took a Level 6 card.]
344: 4631| [45] [Watase's team also took two of the Procyons, while Jun's team took the third.]
345: 4636| [45] [The group then left the room.]
346: 4714| [47] [Kazami]
347: 4717| [45] ["We'll be heading in the direction of Area 4, so I ask that you two please search in the direction of Area 6."]
348: 4725| [47] [Kazami]
349: 4728| [45] ["Our goal is to find AD, the survivors, and if possible, an escape route."]
350: 4736| [47] [Ena]
351: 4739| [45] ["Roger."]
352: 4744| [45] [--Ena posted the note she'd written on the door.]
353: 4824| [47] [Watase]
354: 4827| [45] ["Moribe, take care of Teach."]
355: 4853| [47] [Jun]
356: 4856| [45] ["Got it. We won't fight or anything-- we'll work together to search, don't you worry."]
357: 4876| [45] [Jun and Ena then departed in the direction of Area 6.]
358: 4881| [47] [Watase]
359: 4882| [45] [(A fight... I wasn't implying that at all, but...)]
360: 4887| [45] [He'd said that as a warning for Jun to keep an eye out to make sure Ena didn't end up in any kind of trouble.]
361: 4892| [45] [Now he was a bit worried about what Jun had said, but--]
362: 4934| [47] [Ukita]
363: 4937| [45] ["Captain Kasasagi, what are you doing?"]
364: 4945| [47] [Kazami]
365: 4948| [45] ["We should get going too."]
366: 4956| [47] [Watase]
367: 4959| [45] ["R-right."]
368: 4964| [45] [Watase started walking towards Area 4 as he kept those tiny fears in his heart.]
369: 5021| [45] [Watase's team also took two of the Procyons, while Kazami's team took the third.]
370: 5062| [47] [Watase]
371: 5065| [45] ["Then we'll be headed towards Area 6, so you guys go towards Area 4."]
372: 5091| [47] [Kazami]
373: 5094| [45] ["Roger. Ms. Tsubakiyama, let's go."]
374: 5120| [47] [Ena]
375: 5123| [45] ["Got it."]
376: 5151| [45] [Ena posted the note she'd written on the door, then left the room with Kazami.]
377: 5192| [47] [Jun]
378: 5195| [45] ["... Then we should get going too, right?"]
379: 5203| [47] [Watase]
380: 5206| [45] ["Yeah."]
381: 5214| [47] [Ukita]
382: 5217| [45] ["... Indeed."]
383: 5222| [45] [Ukita's voice seemed a bit harsh, just as Watase had expected.]
384: 5227| [47] [Watase]
385: 5228| [45] [(I hope I can clear up this misunderstanding with him, but I'm not counting on it...)]
386: 5233| [45] [Watase left the room with Jun and Ukita as he kept those tiny fears in his heart.]
387: 5323| [45] [Watase's team also took two of the Procyons, while Kazami's team took the third.]
388: 5331| [47] [Watase]
389: 5334| [45] ["Then we'll be headed towards Area 6, so you guys go towards Area 4."]
390: 5360| [47] [Kazami]
391: 5363| [45] ["Roger that. Moribe, let's get going."]
392: 5389| [47] [Jun]
393: 5392| [45] ["Roger."]
394: 5420| [45] [The two of them then departed in the direction of Area 4.]
395: 5428| [47] [Watase]
396: 5431| [45] ["... Okay then, we should get going too, right?"]
397: 5472| [47] [Ukita]
398: 5475| [45] ["Quite. We can't linger around here all day."]
399: 5483| [47] [Ena]
400: 5486| [45] ["Yes... let's go."]
401: 5491| [45] [Ena posted the note she'd written earlier on the door, and replied in a grave voice.]
402: 5496| [45] [The atmosphere amongst the team really was strange.]
403: 5501| [47] [Watase]
404: 5502| [45] [(Maybe those two aren't getting along...)]
405: 5507| [45] [Now that he though about it, the two of them had argued quite frequently these past few hours.]
406: 5512| [45] [Watase left the room with Ena and Ukita as he kept those tiny fears in his heart.]
