  0:   76| [55] [√Before Chapter 1]
156: 1466| [86] [Stupid Boy]
157: 1467| [86] [{Wait, seriously!? Well, yours is too!}]
158: 1474| [85] [{What!?}]
159: 1491| [86] [Calm Boy]
160: 1492| [86] [{What!?}]
161: 1506| [45] [Many such voices rang out directly in Natsuhiko and Mashiro's brains.]
162: 1511| [45] [--Telepathy is, by nature, an ability to convey one's voice to specific individuals.]
163: 1516| [45] [However, Communicators inexperienced with telepathy often end up accidentally sending mass untargeted messages.]
164: 1540| [47] [Natsuhiko]
165: 1543| [45] ["... School sure is noisy today."]
166: 1551| [47] [Mashiro]
167: 1554| [45] ["You think so? It's always like this."]
168: 1658| [45] [True enough, these were familiar sights and sounds for students of this school.]
169: 1663| [45] [It's the logical consequence of attending a Communicator-exclusive school, but...]
170: 1668| [47] [Natsuhiko]
171: 1669| [45] [(Still, reckless usage of BC isn't commendable at all.)]
172: 1674| [45] [Abuse of untargeted telepathy was prohibited as it was an issue of bad manners.]
173: 1679| [45] [But said prohibition was not necessarily upheld, however.]
174: 1753| [45] [Just then, as if to answer Natsuhiko's prayers, an announcement was broadcast school-wide.]
175: 1972| [86] [Ena]
176: 1975| [45] ["Stop misusing telepathy, everyone!"]
177: 1984| [86] [Ena]
178: 1987| [45] ["We've been receiving complaints that they can hear you all from outside the school!"]
179: 2041| [45] [And immediately after the announcement ended, the BC traffic around the school came to a screeching halt.]
180: 2128| [47] [Natsuhiko]
181: 2131| [45] ["Silence at last, huh..."]
182: 2157| [47] [Mashiro]
183: 2160| [45] ["Geez. Their telepathy was leaking all over the place. This school's full of amateurs."]
184: 2168| [47] [Natsuhiko]
185: 2171| [45] ["Somehow, after what happened this morning, I don't think you should be talking."]
186: 2194| [45] [And with that conversation, Natsuhiko and Mashiro left to buy food.]
