  0:  126| [55] [√Before Chapter6]
104: 1563| [45] [「だったら余計に、どうして……？」]
105: 1568| [45] [食い下がるましろに、恵那は困ったような笑みを浮かべて言う。]
106: 1594| [47] [恵那]
107: 1597| [45] [「……そうね、それじゃ納得してもらうためにも……特別授業をしてあげましょうか」]
108: 1605| [47] [恵那]
109: 1608| [45] [「普通の授業では教えない事だけど、あなたたちは知っておいた方がいいと思うから」]
110: 1616| [47] [夏彦]
111: 1619| [45] [「特別授業、ですか？」]
112: 1624| [45] [恵那はうなずいて、静かに語りだした。]
113: 1687| [47] [恵那]
114: 1690| [45] [「――実はＢＣとテロリズムは、切っても切り離せない関係にあるの」]
115: 1698| [47] [恵那]
116: 1701| [45] [「私は大学で超心理学を学ぶ中で、ＢＣの真の歴史についても当然習ったわ」]
117: 1709| [47] [恵那]
118: 1712| [45] [「コミュニケーターが現れて、それから社会がどう変異して行ったか……」]
119: 1738| [47] [恵那]
120: 1741| [45] [「その極めて不安定で、危険に満ちた歴史をね」]
121: 1749| [47] [夏彦]
122: 1752| [45] [「危険に満ちた歴史……？」]
123: 1778| [47] [恵那]
124: 1781| [45] [「１６年前を境に、コミュニケーターが大発生したのは知ってるわね」]
125: 1789| [47] [恵那]
126: 1792| [45] [「でも当時の社会が、それを簡単に受け入れられたと思う？」]
127: 1800| [47] [夏彦]
128: 1803| [45] [「それは……受け入れられたんじゃないですか？」]
129: 1836| [47] [ましろ]
130: 1839| [45] [「そうですよ。当時のコミュニケーターは能力も高くなかっただろうし。ちょっとテレパシーが使える人くらいの認識で……」]
131: 1874| [47] [恵那]
132: 1877| [45] [「使える側は、その程度に考えるわね。でも使えない側もそう思うとは限らないのよ」]
133: 1882| [45] [恵那はそう言って、眉をひそめた。]
134: 1908| [47] [恵那]
135: 1911| [45] [「最初にコミュニケーターに対し激しい拒否反応を示したのは、ごく一部の人間だけだった」]
136: 1919| [47] [恵那]
137: 1922| [45] [「２０１４年２月、フランスの事件よ。コミュニケーターが住んでいた村に、ある妄想に取り憑かれた男たちが放火したの」]
138: 1930| [47] [夏彦]
139: 1933| [45] [「放火……！？」]
140: 1966| [47] [ましろ]
141: 1969| [45] [「ひどい！　どうして！？」]
142: 2004| [47] [恵那]
143: 2007| [45] [「犯人たち曰く――『コミュニケーターは、悪霊に取り憑かれた、悪しき存在だから』との事よ」]
144: 2040| [47] [サリュ]
145: 2043| [45] [「悪霊？　どういう意味？」]
146: 2078| [47] [恵那]
147: 2081| [45] [「聖書に、こんなエピソードがあるらしいの」]
148: 2089| [47] [恵那]
149: 2092| [45] [「――ガラリヤの湖のほとりに、悪霊に取り憑かれた男がいた」]
150: 2100| [47] [恵那]
151: 2103| [45] [「彼はしばしば悪霊の声を聞き、墓場に佇み、苦しんでいた」]
152: 2111| [47] [恵那]
153: 2114| [45] [「男に名を問うと、彼はこう答えた」]
154: 2122| [47] [恵那]
155: 2125| [45] [「『我が名はレギオン。我らは多数であるが故に』」]
156: 2133| [47] [恵那]
157: 2136| [45] [「その悪霊はやがて男の体から追い出されたが、代わりにそばにいた豚の群れに取り憑いた」]
158: 2144| [47] [恵那]
159: 2147| [45] [「すると豚たちは狂ったように走り出し、次々に湖に落ちて溺れ死んだ……」]
160: 2155| [47] [夏彦]
161: 2158| [45] [「……なんなんですか、その不気味なエピソードは」]
162: 2166| [47] [恵那]
163: 2169| [45] [「わからないわ。このエピソードが何を意味しているのかは、ずっと宗教論者の議論の対象だったらしいの」]
164: 2195| [47] [恵那]
165: 2198| [45] [「だけどその犯人たちは、こう考えたのよ」]
166: 2206| [47] [恵那]
167: 2209| [45] [「『コミュニケーターは、我々の聞けない声を聞く。それは悪霊の声だ』」]
168: 2217| [47] [恵那]
169: 2220| [45] [「『彼らは悪霊に取り憑かれた悪しき存在なのだ。故に神罰を下さねばならない』」]
170: 2253| [47] [ましろ]
171: 2256| [45] [「そんな……！」]
172: 2264| [47] [夏彦]
173: 2267| [45] [「……狂ってる」]
174: 2302| [47] [恵那]
175: 2305| [45] [「そうね、私もそう思うわ」]
176: 2331| [47] [恵那]
177: 2334| [45] [「当然その犯人たちは罰せられ、幸いにして死傷者も出なかったため、事件はすぐに忘れ去られた」]
178: 2342| [47] [恵那]
179: 2345| [45] [「でも後から考えれば、これが始まりだったの。コミュニケーターと一般人の、対立構造のね」]
180: 2350| [45] [恵那の表情は変わらない。]
181: 2355| [45] [だが声は徐々に、険しさを増していった。]
182: 2363| [47] [恵那]
183: 2366| [45] [「コミュニケーターがコミュニケーターであると言う理由で、普通の人々に狙われる――そうした事例はその後も頻発したわ」]
184: 2374| [47] [恵那]
185: 2377| [45] [「同年４月にはアメリカのブルックリンで、コミュニケーターの青年がリンチされて殺されたし」]
186: 2385| [47] [恵那]
187: 2388| [45] [「その翌月には中国で、集合住宅が丸ごと焼失したわ」]
188: 2396| [47] [恵那]
189: 2399| [45] [「６月にはドイツで、７月にはイタリアとアメリカで」]
190: 2407| [47] [恵那]
191: 2410| [45] [「８月にはドイツとフランスとオーストリアで、９月にはロシアとフランスとアメリカと中国で……」]
192: 2418| [47] [恵那]
193: 2421| [45] [「同様の事件は、枚挙にいとまがなかった」]
194: 2447| [47] [恵那]
195: 2450| [45] [「知ってる？　この街でも起きたのよ。『鹿鳴市同時多発火災』という事件が……」]
196: 2483| [47] [ましろ]
197: 2486| [45] [「そ、それ知ってます！」]
198: 2521| [47] [恵那]
199: 2524| [45] [「そう、偉いわ鳥羽さん。今ではあまり語られる事もない事件だものね」]
200: 2529| [45] [恵那はそう言って微笑んだ。]
201: 2534| [45] [その笑顔には寂しさが滲んでいるように見える。]
202: 2560| [47] [恵那]
203: 2563| [45] [「……コミュニケーターがごく少数で、ＢＣがオカルトの範疇におさまっている時代には、こんな問題は起きなかった」]
204: 2571| [47] [恵那]
205: 2574| [45] [「それまでにもコミュニケーターはいたと思うけど、せいぜい新興宗教の教祖サマになるか、テレビタレントにでもなるか――」]
206: 2582| [47] [恵那]
207: 2585| [45] [「そしてほとんどは己の能力を隠して、ひっそりと生きていったんでしょう」]
208: 2593| [47] [恵那]
209: 2596| [45] [「でもコミュニケーターが次々に現れ、急速に数を増やすようになってから、事態は一気に深刻化したの」]
210: 2604| [47] [恵那]
211: 2607| [45] [「まるで突如生まれた新人類が、旧人類を脅かそうとしていると考える人が、少なからずいたのね」]
212: 2615| [47] [恵那]
213: 2618| [45] [「ＢＣが努力で身につけられるものならよかったのだけど、ＢＣの適性は遺伝子によって、生まれつき決まってしまうから……」]
214: 2623| [45] [恵那はそこで言葉を切り、教室に沈黙が訪れた。]
215: 2628| [45] [室温は低くないはずなのに、夏彦の背筋は粟立っていた。]
216: 2633| [45] [得体の知れない恐怖が胸を満たしている。]
217: 2638| [45] [恵那はなおも続けた。]
218: 2664| [47] [恵那]
219: 2667| [45] [「……その対立意識はやがて恐怖に変わり、恐怖はテロリズムを生んだ」]
220: 2693| [47] [恵那]
221: 2696| [45] [「テロの語源は『テラー』、つまり『恐怖』だもの」]
222: 2704| [47] [恵那]
223: 2707| [45] [「人がテロという手段を選択するのは、『他者に恐怖を感じた時』、『他者に恐怖を与える時』」]
224: 2733| [47] [恵那]
225: 2736| [45] [「悲しいけれど必然的な流れよ」]
226: 2744| [47] [夏彦]
227: 2747| [45] [「し……信じられない……」]
228: 2780| [47] [ましろ]
229: 2783| [45] [「だって今は平和じゃないですか……！？」]
230: 2818| [47] [恵那]
231: 2821| [45] [「その平和を作り上げるため、各国は並々ならぬ努力をしたのよ。当然この日本もね」]
232: 2829| [47] [恵那]
233: 2832| [45] [「鹿鳴市同時多発火災の２年後には、コミュニケーターの保護を目的とした『ＢＣ法』を制定」]
234: 2840| [47] [恵那]
235: 2843| [45] [「それと同時に、この鹿鳴市を初めとしたコミュニケーター保護特区『政令指定機密都市』を国内６箇所に設立」]
236: 2851| [47] [恵那]
237: 2854| [45] [「そして全国のコミュニケーターを、政令指定機密都市に移住させたのよ」]
238: 2862| [47] [夏彦]
239: 2865| [45] [「移住させた……って、強制的にですか？」]
240: 2891| [47] [恵那]
241: 2894| [45] [「いえ、あくまで任意よ。でも地方に住んでいるコミュニケーターたちは、政府からしつこく移住の勧告を受ける事になったわ」]
242: 2902| [47] [恵那]
243: 2905| [45] [「もちろん移住のための資金は全額支払われるし、場合によっては職業・住居の紹介から、高額の準備金まで支給されるの」]
244: 2913| [47] [夏彦]
245: 2916| [45] [「どうしてそこまでして？」]
246: 2942| [47] [恵那]
247: 2945| [45] [「全ては公共の治安のため。コミュニケーターと一般人の対立を、激化させないためよ」]
248: 2953| [47] [恵那]
249: 2956| [45] [「急務となったのは、『コミュニケーターは皆、政令指定機密都市に住んでいる』という常識を構築する事」]
250: 2964| [47] [恵那]
251: 2967| [45] [「そうして住み分けがなされていれば、一般人の皆さんも、平穏な気持ちでいられるもの」]
252: 2993| [47] [恵那]
253: 2996| [45] [「その移行はごくスムーズに行われ、軋轢も最小限に抑えられたわ」]
254: 3004| [47] [恵那]
255: 3007| [45] [「おかげでコミュニケーターたちは一箇所に集まり、国もＢＣの研究が円滑に進められる体制ができ、日本はＢＣ先進国となった」]
256: 3015| [47] [恵那]
257: 3018| [45] [「……つまりこの街は、ただの研究学園都市なんかじゃない」]
258: 3026| [47] [恵那]
259: 3029| [45] [「あなたたちコミュニケーターを護るために、国家が作り上げた砦なのよ」]
260: 3037| [47] [夏彦]
261: 3040| [45] [「……！」]
262: 3045| [45] [そこまで聞いて、夏彦はようやく、この街の真実を理解した。]
263: 3050| [45] [なぜこの街がこれほどまでに治安がいいのか。]
264: 3055| [45] [なぜ監視カメラや都市ゲートなどを設置してまで、犯罪者を警戒しているのか。]
265: 3060| [45] [研究施設が多いという土地柄、それらの全ては産業スパイ対策だと聞いていたが――]
266: 3065| [47] [夏彦]
267: 3066| [45] [（護ろうとしている真の対象は、コミュニケーター……いや、『社会の治安』そのものだったのか）]
268: 3071| [45] [言葉を失う夏彦たちに、恵那はさらに続けた。]
269: 3097| [47] [恵那]
270: 3100| [45] [「……だけど社会のシステムが強固になれば、テロリストも狡猾になっていく」]
271: 3126| [47] [恵那]
272: 3129| [45] [「そしてＱは、その中で最も狡猾で執念深い組織なのよ」]
273: 3137| [47] [恵那]
274: 3140| [45] [「知ってるかもしれないけど、過去に何度もテロを成功させている」]
275: 3166| [47] [恵那]
276: 3169| [45] [「今まで政令指定機密都市を狙った例はないけれど、あなたたちの話も冗談とはとうてい思えないわね」]
277: 3174| [45] [恵那は静かにため息をついた。]
278: 3179| [45] [彼女が夏彦たちの話を素直に信じた理由は、普段からその可能性を憂慮していたかららしい。]
279: 3212| [47] [サリュ]
280: 3215| [45] [「……Ｑという組織の危険性はわかった」]
281: 3241| [47] [サリュ]
282: 3244| [45] [「でもどうして、警察などに検挙されないの？」]
283: 3270| [47] [恵那]
284: 3273| [45] [「それはＱの構成員の大半が、その辺にいる『普通の人々』で成り立っているからよ」]
285: 3290| [47] [夏彦]
286: 3293| [45] [「普通の人々？」]
287: 3301| [47] [恵那]
288: 3304| [45] [「Ｑは昔の過激派とか都市ゲリラとは違って、大々的に存在を主張したりはしないのよ」]
289: 3312| [47] [恵那]
290: 3315| [45] [「もちろんどこかのアジトにこもって、武力闘争の訓練なんてのもしない」]
291: 3323| [47] [恵那]
292: 3326| [45] [「ただ独自のネットワークで、コミュニケーターに対する不快感を持つ一般人を探し、少しずつ同志に引き入れていくのよ」]
293: 3334| [47] [夏彦]
294: 3337| [45] [「でもテロリストが勧誘なんてしたら、すぐ捕まって……」]
295: 3363| [47] [恵那]
296: 3366| [45] [「いいえ。奴らは同志を勧誘するときは、カモフラージュのため様々な名前を使うの」]
297: 3374| [47] [恵那]
298: 3377| [45] [「例えば『コミュニケーターとの関わりについて考える会』とか、当たりさわりないヤツね」]
299: 3385| [47] [恵那]
300: 3388| [45] [「だからその時点では、構成員となる人自身も、『自分がＱに入ったんだ』って気づかないらしいの」]
301: 3414| [47] [恵那]
302: 3417| [45] [「組織の実態は、大半の構成員にさえわかってない。そもそもＱという組織名すら便宜上の呼称に過ぎない」]
303: 3425| [47] [恵那]
304: 3428| [45] [「だから警察も捕まえにくいのよ」]
305: 3436| [47] [夏彦]
306: 3439| [45] [「……そういう事だったんですか」]
307: 3444| [45] [夏彦がＱの名前を聞いた事もなかったのも、それが理由らしい。]
308: 3449| [45] [構造そのものが曖昧な、潜在的テロ組織――Ｑがそんな特殊な集団だからだ。]
309: 3482| [47] [ましろ]
310: 3485| [45] [「でもＱの上層部は、あくまでテロのために動いているんですよね？」]
311: 3511| [47] [恵那]
312: 3514| [45] [「そうよ。上層部は無数にいる下部構成員から、実行犯となりうる人物を選んで、何年もかけてテロ計画を進めていく」]
313: 3522| [47] [恵那]
314: 3525| [45] [「実行犯には、ターゲットとなる建物などの関係者が選ばれる事も多い」]
315: 3533| [47] [恵那]
316: 3536| [45] [「内通者の存在が、彼らのテロの成功率を上げているの」]
317: 3562| [47] [恵那]
318: 3565| [45] [「その結束力と信念を支えるのは、得体の知れない憎悪」]
319: 3573| [47] [恵那]
320: 3576| [45] [「『自分たちと彼らは違う』というだけで、他者を憎み、排斥し、傷つけ、果ては街に火を放てる異形の精神構造……！」]
321: 3584| [47] [夏彦]
322: 3587| [45] [「そんな人間が、この世に存在するのか……！」]
323: 3668| [45] [その話を聞き終えて、夏彦は心底ぞっとした。]
324: 3673| [45] [自分たちコミュニケーターに対し、それほどまでに憎悪を持つ人間がいるとは、思いもしなかったからだ。]
325: 3678| [47] [夏彦]
326: 3679| [45] [（会った事もない他人なのに。ぼくらは何も悪い事はしていないのに……！）]
327: 3684| [45] [――夏彦はこの時、初めて知った。]
328: 3689| [45] [世界が悪意に満ちている事を。]
329: 3694| [45] [平穏な生活は当たり前にあるものではなく、危ういバランスでなんとか成り立っているものなのだ。]
330: 3699| [45] [それを知ってうつむく夏彦たちに、恵那が優しく言う。]
331: 3761| [47] [恵那]
332: 3764| [45] [「……ごめんなさい。ショックだったでしょう」]
333: 3772| [47] [恵那]
334: 3775| [45] [「こういう社会の真の姿や、本物の悪意の存在は、大人になってから知るべきなのに」]
335: 3783| [47] [恵那]
336: 3786| [45] [「だからこの学校では、こんな事は教えないのよ。生徒がいたずらに不安になるし、それはそれで対立の種になるはずだから」]
337: 3794| [47] [恵那]
338: 3797| [45] [「この街では報道も規制され、ネットもフィルタリングされている……まぁ調べれば、Ｑの存在等を知る事はできるのだけどね」]
339: 3802| [45] [確かにそれも当然だろう。]
340: 3807| [45] [この学校に通うたくさんのコミュニケーターたちが、一般人に対して恐怖を抱けば、いつまでも対立の図式は続く。]
341: 3833| [47] [恵那]
342: 3836| [45] [「……でもね、あなたたちなら冷静に受け止められると思ったの」]
343: 3844| [47] [恵那]
344: 3847| [45] [「クラス一しっかり者の鳥羽さんと、クラス一聡明な三ノ宮さんと、クラス一適性度が高い天川くんと……」]
345: 3855| [47] [恵那]
346: 3858| [45] [「凸凹トリオだけど、だからこそ３人なら受け止められるはずよね？」]
347: 3866| [47] [夏彦]
348: 3869| [45] [「も……もちろんです！」]
349: 3896| [47] [ましろ]
350: 3899| [45] [「そうですよ！　そんな悪意なんかにヘコたれる私たちじゃないです！」]
351: 3927| [47] [サリュ]
352: 3930| [45] [「万が一の事があっても、私が２人を護ると約束した」]
353: 3956| [47] [恵那]
354: 3959| [45] [「そう、話してよかったわ。だから……」]
355: 3964| [45] [恵那はにっこりと笑い――それから、はっきりと言った。]
356: 3990| [47] [恵那]
357: 3993| [45] [「ここから先は大人の仕事よ。あなたたちはおとなしくしてなさいな」]
358: 4034| [47] [夏彦]
359: 4037| [45] [「……え？」]
360: 4063| [47] [恵那]
361: 4066| [45] [「昨日の爆弾騒ぎの後で、保安課や警察の人から話を聞いたわ」]
362: 4074| [47] [恵那]
363: 4077| [45] [「テロの可能性については、彼らもすでに考えている。だから今、街は戒厳令の中にあるわ」]
364: 4085| [47] [恵那]
365: 4088| [45] [「この街でテロなんて起きたら、十数年かけて作り上げた体制にヒビが入りかねないもの」]
366: 4114| [47] [恵那]
367: 4117| [45] [「厳しい言い方かもしれないけど、子供がちょろちょろしては邪魔になるだけ」]
368: 4125| [47] [恵那]
369: 4128| [45] [「きっと保安課の人たちもそう考えて、あなたたちを保護しようとしているのよ」]
370: 4136| [47] [夏彦]
371: 4139| [45] [「でも……だから何もするなっていうんですか？」]
372: 4165| [47] [ましろ]
373: 4168| [45] [「そうですよ、この街が大変な事になるかもしれないのに！　先生なら見過ごせますか！？」]
374: 4194| [47] [恵那]
375: 4197| [45] [「……わかってるわよ。見過ごせはしないわ」]
376: 4205| [47] [恵那]
377: 4208| [45] [「これほど綺麗に見える街だもの。護りたくなるわよね」]
378: 4280| [47] [恵那]
379: 4283| [45] [「完璧に見えたシステムが、本当は穴だらけだったとしても……市民にとっては、大事な街だものね」]
380: 4288| [45] [そう言って恵那は、教室のドアに視線を向ける。]
381: 4314| [47] [恵那]
382: 4317| [45] [「それでも今は、帰りなさい３人とも。そして保安課の人たちが来たら、彼らの言う通りにするの」]
383: 4325| [47] [恵那]
384: 4328| [45] [「それがあなたたちが、いま１番すべきことだわ」]
385: 4333| [47] [夏彦]
386: 4334| [45] [「……」]
387: 4348| [45] [夏彦はもどかしさを覚えた。]
388: 4353| [45] [恵那が夏彦たちや街の事を、心配してくれているのはわかる。]
389: 4358| [45] [なのに最後のところでは結局、意見が食い違ってしまうのか。]
390: 4363| [47] [夏彦]
391: 4364| [45] [（くそ、それでもなんとか説得してみよう……！　きっと話せばわかってくれるはずだ）]
392: 4372| [45] [夏彦は少し寂しかった。]
393: 4377| [45] [恵那は夏彦達を認めているような事を言ったが、結局は子供扱いしているのだ。]
394: 4382| [45] [教師と生徒という関係があるにせよ――]
395: 4387| [45] [どちらかと言えば保安課側の、大人側の考えなのだ。]
396: 4392| [47] [夏彦]
397: 4393| [45] [（くそ……どうにかならないのか）]
398: 4398| [47] [夏彦]
399: 4399| [45] [（なんとか先生に、味方になってもらえないか……！？）]
400: 4404| [45] [夏彦がそう思った時、ましろが不意に声を上げた。]
401: 4430| [47] [ましろ]
402: 4433| [45] [「わ……わかりました、先生。言う通りにします」]
403: 4441| [47] [夏彦]
404: 4444| [45] [「えっ？」]
405: 4449| [45] [夏彦は驚いたが、恵那はほっとしたように言った。]
406: 4475| [47] [恵那]
407: 4478| [45] [「ありがとう。聞き分けのいい子たちで、先生嬉しいわ」]
408: 4504| [47] [ましろ]
409: 4507| [45] [「いえ……私、普段から、先生のこと尊敬してましたから」]
410: 4533| [47] [ましろ]
411: 4536| [45] [「それじゃ夏彦、サリュ、行こう」]
412: 4544| [47] [夏彦]
413: 4547| [45] [「いや、ちょっと待てよましろ。そんなこと急に言われても――」]
414: 4573| [47] [ましろ]
415: 4576| [45] [「いいから」]
416: 4581| [45] [ましろがそう言うのとほぼ同時に、テレパシーが送られてきた。]
417: 4640| [85] [《２人とも何も言わないで。]
418: 4642| [85] [事情はここを出てから説明する。とにかく逃げるよ》]
419: 4643| [86] [ましろ]
420: 4644| [86] [《２人とも何も言わないで。事情はここを出てから説明する。とにかく逃げるよ》]
421: 4680| [45] [夏彦はそのメッセージを聞き、思わず声を上げてしまった。]
422: 4688| [47] [夏彦]
423: 4691| [45] [「逃げる！？　……って何から？」]
424: 4752| [47] [ましろ]
425: 4755| [45] [「！！」]
426: 4781| [47] [恵那]
427: 4784| [45] [「え？」]
428: 4789| [45] [一瞬、恵那が険しい表情を浮かべた。ましろが慌てて手を振る。]
429: 4815| [47] [ましろ]
430: 4818| [45] [「な、なんでもありません！」]
431: 4844| [47] [ましろ]
432: 4847| [45] [「ほら行こう、２人とも！」]
433: 4855| [47] [夏彦]
434: 4858| [45] [「あ、ああ」]
435: 4884| [47] [サリュ]
436: 4887| [45] [「……了解」]
437: 4892| [45] [夏彦たちはわけもわからず、ましろに連れ出された。]
438: 4897| [47] [恵那]
439: 4898| [45] [「……」]
440: 4903| [45] [怪訝そうな表情の恵那を、そこに置いて――。]
441: 4912| [47] [夏彦]
442: 4915| [45] [「！？」]
443: 4920| [45] [逃げるとはどういう意味だろうか。]
444: 4925| [45] [夏彦は戸惑ったが、ましろの張り詰めた表情が、問いを返すことをためらわせた。]
445: 4933| [47] [夏彦]
446: 4936| [45] [「あ、ああ、わかった……」]
447: 4962| [47] [サリュ]
448: 4965| [45] [「……了解」]
449: 4970| [45] [ましろはうなずき、そして恵那に言った。]
450: 4996| [47] [ましろ]
451: 4999| [45] [「それじゃ先生、失礼します」]
452: 5025| [47] [恵那]
453: 5028| [45] [「ごめんなさいね、力になれなくて」]
454: 5033| [45] [申し訳なさそうに言う恵那を残し、夏彦たちは教室を出た。]
455: 5161| [47] [夏彦]
456: 5164| [45] [「おいましろ、逃げるってどういう事だ？」]
457: 5190| [47] [ましろ]
458: 5193| [45] [「しっ！」]
459: 5198| [45] [ましろは鋭く言って、それからテレパシーで答えた。]
460: 5255| [85] [《先生を信じちゃダメ》]
461: 5256| [86] [ましろ]
462: 5257| [86] [《先生を信じちゃダメ》]
463: 5272| [85] [《……先生、私たちに、心開いてないよ》]
464: 5273| [86] [ましろ]
465: 5274| [86] [《……先生、私たちに、心開いてないよ》]
466: 5305| [47] [夏彦]
467: 5308| [45] [「！？」]
468: 5351| [47] [サリュ]
469: 5354| [45] [「どういう事？」]
470: 5411| [85] [《さっきの話の終わり際、先生が妙に頑なだったでしょ》]
471: 5412| [86] [ましろ]
472: 5413| [86] [《さっきの話の終わり際、先生が妙に頑なだったでしょ》]
473: 5448| [85] [《だから先生に対してエンパシーが使えるかどうか、]
474: 5450| [85] [試してみたんだけど……》]
475: 5451| [86] [ましろ]
476: 5452| [86] [《だから先生に対してエンパシーが使えるかどうか、試してみたんだけど……》]
477: 5487| [85] [《心の声は、全く聞こえなかった。心を開いてない証拠だよ》]
478: 5488| [86] [ましろ]
479: 5489| [86] [《心の声は、全く聞こえなかった。心を開いてない証拠だよ》]
480: 5517| [45] [ましろの目には、悲しみが滲んでいた。]
481: 5525| [47] [夏彦]
