  0:   52| [55] [√After Chapter 4]
236: 3741| [45] [It was clearly bizarre. It wasn't like he'd been reflecting on his memories.%NNo, this was totally different.]
237: 3746| [45] [He'd remembered everything that'd happened up until this point in a second, and in such minute detail at that.]
238: 3751| [45] [And at that exact moment-- he made several connections about a few of the things he'd observed up until now.]
239: 3756| [47] [Watase]
240: 3757| [45] [(Wait a minute...!?)]
241: 3762| [47] [Watase]
242: 3763| [45] [(Let's say there is a terrorist down here...)]
243: 3768| [47] [Watase]
244: 3769| [45] [(Which one of the nine trapped in this facility would be the most likely suspect...?)]
245: 3967| [45] [Suspicions started faintly flaring up in Watase's heart.]
246: 3972| [45] [They swiftly grew bigger.]
247: 3977| [47] [Watase]
248: 3978| [45] [(He said that LABO's security is so strict that no terrorist could ever sneak in...)]
249: 3983| [47] [Watase]
250: 3984| [45] [(But the old man's a staff member here. It would have been easy for him to let a terrorist in...)]
251: 4042| [47] [Watase]
252: 4043| [45] [(Could the "loophole in security" that Teach was talking about be old man Ukita?)]
253: 4048| [47] [Watase]
254: 4049| [45] [(If so, that would explain why he's getting so worked up and so full of denial...)]
255: 4054| [45] [Those doubts begot even more doubts.]
256: 4108| [47] [Watase]
257: 4109| [45] [(What're the odds that the "loophole in security" Teach was talking about could be old man Ukita...?)]
258: 4114| [47] [Watase]
259: 4115| [45] [(No, wait, it's not restricted to the old man. Maybe it was one of the other researchers who's already evacuated.)]
260: 4120| [45] [Those doubts begot even more doubts.]
261: 4143| [47] [Watase]
262: 4144| [45] [(No, what if it's the other way around...? What're the odds that Teach is a terrorist?)]
263: 4149| [47] [Watase]
264: 4150| [45] [(Now that I think about it, her reason for being here is flimsy to begin with...%NWe have no clue if she was really summoned here by a staffer.)]
265: 4208| [45] [Even the assumption that Ena was a "teacher" was solely based off her word and her word alone.]
266: 4213| [45] [He didn't really have much of a reason to trust her.]
267: 4267| [45] [But Watase immediately denied those suspicions.]
268: 4272| [45] [Ena was a normal teacher no matter what angle one viewed her from; there was nothing about her that seemed remotely like a terrorist.]
269: 4310| [47] [Watase]
270: 4311| [45] [(... What about Tachibana and Moribe?)]
271: 4316| [47] [Watase]
272: 4317| [45] [(There's nothing strange about anything they've said and done. They've always acted in the interest of everyone's safety...)]
273: 4330| [47] [Watase]
274: 4331| [45] [(I'm sure I can trust them.)]
275: 4336| [47] [Watase]
276: 4337| [45] [(In fact... isn't the reason that the lockdown is still going on the thing that's fishy here?)]
277: 4342| [47] [Watase]
278: 4343| [45] [(Is it really because of the radiation leakage control system?)]
279: 4351| [47] [Watase]
280: 4352| [45] [(On the other hand, I can't say for sure that I can unconditionally trust them, but...)]
281: 4357| [47] [Watase]
282: 4358| [45] [(... There's something that's bugging me more than that.)]
283: 4363| [47] [Watase]
284: 4364| [45] [(Isn't the reason that the lockdown is still going on the thing that's fishy here?)]
285: 4369| [47] [Watase]
286: 4370| [45] [(Is it really because of the radiation leakage control system?)]
287: 4433| [45] [His doubts just kept on summoning more doubt.]
288: 4438| [45] [But something was bizarre.]
289: 4443| [45] [Putting aside the images he'd just seen and his chain of rising doubt--]
290: 4448| [47] [Watase]
291: 4449| [45] [(It feels like someone is commanding me to "recall everything you've seen so far, and think about the path that has led you up to this point"....)]
292: 4454| [47] [Watase]
293: 4455| [45] [(But who... could that "someone" be?)]
294: 4523| [45] [Watase looked over everyone's faces. He was still just as perplexed about that phenomenon as he had been from the start.]
295: 4528| [45] [He glanced at Kazami, Jun, Ukita, Ena, and then--]
296: 4537| [47] [Watase]
297: 4540| [45] ["...!?"]
298: 4545| [45] [It was then that he noticed it:]
299: 4550| [45] [Yuuri was gone.]
