  0:  180| [55] [√Before Chapter6]
 86: 1717| [45] [彼が味方になったのは、夏彦たちにとって大きな支えになる気がした。]
 87: 1722| [47] [サリュ]
 88: 1723| [45] [「……」]
 89: 1728| [45] [そしてサリュは大人しく、宇喜多の言葉を聞いていた。]
 90: 1754| [47] [宇喜多]
 91: 1757| [45] [「それじゃさっそく僕はラボに戻る。悪いがこれで失礼するよ」]
 92: 1765| [47] [夏彦]
 93: 1768| [45] [「はい、お願いします！」]
 94: 1788| [47] [アリス]
 95: 1791| [45] [「キャンキャン！」]
 96: 1811| [45] [夏彦とアリスの鳴き声を背に、宇喜多は車に乗り込む。]
 97: 1822| [45] [そしてラボに向けて、走り去って行った。]
 98: 1827| [45] [だが、走り去っていく車を見送っていると――サリュがぽつりと呟いた。]
 99: 1870| [47] [サリュ]
100: 1873| [45] [「……私は他人の心がわからない」]
101: 1881| [47] [夏彦]
102: 1884| [45] [「ん……？　なんだ突然？」]
103: 1910| [47] [サリュ]
104: 1913| [45] [「いや、だから２人に聞きたい事があるの」]
105: 1921| [47] [サリュ]
106: 1924| [45] [「宇喜多佳司の言動に、不審な点を感じた？」]
107: 1950| [47] [ましろ]
108: 1953| [45] [「え……不審？」]
109: 1958| [45] [嫌な予感が、急速に膨らんできた。]
110: 1963| [45] [サリュはアリスを撫でて続ける。]
111: 1989| [47] [サリュ]
112: 1992| [45] [「不明な点というのは、アリスが鳴いた理由について」]
113: 2000| [47] [サリュ]
114: 2003| [45] [「さっきの『キャンキャン！』という鳴き声は、相手が焦っている時の声」]
115: 2029| [47] [サリュ]
116: 2032| [45] [「……あの人はなぜ焦ったの？」]
117: 2040| [47] [夏彦]
118: 2043| [45] [「ッ！？」]
119: 2048| [45] [その言葉を聞き、夏彦たちは息を呑んだ。]
120: 2074| [47] [ましろ]
121: 2077| [45] [「……ちょっと待って、焦ってたって……」]
122: 2085| [47] [夏彦]
123: 2088| [45] [「そうは見えなかったぞ？」]
124: 2114| [47] [サリュ]
125: 2117| [45] [「アリスは人間には認識困難な、微細な表情の変化も検出する」]
126: 2125| [47] [サリュ]
127: 2128| [45] [「肌ににじむ汗、筋肉の引きつり、体の震えなど……」]
128: 2154| [47] [サリュ]
129: 2157| [45] [「その分析が間違っていなければ、あの人は焦っていた。でもその理由がわからない」]
130: 2162| [47] [夏彦]
131: 2163| [45] [（そんな……え……？）]
132: 2168| [47] [夏彦]
133: 2169| [45] [（ど、どっちなんだ？　おじさんは『被害者側』なのか『加害者側』なのか？）]
134: 2174| [45] [考えているうち、ふと夏彦は気づいた。]
135: 2179| [45] [さきほど聞いた、宇喜多の心の声――そこに妙な点がある事に。]
136: 2409| [85] [《この子たちまで巻き込むわけにはいかない……》]
137: 2410| [86] [宇喜多]
138: 2411| [86] [《この子たちまで巻き込むわけにはいかない……》]
139: 2426| [85] [《だが時間が無い、すぐに対応しなければ！》]
140: 2427| [86] [宇喜多]
141: 2428| [86] [《だが時間が無い、すぐに対応しなければ！》]
142: 2545| [47] [夏彦]
143: 2548| [45] [「『時間がない』……！？」]
144: 2553| [45] [彼が心を開いていた事がわかって、すっかり安心してしまっていたが――]
145: 2558| [45] [考えてみれば、妙だ。]
146: 2563| [45] [なぜ宇喜多は、サリュの予想について話しただけなのに、『時間がない』などと思ったのだろうか。]
147: 2568| [47] [夏彦]
148: 2569| [45] [（ちょ、ちょっと待て……！）]
149: 2574| [45] [おかしな点はまだある。]
150: 2579| [45] [『この子たちまで巻き込むわけにはいかない』という言葉は、他にもすでに巻き込んだ人間がいるという風にも取れる。]
151: 2587| [47] [夏彦]
152: 2590| [45] [「か……可能性は２つある」]
153: 2598| [47] [夏彦]
154: 2601| [45] [「宇喜多のおじさんが本当に、テロリストに脅威を感じていたか――」]
155: 2627| [47] [ましろ]
156: 2630| [45] [「実はおじさんも、テロリストの仲間で……計画を察知されたと思ったから……？」]
157: 2642| [45] [どくん、と夏彦の心臓が跳ねた。]
158: 2647| [47] [夏彦]
159: 2648| [45] [（Ｑは、『内通者』を使う……！）]
160: 2653| [47] [夏彦]
161: 2654| [45] [（おじさんは、ラボへのテロを成功させるための、内通者……！？）]
162: 2662| [47] [夏彦]
163: 2665| [45] [「……まずい！　とりあえず、おじさんを追おう！」]
164: 2691| [47] [ましろ]
165: 2694| [45] [「う、うん！」]
166: 2748| [45] [忌わしい記憶について、気にしている余裕はなかった。]
167: 2753| [45] [夏彦たちは、宇喜多が走り去った方向に駆け出した。]
