  0:   54| [55] [√Double Chapter 6]
251: 4391| [47] [Natsuhiko]
252: 4394| [45] ["Is there nothing we can do to save those three!?"]
253: 4402| [47] [Miyoko]
254: 4405| [45] ["At this point, that would be--"]
255: 4410| [45] [She thought for a second, but then spoke up resolutely.]
256: 4418| [47] [Miyoko]
257: 4421| [45] ["--No, anyway, you six need to escape! Even moreso if there's a bomb!"]
258: 4429| [47] [Natsuhiko]
259: 4432| [45] ["No way! But then--"]
260: 4440| [47] [Ena]
261: 4443| [45] ["Let's just go, Mr. Tenkawa! We need to believe in Captain Kasasagi and his squad!"]
262: 4451| [47] [Ukita]
263: 4454| [45] ["Besides, if you don't escape, then all their efforts will have been for nothing! So run! Just run!"]
264: 4459| [45] [Natsuhiko was forced to comply.]
265: 4487| [45] [He withstood the pain of his injuries and ran with all his might.]
266: 4492| [47] [SS6 Member 1]
267: 4495| [45] ["W-wait!"]
268: 4500| [47] [SS6 Member 2]
269: 4503| [45] ["Don't let them get away! After them!"]
270: 4508| [45] [At that moment, the Security Sector 6 crowd surged and kicked away at the rescue workers.]
271: 4513| [45] [But at the same time--]
272: 4525| [45] [The rescue copter came into view on the other side of the entrance!]
273: 4533| [47] [Miyoko]
274: 4536| [45] ["Board that helicopter! Hurry!"]
275: 4603| [45] [With that voice at their backs, the six survivors boarded the helicopter.]
276: 4614| [45] [It began its ascent immediately afterwards.]
277: 4668| [45] [--The one who showed them into the helicopter was a big man.]
278: 4673| [47] [Commander]
279: 4676| [45] ["I'm Sirius Commander Murakami."]
280: 4681| [47] [Commander]
281: 4684| [45] ["I've heard the details from Dr. Tenkawa. You can all relax now."]
282: 4692| [47] [Natsuhiko]
283: 4695| [45] ["Th... thank you."]
284: 4700| [47] [Commander]
285: 4703| [45] ["No need for thanks. More importantly, where are Kasasagi and the others...?"]
286: 4708| [45] [Yuuri jumped at that question and pleaded with the commander.]
287: 4716| [47] [Yuuri]
288: 4719| [45] ["Commander Murakami, please! You need to do something to save them!"]
289: 4724| [47] [Commander]
290: 4727| [45] ["What!?"]
291: 4732| [45] [--Yuuri explained to the commander what had happened in LABO.]
292: 4830| [45] [How the three rescue workers stayed behind to save them.]
293: 4982| [45] [How an undefusable bomb was set to explode before the lockdown end time.]
294: 4987| [45] [And finally how there was little hope for their escape--]
295: 5005| [47] [Yuuri]
296: 5008| [45] ["--So please, there has to be a way to make an escape route for them externally!"]
297: 5013| [47] [Commander]
298: 5016| [45] ["... I'm sorry, but I cannot consent to that."]
299: 5021| [47] [Commander]
300: 5024| [45] ["Doing so would endanger the lives of the rescue workers as well."]
301: 5029| [47] [Commander]
302: 5032| [45] ["I can't send an order like that to the units under my own jurisdiction."]
303: 5040| [47] [Yuuri]
304: 5043| [45] ["N-no...!"]
305: 5051| [47] [Natsuhiko]
306: 5054| [45] ["Then is there nothing we can do for Watase and the others!?"]
307: 5059| [47] [Commander]
308: 5062| [45] ["... We can... believe in them."]
309: 5067| [47] [Commander]
310: 5070| [45] ["Naturally, I too believe that Kasasagi and the others will return alive."]
311: 5075| [45] [--After those words were spoken, an ominous silence fell upon them.]
312: 5080| [45] [Ena muttered in bitter opposition of that silence.]
313: 5088| [47] [Ena]
314: 5091| [45] ["He's right... Let's believe in them, Ms. Yuuri."]
315: 5099| [47] [Ena]
316: 5102| [45] ["Let's believe that they'll escape from LABO."]
317: 5107| [45] [Everyone else started speaking up in reply.]
318: 5115| [47] [Mashiro]
319: 5118| [45] ["I believe too."]
320: 5126| [47] [Ukita]
321: 5129| [45] ["... Me too."]
322: 5137| [47] [Salyu]
323: 5140| [45] ["Me too... We made a promise after all. Jun said she'd come back with Alice."]
324: 5145| [45] [That was everyone's prayer.]
325: 5150| [45] [All they could do was pray in that hopeless situation.]
326: 5155| [45] [And that's why-- Natsuhiko prayed with all of his heart as well.]
327: 5163| [47] [Natsuhiko]
328: 5166| [45] ["Yeah, I believe too..."]
329: 5174| [47] [Natsuhiko]
330: 5177| [45] ["I believe we'll see those three again alive for sure...!"]
331: 5182| [45] [The commander had the rescue copter circle above LABO.]
332: 5187| [45] [That was the least he could do as he prayed for his subordinates' safety.]
333: 5192| [45] [Seconds ticked away as they approached the time of detonation.]
334: 5197| [45] [Natsuhiko held a finger to his temple as he sent full-power telepathy.]
335: 5258| [45] [--3 minutes remaining--]
336: 5266| [47] [Natsuhiko]
337: 5269| [45] [{Please, Watase! If you can hear me, please answer!}]
338: 5276| [45] [--1 minute remaining--]
339: 5284| [47] [Natsuhiko]
340: 5287| [45] [{Watase, can't you hear me!? Have you escaped yet?}]
341: 5292| [45] [--30 seconds remaining--]
342: 5300| [47] [Natsuhiko]
343: 5303| [45] [{Dumbass! The hell are you dragging your feet for!?}]
344: 5308| [45] [--10 seconds remaining--]
345: 5316| [47] [Natsuhiko]
346: 5319| [45] [{Hey, hurry up and answer my telepathy!}]
347: 5324| [45] [--5, 4, 3, 2, 1--]
348: 5332| [47] [Natsuhiko]
349: 5335| [45] [{Watase!! Please, just answer me--!!}]
350: 5340| [45] [Natsuhiko wished for an answer, and the very next moment--]
351: 5434| [47] [All]
352: 5437| [45] ["Aaah!"]
353: 5442| [45] [A thunderous roar and an intense impact shook the entire helicopter.]
354: 5447| [45] [And outside the window--]
355: 5592| [45] [--was LABO, engulfed in smoke...]
356: 5653| [47] [Natsuhiko]
357: 5656| [45] ["... N-no...!"]
358: 5661| [45] [Natsuhiko's hollow voice echoed inside the helicopter.]
359: 5747| [47] [Jun]
360: 5750| [45] ["It might be impossible for other people, but I'm sure the three of us can find a way outta here."]
361: 5770| [47] [Natsuhiko]
362: 5773| [45] ["N... no way... How...?"]
363: 5825| [47] [Kazami]
364: 5828| [45] ["Jun. You're on duty. Please stop calling me 'Sis'."]
365: 5855| [47] [Jun]
366: 5858| [45] ["Aww, that's not fair, Sis. You just called me 'Jun' too, y'know!"]
367: 5885| [47] [Kazami]
368: 5888| [45] ["How many times must I tell you... Sheesh..."]
369: 5893| [47] [All]
370: 5896| [45] ["... Hahah."]
371: 5916| [47] [Natsuhiko]
372: 5919| [45] ["But... we were laughing together just minutes ago..."]
373: 5987| [47] [Jun]
374: 5990| [45] ["... It's okay. We won't die."]
375: 6017| [47] [Jun]
376: 6020| [45] ["So let's all meet up again."]
377: 6041| [47] [Natsuhiko]
378: 6044| [45] ["We promised to meet again..."]
379: 6049| [45] [Eventually, Ena spoke up in a quivering voice.]
380: 6057| [47] [Ena]
381: 6060| [45] ["... Remember what Ms. Moribe said...?"]
382: 6068| [47] [Ena]
383: 6071| [45] ["They risk their lives for their work..."]
384: 6079| [47] [Ena]
385: 6082| [45] ["But... but still...!"]
386: 6129| [47] [Yuuri]
387: 6132| [45] ["*sob*... Jun... Ms. Tachibana... Captain Kasasagi."]
388: 6140| [47] [Mashiro]
389: 6143| [45] ["... Jun... Thank you... I'm sorry..."]
390: 6151| [47] [Ukita]
391: 6154| [45] ["Khh... ughh...!"]
392: 6162| [47] [Salyu]
393: 6165| [45] ["... But you said... you'd bring Alice back..."]
394: 6170| [45] [As he heard everyone sob--]
395: 6175| [45] [Natsuhiko gritted his teeth as a way to cope with his pent up rage.]
396: 6255| [47] [Natsuhiko]
397: 6256| [45] [(... Why, Watase? Why...)]
398: 6261| [47] [Natsuhiko]
399: 6262| [45] [(You said "leave it to me" didn't you...?)]
400: 6267| [47] [Natsuhiko]
401: 6268| [45] [(You said... you'd make sure Jun and Ms. Tachibana got out of there, didn't you?)]
402: 6273| [47] [Natsuhiko]
403: 6274| [45] [(You promised me. You promised them, didn't you...?)]
404: 6279| [47] [Natsuhiko]
405: 6280| [45] [(So why, Watase... Why...?)]
406: 6285| [47] [Natsuhiko]
407: 6286| [45] [(Why...)]
408: 6291| [47] [Natsuhiko]
409: 6292| [45] [(Ghh...)]
410: 6311| [47] [Natsuhiko]
411: 6314| [45] [{... Tell me, Watase.}]
412: 6322| [47] [Natsuhiko]
413: 6325| [45] [{Did you really not get out of LABO...?}]
414: 6330| [45] [But that telepathy garnered no response from Watase.]
415: 6335| [47] [Commander]
416: 6338| [45] ["... Returning to base."]
417: 6402| [45] [Eventually the commander spoke and turned the rescue copter around.]
418: 6407| [45] [The helicopter headed outside the city and began to rapidly accelerate--...]
