  0:   56| [55] [√After Chapter 3]
125: 1941| [45] [There was a cargo lift for supplies big enough for people to fit on lying on the other side of the room, just as the manual had said.]
126: 1964| [45] [Jun was standing in front of it, frozen like a statue.]
127: 2026| [47] [Watase]
128: 2029| [45] ["Moribe, what's wrong!?"]
129: 2037| [47] [Jun]
130: 2040| [45] ["Not... not another one...!"]
131: 2045| [45] [Jun pointed to the side of the lift as she said that in a trembling voice.]
132: 2100| [47] [Watase]
133: 2103| [45] ["Wha...!?"]
134: 2108| [45] [Watase was rendered speechless at that sight.]
135: 2282| [45] [--Lying there was the body of a girl.]
136: 2290| [47] [Watase]
137: 2293| [45] ["Wh-who is this girl...?"]
138: 2301| [47] [Watase]
139: 2304| [45] ["Um... is she... 'Mashiro Toba'...?"]
140: 2309| [45] [But Ena, her face as white as a sheet, answered quickly in a low voice.]
141: 2317| [47] [Ena]
142: 2320| [45] ["No, she isn't...!"]
143: 2328| [47] [Watase]
144: 2331| [45] ["What!?"]
145: 2339| [47] [Watase]
146: 2342| [45] ["Th-then... who is she...!?"]
147: 2347| [45] [Everyone just stared at the body of this girl who no one knew--%Nand who'd never even come up once up until this point.]
148: 2352| [45] [A hole had been pierced through her stomach.]
149: 2357| [47] [Watase]
150: 2358| [45] [(... A gunshot wound...!)]
151: 2363| [45] [The blood that'd poured out of it had already dried up into a dark color.]
152: 2368| [45] [She had undoubtedly been murdered.]
153: 2373| [45] [But -when- that happened was something that no one knew. And the bigger question was--]
154: 2378| [47] [Watase]
155: 2379| [45] [(Why did someone kill this girl...!?)]
156: 2384| [45] [The girl's face was completely expressionless. There wasn't a hint of fear or pain to be seen.]
157: 2389| [45] [She just stared at the floor with hollow eyes.]
158: 2394| [45] [Everyone was utterly dumbstruck. The room was now as silent as a tomb.]
159: 2399| [45] [It wasn't long before Ukita let out another surprised gasp.]
160: 2407| [47] [Ukita]
161: 2410| [45] ["... Ah!"]
162: 2415| [45] [He slowly staggered over to the panel.]
163: 2420| [45] [The lift's control panel that was lying next to the girl--]
164: 2425| [47] [Watase]
165: 2426| [45] [(!!)]
166: 2431| [45] [--had been completely destroyed.]
167: 2436| [45] [As if someone had intentionally broken it!]
168: 2441| [47] [Ukita]
169: 2442| [45] ["..."]
170: 2447| [45] [Ukita silently tried to work it.]
171: 2452| [45] [But nothing happened even after he pressed the switch. The lift didn't make a sound.]
172: 2457| [45] [Ukita then hit the panel in what seemed like resignation, then shook his head.]
173: 2462| [45] [A still air filled the small room yet again.]
174: 2470| [47] [Yuuri]
175: 2473| [45] ["... Why..."]
176: 2478| [45] [It was Yuuri who broke up the silence.]
177: 2486| [47] [Yuuri]
178: 2489| [45] ["Why did all this have to happen...!?"]
179: 2494| [45] [Her voice, brimming with bewilderment and despair, echoed through the confined room.]
180: 2499| [45] [No one could answer her.]
181: 2504| [45] [Everyone just stood absolutely still, overcome with shock...]
