  0:  111| [55] [√After Chapter5]
171: 1922| [45] [「偉そうに聞こえるかもしれないけど、先達の意見だと思って受け止めておいて」]
172: 1951| [47] [渡瀬]
173: 1954| [45] [「……教師らしからぬ発言だな」]
174: 1962| [47] [恵那]
175: 1965| [45] [「あら、教師と言うのは思いのほか懐疑的なものなのよ。なんでもかんでも信じてちゃ、護るべき生徒も護れないもの」]
176: 1973| [47] [渡瀬]
177: 1976| [45] [「……本当か？」]
178: 1984| [47] [恵那]
179: 1987| [45] [「そう、その調子。私の話も疑ってかかるくらいでちょうどいいわ」]
180: 2032| [45] [そんな事を話しているうち、第６エリアに着いた。]
181: 2076| [45] [――第６エリア・ファクトリーに来た渡瀬は、さっそく皆に指示を出した。]
182: 2168| [47] [渡瀬]
183: 2171| [45] [「チームを組み直そう。守部は先生と組んで、おっさんはオレと組んで、それぞれ捜索をしよう」]
184: 2179| [47] [渡瀬]
185: 2182| [45] [「それで捜索が終わったら、１度脳科学実験室に戻ろう」]
186: 2208| [47] [洵]
187: 2211| [45] [「……了解。じゃああたしらは、ファクトリーを担当するね」]
188: 2219| [47] [恵那]
189: 2222| [45] [「……わかったわ」]
190: 2248| [47] [宇喜多]
191: 2251| [45] [「ま、よかろう」]
192: 2259| [47] [渡瀬]
193: 2262| [45] [「それじゃみんな、気をつけてな」]
194: 2267| [45] [渡瀬はそう言って、恵那たちと別れた。]
