  0:  147| [55] [√After Chapter6]
 92: 1300| [45] [入ってきた出口から外に出る。]
 93: 1305| [45] [そして連絡通路を抜けると――]
 94: 1370| [47] [風見]
 95: 1373| [45] [「た、隊長……？」]
 96: 1378| [45] [そこに風見が立っていた。]
 97: 1386| [47] [渡瀬]
 98: 1389| [45] [「！」]
 99: 1415| [47] [風見]
100: 1418| [45] [「良かった……ご無事だったんですね」]
101: 1426| [47] [渡瀬]
102: 1429| [45] [「橘……お前、どうしてここに……？」]
103: 1434| [45] [監視ルームでの出来事を思い出し、渡瀬は風見を警戒した。]
104: 1460| [47] [風見]
105: 1463| [45] [「それは、その……隊長のことが心配で……」]
106: 1471| [47] [風見]
107: 1474| [45] [「それで、監視カメラを見ていたら、隊長がＮエリアに入っていくのが見えて……！」]
108: 1500| [47] [風見]
109: 1503| [45] [「でも、これ……どういう事なんですか！？」]
110: 1508| [45] [風見は戸惑うように、夏彦とサリュを見た。]
111: 1516| [47] [渡瀬]
112: 1519| [45] [「あぁ……夏彦とサリュだ。今は気を失っている」]
113: 1545| [47] [風見]
114: 1548| [45] [「この子たちに何が……？」]
115: 1556| [47] [渡瀬]
116: 1559| [45] [「夏彦はＮエリアに倒れていたんだ」]
117: 1567| [47] [渡瀬]
118: 1570| [45] [「サリュは恐らく、Ｎエリアに後から入ってきたんだと思う……」]
119: 1596| [47] [風見]
120: 1599| [45] [「『Ｎエリアに倒れていた』って……Ｎエリアには、炎上する原子炉があるんじゃ！？」]
121: 1607| [47] [渡瀬]
122: 1610| [45] [「いや……オレにもわけがわからないんだが……」]
123: 1618| [47] [渡瀬]
124: 1621| [45] [「Ｎエリアには、そんなものはなかったんだ」]
125: 1647| [47] [風見]
126: 1650| [45] [「――えっ！？」]
127: 1655| [45] [風見はその言葉に、言葉を失った。]
128: 1660| [45] [だが言葉だけでは信じてもらえないだろう。渡瀬は風見に『レベルＮ』のカードを渡す。]
129: 1668| [47] [渡瀬]
130: 1671| [45] [「橘、聞くより見るのが早い。その眼で確認してきてくれ」]
131: 1697| [47] [風見]
132: 1700| [45] [「……っ」]
133: 1720| [45] [風見は訝しげに頷くと、カードを受け取ってＮエリアに走った。]
134: 1726| [45] [――そして、３０秒もすると――]
135: 1737| [45] [すぐに戻ってきて、声を上げた。]
136: 1771| [47] [風見]
137: 1774| [45] [「信じられません……まさかこんな事が……！」]
138: 1780| [45] [風見からレベルＮのカードを返してもらいつつ、渡瀬はうなずく。]
139: 1788| [47] [渡瀬]
140: 1791| [45] [「あぁ……オレたちはどうも根本的なところで、誰かに騙されていたようだ」]
141: 1817| [47] [風見]
142: 1820| [45] [「し、しかもあの機械……恐らく原子炉とは、別の何かだと……」]
143: 1825| [45] [風見の目にもあの巨大な機械は、原子炉ではないように見えたらしい。]
144: 1830| [45] [だが――]
145: 1838| [47] [渡瀬]
146: 1841| [45] [「……橘、説明や議論は後だ」]
147: 1849| [47] [渡瀬]
148: 1852| [45] [「早いとこ夏彦を手当てしないとまずい」]
149: 1857| [45] [風見は夏彦を見てうなずく。]
150: 1883| [47] [風見]
151: 1886| [45] [「出血がひどいようですね……！　輸血が必要かと思われます」]
152: 1894| [47] [渡瀬]
153: 1897| [45] [「じゃあ医務室に行こう。あそこには血液パックも輸血キットも揃っていた」]
154: 1923| [47] [風見]
155: 1926| [45] [「了解しました、１人は私が運びます」]
156: 1934| [47] [渡瀬]
157: 1937| [45] [「できるか？　脚の傷が――」]
158: 1963| [47] [風見]
159: 1966| [45] [「だいぶ回復しました。なんとかなります」]
160: 1971| [45] [風見は脚の傷を押して、サリュを背負った。]
161: 1997| [47] [風見]
162: 2000| [45] [「しかし隊長、原子炉がないということは、この施設はいったい……？」]
163: 2008| [47] [渡瀬]
164: 2011| [45] [「……わからん。オレにはもう何もわからん……！」]
165: 2016| [45] [それは渡瀬の、心の底からの言葉だった。]
