  0:   66| [55] [√Double Chapter 2]
148: 2202| [45] ["... Yeah."]
149: 2207| [45] [And answered with a grave voice.]
150: 2233| [47] [Watase]
151: 2236| [45] ["... I can't stand being in the dark any longer."]
152: 2244| [47] [Watase]
153: 2247| [45] ["I can't stand considering the possibility that I could be a bad guy... when I don't even know what it is I've done."]
154: 2252| [45] [Natsuhiko understood Watase's bitter sentiment.]
155: 2257| [47] [Natsuhiko]
156: 2258| [45] [(... That's right.)]
157: 2263| [47] [Natsuhiko]
158: 2264| [45] [(I thought you'd say something like that.)]
159: 2269| [47] [Natsuhiko]
160: 2270| [45] [(You want proof that your will to save everyone, even at the cost of your own life, is genuine, don't you...?)]
161: 2275| [45] [And with that consideration, Natsuhiko finally made up his mind.]
162: 2283| [47] [Natsuhiko]
163: 2286| [45] ["... If that's the case, Captain Kasasagi, then allow me to tell you the truth."]
164: 2294| [47] [Natsuhiko]
165: 2297| [45] ["I've been lying to you all this time."]
166: 2358| [47] [Watase]
167: 2361| [45] ["...!"]
168: 2369| [47] [Natsuhiko]
169: 2372| [45] ["Your suspicions were correct. The auditory hallucination you've been hearing was indeed my telepathy."]
170: 2431| [47] [Natsuhiko]
171: 2434| [45] [{--Yes, just like this.}]
172: 2495| [47] [Watase]
173: 2498| [45] ["Wha...!?"]
174: 2536| [45] [Watase's face froze instantly.]
175: 2541| [45] [Natsuhiko continued as Watase stared at him in total shock.]
176: 2549| [47] [Natsuhiko]
177: 2552| [45] ["... Furthermore, I've been using empathy to listen to your mental voice all this time as well."]
178: 2560| [47] [Natsuhiko]
179: 2563| [45] ["I've also been sharing your senses. Everything you've seen, I've seen as well."]
180: 2571| [47] [Natsuhiko]
181: 2574| [45] ["But BC abilities don't stop there."]
182: 2582| [47] [Natsuhiko]
183: 2585| [45] ["... I can manipulate memories."]
184: 2593| [47] [Natsuhiko]
185: 2596| [45] ["Your memories disappeared because of me."]
186: 2601| [45] [Natsuhiko's words quietly echoed in the still shelter.]
