  0:  127| [55] [√Before Chapter6]
 92: 1226| [45] [いつもは頼りがいのある組織だが、今回ばかりは本当に、その勤勉さが恨めしい。]
 93: 1231| [47] [夏彦]
 94: 1232| [45] [（母さんも、保安課の連中を止めてくれればよかったのに……）]
 95: 1237| [45] [そう考えてから、思い出した。]
 96: 1242| [45] [さきほど母に会った時、奇妙な声を聞いた事を。]
 97: 1250| [47] [夏彦]
 98: 1253| [45] [「そ……そうだ。２人とも聞いてくれ」]
 99: 1279| [47] [ましろ]
100: 1282| [45] [「え、なに？」]
101: 1290| [47] [夏彦]
102: 1293| [45] [「実はさっき、母さんと話している途中……なぜか、母さんの心の声が聞こえたんだ」]
103: 1319| [47] [サリュ]
104: 1322| [45] [「心の声？　それって――」]
105: 1348| [47] [ましろ]
106: 1351| [45] [「え、エンパシー！？」]
107: 1359| [47] [夏彦]
108: 1362| [45] [「わからないけど、多分……」]
109: 1367| [45] [その言葉に、ましろが目を見開いた。]
110: 1375| [47] [ましろ]
111: 1378| [45] [「まさか、ホントなの夏彦！？」]
112: 1404| [47] [ましろ]
113: 1407| [45] [「いくらなんでも早すぎない！？　テレパシーだって使えるようになったばかりでしょ！？」]
114: 1415| [47] [夏彦]
115: 1418| [45] [「いや、一瞬だったけど、確かに聞こえたんだ」]
116: 1444| [47] [ましろ]
117: 1447| [45] [「ちょ、ちょっと試してみてよ！　いま心開くから、私の心の声聞いて！」]
118: 1473| [47] [サリュ]
119: 1476| [45] [「私も興味深い。ちょっと試して欲しい」]
120: 1484| [47] [夏彦]
121: 1487| [45] [「あ、あぁ、わかったよ」]
122: 1536| [45] [夏彦は額に指を当てた。それはエンパシーを使う時のコツだ。]
123: 1541| [45] [目を瞑り、２人の心の声を聞こうと試みる。]
124: 1546| [47] [夏彦]
125: 1547| [45] [（教えてくれ２人とも、何を考えているのか……！）]
126: 1552| [45] [だが、なんだかうまく集中できない。]
127: 1557| [45] [単純なメッセージを念じるテレパシーよりも、エンパシーはなお難しいように感じた。]
128: 1574| [47] [ましろ]
129: 1577| [45] [「ど、どう、夏彦！？」]
130: 1603| [47] [サリュ]
131: 1606| [45] [「私の心の声、聞こえた？」]
132: 1614| [47] [夏彦]
133: 1617| [45] [「……いや、やっぱりダメだ。テレパシーと同じく、本当に心底念じた時しか使えないみたいだ」]
134: 1643| [47] [ましろ]
135: 1646| [45] [「そ、そう……」]
136: 1654| [47] [サリュ]
137: 1657| [45] [「博士の時は、心の底から念じたの？」]
138: 1665| [47] [夏彦]
139: 1668| [45] [「……うん、まぁ。急に泣かれたら、さすがにね……」]
140: 1694| [47] [サリュ]
141: 1697| [45] [「博士、何を考えていた？」]
142: 1705| [47] [夏彦]
143: 1708| [45] [「……いや、普通の事を考えていたよ。腹立つとか悲しいとか」]
144: 1713| [45] [なんとなくバツが悪くて、夏彦はごまかした。]
145: 1774| [45] [母の心の声が、脳裏に蘇る。]
146: 1779| [45] [――『やはり私は、この子に嫌われている』『仕事が全て終わるまで、いっそ会わない方が』――。]
147: 1784| [47] [夏彦]
148: 1785| [45] [（母さん、あんなこと考えてたのか……？）]
149: 1790| [45] [かなり意外な内心だった。]
150: 1795| [45] [もっともあれが錯覚などではなく、本当にエンパシーだったとしたらだが。]
151: 1832| [47] [夏彦]
152: 1835| [45] [「……そうだよ、錯覚かもしれない」]
153: 1861| [47] [ましろ]
154: 1864| [45] [「え？」]
155: 1872| [47] [夏彦]
156: 1875| [45] [「ましろの言う通り、こんなに早くエンパシーが使えるようになるわけがないもんな」]
157: 1883| [47] [夏彦]
158: 1886| [45] [「声が聞こえた気がしただけかも」]
159: 1894| [47] [夏彦]
160: 1897| [45] [「母さんの固有脳波形を、探ったりもしなかったしさ」]
161: 1923| [47] [ましろ]
162: 1926| [45] [「そ、そうかな……それならそれでも、いいんだけど」]
163: 1931| [45] [ましろは他に気になる事があるという様子だった。]
164: 1936| [47] [夏彦]
165: 1937| [45] [（……こんな話しているような状況じゃないか）]
166: 1942| [45] [捜索を開始したとたん、保安課に捕まりかけたのだ。]
167: 1947| [45] [しかも一番最初に音を上げかけたましろとしては、それなりに堪えているだろう。]
168: 1953| [45] [夏彦は、何か明るい話でもしてやろうと考え、何気なく切り出した。]
169: 1967| [47] [夏彦]
170: 1970| [45] [「……それにしてもさ、ましろ。思い出すな、ここに来ると」]
171: 1996| [47] [ましろ]
172: 1999| [45] [「え……なにを？」]
173: 2007| [47] [夏彦]
174: 2010| [45] [「昔の事だよ。子供の頃は、みんなよくここに集まってたもんな」]
175: 2036| [47] [ましろ]
176: 2039| [45] [「あ、うん。そうだねぇ、懐かしいね……」]
177: 2044| [45] [ましろが遠い目をして、廃工場を見渡す。]
178: 2049| [45] [その目には過去の映像が浮かんでいるのかもしれない。]
179: 2075| [47] [サリュ]
180: 2078| [45] [「また、２人の昔話？」]
181: 2104| [47] [ましろ]
182: 2107| [45] [「あ、ごめん、退屈かな？」]
183: 2133| [47] [サリュ]
184: 2136| [45] [「そんな事はない。私も聞きたい」]
185: 2144| [47] [夏彦]
186: 2147| [45] [「いや、大した話じゃないんだけどさ……」]
187: 2152| [45] [夏彦はそう前置きして、話し始めた。]
188: 2160| [47] [夏彦]
189: 2163| [45] [「――当時ぼくらはよくここに集まって、『鹿鳴市の七不思議』の謎を解こうって盛り上がってたんだよ」]
190: 2189| [47] [サリュ]
191: 2192| [45] [「ナナフシギ？」]
192: 2218| [47] [ましろ]
193: 2221| [45] [「この街に伝わる、７つの不思議な噂のコト」]
194: 2247| [47] [サリュ]
195: 2250| [45] [「例えばどんなものがあるの？」]
196: 2258| [47] [夏彦]
197: 2261| [45] [「そうだな……えーっと、どんなんだったっけ」]
198: 2266| [45] [夏彦は考え、それから思い出した。]
199: 2274| [47] [夏彦]
200: 2277| [45] [「えーとまず、その１。『ラボはただの原子力研究所じゃない。兵器の製造など、もっと国家的で危険な研究を行っている』」]
201: 2303| [47] [サリュ]
202: 2306| [45] [「え……そんなバカな！？　博士はそんな研究を！？」]
203: 2332| [47] [ましろ]
204: 2335| [45] [「あーいや、あくまで噂だよ。根も葉もないやつ」]
205: 2379| [47] [サリュ]
206: 2382| [45] [「……安堵した」]
207: 2390| [47] [夏彦]
208: 2393| [45] [「でも当時は信じてたんだよなぁ、こんな荒唐無稽な話をさ」]
209: 2398| [45] [夏彦は苦笑しながら、続ける。]
210: 2406| [47] [夏彦]
211: 2409| [45] [「その２。『旧鹿鳴市立病院の焼け跡には、火災で死んだ人の幽霊が出る』」]
212: 2435| [47] [サリュ]
213: 2438| [45] [「……幽霊なんて、いない」]
214: 2446| [47] [ましろ]
215: 2449| [45] [「その３。『街中の監視カメラは防犯のためじゃなくて、一般市民を監視するために作られた』」]
216: 2475| [47] [サリュ]
217: 2478| [45] [「……それは今日に限っては、荒唐無稽とは言いがたい」]
218: 2486| [47] [夏彦]
219: 2489| [45] [「その４。『ＢＣを悪用する悪のコミュニケーターと戦う、正義の組織が存在する』」]
220: 2497| [47] [夏彦]
221: 2500| [45] [「『通称ＢＣ警察。彼らの正体は謎に包まれているが、その本部は鹿鳴市にある』」]
222: 2526| [47] [サリュ]
223: 2529| [45] [「……それは現実ではなく、アニメの話では？」]
224: 2573| [47] [ましろ]
225: 2576| [45] [「まーまー、いま考えるとただのジョークみたいなもんだからね」]
226: 2584| [47] [夏彦]
227: 2587| [45] [「ほかには何があったっけ？」]
228: 2613| [47] [ましろ]
229: 2616| [45] [「そうだねぇ、とっておきのがあるよ」]
230: 2621| [45] [ましろはにやりと笑って、サリュに言った。]
231: 2629| [47] [ましろ]
232: 2632| [45] [「その５。『正しいやり方を知らずにＢＣを使っていると、そのコミュニケーターはやがて、心が壊れた怪物になってしまう』」]
233: 2640| [47] [夏彦]
234: 2643| [45] [「そうだ、それだ！」]
235: 2648| [45] [この５番目の不思議は、他の噂とは一線を画する、不気味なものだった。]
236: 2653| [45] [サリュもそれを聞いて、表情を曇らせる。]
237: 2679| [47] [サリュ]
238: 2682| [45] [「……怪物？」]
239: 2708| [47] [サリュ]
240: 2711| [45] [「怪物になるって、どういう事？」]
241: 2737| [47] [ましろ]
242: 2740| [45] [「実はねぇ……これはいまだ根強く支持されている噂なんだけど」]
243: 2748| [47] [ましろ]
244: 2751| [45] [「ＢＣにはまだわかってない、未知の部分がたくさんあるって言うのは知ってるよね？」]
245: 2777| [47] [サリュ]
246: 2780| [45] [「うん」]
247: 2806| [47] [ましろ]
248: 2809| [45] [「そりゃ当然だよねぇ。なにしろ脳のしくみ自体が、そもそもよくわかっていないんだもの」]
249: 2835| [47] [ましろ]
250: 2838| [45] [「なのに独学でＢＣを学んで、間違ったやり方で訓練をしたりしてると……」]
251: 2864| [47] [ましろ]
252: 2867| [45] [「脳におかしな負荷がかかって、それが蓄積して……」]
253: 2893| [47] [ましろ]
254: 2896| [45] [「やがてその人は、心が壊れてしまうらしいんだよ……！」]
255: 2922| [47] [サリュ]
256: 2925| [45] [「……っ」]
257: 2930| [45] [サリュの表情が、明らかに強張った。]
258: 2935| [45] [ましろはさらに、おどろおどろしい口調で続ける。]
259: 2943| [47] [ましろ]
260: 2946| [45] [「で、心が壊れてしまったコミュニケーターは……」]
261: 2954| [47] [ましろ]
262: 2957| [45] [「常軌を逸したＢＣ能力や、呪いに満ちたテレパシーを使って、周囲の人に狂気を振りまく『怪物』になる……」]
263: 2965| [47] [ましろ]
264: 2968| [45] [「だからそれを防ぐためにも、鹿鳴学園のようなコミュニケーター専用学校が作られたんだよぉぉぉ……！」]
265: 3009| [47] [サリュ]
266: 3012| [45] [「――っ！」]
267: 3017| [45] [サリュが怯えたように後ずさった。]
268: 3022| [45] [どうやら幽霊は怖くなくても、こんな微妙にリアリティのある話は怖いらしい。]
269: 3030| [47] [夏彦]
270: 3033| [45] [「まぁ、あながち嘘とは言えないかもな」]
271: 3041| [47] [夏彦]
272: 3044| [45] [「その予防か知らないけど、うちの学校でも脳波検査や適性度検査、健康診断はしょっちゅうやってるし」]
273: 3079| [47] [サリュ]
274: 3082| [45] [「な、ならばその怪物の出現記録が残るはず。それはあるの？」]
275: 3090| [47] [夏彦]
276: 3093| [45] [「ないよ。誰も見たことがない」]
277: 3119| [47] [サリュ]
278: 3122| [45] [「そら見たことか。ではそれもしょせん、噂に過ぎない――」]
279: 3130| [47] [夏彦]
280: 3133| [45] [「いや、それを補完するのが、次の噂なんだな」]
281: 3159| [47] [サリュ]
282: 3162| [45] [「え……」]
283: 3167| [45] [きょとんとするサリュに、夏彦は指を突きつけて言う。]
284: 3175| [47] [夏彦]
285: 3178| [45] [「その６。『怪物化した人は、鹿鳴市保安課の隠蔽部隊によって捕まえられて、市役所の地下に幽閉される』」]
286: 3186| [47] [夏彦]
287: 3189| [45] [「つまり怪物を誰も見たことないのは、保安課が全てを隠しているからってわけさ」]
288: 3215| [47] [サリュ]
289: 3218| [45] [「……そんな」]
290: 3223| [45] [サリュはもはや顔面蒼白で、声にも力がなかった。]
291: 3228| [45] [夏彦はさらに畳み掛ける。]
292: 3236| [47] [夏彦]
293: 3239| [45] [「で、七不思議の『その７』が……」]
294: 3244| [45] [そう言いかけたが、しかしその先が思い出せなかった。]
295: 3252| [47] [夏彦]
296: 3255| [45] [「……あれ？　ましろ、その７ってなんだっけ？」]
297: 3281| [47] [ましろ]
298: 3284| [45] [「あーそれも『その５』の補足みたいな奴だよ。つまり――」]
299: 3345| [47] [サリュ]
300: 3348| [45] [「も、もういい！　６つもあれば充分！」]
301: 3353| [45] [サリュが慌てて声を上げる。]
302: 3358| [45] [どうやら本当に、この手の話が苦手らしい。]
303: 3384| [47] [ましろ]
304: 3387| [45] [「あらら、怖がりだねサリュ～？」]
305: 3413| [47] [サリュ]
306: 3416| [45] [「う、うるさいましろ」]
307: 3424| [47] [夏彦]
308: 3427| [45] [「まぁまぁ、子供らしくていいじゃないか」]
309: 3468| [47] [サリュ]
310: 3471| [45] [「うるさい夏彦。いい加減にするべき」]
311: 3497| [45] [サリュが夏彦とましろをぺしぺし叩く。]
312: 3604| [47] [ましろ]
313: 3607| [45] [「あたたっ、ごめんごめんサリュ！」]
314: 3615| [47] [夏彦]
315: 3618| [45] [「悪かった、脅かしすぎた！　冗談だよ冗談！」]
316: 3626| [47] [ましろ]
317: 3629| [45] [「そうそう、こんなのただの噂だって！」]
318: 3714| [47] [サリュ]
319: 3717| [45] [「……ならいい。でも今度また同じ話をしたら、本気で怒る」]
320: 3725| [47] [夏彦]
321: 3728| [45] [「ははっ、わかったわかった」]
322: 3754| [47] [ましろ]
323: 3757| [45] [「いやぁ私たちも大人気なかったわ」]
324: 3762| [45] [そう言いながら、夏彦たちは笑い合った。]
325: 3767| [45] [そうしているうち、いつの間にか重苦しい空気は、どこかに消えていた。]
326: 3850| [47] [夏彦]
327: 3851| [45] [（……タフだな、ましろは。もう元気になってる……）]
328: 3856| [45] [そう言えば彼女は昔から、そういうところがあった。]
329: 3861| [45] [追い詰められてもメゲないところや、ピンチを楽しんでみせるような芯の強さが。]
330: 3866| [47] [夏彦]
331: 3867| [45] [（そう言えば……あの時もそうだったか）]
332: 3872| [45] [そう思うと、また子供の頃の記憶が想起された。]
333: 3885| [55] [√Before Chapter6]
334: 3968| [47] [夏彦]
335: 3969| [45] [（……懐かしいな）]
336: 3974| [45] [思えばあの時も、この廃工場に隠れたのだった。]
337: 3979| [45] [そんな想い出が、ましろに元気を与えているのかもしれない。]
338: 4005| [47] [ましろ]
339: 4008| [45] [「――それにしてもあの頃、サリュもいたらよかったのに」]
340: 4016| [47] [ましろ]
341: 4019| [45] [「そしたら一緒に遊んだり、いま思い出話もできたのにね？」]
342: 4045| [47] [サリュ]
343: 4048| [45] [「……無念」]
344: 4053| [45] [ましろとサリュは楽しげに、そんな事を話している。]
345: 4058| [47] [夏彦]
346: 4059| [45] [（『仲間がもっと必要』か……少なくとも１人は増えたな）]
347: 4064| [45] [だが、３人もいれば充分だ。]
348: 4069| [45] [夏彦もそう思い、明るく声をあげる。]
349: 4077| [47] [夏彦]
350: 4080| [45] [「さて、昔話はこのへんで。捜索の続きについて考えようか」]
351: 4088| [45] [そろそろいいか――夏彦はそう思い、２人に言う。]
352: 4096| [47] [夏彦]
353: 4099| [45] [「……さて、昔話はこのへんで。捜索の続きについて考えようか」]
354: 4145| [45] [するとその言葉に、ましろとサリュの顔が引き締まった。]
355: 4153| [47] [ましろ]
356: 4156| [45] [「そうだね、そろそろほとぼりも冷めてる頃だろうし」]
357: 4164| [47] [夏彦]
358: 4167| [45] [「いや、それは甘いだろう。多分奴らは、この辺をうろうろしてると思うよ」]
359: 4175| [47] [サリュ]
360: 4178| [45] [「ここなら大丈夫だけど、開けたところに出れば、監視カメラもある。このままでは移動もできない」]
361: 4204| [47] [ましろ]
362: 4207| [45] [「そっか、困ったね……どうする？」]
363: 4212| [45] [夏彦はその問いに、少し考えて答えた。]
364: 4220| [47] [夏彦]
365: 4223| [45] [「……そうだな。これからは移動は、全てタクシーを使おう」]
366: 4249| [47] [ましろ]
367: 4252| [45] [「え！？」]
368: 4261| [47] [夏彦]
369: 4264| [45] [「街道まではなんとか出て、そこで有人タクシーを拾うんだ。そしてそのまま１日貸し切りにしてしまうのさ」]
370: 4272| [47] [夏彦]
371: 4275| [45] [「保安課も、ぼくらがそこまでするとは読んでいないだろ」]
372: 4301| [47] [ましろ]
373: 4304| [45] [「そ、そりゃ豪快でいいけど……」]
374: 4330| [47] [サリュ]
375: 4333| [45] [「お金がかかるのでは？」]
376: 4341| [47] [夏彦]
377: 4344| [45] [「ぼくだって多少は貯金がある。今がその使い時だよ」]
378: 4385| [47] [ましろ]
379: 4388| [45] [「そんな、いいの！？」]
380: 4396| [47] [夏彦]
381: 4399| [45] [「いいんだって。どうせ使い道もないんだから」]
382: 4404| [45] [それは夏彦が小学生の頃から、小遣いやお年玉をコツコツ貯めたお金だった。]
383: 4409| [45] [無趣味な彼は、お金の使い道も特になく、おかげで無闇に貯金が貯まってしまったのだ。]
384: 4417| [47] [夏彦]
385: 4420| [45] [「たしか２０万円くらいあるはずだ。さすがにそれだけあれば、タクシーの貸切くらいできるだろ」]
386: 4446| [47] [ましろ]
387: 4449| [45] [「おぉ……なんか夏彦がかっこよく見える」]
388: 4475| [47] [サリュ]
389: 4478| [45] [「でも、確かにそれは安全」]
390: 4486| [47] [夏彦]
391: 4489| [45] [「よし、だったら決まりだな！」]
392: 4494| [45] [タクシーの貸切などはしたことがないが、なりふり構っている場合ではない。]
393: 4566| [47] [サリュ]
394: 4569| [45] [「ではうまくタクシーを捕まえられたら、次はどこへ？」]
395: 4577| [47] [夏彦]
396: 4580| [45] [「そうだな、母さんは頼れないし、宇喜多のおじさんはいないし……」]
397: 4606| [47] [ましろ]
398: 4609| [45] [「じゃあ、やっぱりここは恵那先生？」]
399: 4617| [47] [サリュ]
400: 4620| [45] [「あるいは当初の予定通り、超心研に行くのもいい」]
401: 4625| [45] [どちらにすべきか――夏彦は一瞬考え、すぐに答えを出した。]
402: 4641| [47] [夏彦]
403: 4644| [45] [「……いや、超心研は保安課の連中が張っている可能性がある」]
404: 4652| [47] [夏彦]
405: 4655| [45] [「先に先生のところに行こう」]
406: 4681| [47] [サリュ]
407: 4684| [45] [「でも、恵那の家はわかる？」]
408: 4710| [47] [ましろ]
409: 4713| [45] [「わからないけど、もしかしたら、学校に行ったら会えるかも……」]
410: 4718| [45] [恵那はあれでなかなかマジメな教師なので、休日出勤している可能性がある。]
411: 4726| [47] [夏彦]
412: 4729| [45] [「よし、それじゃ決まりだな！　タクシー拾って、まず学校だ！」]
413: 4755| [47] [サリュ]
414: 4758| [45] [「異議なし」]
415: 4784| [47] [ましろ]
416: 4787| [45] [「うん、行こう２人とも！」]
417: 4792| [45] [夏彦たちはそう言葉を交わし、廃工場を飛び出した。]
418: 4805| [47] [夏彦]
419: 4808| [45] [「ここはサリュの判断に従おう。超心研に行くべきだ」]
420: 4834| [47] [ましろ]
421: 4837| [45] [「あ、でも大丈夫かな？　お巡りさんたちの話じゃ、市内の重要施設は警察と保安課が固めてるって話だけど」]
422: 4845| [47] [夏彦]
423: 4848| [45] [「でも一刻も早く、あの警備員をとっちめてやりたいだろ？　なぁサリュ？」]
424: 4874| [47] [サリュ]
425: 4877| [45] [「同意。事と次第によっては、もう１度投げ飛ばす腹積もり」]
426: 4903| [47] [ましろ]
427: 4906| [45] [「それは余計にこじれそうな……」]
428: 4914| [47] [夏彦]
429: 4917| [45] [「まぁいい、とにかくタクシー拾って超心研に行こう！」]
430: 4922| [45] [夏彦たちはそう言葉を交わし、廃工場を飛び出した。]
431: 4980| [45] [――物陰から物陰に渡り歩き、なんとか街道沿いのコンビニまでたどり着いた。]
432: 4985| [45] [ひとまず貯金総額の半分、１０万円を下ろす。]
433: 4990| [45] [これで当座の行動費用は用意できたが、コンビニの監視カメラに写ってしまっただろう。]
434: 4995| [45] [顔は手で隠していたからすぐにはバレないとは思うが、キャッシュカードの使用履歴から足取りを追われる可能性もある。]
435: 5000| [47] [夏彦]
436: 5001| [45] [（一刻の猶予もないな……保安課が来る前に逃げなくちゃ！）]
437: 5006| [45] [夏彦はそう思いつつ、コンビニを飛び出した。]
438: 5080| [47] [夏彦]
439: 5083| [45] [「ましろ、サリュ、お金下ろしてきたぞ！」]
440: 5127| [45] [夏彦がそう言うと街道脇にいたましろとサリュが振り返った。ちょうどタクシーを止めたところらしい。]
441: 5153| [47] [ましろ]
442: 5156| [45] [「ありがと夏彦！」]
443: 5179| [47] [サリュ]
444: 5182| [45] [「さぁ、早くこっちに」]
445: 5187| [45] [そう声を上げる２人にうなずき、夏彦はタクシーに駆け寄った。]
446: 5237| [47] [運転手]
447: 5240| [45] [「はい、どちらまで？」]
448: 5245| [45] [ドアを開けて言う運転手に、夏彦は問いを返した。]
449: 5253| [47] [夏彦]
450: 5256| [45] [「あの、すみません！　１日貸切ってできますか！？」]
451: 5261| [47] [運転手]
452: 5264| [45] [「え、貸切？　珍しいな……こっちとしては嬉しいけど」]
453: 5272| [47] [ましろ]
454: 5275| [45] [「いくらですか！？」]
455: 5280| [47] [運転手]
456: 5283| [45] [「８時間で４５０００円だね」]
457: 5291| [47] [夏彦]
458: 5294| [45] [「くっ……た、高いな！」]
459: 5302| [47] [サリュ]
460: 5305| [45] [「でも迷っているヒマはない。早く乗り込もう夏彦」]
461: 5313| [47] [夏彦]
462: 5316| [45] [「あ、ああ！」]
463: 5327| [45] [夏彦たちはそう言って、車内に転がり込んだ。]
464: 5375| [45] [運転手が、先ほどまでとは打って変わって丁寧に言う。]
465: 5380| [47] [運転手]
466: 5383| [45] [「ご利用ありがとうございます。それではまずどちらへ？」]
467: 5393| [47] [夏彦]
468: 5396| [45] [「超心研まで！」]
469: 5401| [47] [運転手]
470: 5404| [45] [「かしこまりました」]
471: 5409| [47] [運転手]
472: 5412| [45] [「――音声入力。目的地『超心理学研究所』。ドライブモード『自動』『通常』。走行開始」]
473: 5417| [45] [運転手が自動運転装置にそう命じると、タクシーは軽快に走り出した。]
474: 5491| [45] [――しかし、超心研に着くと――]
475: 5496| [45] [建物の周囲に、ぱらぱらと警官の姿が見えた。]
476: 5594| [47] [ましろ]
477: 5597| [45] [「うわ……やっぱ警備固められてるね」]
478: 5602| [45] [ましろが運転手に聞こえないように、夏彦たちに囁く。]
479: 5610| [47] [夏彦]
480: 5613| [45] [「保安課員もいるかもな……これじゃ中に入って警備員をどうこうするのは難しそうだな……」]
481: 5639| [47] [サリュ]
482: 5642| [45] [「……判断ミス」]
483: 5650| [47] [夏彦]
484: 5653| [45] [「しかたない、先に先生のところに行こう」]
485: 5686| [45] [恵那の家はわからないが、学校に行けば会えるかもしれない。]
486: 5691| [45] [彼女はあれでなかなかマジメな教師なので、休日出勤している可能性もある。]
487: 5696| [45] [そう思った時、運転手が声を上げた。]
488: 5701| [47] [運転手]
489: 5704| [45] [「お客さん、着きましたけど降りないんですか？」]
490: 5712| [47] [夏彦]
491: 5715| [45] [「あ、すみません運転手さん、このまま学校に行って下さい」]
492: 5720| [47] [運転手]
493: 5723| [45] [「え？　えぇ、もちろんいいですけど」]
494: 5734| [45] [運転手が戸惑いながら、再び車を出す。]
495: 5787| [47] [夏彦]
496: 5790| [45] [「鹿鳴学園まで！」]
497: 5795| [47] [運転手]
498: 5798| [45] [「かしこまりました」]
499: 5803| [47] [運転手]
500: 5806| [45] [「――音声入力。目的地『鹿鳴学園』。ドライブモード『自動』『通常』。走行開始」]
501: 5818| [45] [運転手が自動運転装置にそう命じると、タクシーは軽快に走り出した。]
