  0:   69| [55] [√Double Chapter 6]
 81: 1777| [45] [And in the center of the parted sea stood a woman--]
 82: 1833| [47] [Mashiro & Salyu]
 83: 1836| [45] ["Professor!"]
 84: 1844| [47] [Miyoko]
 85: 1847| [45] ["Mashiro! Yui!"]
 86: 1894| [45] [A look of joy shone upon the professor's face-- and then froze the next instant.]
 87: 1944| [47] [Miyoko]
 88: 1947| [45] ["Wh-where are Natsuhiko and Yuuri!?"]
 89: 1955| [47] [Mashiro]
 90: 1958| [45] ["They stayed behind underground with the Sirius captain!"]
 91: 1966| [47] [Miyoko]
 92: 1969| [45] ["They what!?"]
 93: 1977| [47] [Salyu]
 94: 1980| [45] ["It's okay, Professor! They won't die! They'll get out of there alive for sure!"]
 95: 1985| [45] [Salyu shouted that to the professor.]
 96: 1990| [45] [The professor hesitated for a second before speaking up.]
 97: 1998| [47] [Miyoko]
 98: 2001| [45] ["... Understood. All of you, escape!"]
 99: 2009| [47] [Miyoko]
100: 2012| [45] ["There's a helicopter on standby outside! Get through to the front entrance!"]
101: 2019| [45] [As the professor screamed, members of Security Sector 6 shouted across the sea of rescue squad members.]
102: 2024| [47] [SS6 Member 1]
103: 2027| [45] ["Hold it right there!!"]
104: 2032| [47] [SS6 Member 2]
105: 2035| [45] ["You're at risk of radiation contamination! You shouldn't act on your--"]
106: 2043| [47] [Ukita]
107: 2046| [45] ["How long will you keep making lies like that!?"]
108: 2051| [45] [Ukita's shouts interrupted them.]
109: 2056| [47] [SS6 Member 1]
110: 2059| [45] ["...!?"]
111: 2064| [45] [Once the Security Sector 6 members faltered, Kazami and Jun took that opportunity to shout.]
112: 2072| [47] [Kazami]
113: 2075| [45] ["More importantly, there's a high-magnitude bomb in the facility!"]
114: 2083| [47] [Jun]
115: 2086| [45] ["It's gonna blow in five minutes! You all need to get outta here -now-!"]
116: 2091| [47] [SS6 Member 2]
117: 2094| [45] ["A-a bomb!?"]
118: 2099| [45] [This time, they saw a clear disturbance among the Security Sector 6 members.]
119: 2127| [45] [And at the same time, the six survivors slipped through to the outside.]
120: 2132| [47] [SS6 Member 1]
121: 2135| [45] ["W-wait!"]
122: 2140| [47] [SS6 Member 2]
123: 2143| [45] ["Don't let them get away! After them!"]
124: 2148| [45] [The Security Sector 6 crowd surged and kicked away at the rescue workers.]
125: 2153| [45] [But at that moment--]
126: 2165| [45] [The rescue copter came into view on the other side of the entrance.]
127: 2173| [47] [Ena]
128: 2176| [45] ["Just a little bit further, everyone! If we can just run all the way over there--!"]
129: 2303| [45] [--Natsuhiko, Yuuri, and Watase didn't see what was happening.]
130: 2308| [45] [But they had the firm conviction that the other six had escaped.]
131: 2334| [47] [Watase]
132: 2337| [45] ["Okay! I'll go gather what we need to escape!"]
133: 2363| [47] [Watase]
134: 2366| [45] ["You two run to the escape exit!"]
135: 2374| [47] [Natsuhiko]
136: 2377| [45] ["Yeah, got it!"]
137: 2403| [47] [Yuuri]
138: 2406| [45] ["Let's regroup in the engine room, Captain Kasasagi!"]
139: 2472| [45] [Natsuhiko pocketed the broken Alice Number 1 and ran with Yuuri.]
140: 2539| [45] [They headed towards the engine room.]
141: 2544| [45] [They hurried along their route as Natsuhiko withstood the pain of his wounds.]
142: 2608| [45] [Meanwhile, Watase headed for the Area 5 infirmary.]
143: 2613| [45] [There, he picked up two oxygen respirator sets.]
144: 2618| [47] [Watase]
145: 2619| [45] [(Two sets... This isn't enough!)]
146: 2677| [45] [In a moment of quick wit, Watase headed for the factory.]
147: 2682| [45] [His ankle hurt from when Salyu twisted it, but he ignored the pain.]
148: 2735| [45] [There was a single air tank left in the factory.]
149: 2801| [45] [The tank they had used in the air jack to save him and Yuuri from the collapsed ceiling.]
150: 2806| [45] [There probably wasn't a reliable amount of air remaining in it, but--]
151: 2820| [47] [Watase]
152: 2821| [45] [(There's still some in it! Better than nothing!)]
153: 2882| [45] [Watase picked it up and then headed for Area 1.]
154: 2937| [45] [The emergency stairwell in Area 1 had a small time bomb.]
155: 3005| [45] [The time bomb that was hidden inside the fire extinguisher and intimidated Watase and Ena, but had failed to detonate.]
156: 3010| [45] [That bomb was the final key to their escape.]
157: 3024| [47] [Watase]
158: 3025| [45] [(That's everything we need...!)]
159: 3030| [45] [Two oxygen respirators. One air tank. And a time bomb--]
160: 3090| [45] [With all those things in his arms, Watase hurried for the engine room.]
161: 3137| [45] [Three minutes until detonation--!]
162: 3209| [45] [--Right at that moment, Natsuhiko and Yuuri were frantically climbing the ladder in the engine room.]
163: 3214| [45] [The ladder that led to the drainage pipe.]
164: 3219| [45] [The place Watase had tried to escape from, but abandoned.]
165: 3224| [47] [Natsuhiko]
166: 3225| [45] [(Of course, we can't escape through the drainage pipe...)]
167: 3230| [47] [Natsuhiko]
168: 3231| [45] [(But I'm sure we can use the pipe to protect ourselves from the explosion!)]
169: 3236| [45] [The pipe was filled with water and its walls were 2.4 cm thick.]
170: 3241| [45] [Once the tetryl bomb detonated, the safest place in the facility was most likely inside that pipe.]
171: 3288| [45] [And just as Natsuhiko and Yuuri reached the top of the pipe--]
172: 3392| [45] [--Watase arrived in the engine room.]
173: 3397| [45] [In his arms were the oxygen respirators, the air tank, and the time bomb.]
174: 3405| [47] [Natsuhiko]
175: 3408| [45] ["Watase, you're late!"]
176: 3434| [47] [Watase]
177: 3437| [45] ["Sorry, ran into some unexpected difficulties!"]
178: 3479| [45] [Watase headed to the pipe next to Natsuhiko and Yuuri with terrific speed.]
179: 3535| [45] [The "intake pipe" that ran about 3 m away from the drainage pipe.]
180: 3540| [45] [If they blew a hole in that pipe, it'd submerge LABO in water--]
181: 3643| [45] [Watase climbed up there and set the time bomb on top of the pipe.]
182: 3669| [47] [Watase]
183: 3672| [45] ["Okay! Ready!"]
184: 3677| [45] [Watase shouted and then looked at his watch.]
185: 3684| [45] [The numbers read "6:16:41".]
186: 3689| [45] [Just 19 seconds until detonation--!]
187: 3815| [47] [Yuuri]
188: 3818| [45] ["Captain Kasasagi, this way! Hurry!"]
189: 3923| [47] [Watase]
190: 3926| [45] ["Yeah, I know!"]
191: 3932| [45] [Watase stood on top of the intake pipe, focused all of his strength into his feet--]
192: 3944| [45] [--and jumped to the drainage pipe 3 m away with the air tank in his arms.]
193: 4072| [47] [Watase]
194: 4075| [45] ["Sorry for the wait, you two!"]
195: 4097| [47] [Natsuhiko]
196: 4100| [45] ["You made it! Let's hurry on over!"]
197: 4109| [47] [Natsuhiko]
198: 4112| [45] ["Quit showing off, dumbass!"]
199: 4145| [45] [Natsuhiko shouted and looked to the pipe.]
200: 4150| [45] [There was a hole in it. The hole Watase had opened with an axe three hours ago.]
201: 4155| [45] [There was no guarantee that they'd survive if they got inside.]
202: 4160| [45] [The three of them could still die if the explosion blew the entire pipe away.]
203: 4165| [47] [Natsuhiko]
204: 4166| [45] [(But we have to take that gamble!)]
205: 4171| [45] [The three of them nodded to each other--]
206: 4176| [45] [--and slipped into the drainage pipe.]
207: 4318| [45] [The pipe was filled with hot water.]
208: 4323| [45] [Natsuhiko's wounds were inundated.]
209: 4342| [47] [Natsuhiko]
210: 4343| [45] [(Ghh!)]
211: 4348| [45] [It burned and stung, but still--]
212: 4353| [47] [Natsuhiko]
213: 4354| [45] [(It's nothing I can't withstand...!)]
214: 4359| [45] [The three of them held their breath inside the hot water and waited for the explosion to come.]
215: 4364| [45] [Watase held Natsuhiko and Yuuri to protect them.]
216: 4369| [47] [Natsuhiko]
217: 4370| [45] [(Is it here yet!? Hurry up and bring it!)]
218: 4375| [45] [After several seconds that felt like an eternity passed--]
219: 4402| [45] [A tremendous roar rang out.]
220: 4437| [45] [A shock wave ran through and shook the pipe.]
221: 4442| [47] [Natsuhiko]
222: 4443| [45] [(... Nnnggghh!!)]
223: 4448| [45] [The sounds of destruction echoed forth from all around them.]
224: 4453| [45] [The pipe shook as if they had been tossed into a waterspout.]
225: 4458| [45] [They could even feel the explosive blast blowing through.]
226: 4463| [45] [But they were protected from it all by the water that surrounded them.]
227: 4500| [45] [... --Eventually, after the roars and tremors died down--...]
228: 4505| [45] [They crawled out of the drainage pipe.]
229: 4590| [47] [Natsuhiko]
230: 4593| [45] ["Ah...!!"]
231: 4599| [45] [Natsuhiko exclaimed at the sight that spread out before him.]
232: 4604| [45] [The engine room was ablaze.]
233: 4610| [45] [And due to the explosion induced by the time bomb Watase set up earlier--]
234: 4615| [45] [The intake pipe had broken and begun to spew water.]
235: 4682| [47] [Watase]
236: 4685| [45] ["... Blowing a hole in the intake pipe would cause LABO's basements to be submerged underwater..."]
237: 4690| [45] [Watase muttered that as he watched the water flow.]
238: 4698| [47] [Watase]
239: 4701| [45] ["... drowning everyone inside the facility."]
240: 4709| [47] [Watase]
241: 4712| [45] ["That's why the intake pipe was the only place we could never open a hole through."]
242: 4795| [47] [Watase]
243: 4798| [45] ["But now that we're in this situation and the other six have escaped--"]
244: 4807| [47] [Yuuri]
245: 4810| [45] ["It's okay for us to open a hole in the pipe now, right?"]
246: 4818| [47] [Natsuhiko]
247: 4821| [45] ["Kind of goes without saying, don't you think?"]
248: 4826| [45] [Natsuhiko chuckled and looked down at the spectacle beneath him.]
249: 4933| [45] [Indeed-- their escape route was right there.]
250: 4938| [45] [Unlike the drainage pipe, the intake pipe had no obstructions whatsoever.]
251: 4943| [45] [If you opened a hole in there, you'd be able to escape.]
252: 4948| [45] [The only problem was how to breathe.]
253: 4953| [45] [But thanks to the oxygen respirators Watase had prepared, they all had a secure air supply.]
254: 5025| [47] [Natsuhiko]
255: 5028| [45] ["Once the basements have been filled with water..."]
256: 5036| [47] [Watase]
257: 5039| [45] ["The water should stop flowing out. Then it's just a straight line to Lake Rokumei!"]
258: 5044| [45] [And thus, the three of them waited for the water to submerge LABO's basements.]
259: 5063| [45] [--And after some time had passed,]
260: 5115| [45] [the engine room was full of water.]
261: 5120| [45] [Natsuhiko and Yuuri put on the oxygen respirators. Watase held the air tank tube in his mouth.]
262: 5134| [47] [Natsuhiko]
263: 5137| [45] [{Ready to go, guys?}]
264: 5145| [47] [Yuuri]
265: 5148| [45] [{Ready when you are.}]
266: 5156| [47] [Watase]
267: 5159| [45] [{Okay, then it's 500 m to Lake Rokumei--}]
268: 5167| [47] [Watase]
269: 5170| [45] [{All we have to do now is walk.}]
270: 5175| [45] [The three nodded at each other--]
271: 5180| [45] [And then slipped into the intake pipe.]
272: 5269| [45] [--Once inside the pitch black pipe,]
273: 5281| [45] [the three of them walked in silence.]
274: 5286| [45] [Watase led the way in front of Natsuhiko, with Yuuri behind.]
275: 5292| [45] [No light reached inside the pipe, leaving their vision nearly useless.]
276: 5297| [45] [But still, they pressed on forward.]
277: 5303| [45] [To leave LABO, their prison of nine hours.]
278: 5308| [45] [And little by little--]
279: 5314| [45] [Natsuhiko felt something that had been surrounding his body slowly fade away.]
280: 5319| [47] [Natsuhiko]
281: 5320| [45] [(...?)]
282: 5326| [45] [It may have just been his imagination.]
283: 5331| [45] [It was an indescribable sensation.]
284: 5337| [47] [Natsuhiko]
285: 5338| [45] [(WX particles...?)]
286: 5343| [45] [LABO's interior was filled with WX particles.]
287: 5349| [45] [Those elementary particles that tried to connect people, even if it meant rearranging their genes.]
288: 5354| [45] [Perhaps Natsuhiko had unconsciously felt their presence.]
289: 5360| [47] [Natsuhiko]
290: 5361| [45] [(No... the WX particle energy should've already decayed away...)]
291: 5366| [47] [Natsuhiko]
292: 5367| [45] [(Then what exactly...?)]
293: 5387| [45] [As he pondered, suddenly--]
294: 5392| [45] [He remembered a previous conversation he had with Yuuri.]
295: 5397| [45] [The experiment that Yuuri and Dr. Tenkawa were going to perform today.]
296: 5402| [45] [When Natsuhiko asked what sort of experiment his mother had attempted to run, Yuuri answered thusly:]
297: 5474| [47] [Yuuri]
298: 5477| [45] ["--Simply put, it's an experiment to 'create a spirit'."]
299: 5503| [47] [Yuuri]
300: 5506| [45] ["The experimental procedure was to use the WX particle amplifier to create a roughly 500 mSv WX particle field in Area N."]
301: 5514| [47] [Yuuri]
302: 5517| [45] ["But WX particles are merely lumps of energy without any sort of information. An 'empty spirit', so to speak."]
303: 5525| [47] [Yuuri]
304: 5528| [45] ["Basically, this is what the professor wanted to test:"]
305: 5554| [47] [Yuuri]
306: 5557| [45] ["If I took all of my intracerebral information energy and emitted it outside my brain with BC--"]
307: 5565| [47] [Yuuri]
308: 5568| [45] ["Would that create a copy of my spirit?"]
309: 5627| [45] [--Due to the terrorist attack, the experiment could not be carried out.]
310: 5632| [45] [But instead--]
311: 5638| [47] [Natsuhiko]
312: 5639| [45] [(I kept using BC...)]
313: 5644| [47] [Natsuhiko]
314: 5645| [45] [(Not just me, but Yuuri too. And Mashiro, and Nagisa, and Ms. Tachibana too...)]
315: 5651| [45] [And as a result, the emitted information energy lingered and mixed. And eventually, perhaps something was even born out of it.]
316: 5656| [45] [Or perhaps the malfunctioning particle amplifier merely gave birth to an empty spirit.]
317: 5662| [45] [Or maybe nothing was born at all.]
318: 5667| [45] [Natsuhiko did not know.]
319: 5673| [47] [Natsuhiko]
320: 5674| [45] [(... But when I think back...)]
321: 5679| [47] [Natsuhiko]
322: 5680| [45] [(I feel like something was always right there beside me.)]
323: 5686| [45] [In times of pain, in times of hopelessness, and in times of paranoia and doubt--]
324: 5691| [45] [It was always there with Natsuhiko.]
325: 5697| [45] [Superimposing itself with his mind through BC particles and showing him which route to take.]
326: 5702| [45] [... Natsuhiko couldn't help but feel that was the case.]
327: 5710| [45] [Natsuhiko did not know.]
328: 5715| [47] [Natsuhiko]
329: 5716| [45] [(... But when I think back...)]
330: 5722| [47] [Natsuhiko]
331: 5723| [45] [(I feel like something was always right there beside me.)]
332: 5728| [45] [In times of pain, in times of hopelessness, and in times of paranoia and doubt...]
333: 5734| [45] [It was always there with Natsuhiko, showing him which route to take.]
334: 5739| [45] [... Natsuhiko couldn't help but feel that was the case.]
335: 5793| [45] [--And just a few steps ahead of him, Watase thought the same thing.]
336: 5798| [47] [Watase]
337: 5799| [45] [(... I get the feeling something's fading away.)]
338: 5805| [47] [Watase]
339: 5806| [45] [(Something that had always been inside of me...)]
340: 5811| [45] [The further they got away from LABO, the more real that feeling became.]
341: 5817| [45] [But right before Watase could think any more about it--]
342: 5879| [45] [It suddenly got hard to breathe.]
343: 5884| [47] [Watase]
344: 5885| [45] [(...!?)]
345: 5905| [47] [Watase]
346: 5906| [45] [(Crap, the air tank's running low...!)]
347: 5954| [45] [Watase's heart throbbed in pain.]
348: 5960| [45] [How much longer until the exit?]
349: 5965| [45] [The path was dark and seemed to go on forever.]
350: 5979| [47] [Watase]
351: 5980| [45] [(... Goddammit...)]
352: 5985| [47] [Watase]
353: 5986| [45] [(We've come this far...!)]
354: 6000| [45] [He desperately tried to keep walking, but the water resistance hindered his advance.]
355: 6005| [45] [His brain became oxygen deprived, and his consciousness gradually grew hazy.]
356: 6019| [47] [Watase]
357: 6020| [45] [(C-crap... can't breathe...!)]
358: 6025| [47] [Watase]
359: 6026| [45] [(... Damn... it...! It... hurts...!)]
360: 6040| [45] [Eventually, his thoughts grew muddy. His memory hazed over as well--...]
361: 6045| [47] [Watase]
362: 6046| [45] [(Gh...)]
363: 6051| [47] [Watase]
364: 6052| [45] [(Wh... why...?)]
365: 6066| [47] [Watase]
366: 6067| [45] [(... Why does it... hurt so much...!?)]
367: 6072| [47] [Watase]
368: 6073| [45] [(W... wait...)]
369: 6087| [47] [Watase]
370: 6088| [45] [(Where... the hell am I, even...?)]
371: 6093| [47] [Watase]
372: 6094| [45] [(... What am I doing... in a place like this...?)]
373: 6108| [47] [Watase]
374: 6109| [45] [(... Why... am I carrying this heavy thing...!?)]
375: 6114| [47] [Watase]
376: 6115| [45] [(...)]
377: 6129| [47] [Watase]
378: 6130| [45] [(...)]
379: 6186| [45] [--Eventually, a faint light floated before Watase's eyes.]
380: 6191| [47] [Watase]
381: 6192| [45] [(Th... that's right...)]
382: 6197| [47] [Watase]
383: 6198| [45] [(To... save... everyone...)]
384: 6203| [47] [Watase]
385: 6204| [45] [(I leapt... into the gas...!)]
386: 6209| [45] [Area 3's inner ring was filled with oxygen-deficient air.]
387: 6264| [45] [Only a few minutes were left until it was time to administer AD.]
388: 6269| [47] [Watase]
389: 6270| [45] [(... I need... to get this AD... to everyone... quick...!)]
390: 6283| [47] [Watase]
391: 6284| [45] [(Or else... everyone... will die...!)]
392: 6289| [45] [--He didn't want anyone to die.]
393: 6302| [45] [With his mind entirely devoted to that thought, Watase crawled forward.]
394: 6307| [45] [But the wounds he incurred along the way on his mission suddenly began to hurt.]
395: 6320| [45] [His fractured ribs. The gunshot wound to his flank. The laceration on the back of his head. His entire battered body.]
396: 6325| [45] [His throat felt like it was on fire from thirst and all the vomiting he'd done, and his body was as heavy as lead from all the exhaustion he'd built up.]
397: 6338| [45] [His lungs wheezed from the difficulty to breathe. His heart felt like it was about to burst--]
398: 6343| [47] [Watase]
399: 6344| [45] [(... Damn... it...)]
400: 6357| [47] [Watase]
401: 6358| [45] [(... Is... this... the end...!?)]
402: 6363| [45] [Right when the last of Watase's strength was about to fade,]
403: 6376| [45] [a voice echoed in his head.]
404: 6437| [85] [{Watase, what's wrong!? Hang in there!}]
405: 6438| [86] [Natsuhiko]
406: 6439| [86] [{Watase, what's wrong!? Hang in there!}]
407: 6482| [47] [Watase]
408: 6483| [45] [(!!)]
409: 6549| [45] [--That voice revived Watase's consciousness.]
410: 6554| [45] [He seemed to have hallucinated for a second.]
411: 6560| [45] [Watase forcibly pumped himself back up and responded.]
412: 6568| [47] [Watase]
413: 6571| [45] [{I-I'm okay... Just a little tired.}]
414: 6593| [47] [Natsuhiko]
415: 6596| [45] [{Do you not have oxygen!? Take some of mine then--}]
416: 6604| [47] [Watase]
417: 6607| [45] [{Stop! I don't need your concern!}]
418: 6615| [47] [Natsuhiko]
419: 6618| [45] [{What!?}]
420: 6626| [47] [Watase]
421: 6629| [45] [{You're a survivor in need of rescue... I have to be the one who rescues you.}]
422: 6634| [45] [After that mental answer, Natsuhiko grew quiet.]
423: 6639| [45] [After a moment's silence, he continued speaking to Watase.]
424: 6647| [47] [Natsuhiko]
425: 6650| [45] [{Hang in there, Watase...! It's gotta be just a little bit further!}]
426: 6658| [47] [Watase]
427: 6661| [45] [{Yeah!}]
428: 6719| [85] [{Hang in there! It's gotta be just a little bit further!}]
429: 6720| [86] [Natsuhiko]
430: 6721| [86] [{Hang in there! It's gotta be just a little bit further!}]
431: 6768| [47] [Watase]
432: 6771| [45] [{Yeah... ... yeah!}]
433: 6837| [45] [As Watase ravenously sucked in what little oxygen remained in the tank--]
434: 6842| [45] [--he spurred his body to keep walking.]
435: 6925| [47] [Watase]
436: 6926| [45] [(... Dammit, this little brat's always got the perfect timing...)]
437: 6931| [47] [Watase]
438: 6932| [45] [(He's such a slave driver...!)]
439: 6999| [45] [He had heard that voice countless times today.]
440: 7004| [45] [And countless times had that voice bestowed him with courage.]
441: 7010| [47] [Watase]
442: 7011| [45] [(Is that why I've been trying to save everyone...?)]
443: 7016| [47] [Watase]
444: 7017| [45] [(He's just been leading me this entire time...?)]
445: 7023| [47] [Watase]
446: 7024| [45] [(... No...!)]
447: 7029| [45] [He suddenly recalled a conversation he once had with Yuuri.]
448: 7088| [47] [Watase]
449: 7091| [45] ["--The Third Man factor?"]
450: 7099| [47] [Yuuri]
451: 7102| [45] ["Well... I read about it in a book."]
452: 7110| [47] [Yuuri]
453: 7113| [45] ["When people are thrown into extreme situations such as disasters or accidents... they say that they hear a voice that isn't actually there."]
454: 7121| [47] [Yuuri]
455: 7124| [45] ["... They also say that the voice is always telling that person what actions they should take."]
456: 7132| [47] [Watase]
457: 7135| [45] ["Sure is a strange phenomenon, that's for sure... Wonder why it happens."]
458: 7143| [47] [Yuuri]
459: 7146| [45] ["The human mind... their knowledge and memories, that is-- works at its absolute best in extreme situations like this..."]
460: 7154| [47] [Yuuri]
461: 7157| [45] ["And so it tells you 'what you should do' in the form of a voice echoing in your head... perhaps?"]
462: 7165| [47] [Watase]
463: 7168| [45] ["Memories, huh. But I don't have any of those..."]
464: 7176| [47] [Yuuri]
465: 7179| [45] ["But it's said that even when you lose your memories, they leave behind a vague 'feeling'."]
466: 7187| [47] [Yuuri]
467: 7190| [45] ["So perhaps in your case, that feeling in your mind was the strong 'desire to save people'--"]
468: 7238| [45] [--"The Third Man factor".]
469: 7243| [45] [Its true nature was most likely a strong feeling within the mind.]
470: 7249| [45] [The desire to save someone--]
471: 7254| [47] [Watase]
472: 7255| [45] [(... That's right. That's what's always been driving me forward.)]
473: 7261| [47] [Watase]
474: 7262| [45] [(And the other "me" who disappeared when I regained my memories...!)]
475: 7267| [45] [It wasn't just the feelings that propagated from Natsuhiko.]
476: 7273| [45] [The feelings of Wataru, Kazami, Jun, Ena, Ukita, Yuuri, Mashiro, Salyu--]
477: 7278| [45] [--and everyone else Watase had come in contact with had mixed inside his mind, becoming one single will.]
478: 7284| [45] [The will "to live".]
479: 7289| [45] [And the will "to save"--]
480: 7295| [47] [Watase]
481: 7296| [45] [(... Don't stop! Stay conscious...!)]
482: 7301| [47] [Watase]
483: 7302| [45] [(If I fall here, the two behind me can't advance!)]
484: 7308| [45] [With that thought alone, Watase pressed forward.]
485: 7313| [45] [To carry out his mission--...]
486: 7412| [45] [--Natsuhiko watched as Watase's steps became horribly unsteady.]
487: 7417| [45] [Natsuhiko reached out and pressed Watase's back.]
488: 7432| [47] [Natsuhiko]
489: 7435| [45] [{You can do it... You can do it, Watase!}]
490: 7440| [45] [And then wordlessly, Watase wrapped his arm around his back and grasped Natsuhiko's hand.]
491: 7500| [45] [Relieved, Natsuhiko sent telepathy to Yuuri.]
492: 7508| [47] [Natsuhiko]
493: 7511| [45] [{You with us, Yuuri!?}]
494: 7536| [47] [Yuuri]
495: 7539| [45] [{Yeah! I'm right here!}]
496: 7544| [45] [Yuuri's hand soon touched his back.]
497: 7610| [45] [Natsuhiko reached his right arm behind himself and grasped her hand.]
498: 7615| [45] [In the midst of the cold sensation of the water, they felt each other's warmth.]
499: 7621| [45] [--In the darkness without light.]
500: 7626| [45] [In the overwhelming black void where they lost sight of even themselves.]
501: 7632| [45] [The sensation of hands in his hands solidified Natsuhiko's consciousness.]
502: 7637| [45] [And then he felt the warmth of life.]
503: 7643| [45] [His heart was filled with the thought that he was not alone.]
504: 7648| [45] [By his presence and her presence alone...]
505: 7654| [45] [Natsuhiko was able to push forward.]
506: 7659| [45] [------]
507: 7664| [45] [---...]
508: 7670| [45] [... Just how far had he walked?]
509: 7675| [45] [Suddenly--!]
510: 7735| [45] [The feeling of entrapment surrounding him vanished.]
511: 7740| [47] [Natsuhiko]
512: 7741| [45] [(!?)]
513: 7746| [45] [He had gotten out of the pipe!]
514: 7751| [45] [Natsuhiko had been thrown out into the depths of Lake Rokumei.]
515: 7757| [47] [Natsuhiko]
516: 7758| [45] [(Ah!!)]
517: 7763| [45] [At that moment, the oxygen respirator fell out of his mouth.]
518: 7769| [47] [Natsuhiko]
519: 7770| [45] [(Crap, I need to get to the shore quick!)]
520: 7775| [47] [Natsuhiko]
521: 7776| [45] [(But which way is the shore!?)]
522: 7781| [45] [Natsuhiko panicked at his disorientation, but--]
523: 7786| [45] [--The hands he held hadn't slipped out of his grip.]
524: 7791| [45] [In the dark depths, he faintly saw an orange uniform.]
525: 7797| [45] [Watase swam to the surface, still holding onto Natsuhiko's left hand.]
526: 7802| [45] [Relieved, Natsuhiko held his other hand tight as well.]
527: 7807| [45] [His right hand, his connection to Yuuri.]
528: 7813| [45] [--How many times had he held that hand since he'd met her?]
