  0:  136| [55] [√After Chapter2]
204: 2265| [47] [風見]
205: 2268| [45] [「あの３人は、隔壁が閉じる前に殺されたのでしょう」]
206: 2294| [47] [風見]
207: 2297| [45] [「犯人の目的などはわかりませんが……だったら彼らを殺した後でも、充分に逃げる時間があります」]
208: 2302| [45] [風見の口調は冷静だったが、その瞳は揺れていた。]
209: 2307| [45] [自分だって悲しいのに、２人をいさめるため、必死で話しているのだろう。]
210: 2333| [47] [宇喜多]
211: 2336| [45] [「し、しかし……僕はこの施設の職員として、君たちの安全をだね……」]
212: 2344| [47] [風見]
213: 2347| [45] [「ですから、もう犯人は逃げたのです。そう考えるべき――」]
214: 2352| [45] [風見がそう言いかけた時、]
215: 2364| [45] [不意に、電子音が鳴り響いた。]
