  0:   50| [55] [√Double Chapter 7]
154: 1921| [45] ["I think you're quite a lovely girl too. I'm grateful, too."]
155: 1929| [47] [Natsuhiko]
156: 1932| [45] ["Thanks for always protecting me."]
157: 1940| [47] [Natsuhiko]
158: 1943| [45] ["So if you're ever in a pinch, I'll protect you too--"]
159: 1986| [47] [Salyu]
160: 1989| [45] ["Forget that for now."]
161: 1997| [47] [Salyu]
162: 2000| [45] ["More importantly, Natsuhiko, who do you choose?"]
163: 2008| [47] [Natsuhiko]
164: 2011| [45] ["...!"]
165: 2072| [45] [A sudden choice. Natsuhiko was terrified.]
166: 2123| [47] [Alice]
167: 2126| [45] ["Gyuuuu...!"]
168: 2131| [45] [Alice let out a bizarre cry.]
169: 2136| [45] [The emotion it conveyed-- Fear.]
170: 2151| [47] [Natsuhiko]
171: 2152| [45] [(There's no way to answer that without causing trouble...!)]
172: 2208| [45] [But regardless, Natsuhiko had to choose.]
173: 2227| [45] [The time to decide drew near.]
174: 2246| [45] [And his decision--!]
175: 2300| [47] [Natsuhiko]
176: 2301| [45] [(... Wait...!)]
177: 2306| [47] [Natsuhiko]
178: 2307| [45] [(There's no way I can just answer that question in this situation!)]
179: 2312| [45] [--was that he couldn't find the words he had to say.]
180: 2317| [45] [Even if he could find an answer, he didn't have the courage to vocalize it.]
181: 2357| [45] [So reluctantly and timidly, he told Salyu...]
182: 2365| [47] [Natsuhiko]
183: 2368| [45] ["I-I love you all...! That's... not going to cut it, is it?"]
184: 2422| [47] [Salyu]
185: 2425| [45] ["... Indecisiveness will be the end of you."]
186: 2507| [47] [Natsuhiko]
187: 2510| [45] ["Ghh!"]
188: 2523| [45] [Salyu elbowed Natsuhiko in the stomach.]
189: 2528| [45] [As he reeled in from the pain, Natsuhiko thought to himself.]
190: 2533| [47] [Natsuhiko]
191: 2534| [45] [(I deserved that...)]
