  0:   77| [55] [√Before Chapter 3]
 94: 1536| [47] [Mashiro]
 95: 1539| [45] ["Huh, wait a second...? What about clothes, Salyu?"]
 96: 1565| [47] [Salyu]
 97: 1568| [45] ["Huh?"]
 98: 1594| [47] [Mashiro]
 99: 1597| [45] ["You were wearing your uniform even when you came to the house. Please don't tell me those are the only clothes you have?"]
100: 1623| [47] [Salyu]
101: 1626| [45] ["Is that a problem?"]
102: 1631| [45] [Upon hearing that exchange, Natsuhiko realized the truth as well.]
103: 1639| [47] [Natsuhiko]
104: 1642| [45] ["I see... We -are- talking about Mom here, so I guess she didn't even think about clothes for Salyu."]
105: 1854| [45] [Dr. Tenkawa was completely unconcerned about clothing. After all, she spent her days in a lab coat year-round.]
106: 1859| [45] [Which made her apathetic about other people's clothing as well.]
107: 1929| [47] [Mashiro]
108: 1932| [45] ["Oh boy, that does sound like something the professor would do."]
109: 1958| [47] [Mashiro]
110: 1961| [45] ["In that case, let's go buy you some clothes, Salyu!"]
111: 1987| [47] [Salyu]
112: 1990| [45] ["I have my uniform, so I'm good."]
113: 2016| [47] [Mashiro]
114: 2019| [45] ["That's no good. You're a girl, after all!"]
115: 2045| [47] [Mashiro]
116: 2048| [45] ["Besides, if you spend all day in your uniform, it's going to get wrinkly."]
117: 2074| [47] [Salyu]
118: 2077| [45] ["But... I actually don't have that much money on me."]
119: 2103| [47] [Mashiro]
120: 2106| [45] ["Relax! Natsuhiko's picking up the tab."]
121: 2114| [47] [Natsuhiko]
122: 2117| [45] ["Huh? I am!?"]
123: 2140| [45] [Natsuhiko was terrified to be suddenly volunteered.]
124: 2269| [45] [But that's when Mashiro whispered into his ear.]
125: 2277| [47] [Mashiro]
126: 2280| [45] ["Why not, Natsuhiko? It's just for clothes. I'm sure the professor wouldn't mind, right?"]
127: 2288| [47] [Natsuhiko]
128: 2291| [45] ["Well, I guess..."]
129: 2343| [45] [The professor left Natsuhiko in charge of a credit card for times like these.]
130: 2348| [45] [That's what they used to buy groceries, but Natsuhiko still showed day-to-day moderation.]
131: 2367| [47] [Natsuhiko]
132: 2370| [45] ["But still, Mashiro, usually you're the pennypincher... I guess rare things do happen, sometimes."]
133: 2396| [47] [Mashiro]
134: 2399| [45] ["But look, it's just so pitiful to leave Salyu with only the clothes on her back."]
135: 2425| [47] [Mashiro]
136: 2428| [45] ["If you're that against it, I don't mind paying out of pocket. I'm fine either way, so what'll it be?"]
137: 2433| [45] [Now that Mashiro had gone that far, it was very difficult for Natsuhiko to decline.]
138: 2441| [47] [Natsuhiko]
139: 2444| [45] ["Gh... f-fine. I'll pay."]
140: 2470| [47] [Mashiro]
141: 2473| [45] ["Okay, that settles it then! Explain the circumstances to the professor for me, okay?"]
142: 2602| [45] [And with that, Mashiro turned back to Salyu.]
143: 2628| [47] [Mashiro]
144: 2631| [45] ["Salyu, your sponsor's given the go-ahead~ So pick out whatever clothes you like."]
145: 2657| [47] [Salyu]
146: 2660| [45] ["Huh...?"]
147: 2686| [47] [Salyu]
148: 2689| [45] ["... Okay. If you two insist, then I shall have you make the purchase for me."]
149: 2694| [45] [Her phrasing was odd, but for the time being, it looked like they had reached an agreement for the time being.]
150: 2699| [47] [Natsuhiko]
151: 2700| [45] [(That was a weak reaction...)]
152: 2705| [45] [Perhaps clothing was of no importance to Salyu.]
153: 2731| [47] [Mashiro]
154: 2734| [45] ["Awrighty, in that case, let's go to that clothing store over there."]
155: 2739| [45] [Mashiro pointed to a nearby store.]
156: 2936| [47] [Mashiro]
157: 2939| [45] ["They're stocked with nice clothes at cheap prices~"]
158: 2944| [45] [One look inside, and sure enough, they had racks full of tasteful clothing.]
159: 2952| [47] [Natsuhiko]
160: 2955| [45] ["I see. Okay, I'll be waiting outside, so you two can..."]
161: 3074| [47] [Mashiro]
162: 3077| [45] ["What are you talking about, Natsuhiko? Help us choose."]
163: 3153| [47] [Mashiro]
164: 3156| [45] ["We need to hear a boy's opinion too. Right, Salyu?"]
165: 3182| [47] [Salyu]
166: 3185| [45] ["Please."]
167: 3211| [47] [Mashiro]
168: 3214| [45] ["See, c'mon, you too, Natsuhiko!"]
169: 3222| [47] [Natsuhiko]
170: 3225| [45] ["Huh? Hold on, now..."]
171: 3230| [45] [Mashiro nearly dragged Natsuhiko and Salyu into the clothing store.]
172: 3395| [45] [--And thus, Mashiro started to choose clothes for Salyu in high spirits.]
173: 3400| [45] [She had Salyu try on different outfits, as if she were playing dress up with a doll.]
174: 3453| [45] [And in the end, they singled out the clothes that suited Salyu the best, made their purchase, and left the store.]
