  0:   76| [55] [√Before Chapter 1]
 69: 1311| [45] [Despite his frustration with her, he had always been indebted to Mashiro, so it would be unwise of him to criticize her outright.]
 70: 1319| [47] [Natsuhiko]
 71: 1322| [45] ["...Um, well, could you try not to talk too much about home in the classroom?"]
 72: 1348| [47] [Mashiro]
 73: 1351| [45] ["Really? I don't think it's that embarrassing that you can't cook. I mean, you're a guy, so it's only expected."]
 74: 1356| [45] [Natsuhiko sighed at how off the mark Mashiro was.]
 75: 1361| [47] [Natsuhiko]
 76: 1362| [45] [(Why can't she just avoid their questions with some noncommittal answers...)]
 77: 1465| [45] [Natsuhiko was one to conduct himself well in the class.]
 78: 1470| [45] [He had a fair amount of friends and nobody in particular hated him. It was for that reason that they were able to tease him like that.]
 79: 1475| [45] [But to the very end, Natsuhiko was merely exerting conscious control over his interpersonal relations to live a fulfilling school life.]
 80: 1480| [45] [He tried not to make any needlessly deep relationships and he didn't want to reveal too much about his private life, either.]
 81: 1529| [47] [Natsuhiko]
 82: 1530| [45] [(That's just tiring.)]
 83: 1535| [45] [That was how Natsuhiko thought, but not Mashiro.]
 84: 1705| [45] [She would associate with anyone upfront. She hated lies, and lived with steadfast honesty--]
 85: 1710| [45] [Which was probably why she could not understand Natsuhiko's worldly wisdom.]
 86: 1715| [45] [And so, like always, Natsuhiko gave up.]
 87: 1770| [47] [Natsuhiko]
 88: 1773| [45] ["Well, whatever... Anyways, where are we going today?"]
 89: 1781| [47] [Mashiro]
 90: 1784| [45] ["The shopping area on Center Street. The supermarket's having a sale there."]
 91: 1792| [47] [Natsuhiko]
 92: 1795| [45] ["I see. Don't want to let that opportunity slip us by. Let's go before everything sells out."]
 93: 1821| [47] [Mashiro]
 94: 1824| [45] ["Yeah."]
 95: 1941| [45] [The two of them carried on their cliched household conversation as they left school...]
