  0:   41| [55] [√Before Chapter 8]
131: 2077| [45] [As he fell, something dropped from the man's pocket--]
132: 2132| [45] [--A card with "Lv. N" written on it--]
133: 2137| [47] [Natsuhiko]
134: 2138| [45] [(A security card! If I just break it!!)]
135: 2163| [45] [Natsuhiko picked up the card and snapped it in two.]
136: 2216| [45] [And at the same time, the man got up.]
137: 2221| [45] [He was still holding the gun in his hand.]
138: 2226| [47] [Natsuhiko]
139: 2227| [45] [(Is he going to shoot!? No--)]
140: 2232| [47] [Natsuhiko]
141: 2233| [45] [(If I keep running away, I can trap him!)]
142: 2247| [45] [Natsuhiko turned back and tried to dash out of the room.]
143: 2273| [45] [But then a gunshot rang out,]
144: 2335| [47] [Natsuhiko]
145: 2338| [45] ["!!"]
146: 2343| [45] [and Natsuhiko's left arm popped.]
147: 2355| [47] [Natsuhiko]
148: 2358| [45] ["Gggghhhhh!!"]
149: 2363| [45] [He shouted against his will.]
150: 2368| [45] [He was struck by intense pain as if he had been hit by a blunt force weapon in the upper arm and his brain were burning.]
151: 2376| [47] [Natsuhiko]
152: 2379| [45] ["Gugh, uugh..."]
153: 2387| [47] [Natsuhiko]
154: 2390| [45] ["... Uwaaaahhhh!!"]
155: 2395| [45] [Natsuhiko withstood the intense pain and tumbled out of the room.]
156: 2458| [45] [He ran into the fire, applying pressure to his arm.]
157: 2463| [45] [He took the split card and threw it into the blazing flames.]
158: 2468| [45] [A shout shot up from behind him.]
159: 2575| [47] [Watase]
160: 2578| [45] ["You think you can break my card and lock me in so I can't chase you, huh?"]
161: 2583| [45] [Natsuhiko looked back to see the man standing behind the flames.]
162: 2588| [45] [The man took out another card from his pocket to replace the one Natsuhiko destroyed.]
163: 2596| [47] [Watase]
164: 2599| [45] ["Too bad that wasn't my only card. I came prepared."]
165: 2657| [47] [Natsuhiko]
166: 2660| [45] ["...!"]
167: 2668| [47] [Watase]
168: 2671| [45] ["So don't even think you're getting away, Communicator!!"]
169: 2679| [47] [Watase]
170: 2682| [45] ["I will find you, and I will kill you! I swear!"]
171: 2687| [45] [Natsuhiko shook off that voice and ran.]
172: 2692| [45] [And thus began his desperate fight for his life in the underground facility without an exit.]
173: 2839| [45] [He ran recklessly through the factory towards another area.]
174: 2844| [45] [But that area was also wrapped in flames, the heat waves tormenting Natsuhiko.]
175: 2849| [45] [As he ran, his breathing grew rough. Blood oozed out of his arm and side. His body was gradually losing strength.]
176: 2854| [47] [Natsuhiko]
177: 2855| [45] [(D-dammit... What do I do?)]
178: 2860| [47] [Natsuhiko]
179: 2861| [45] [(How do I defeat him...!?)]
180: 2866| [45] [The telepathy attacks weren't working on him.]
181: 2871| [45] [His heart obviously wasn't open, so Natsuhiko couldn't use empathy.]
182: 2876| [45] [And the throwing techniques weren't enough to do any real damage.]
183: 2881| [45] [No matter how much Natsuhiko kept running, he would be overtaken and shot to death.]
184: 2920| [47] [Natsuhiko]
185: 2921| [45] [(If I at least had some sort of weapon...!)]
186: 2943| [45] [He looked around and soon realized--]
187: 2948| [45] [--he could use the fires surrounding him as a weapon!]
188: 2968| [47] [Natsuhiko]
189: 2971| [45] ["...!"]
190: 2997| [45] [Natsuhiko kicked the burning wall with all his strength.]
191: 3002| [45] [The wallboard tore off and fell to the floor.]
192: 3007| [45] [He held the board to the fire, setting it aflame as a sort of makeshift torch.]
193: 3075| [47] [Natsuhiko]
194: 3076| [45] [(It's do or die, huh... If I could just hit him in the face with this...!)]
195: 3081| [45] [If it worked out, he could blind the man.]
196: 3086| [45] [With that thought in mind, Natsuhiko hid himself under cover.]
197: 3097| [45] [Eventually, he heard the area gate open.]
198: 3157| [45] [Heavy footsteps approached.]
199: 3162| [47] [Natsuhiko]
200: 3163| [45] [(Wait for it... Don't go until the last second.)]
201: 3168| [45] [Natsuhiko lowered his breath, concealed himself completely, and waited for the right timing--]
202: 3223| [45] [--and then he jumped out of cover and hurled the burning board at the man's face.]
203: 3262| [47] [Watase]
204: 3265| [45] ["!"]
205: 3270| [45] [The man shrank back for a second.]
206: 3275| [45] [The board flew towards his face--]
207: 3321| [45] [But right before impact, he swatted it out of the air with his arm.]
208: 3329| [47] [Natsuhiko]
209: 3332| [45] ["Ah..."]
210: 3358| [47] [Watase]
211: 3361| [45] ["... What was that supposed to be?"]
212: 3369| [47] [Watase]
213: 3372| [45] ["Please, you didn't think this would defeat me, did you?"]
214: 3377| [45] [The man spoke in disappointment as he casually shot his gun.]
215: 3406| [47] [Natsuhiko]
216: 3409| [45] ["!!"]
217: 3414| [45] [A third bullet gouged itself into Natsuhiko's body, this time in the right leg.]
218: 3467| [47] [Natsuhiko]
219: 3470| [45] ["Khh... guh...!!"]
220: 3475| [45] [He leaned against the wall.]
221: 3516| [45] [But he put up with the pain and forced his legs to run away.]
222: 3521| [47] [Natsuhiko]
223: 3522| [45] [(Is he going to shoot me in the back!?)]
224: 3527| [45] [He thought so, but the man did not.]
225: 3532| [45] [Instead of a gunshot, he heard a scoffing voice.]
226: 3561| [47] [Watase]
227: 3564| [45] ["Don't think I'll just -give- you the repose of death."]
228: 3572| [47] [Watase]
229: 3575| [45] ["That's it. Run, run, run, you damn Communicator."]
230: 3601| [47] [Watase]
231: 3604| [45] ["Just like how we ran in the hospital that night."]
232: 3644| [45] [The man kept speaking unintelligibly as he made his leisurely pursuit.]
233: 3649| [45] [Natsuhiko's voice overflowed with bitterness.]
234: 3663| [47] [Natsuhiko]
235: 3666| [45] ["... Dammit...!"]
236: 3674| [47] [Natsuhiko]
237: 3677| [45] ["Dammit, dammit, dammit...!"]
238: 3682| [45] [Natsuhiko cursed over and over as he ran for his life.]
239: 3687| [45] [Searching for a way to defeat the man and survive.]
240: 3692| [45] [Searching for a glimmer of hope in the midst of despair--]
