  0:   52| [55] [√After Chapter 2]
 56: 1139| [45] [Watase closed the fireproof door to the stairwell as soon as they made it back to B1.]
 57: 1144| [45] [And not even a second later-- the door shook with a roar.]
 58: 1249| [47] [Watase]
 59: 1252| [45] ["Agh!"]
 60: 1308| [45] [Watase was knocked down by the shockwave occurring on the other side.]
 61: 1313| [45] [He landed on his side and felt a keen pain run through the area around his ribs.]
 62: 1359| [47] [Watase]
 63: 1362| [45] ["Ghh, ugh...!"]
 64: 1373| [45] [He quickly shut the door again as he groaned.]
 65: 1378| [45] [It looked like an explosion had happened downstairs, and the blast had made it all the way up the stairs.]
 66: 1383| [45] ["If we'd been even a second slower..."-- That thought sent shivers down Watase's spine.]
 67: 1391| [47] [Watase]
 68: 1394| [45] ["Wh... what was that explosion?"]
 69: 1456| [47] [Jun]
 70: 1459| [45] ["A 'flashover'."]
 71: 1467| [47] [Jun]
 72: 1470| [45] ["A phenomenon where an explosion occurs when fire that's covering an entire area suddenly goes through thermal expansion."]
 73: 1496| [47] [Jun]
 74: 1499| [45] ["You saw how those flames were rolling like they were alive, right? That was a forewarning to it, so to speak."]
 75: 1507| [47] [Watase]
 76: 1510| [45] ["So that's why you told us to run..."]
 77: 1515| [45] [If they'd stayed there, they would all be burning to death right about now.]
 78: 1520| [45] [Watase gulped as it fully hit him just how ferocious that fire had been.]
 79: 1525| [45] [His ribs still ached from when he'd been knocked to the floor.]
 80: 1533| [47] [Watase]
 81: 1536| [45] ["But I'm glad we're all in one piece..."]
 82: 1613| [45] [He looked at Kazami as he said that-- only to find her leaning against the wall, her hand gripping her head.]
 83: 1621| [47] [Watase]
 84: 1624| [45] ["...!? Tachibana, what's wrong!?"]
 85: 1650| [47] [Kazami]
 86: 1653| [45] ["N-nothing... just got a bit dizzy and a little headache all of a sudden..."]
 87: 1679| [47] [Jun]
 88: 1682| [45] ["A headache!? Could it be because you went downstairs without enough AD!?"]
 89: 1687| [45] [The fiery hallway they'd just escaped from had a reading of about "4300 mSv" according to the Procyon.]
 90: 1692| [45] [That was over the first danger standard-- an extremely dangerous zone to those without any AD.]
 91: 1700| [47] [Watase]
 92: 1703| [45] ["H-hey... you okay, Tachibana!?"]
 93: 1775| [47] [Kazami]
 94: 1778| [45] ["... I-I'm fine, no problems at all."]
 95: 1786| [47] [Jun]
 96: 1789| [45] ["But to think the radiation would--"]
 97: 1815| [47] [Kazami]
 98: 1818| [45] ["If they were subjective symptoms of radiation damage, they should not be manifesting this quickly."]
 99: 1826| [47] [Kazami]
100: 1829| [45] ["This is more likely due to carbon monoxide overexposure."]
101: 1834| [45] [Her face was still a bit pale.]
102: 1854| [47] [Watase]
103: 1857| [45] ["'Carbon monoxide overexposure'... don't you think you're being a bit too optimistic there?"]
104: 1865| [47] [Watase]
105: 1868| [45] ["I mean, I fainted right after I went into a contaminated zone even with AD."]
106: 1894| [47] [Kazami]
107: 1897| [45] ["...!"]
108: 1905| [47] [Watase]
109: 1908| [45] ["It could be way too dangerous for you, considering you didn't take a proper shot of--"]
110: 1934| [47] [Kazami]
111: 1937| [45] ["I am aware of all that! You do not have to remind me!"]
112: 1945| [47] [Watase]
113: 1948| [45] ["...!"]
114: 1953| [45] [Watase instinctively shut up at Kazami's sharp voice.]
115: 1958| [47] [Watase]
116: 1959| [45] [(Dammit, all I did was drive her into a corner...!)]
117: 1964| [45] [As Watase stood there, regretting his words, Kazami's face softened in realization.]
118: 1990| [47] [Kazami]
119: 1993| [45] ["... My apologies. I lost my composure for a moment there."]
120: 2019| [47] [Kazami]
121: 2022| [45] ["At any rate, let's head back to the control room. Going back to the lower floor is no longer an option."]
122: 2035| [47] [Watase]
123: 2036| [45] [(Maybe she's right, but we can't be optimistic, can we?)]
124: 2041| [45] [Even Watase had fainted with a violent headache right after he'd entered a contaminated zone.]
125: 2046| [45] [It was way too dangerous for someone without a full ampule of AD in their system like Kazami.]
126: 2051| [45] [Kazami spoke up with a firm voice as Watase thought that.]
127: 2077| [47] [Kazami]
128: 2080| [45] ["... At any rate, let's head back to the control room. Going back to the lower floor is no longer an option."]
129: 2088| [47] [Watase]
130: 2091| [45] ["R-right..."]
131: 2117| [47] [Jun]
132: 2120| [45] ["... Yeah."]
133: 2163| [45] [Kazami then started walking on ahead, followed shortly afterwards by Watase and Jun.]
134: 2168| [45] [--So that dosage of AD really hadn't been enough for her.]
135: 2173| [45] [Though injecting oneself with a drug stored in a damaged container was already in of itself extremely dangerous.]
136: 2178| [47] [Watase]
137: 2179| [45] [(We need to find some AD on the double...!)]
138: 2190| [45] [Watase then whispered into Jun's ear.]
139: 2253| [47] [Watase]
140: 2256| [45] ["... Moribe, Tachibana looks like she's having a real hard time. We have to support her..."]
141: 2282| [47] [Jun]
142: 2285| [45] ["I know that already! I know that..!"]
143: 2290| [45] [Watase and Jun nodded at each other and quickly marched towards the control room.]
144: 2296| [45] [Watase reaffirmed his determination and quickly marched towards the control room.]
