  0:   75| [55] [√Before Chapter 5]
 91: 1742| [47] [Mashiro]
 92: 1745| [45] ["Not here too...!"]
 93: 1753| [47] [Natsuhiko]
 94: 1756| [45] ["Dammit, is there no escape!?"]
 95: 1761| [45] [The devices ordinarily used to maintain public order were now being used to track the kids down.]
 96: 1766| [47] [Alice]
 97: 1769| [45] ["Kyuu, kyuu... kyuu, kyuu...!"]
 98: 1774| [45] [Alice squeaked as if to speak for their anxiety.]
 99: 1782| [47] [Natsuhiko]
100: 1785| [45] ["... The security department's sure to show up here too. Let's run."]
101: 1811| [47] [Mashiro]
102: 1814| [45] ["R-right!"]
103: 1819| [45] [Right as they were about to run-- Salyu took control of the situation.]
104: 1845| [47] [Salyu]
105: 1848| [45] ["Wait, you two."]
106: 1856| [47] [Natsuhiko]
107: 1859| [45] ["Huh?"]
108: 1885| [47] [Salyu]
109: 1888| [45] ["The security department's going to look at that camera's footage and chase after us, right?"]
110: 1914| [47] [Mashiro]
111: 1917| [45] ["Y-yeah."]
112: 1943| [47] [Salyu]
113: 1946| [45] ["Then let's think about it the other way around: they won't search places where the cameras don't see us."]
114: 1954| [47] [Natsuhiko]
115: 1957| [45] ["Yeah, and...?"]
116: 1983| [47] [Salyu]
117: 1986| [45] ["I'll manipulate the camera. Come with me, you two."]
118: 1991| [45] [And with that, Salyu entered the security camera's blind spot and rushed over to it.]
119: 1996| [45] [And then she poked Alice around her neck.]
120: 2001| [45] [Which caused some sort of cable to wind out of her.]
121: 2009| [47] [Natsuhiko]
122: 2012| [45] ["Wah! Wh-what's that!?"]
123: 2038| [47] [Salyu]
124: 2041| [45] ["Alice isn't just a facial expression recognition device. She's also a multifunction mobile PC."]
125: 2046| [45] [Salyu opened a panel on Alice's back, revealing an LCD display.]
126: 2072| [47] [Mashiro]
127: 2075| [45] ["She's a computer?"]
128: 2083| [47] [Salyu]
129: 2086| [45] ["Yes. And this screen is a touch panel."]
130: 2094| [47] [Salyu]
131: 2097| [45] ["She possesses all essential functions including communication, audiovisual recording, and data I/O. She also accepts voice commands."]
132: 2105| [47] [Salyu]
133: 2108| [45] ["Furthermore, Dr. Tenkawa preinstalled various sorts of software, so--"]
134: 2116| [47] [Salyu]
135: 2119| [45] ["It should be no trouble at all to manipulate the camera footage using some of that software."]
136: 2124| [45] [And with that, Salyu began to tamper with the security camera.]
137: 2129| [45] [She skillfully removed the cover on the security camera, took out the terminal port and connected it to Alice's cable.]
138: 2137| [47] [Salyu]
139: 2140| [45] ["Alice, start command."]
140: 2148| [47] [Salyu]
141: 2151| [45] ["'Capture 10 seconds of footage from the input pin and loop it into the output pin.' End command."]
142: 2156| [47] [Alice]
143: 2159| [45] ["Kyuu!"]
144: 2164| [45] [Natsuhiko and Mashiro looked blankly as Alice answered reliably.]
145: 2190| [47] [Mashiro]
146: 2193| [45] ["Uh, umm...? Ms. Salyu, what might you be doing?"]
147: 2219| [47] [Salyu]
148: 2222| [45] ["I connected the security camera's output terminal to Alice and captured footage from the camera."]
149: 2230| [47] [Salyu]
150: 2233| [45] ["So now Alice has stored security footage that we don't show up in."]
151: 2259| [47] [Salyu]
152: 2262| [45] ["So now by connecting Alice to the input terminal and looping the footage..."]
153: 2270| [47] [Natsuhiko]
154: 2273| [45] ["I see! So basically we won't show up on this camera anymore, huh!"]
155: 2278| [45] [Salyu nodded at Natsuhiko's words.]
156: 2304| [47] [Salyu]
157: 2307| [45] ["Yes. So now even if the security department checks the camera feed, they shouldn't expect anyone to be in the park."]
158: 2333| [47] [Salyu]
159: 2336| [45] ["Though we were caught on camera here once, so it's not a foolproof plan..."]
160: 2362| [47] [Mashiro]
161: 2365| [45] ["Still, it's quite safer than any other place!"]
162: 2373| [47] [Natsuhiko]
163: 2376| [45] ["That's amazing, Salyu! I didn't even know you could do something like that!"]
164: 2402| [47] [Salyu]
165: 2405| [45] ["It's not anything that praiseworthy."]
166: 2431| [47] [Salyu]
167: 2434| [45] ["So let's stand by in this park until some of the heat dies down."]
168: 2442| [47] [Natsuhiko]
169: 2445| [45] ["Yeah, I mean, I am a little tired..."]
170: 2471| [47] [Mashiro]
171: 2474| [45] ["Let's take a short break then, I guess."]
172: 2479| [45] [And with that, the kids sat down in the grass.]
