  0:   51| [55] [√Before Chapter 6]
 61:  908| [45] [Natsuhiko quickly started searching for a card.]
 62:  913| [45] [First he tried searching through the desk drawers.]
 63:  957| [45] [But all he found were metal boxes of some sort. Nothing like a card.]
 64:  969| [47] [Natsuhiko]
 65:  972| [45] ["Tch!"]
 66:  986| [45] [He quickly gave up on the drawers and started looking on top of the desk.]
 67:  991| [45] [But then something entirely different on the desk caught his eye.]
 68:  999| [47] [Natsuhiko]
 69: 1002| [45] ["Huh...!?"]
 70: 1007| [45] [A digital photo frame decorated the desk.]
 71: 1012| [45] [And the photo currently displayed-- was a photo of Natsuhiko himself.]
 72: 1020| [47] [Natsuhiko]
 73: 1023| [45] ["Why's there a picture of me here...!?"]
 74: 1028| [45] [As he looked at the picture, he remembered when the photo was taken.]
 75: 1033| [45] [The day he entered high school was one of the rare days his mother came home. She took the photo with her PDA camera that evening.]
 76: 1043| [47] [Natsuhiko]
 77: 1044| [45] [(!! Don't tell me this is Mom's personal office!?)]
 78: 1049| [45] [Natsuhiko gasped.]
 79: 1054| [45] [But as he looked at that picture, he was struck by the tremendous sense that there was something out of place.]
 80: 1059| [47] [Natsuhiko]
 81: 1060| [45] [(...!?)]
 82: 1065| [45] [Natsuhiko was sitting on the sofa alone.]
 83: 1070| [45] [He remembered being confused when his mother abruptly pointed her PDA at him.]
 84: 1075| [47] [Natsuhiko]
 85: 1076| [45] [(... But something... something's not right here!)]
 86: 1081| [45] [The uncanny feeling became too much for Natsuhiko, and he averted his eyes from the photo.]
 87: 1086| [45] [Only for his gaze to land on a file rack nearby.]
 88: 1091| [45] [The files appeared to be organized by year.]
 89: 1096| [45] [And the file labeled "2021" in particular--]
 90: 1101| [47] [Natsuhiko]
 91: 1102| [45] [(...!)]
 92: 1107| [45] [This wasn't the time to be snooping.]
 93: 1112| [45] [But Natsuhiko reached out for the file as if entranced.]
 94: 1117| [47] [Natsuhiko]
 95: 1118| [45] [(The answer just might be in here...!)]
 96: 1124| [45] [As soon as that thought crossed his mind, he felt someone's presence.]
 97: 1212| [45] [He looked up in shock to find Yuuri standing by the room's entrance.]
 98: 1226| [47] [Natsuhiko]
 99: 1229| [45] ["... Yuuri...!"]
100: 1255| [47] [Yuuri]
101: 1258| [45] ["...?"]
102: 1263| [45] [Yuuri silently tilted her head to the side.]
103: 1268| [45] [Natsuhiko interrogated her.]
104: 1276| [47] [Natsuhiko]
105: 1279| [45] ["Did you send me into this room because you knew about this!?"]
106: 1305| [47] [Yuuri]
107: 1308| [45] ["Did I send you...? No, Hikorin, you chose this room yourself."]
108: 1316| [47] [Natsuhiko]
109: 1319| [45] ["...? What do you mean?"]
110: 1345| [47] [Yuuri]
111: 1348| [45] ["We came into this room nine years ago too, didn't we? To escape the fire and the smoke..."]
112: 1356| [47] [Natsuhiko]
113: 1359| [45] ["...!"]
114: 1367| [47] [Yuuri]
115: 1370| [45] ["You couldn't find a card back then. But this time, you can find one for sure."]
116: 1378| [47] [Natsuhiko]
117: 1381| [45] ["How do you know that!?"]
118: 1389| [47] [Yuuri]
119: 1392| [45] ["You just overlooked it. You should already know where the card is, Hikorin."]
120: 1397| [45] [Yuuri looked at Natsuhiko as she spoke.]
121: 1423| [47] [Yuuri]
122: 1426| [45] ["Look for it... and escape with Mashiron."]
123: 1434| [47] [Natsuhiko]
124: 1437| [45] ["With Mashiro...? What about you, Yuuri?"]
125: 1463| [47] [Yuuri]
126: 1466| [45] ["I can't go with you."]
127: 1474| [47] [Natsuhiko]
128: 1477| [45] ["Why not!?"]
129: 1503| [47] [Yuuri]
130: 1506| [45] ["Haven't you realized it already?"]
131: 1511| [45] [Yuuri smiled a lonely smile.]
132: 1516| [47] [Natsuhiko]
133: 1517| [45] [(... What does she mean?)]
134: 1522| [47] [Natsuhiko]
135: 1523| [45] [(I already know... the reason?)]
136: 1528| [45] [But gradually, Natsuhiko began to notice.]
137: 1533| [45] [The sights he saw, the sounds he heard, and the feelings he felt--]
138: 1538| [45] [All the memories he was recollecting were approaching the present.]
139: 1543| [45] [The recollections and the present were about to overlap temporally.]
140: 1548| [45] [Natsuhiko's watch began to move again, as if to press him to move as well.]
141: 1553| [45] [--The date display said "9/16".]
142: 1558| [45] [The hands pointed to "3:19" today.]
143: 1584| [47] [Yuuri]
144: 1587| [45] ["... Hikorin, try to remember what it was you saw and heard today."]
145: 1595| [47] [Yuuri]
146: 1598| [45] ["For the truth lies in those observations..."]
147: 1603| [45] [And with Yuuri's whisper--]
148: 1608| [45] [--Natsuhiko's consciousness went back four hours in time.]
