  0:   44| [55] [√Double Chapter 4]
185: 2581| [45] [{You sure? Isn't Salyu your--}]
186: 2589| [47] [Natsuhiko]
187: 2592| [45] [{Forget it, just prioritize getting out of there for now! We're sending Jun and Prof. Tsubakiyama your way right now!}]
188: 2644| [45] [Natsuhiko ended Senses Sympathy after giving that answer.]
189: 2693| [45] [--Once his own senses returned, he heard Yuuri's voice.]
190: 2719| [47] [Yuuri]
191: 2722| [45] ["Hikorin! You look kind of pained right now..."]
192: 2730| [47] [Yuuri]
193: 2733| [45] ["Did you use Senses Sympathy!?"]
194: 2741| [47] [Natsuhiko]
195: 2744| [45] ["Yeah... and now I know that Watase's in real big trouble right now."]
196: 2801| [45] [For now, Natsuhiko sent telepathy to Ena and Jun.]
197: 2809| [47] [Natsuhiko]
198: 2812| [45] [{Professor, Jun, can you hear me!?}]
199: 2820| [47] [Natsuhiko]
200: 2823| [45] [{Watase's currently heading towards Area 2!}]
201: 2831| [47] [Natsuhiko]
202: 2834| [45] [{His foot's injured! Please go help him!}]
203: 2839| [45] [And then he used empathy to receive Ena's reply.]
204: 2863| [47] [Ena]
205: 2866| [45] [{Understood! Area 2 it is!}]
206: 2871| [45] [She was no longer closing her heart.]
207: 2886| [45] [Once he confirmed she had received the message, he pondered some more.]
208: 2891| [47] [Natsuhiko]
209: 2892| [45] [(Watase's already beat up senselessly too...!)]
210: 2897| [47] [Natsuhiko]
211: 2898| [45] [(It's not unexpected, though, considering how he's been running around for nearly 8 hours to save everyone.)]
212: 2903| [47] [Natsuhiko]
213: 2904| [45] [(In that case... in that case... I'll try too...!)]
214: 2927| [45] [Natsuhiko made up his mind and spoke to Yuuri.]
215: 2949| [47] [Natsuhiko]
216: 2952| [45] ["... Yuuri... I'm going to Salyu."]
217: 2978| [47] [Yuuri]
218: 2981| [45] ["Huh? But Captain Kasasagi said to stay here..."]
219: 2989| [47] [Natsuhiko]
220: 2992| [45] ["But Ms. Tachibana's the only dangerous character lurking around now... And besides, if things don't change quickly, Watase will be in even worse trouble."]
221: 3000| [47] [Natsuhiko]
222: 3003| [45] ["I can't just wait and see. He's worked himself to the bone, so I will too...!"]
223: 3012| [47] [Natsuhiko]
224: 3015| [45] ["... Yuuri... I'm going to Watase..."]
225: 3041| [47] [Yuuri]
226: 3044| [45] ["Huh...?"]
227: 3070| [47] [Yuuri]
228: 3073| [45] ["Hikorin, don't tell me you're worried about Captain Kasasagi?"]
229: 3081| [47] [Natsuhiko]
230: 3084| [45] ["No, it's Salyu I'm worried about, that's all."]
231: 3089| [45] [Natsuhiko answered that way despite knowing that if Mashiro were awake, she'd call him a "damn tsundere".]
232: 3097| [47] [Natsuhiko]
233: 3100| [45] ["If I go, then it'll be all over in a second... and besides, I really can't just stay put here forever."]
234: 3123| [45] [Yuuri fell silent at those words for a second-- but then she readied herself and spoke.]
235: 3149| [47] [Yuuri]
236: 3152| [45] ["I-in that case... I'll go too."]
237: 3160| [47] [Natsuhiko]
238: 3163| [45] ["You too?"]
239: 3189| [47] [Yuuri]
240: 3192| [45] ["It'll be hard for you to walk around by yourself, and..."]
241: 3218| [47] [Yuuri]
242: 3221| [45] ["If you happen to come across Lieutenant Tachibana, you might have to repair her memory on the spot, right?"]
243: 3226| [47] [Natsuhiko]
244: 3227| [45] ["..."]
245: 3232| [45] [Natsuhiko was worried about taking Yuuri with him, but she was indeed right.]
246: 3240| [47] [Natsuhiko]
247: 3243| [45] ["... Okay. Let's go together."]
248: 3299| [47] [Natsuhiko]
249: 3302| [45] ["Mr. Ukita, please stay here and watch over Mashiro."]
250: 3328| [47] [Ukita]
251: 3331| [45] ["V-very well, but in that case--"]
252: 3403| [45] [Ukita took the gun out of his pocket as he spoke.]
253: 3429| [47] [Ukita]
254: 3432| [45] ["If you're going, then take this pistol with you. You might run across Ms. Tachibana along the way."]
255: 3440| [47] [Ukita]
256: 3443| [45] ["There are only two bullets left, but I suspect it'll still function as a threat."]
257: 3448| [45] [Ukita spoke in a stiff voice.]
258: 3453| [45] [They still didn't quite know what Kazami's intentions were. So it was probably better to be safe than sorry.]
259: 3461| [47] [Natsuhiko]
260: 3464| [45] ["... Understood."]
261: 3484| [45] [Natsuhiko took the pistol and slung it on his belt.]
262: 3536| [47] [Natsuhiko]
263: 3539| [45] ["Okay, then Yuuri... I'm sorry, but can you lend me a shoulder?"]
264: 3594| [47] [Yuuri]
265: 3597| [45] ["O-okay."]
266: 3602| [45] [Natsuhiko borrowed Yuuri's shoulder and tottered out of the shelter.]
