  0:  102| [55] [√Before Chapter6]
 88: 1645| [45] [「……」]
 89: 1650| [45] [そしてサリュは大人しく、宇喜多の言葉を聞いていた。]
 90: 1676| [47] [宇喜多]
 91: 1679| [45] [「それじゃさっそく僕はラボに戻る。悪いがこれで失礼するよ」]
 92: 1687| [47] [夏彦]
 93: 1690| [45] [「はい、お願いします！」]
 94: 1710| [47] [アリス]
 95: 1713| [45] [「キャンキャン！」]
 96: 1733| [45] [夏彦とアリスの鳴き声を背に、宇喜多は車に乗り込む。]
 97: 1744| [45] [そしてラボに向けて、走り去って行った。]
 98: 1749| [45] [だが、走り去っていく車を見送っていると――サリュがぽつりと呟いた。]
 99: 1792| [47] [サリュ]
100: 1795| [45] [「……私は他人の心がわからない」]
101: 1803| [47] [夏彦]
102: 1806| [45] [「ん……？　なんだ突然？」]
103: 1832| [47] [サリュ]
104: 1835| [45] [「いや、だから２人に聞きたい事があるの」]
105: 1843| [47] [サリュ]
106: 1846| [45] [「宇喜多佳司の言動に、不審な点を感じた？」]
107: 1872| [47] [ましろ]
108: 1875| [45] [「え……不審？」]
109: 1880| [45] [嫌な予感が、急速に膨らんできた。]
110: 1885| [45] [サリュはアリスを撫でて続ける。]
111: 1911| [47] [サリュ]
112: 1914| [45] [「不明な点というのは、アリスが鳴いた理由について」]
113: 1922| [47] [サリュ]
114: 1925| [45] [「さっきの『キャンキャン！』という鳴き声は、相手が焦っている時の声」]
115: 1951| [47] [サリュ]
116: 1954| [45] [「……あの人はなぜ焦ったの？」]
117: 1962| [47] [夏彦]
118: 1965| [45] [「ッ！？」]
119: 1970| [45] [その言葉を聞き、夏彦たちは息を呑んだ。]
120: 1996| [47] [ましろ]
121: 1999| [45] [「……ちょっと待って、焦ってたって……」]
122: 2007| [47] [夏彦]
123: 2010| [45] [「そうは見えなかったぞ？」]
124: 2036| [47] [サリュ]
125: 2039| [45] [「アリスは人間には認識困難な、微細な表情の変化も検出する」]
126: 2047| [47] [サリュ]
127: 2050| [45] [「肌ににじむ汗、筋肉の引きつり、体の震えなど……」]
128: 2076| [47] [サリュ]
129: 2079| [45] [「その分析が間違っていなければ、あの人は焦っていた。でもその理由がわからない」]
130: 2084| [47] [夏彦]
131: 2085| [45] [（そんな……え……？）]
132: 2090| [47] [夏彦]
133: 2091| [45] [（ど、どっちなんだ？　おじさんは『被害者側』なのか『加害者側』なのか？）]
134: 2096| [45] [考えているうち、ふと夏彦は気づいた。]
135: 2101| [45] [さきほど聞いた、宇喜多の心の声――そこに妙な点がある事に。]
136: 2331| [85] [《この子たちまで巻き込むわけにはいかない……》]
137: 2332| [86] [宇喜多]
138: 2333| [86] [《この子たちまで巻き込むわけにはいかない……》]
139: 2348| [85] [《だが時間が無い、すぐに対応しなければ！》]
140: 2349| [86] [宇喜多]
141: 2350| [86] [《だが時間が無い、すぐに対応しなければ！》]
142: 2467| [47] [夏彦]
143: 2470| [45] [「『時間がない』……！？」]
144: 2475| [45] [彼が心を開いていた事がわかって、すっかり安心してしまっていたが――]
145: 2480| [45] [考えてみれば、妙だ。]
146: 2485| [45] [なぜ宇喜多は、サリュの予想について話しただけなのに、『時間がない』などと思ったのだろうか。]
147: 2490| [47] [夏彦]
148: 2491| [45] [（ちょ、ちょっと待て……！）]
149: 2496| [45] [おかしな点はまだある。]
150: 2501| [45] [『この子たちまで巻き込むわけにはいかない』という言葉は、他にもすでに巻き込んだ人間がいるという風にも取れる。]
151: 2509| [47] [夏彦]
152: 2512| [45] [「か……可能性は２つある」]
153: 2520| [47] [夏彦]
154: 2523| [45] [「宇喜多のおじさんが本当に、テロリストに脅威を感じていたか――」]
155: 2549| [47] [ましろ]
156: 2552| [45] [「実はおじさんも、テロリストの仲間で……計画を察知されたと思ったから……？」]
157: 2564| [45] [どくん、と夏彦の心臓が跳ねた。]
158: 2569| [47] [夏彦]
159: 2570| [45] [（Ｑは、『内通者』を使う……！）]
160: 2575| [47] [夏彦]
161: 2576| [45] [（おじさんは、ラボへのテロを成功させるための、内通者……！？）]
162: 2584| [47] [夏彦]
163: 2587| [45] [「……まずい！　とりあえず、おじさんを追おう！」]
164: 2613| [47] [ましろ]
165: 2616| [45] [「う、うん！」]
166: 2670| [45] [忌わしい記憶について、気にしている余裕はなかった。]
167: 2675| [45] [夏彦たちは、宇喜多が走り去った方向に駆け出した。]
