  0:   46| [55] [√After Chapter 4]
 76:  964| [45] [--Dr. Miyoko Fanclub: Meeting Notification--]
 77:  967| [85] [               ]
 78:  968| [45] [(September 2018)]
 79:  971| [45] [--Outline of the "Seven Wonders of Rokumei City"--]
 80:  974| [85] [               ]
 81:  975| [45] [(August 2020)]
 82:  978| [45] [--Special Observation Target Na2: 3rd Periodic Report--]
 83:  981| [85] [               ]
 84:  982| [45] [(August 2021)]
 85:  985| [45] [--Concerning the abolition of print medium--]
 86:  988| [85] [             ]
 87:  989| [45] [(December 2021)]
 88: 1015| [45] [--All of them had meaningless pieces of information, incomprehensible to Watase.]
 89: 1020| [45] [What's more, they were all fairly old.]
 90: 1025| [47] [Watase]
 91: 1026| [45] [(Guess I shouldn't get my hopes up...)]
 92: 1031| [45] [Watase picked up another paper as he thought this.]
 93: 1039| [47] [Watase]
 94: 1042| [45] ["Hmm... 'NBC Outbreak: Security Manual'?"]
 95: 1047| [45] [Kazami peeked over his shoulder and spoke up.]
 96: 1110| [47] [Kazami]
 97: 1113| [45] ["Captain, what's that you have there?"]
 98: 1121| [47] [Watase]
 99: 1124| [45] ["Not sure. What's NBC anyway?"]
100: 1150| [47] [Kazami]
101: 1153| [45] ["Oh, NBC stands for 'Nuclear' 'Biological' and 'Chemical'."]
102: 1161| [47] [Kazami]
103: 1164| [45] ["So for example, whenever they refer to an NBC disaster, that's a general term for a disaster caused by nuclear, biological, or chemical substances."]
104: 1169| [45] [In other words, this manual probably described security measures to be taken during an accident much like this one.]
105: 1174| [47] [Watase]
106: 1175| [45] [(But I thought they valued evacuation more than security in these kinds of situations...)]
107: 1180| [45] [Watase's thoughts were interrupted by a voice behind him.]
108: 1233| [47] [Ukita]
109: 1236| [45] ["What are you two doing!?"]
110: 1241| [45] [They turned around in surprise to see Ukita looking at them furiously.]
111: 1249| [47] [Watase]
112: 1252| [45] ["Oh, uh, I just figured there might be a hint to escaping this place in here."]
113: 1278| [47] [Ukita]
114: 1281| [45] ["We don't have time for that now, right?"]
115: 1307| [47] [Ukita]
116: 1310| [45] ["And besides, all the print materials in this facility are old anyway. They abolished print nine years ago and decided to digitize everything from then on."]
117: 1318| [47] [Ukita]
118: 1321| [45] ["They haven't gotten around to disposing of these documents yet, but they're so old that the information's useless anyway."]
119: 1329| [47] [Watase]
120: 1332| [45] ["But what about the disaster prevention manuals? The ones we found said '2030 Edition' on them."]
121: 1340| [47] [Ukita]
122: 1343| [45] ["Those are the only emergency procedure documents, so they always distribute printed copies of the latest version."]
123: 1351| [47] [Ukita]
124: 1354| [45] ["But that, along with everything else in this facility, is supposed to be top secret."]
125: 1380| [47] [Ukita]
126: 1383| [45] ["I believe I told you earlier that digging too deeply into things could have severe consequences."]
127: 1409| [47] [Kazami]
128: 1412| [45] ["But this is an emergency, so regardless of the policy--"]
129: 1438| [47] [Ukita]
130: 1441| [45] ["This isn't a simple threat or a joke! I'm telling you this for your own safety!"]
131: 1449| [47] [Watase]
132: 1452| [45] ["!!"]
133: 1478| [47] [Ukita]
134: 1481| [45] ["... You shouldn't take a government-managed research facility lightly."]
135: 1507| [47] [Ukita]
136: 1510| [45] ["Unless you don't like the idea of living in peace, that is...!"]
137: 1515| [45] [Ukita's eyes had an almost bizarre intensity to them as he spoke.]
138: 1520| [45] [As if to say that this world contained far more frightening situations than the disaster they were trapped in--]
139: 1525| [45] [Watase was overpowered by that look and found himself replying on instinct.]
140: 1533| [47] [Watase]
141: 1536| [45] ["G-got it... sorry."]
142: 1544| [47] [Watase]
143: 1547| [45] ["Let's finish up searching this room and move on."]
144: 1573| [47] [Kazami]
145: 1576| [45] ["... Yes."]
146: 1581| [45] [Watase still felt dissatisfied with the situation--]
147: 1586| [45] [--but he and the others left the room for the time being.]
